id,meeting_id,recording_type,file_type,file_size,recording_start,recording_end,play_url,status
rec-0041,85012345703,audio_only,M4A,31457280,2026-07-26T15:01:00Z,2026-07-26T15:31:00Z,https://zoom.us/rec/play/D11537,completed
rec-0042,85012345704,shared_screen_with_speaker_view,MP4,524288000,2026-09-23T15:01:00Z,2026-09-23T15:31:00Z,https://zoom.us/rec/play/576A01,completed
rec-0043,85012345704,audio_only,M4A,31457280,2026-09-23T15:01:00Z,2026-09-23T15:31:00Z,https://zoom.us/rec/play/1B9F85,completed
rec-0044,85012345708,shared_screen_with_speaker_view,MP4,524288000,2026-07-26T15:01:00Z,2026-07-26T15:31:00Z,https://zoom.us/rec/play/A3A100,completed
rec-0045,85012345708,audio_only,M4A,31457280,2026-07-26T15:01:00Z,2026-07-26T15:31:00Z,https://zoom.us/rec/play/624E22,completed
rec-0046,85012345709,shared_screen_with_speaker_view,MP4,524288000,2026-07-24T15:01:00Z,2026-07-24T15:31:00Z,https://zoom.us/rec/play/092996,completed
rec-0047,85012345709,audio_only,M4A,31457280,2026-07-24T15:01:00Z,2026-07-24T15:31:00Z,https://zoom.us/rec/play/D30D63,completed
rec-0048,85012345710,shared_screen_with_speaker_view,MP4,524288000,2026-05-08T15:01:00Z,2026-05-08T15:31:00Z,https://zoom.us/rec/play/43D8D9,completed
rec-0049,85012345710,audio_only,M4A,31457280,2026-05-08T15:01:00Z,2026-05-08T15:31:00Z,https://zoom.us/rec/play/24663E,completed
rec-0050,85012345712,shared_screen_with_speaker_view,MP4,524288000,2026-07-13T15:01:00Z,2026-07-13T15:31:00Z,https://zoom.us/rec/play/907A2B,completed
rec-0051,85012345712,audio_only,M4A,31457280,2026-07-13T15:01:00Z,2026-07-13T15:31:00Z,https://zoom.us/rec/play/9D8C09,completed
rec-0052,85012345713,shared_screen_with_speaker_view,MP4,524288000,2026-07-23T15:01:00Z,2026-07-23T15:31:00Z,https://zoom.us/rec/play/5009F4,completed
rec-0053,85012345713,audio_only,M4A,31457280,2026-07-23T15:01:00Z,2026-07-23T15:31:00Z,https://zoom.us/rec/play/DA4E5B,completed
rec-0054,85012345714,shared_screen_with_speaker_view,MP4,524288000,2026-06-15T15:01:00Z,2026-06-15T15:31:00Z,https://zoom.us/rec/play/1075D3,completed
rec-0055,85012345714,audio_only,M4A,31457280,2026-06-15T15:01:00Z,2026-06-15T15:31:00Z,https://zoom.us/rec/play/97199F,completed
rec-0056,85012345716,shared_screen_with_speaker_view,MP4,524288000,2026-07-16T15:01:00Z,2026-07-16T15:31:00Z,https://zoom.us/rec/play/FD9EEB,completed
rec-0057,85012345716,audio_only,M4A,31457280,2026-07-16T15:01:00Z,2026-07-16T15:31:00Z,https://zoom.us/rec/play/992C53,completed
rec-0058,85012345720,shared_screen_with_speaker_view,MP4,524288000,2026-07-02T15:01:00Z,2026-07-02T15:31:00Z,https://zoom.us/rec/play/A01ECA,completed
rec-0059,85012345720,audio_only,M4A,31457280,2026-07-02T15:01:00Z,2026-07-02T15:31:00Z,https://zoom.us/rec/play/C8E065,completed
rec-0060,85012345724,shared_screen_with_speaker_view,MP4,524288000,2026-06-25T15:01:00Z,2026-06-25T15:31:00Z,https://zoom.us/rec/play/A7A56E,completed
rec-0061,85012345724,audio_only,M4A,31457280,2026-06-25T15:01:00Z,2026-06-25T15:31:00Z,https://zoom.us/rec/play/31D6B3,completed
rec-0062,85012345726,shared_screen_with_speaker_view,MP4,524288000,2026-07-25T15:01:00Z,2026-07-25T15:31:00Z,https://zoom.us/rec/play/69710E,completed
rec-0063,85012345726,audio_only,M4A,31457280,2026-07-25T15:01:00Z,2026-07-25T15:31:00Z,https://zoom.us/rec/play/16D82D,completed
rec-0064,85012345729,shared_screen_with_speaker_view,MP4,524288000,2026-07-15T15:01:00Z,2026-07-15T15:31:00Z,https://zoom.us/rec/play/1B0649,completed
rec-0065,85012345729,audio_only,M4A,31457280,2026-07-15T15:01:00Z,2026-07-15T15:31:00Z,https://zoom.us/rec/play/2ABC6C,completed
rec-0066,85012345731,shared_screen_with_speaker_view,MP4,524288000,2026-05-23T15:01:00Z,2026-05-23T15:31:00Z,https://zoom.us/rec/play/F21C3D,completed
rec-0067,85012345731,audio_only,M4A,31457280,2026-05-23T15:01:00Z,2026-05-23T15:31:00Z,https://zoom.us/rec/play/B648DB,completed
rec-0068,85012345732,shared_screen_with_speaker_view,MP4,524288000,2026-05-01T15:01:00Z,2026-05-01T15:31:00Z,https://zoom.us/rec/play/D3B877,completed
rec-0069,85012345732,audio_only,M4A,31457280,2026-05-01T15:01:00Z,2026-05-01T15:31:00Z,https://zoom.us/rec/play/81F565,completed
rec-0070,85012345733,shared_screen_with_speaker_view,MP4,524288000,2026-08-17T15:01:00Z,2026-08-17T15:31:00Z,https://zoom.us/rec/play/2200E9,completed
rec-0071,85012345733,audio_only,M4A,31457280,2026-08-17T15:01:00Z,2026-08-17T15:31:00Z,https://zoom.us/rec/play/6B430A,completed
rec-0072,85012345734,shared_screen_with_speaker_view,MP4,524288000,2026-08-21T15:01:00Z,2026-08-21T15:31:00Z,https://zoom.us/rec/play/648C88,completed
rec-0073,85012345734,audio_only,M4A,31457280,2026-08-21T15:01:00Z,2026-08-21T15:31:00Z,https://zoom.us/rec/play/FDA660,completed
rec-0074,85012345735,shared_screen_with_speaker_view,MP4,524288000,2026-07-22T15:01:00Z,2026-07-22T15:31:00Z,https://zoom.us/rec/play/79BA5B,completed
rec-0075,85012345735,audio_only,M4A,31457280,2026-07-22T15:01:00Z,2026-07-22T15:31:00Z,https://zoom.us/rec/play/B63678,completed
rec-0076,85012345736,shared_screen_with_speaker_view,MP4,524288000,2026-06-12T15:01:00Z,2026-06-12T15:31:00Z,https://zoom.us/rec/play/C653E2,completed
rec-0077,85012345736,audio_only,M4A,31457280,2026-06-12T15:01:00Z,2026-06-12T15:31:00Z,https://zoom.us/rec/play/D52134,completed
rec-0078,85012345737,shared_screen_with_speaker_view,MP4,524288000,2026-08-14T15:01:00Z,2026-08-14T15:31:00Z,https://zoom.us/rec/play/9537B7,completed
rec-0079,85012345737,audio_only,M4A,31457280,2026-08-14T15:01:00Z,2026-08-14T15:31:00Z,https://zoom.us/rec/play/F760BE,completed
rec-0080,85012345738,shared_screen_with_speaker_view,MP4,524288000,2026-06-03T15:01:00Z,2026-06-03T15:31:00Z,https://zoom.us/rec/play/F894A0,completed
rec-0081,85012345738,audio_only,M4A,31457280,2026-06-03T15:01:00Z,2026-06-03T15:31:00Z,https://zoom.us/rec/play/BD8AA3,completed
rec-0082,85012345741,shared_screen_with_speaker_view,MP4,524288000,2026-07-11T15:01:00Z,2026-07-11T15:31:00Z,https://zoom.us/rec/play/CBD25E,completed
rec-0083,85012345741,audio_only,M4A,31457280,2026-07-11T15:01:00Z,2026-07-11T15:31:00Z,https://zoom.us/rec/play/8FCEF3,completed
rec-0084,85012345742,shared_screen_with_speaker_view,MP4,524288000,2026-06-15T15:01:00Z,2026-06-15T15:31:00Z,https://zoom.us/rec/play/F01BB1,completed
rec-0085,85012345742,audio_only,M4A,31457280,2026-06-15T15:01:00Z,2026-06-15T15:31:00Z,https://zoom.us/rec/play/F7E7AD,completed
rec-0086,85012345743,shared_screen_with_speaker_view,MP4,524288000,2026-06-11T15:01:00Z,2026-06-11T15:31:00Z,https://zoom.us/rec/play/E4A428,completed
rec-0087,85012345743,audio_only,M4A,31457280,2026-06-11T15:01:00Z,2026-06-11T15:31:00Z,https://zoom.us/rec/play/8FA904,completed
rec-0088,85012345745,shared_screen_with_speaker_view,MP4,524288000,2026-08-18T15:01:00Z,2026-08-18T15:31:00Z,https://zoom.us/rec/play/572388,completed
rec-0089,85012345745,audio_only,M4A,31457280,2026-08-18T15:01:00Z,2026-08-18T15:31:00Z,https://zoom.us/rec/play/6B4C4F,completed
rec-0090,85012345748,shared_screen_with_speaker_view,MP4,524288000,2026-07-19T15:01:00Z,2026-07-19T15:31:00Z,https://zoom.us/rec/play/60A9E1,completed
rec-0091,85012345748,audio_only,M4A,31457280,2026-07-19T15:01:00Z,2026-07-19T15:31:00Z,https://zoom.us/rec/play/07161A,completed
rec-0092,85012345750,shared_screen_with_speaker_view,MP4,524288000,2026-06-04T15:01:00Z,2026-06-04T15:31:00Z,https://zoom.us/rec/play/D45F0D,completed
rec-0093,85012345750,audio_only,M4A,31457280,2026-06-04T15:01:00Z,2026-06-04T15:31:00Z,https://zoom.us/rec/play/6DEF54,completed
rec-0094,85012345752,shared_screen_with_speaker_view,MP4,524288000,2026-09-14T15:01:00Z,2026-09-14T15:31:00Z,https://zoom.us/rec/play/996211,completed
rec-0095,85012345752,audio_only,M4A,31457280,2026-09-14T15:01:00Z,2026-09-14T15:31:00Z,https://zoom.us/rec/play/761C71,completed
rec-0096,85012345753,shared_screen_with_speaker_view,MP4,524288000,2026-05-15T15:01:00Z,2026-05-15T15:31:00Z,https://zoom.us/rec/play/9FCD5C,completed
rec-0097,85012345753,audio_only,M4A,31457280,2026-05-15T15:01:00Z,2026-05-15T15:31:00Z,https://zoom.us/rec/play/8A9ADA,completed
rec-0098,85012345759,shared_screen_with_speaker_view,MP4,524288000,2026-08-03T15:01:00Z,2026-08-03T15:31:00Z,https://zoom.us/rec/play/2B21BD,completed
rec-0099,85012345759,audio_only,M4A,31457280,2026-08-03T15:01:00Z,2026-08-03T15:31:00Z,https://zoom.us/rec/play/FD4648,completed
rec-0100,85012345761,shared_screen_with_speaker_view,MP4,524288000,2026-08-09T15:01:00Z,2026-08-09T15:31:00Z,https://zoom.us/rec/play/C6AB0F,completed
rec-0101,85012345761,audio_only,M4A,31457280,2026-08-09T15:01:00Z,2026-08-09T15:31:00Z,https://zoom.us/rec/play/D8368B,completed
rec-0102,85012345762,shared_screen_with_speaker_view,MP4,524288000,2026-09-18T15:01:00Z,2026-09-18T15:31:00Z,https://zoom.us/rec/play/ABF5DC,completed
rec-0103,85012345762,audio_only,M4A,31457280,2026-09-18T15:01:00Z,2026-09-18T15:31:00Z,https://zoom.us/rec/play/B18CB5,completed
rec-0104,85012345763,shared_screen_with_speaker_view,MP4,524288000,2026-06-09T15:01:00Z,2026-06-09T15:31:00Z,https://zoom.us/rec/play/C6E716,completed
rec-0105,85012345763,audio_only,M4A,31457280,2026-06-09T15:01:00Z,2026-06-09T15:31:00Z,https://zoom.us/rec/play/CD13EA,completed
rec-0106,85012345765,shared_screen_with_speaker_view,MP4,524288000,2026-06-07T15:01:00Z,2026-06-07T15:31:00Z,https://zoom.us/rec/play/76CACE,completed
rec-0107,85012345765,audio_only,M4A,31457280,2026-06-07T15:01:00Z,2026-06-07T15:31:00Z,https://zoom.us/rec/play/1E8142,completed
rec-0108,85012345767,shared_screen_with_speaker_view,MP4,524288000,2026-08-19T15:01:00Z,2026-08-19T15:31:00Z,https://zoom.us/rec/play/2EA1CE,completed
rec-0109,85012345767,audio_only,M4A,31457280,2026-08-19T15:01:00Z,2026-08-19T15:31:00Z,https://zoom.us/rec/play/C3DDE2,completed
rec-0110,85012345769,shared_screen_with_speaker_view,MP4,524288000,2026-09-22T15:01:00Z,2026-09-22T15:31:00Z,https://zoom.us/rec/play/383E6B,completed
rec-0111,85012345769,audio_only,M4A,31457280,2026-09-22T15:01:00Z,2026-09-22T15:31:00Z,https://zoom.us/rec/play/8D50E0,completed
rec-0112,85012345770,shared_screen_with_speaker_view,MP4,524288000,2026-08-26T15:01:00Z,2026-08-26T15:31:00Z,https://zoom.us/rec/play/B937EB,completed
rec-0113,85012345770,audio_only,M4A,31457280,2026-08-26T15:01:00Z,2026-08-26T15:31:00Z,https://zoom.us/rec/play/27898C,completed
rec-0114,85012345772,shared_screen_with_speaker_view,MP4,524288000,2026-09-25T15:01:00Z,2026-09-25T15:31:00Z,https://zoom.us/rec/play/638E61,completed
rec-0115,85012345772,audio_only,M4A,31457280,2026-09-25T15:01:00Z,2026-09-25T15:31:00Z,https://zoom.us/rec/play/A476CC,completed
