media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
17900001159,14875,12962,2734,161,144,164,12
17900001160,24490,7012,1551,329,164,54,46
17900001161,26960,8590,1500,321,74,49,13
17900001162,21457,22313,3137,63,71,103,41
17900001163,8812,12516,2794,264,68,218,25
17900001164,19910,22725,2889,98,139,91,14
17900001165,12591,13665,2432,138,57,72,21
17900001166,21313,15353,3118,70,65,227,47
17900001167,11716,7964,3389,214,140,109,35
17900001168,23707,17861,2648,279,25,96,18
17900001169,16651,14385,1879,324,93,219,18
17900001170,12826,8578,2971,129,25,198,53
17900001171,26083,10995,2985,143,30,201,22
17900001172,15823,9918,1850,153,66,69,42
17900001173,9877,9523,3494,264,88,74,22
17900001174,21761,23161,3225,187,151,54,6
17900001175,11116,10492,1959,212,33,120,54
17900001176,27906,9791,1782,265,143,97,41
17900001177,9488,9877,1385,248,134,57,12
17900001178,21313,17999,2627,336,154,229,9
17900001179,27522,11404,1271,111,101,67,30
17900001180,9677,11484,3126,58,49,75,22
17900001181,25909,22492,1351,262,177,150,44
17900001182,11484,9096,2338,89,120,205,33
17900001183,22055,15811,3454,293,76,168,17
17900001184,26565,15234,1317,170,63,185,21
17900001185,26357,10973,2214,336,136,102,43
17900001186,10319,22229,3036,131,27,223,22
17900001187,16266,22971,2269,177,40,39,33
17900001188,15745,19542,1556,282,115,132,23
17900001189,27013,14706,1146,229,158,158,21
17900001190,9083,17230,1711,311,29,162,38
17900001191,16637,9730,2667,177,124,185,50
17900001192,20307,17209,2947,81,109,166,12
17900001193,10626,20119,3506,243,75,58,14
17900001194,8981,17816,3148,307,18,128,17
17900001195,21141,17309,2011,172,102,151,25
17900001196,9134,12668,2162,258,74,211,36
17900001197,13444,22547,1390,254,33,135,42
17900001198,13817,7327,1827,289,48,51,47
17900001199,27865,21410,3482,124,55,123,51
17900001200,24861,14035,3196,108,43,62,20
17900001201,18025,12383,2976,54,135,140,30
17900001202,24592,16651,2652,177,109,222,14
17900001203,17883,21310,1578,159,121,103,54
17900001204,23904,14327,1892,95,120,180,6
17900001205,10444,17605,1984,231,26,100,15
17900001206,12625,18082,1683,231,75,76,9
17900001207,21070,7588,2488,87,138,187,38
17900001208,20437,15405,1265,310,121,76,31
17900001209,23406,20662,2438,192,140,188,34
17900001210,12429,18926,1241,107,56,95,50
17900001211,19326,19911,3520,176,63,160,16
17900001212,17410,8297,2764,216,124,171,15
17900001213,11722,10925,2425,295,46,188,43
17900001214,19760,8391,3052,108,133,126,55
17900001215,18502,16722,2964,117,161,192,31
17900001216,16539,13077,1152,83,120,223,17
17900001217,11041,17961,2002,285,60,170,9
17900001218,23137,16826,2702,191,58,171,22
17900001219,21631,19846,1210,206,42,221,9
17900001220,23802,19091,1913,58,57,233,47
17900001221,24718,9253,2006,71,135,160,23
17900001222,14737,14398,1352,106,151,205,47
17900001223,23482,19425,1994,240,161,160,16
17900001224,9183,18105,2841,279,146,55,22
17900001225,21202,16773,2576,309,93,186,23
17900001226,15848,22042,2565,92,89,113,44
17900001227,27940,11928,1536,310,107,225,7
17900001228,21716,13467,2934,270,178,74,23
17900001229,13900,10115,2866,206,40,92,5
17900001230,12186,12104,2475,75,69,209,26
17900001231,9819,10091,1953,163,127,68,51
17900001232,11636,10116,2082,175,179,106,52
17900001233,18003,10208,1963,91,114,53,24
17900001234,9852,9484,3170,286,25,148,14
