iata_code,name,city_name,city_code,country_name,country_code,latitude,longitude,timezone
DFW,Dallas Fort Worth,Dallas,DFW,United States,US,32.8998,-97.0403,America/Chicago
AUS,Austin-Bergstrom,Austin,AUS,United States,US,30.1975,-97.6664,America/Chicago
SAT,San Antonio,San Antonio,SAT,United States,US,29.5337,-98.4698,America/Chicago
MSY,Louis Armstrong New Orleans,New Orleans,MSY,United States,US,29.9934,-90.2580,America/Chicago
OKC,Will Rogers,Oklahoma City,OKC,United States,US,35.3931,-97.6007,America/Chicago
CDG,Charles de Gaulle,Paris,PAR,France,FR,49.0097,2.5479,Europe/Paris
ORY,Orly,Paris,PAR,France,FR,48.7233,2.3794,Europe/Paris
LHR,Heathrow,London,LON,United Kingdom,GB,51.4700,-0.4543,Europe/London
LGW,Gatwick,London,LON,United Kingdom,GB,51.1537,-0.1821,Europe/London
STN,Stansted,London,LON,United Kingdom,GB,51.8850,0.2350,Europe/London
FRA,Frankfurt,Frankfurt,FRA,Germany,DE,50.0379,8.5622,Europe/Berlin
AMS,Schiphol,Amsterdam,AMS,Netherlands,NL,52.3105,4.7683,Europe/Amsterdam
MAD,Barajas,Madrid,MAD,Spain,ES,40.4936,-3.5668,Europe/Madrid
BCN,El Prat,Barcelona,BCN,Spain,ES,41.2974,2.0833,Europe/Madrid
FCO,Fiumicino,Rome,ROM,Italy,IT,41.8003,12.2389,Europe/Rome
MXP,Malpensa,Milan,MIL,Italy,IT,45.6300,8.7255,Europe/Rome
VIE,Schwechat,Vienna,VIE,Austria,AT,48.1102,16.5697,Europe/Vienna
ZRH,Kloten,Zurich,ZRH,Switzerland,CH,47.4647,8.5492,Europe/Zurich
DUB,Dublin,Dublin,DUB,Ireland,IE,53.4213,-6.2701,Europe/Dublin
MAN,Manchester,Manchester,MAN,United Kingdom,GB,53.3537,-2.2750,Europe/London
NRT,Narita,Tokyo,TYO,Japan,JP,35.7647,140.3864,Asia/Tokyo
HND,Haneda,Tokyo,TYO,Japan,JP,35.5494,139.7798,Asia/Tokyo
