id,product,unit_amount,currency,recurring_interval,active,nickname
price_0151,prod_0151,2733,usd,month,true,
price_0152,prod_0152,1137,usd,year,true,
price_0153,prod_0153,5899,usd,,true,
price_0154,prod_0154,8557,usd,year,true,
price_0155,prod_0155,4291,usd,year,true,
price_0156,prod_0156,7080,usd,,true,
price_0157,prod_0157,2392,usd,,true,
price_0158,prod_0158,3880,usd,year,true,
price_0159,prod_0159,6070,usd,,true,
price_0160,prod_0160,9084,usd,month,true,
price_0161,prod_0161,8124,usd,year,true,
price_0162,prod_0162,5657,usd,year,true,
price_0163,prod_0163,9520,usd,month,true,
price_0164,prod_0164,6320,usd,year,true,
price_0165,prod_0165,6514,usd,,true,
price_0166,prod_0166,6999,usd,year,true,
price_0167,prod_0167,8466,usd,month,true,
price_0168,prod_0168,2964,usd,,true,
price_0169,prod_0169,1429,usd,year,true,
price_0170,prod_0170,2625,usd,year,true,
price_0171,prod_0171,805,usd,month,true,
price_0172,prod_0172,3472,usd,month,true,
price_0173,prod_0173,5991,usd,,true,
price_0174,prod_0174,1235,usd,year,true,
price_0175,prod_0175,4101,usd,year,true,
price_0176,prod_0176,9784,usd,,true,
price_0177,prod_0177,3205,usd,year,true,
price_0178,prod_0178,6762,usd,year,true,
price_0179,prod_0179,2310,usd,year,true,
price_0180,prod_0180,6514,usd,year,true,
price_0181,prod_0181,5443,usd,month,true,
price_0182,prod_0182,1892,usd,year,true,
price_0183,prod_0183,7814,usd,month,true,
price_0184,prod_0184,5078,usd,month,true,
price_0185,prod_0185,3740,usd,year,true,
price_0186,prod_0186,7754,usd,,true,
price_0187,prod_0187,9975,usd,year,true,
price_0188,prod_0188,9608,usd,,true,
price_0189,prod_0189,4420,usd,year,true,
price_0190,prod_0190,9350,usd,,true,
price_0191,prod_0191,583,usd,,true,
price_0192,prod_0192,7118,usd,,true,
price_0193,prod_0193,4015,usd,,true,
price_0194,prod_0194,5712,usd,year,true,
price_0195,prod_0195,1756,usd,,true,
price_0196,prod_0196,3293,usd,,true,
price_0197,prod_0197,809,usd,year,true,
price_0198,prod_0198,4795,usd,,true,
price_0199,prod_0199,6885,usd,,true,
price_0200,prod_0200,3604,usd,,true,
price_0201,prod_0201,832,usd,year,true,
price_0202,prod_0202,5867,usd,,true,
price_0203,prod_0203,7498,usd,,true,
price_0204,prod_0204,5621,usd,month,true,
price_0205,prod_0205,5345,usd,month,true,
price_0206,prod_0206,7592,usd,,true,
price_0207,prod_0207,5555,usd,year,true,
price_0208,prod_0208,9800,usd,,true,
price_0209,prod_0209,5108,usd,year,true,
price_0210,prod_0210,7658,usd,year,true,
price_0211,prod_0211,9415,usd,year,true,
price_0212,prod_0212,1208,usd,year,true,
price_0213,prod_0213,5915,usd,year,true,
price_0214,prod_0214,6140,usd,year,true,
price_0215,prod_0215,937,usd,year,true,
price_0216,prod_0216,7233,usd,month,true,
price_0217,prod_0217,4550,usd,month,true,
price_0218,prod_0218,6643,usd,year,true,
price_0219,prod_0219,1184,usd,,true,
price_0220,prod_0220,9690,usd,year,true,
price_0221,prod_0221,2966,usd,,true,
price_0222,prod_0222,1185,usd,year,true,
price_0223,prod_0223,4043,usd,,true,
price_0224,prod_0224,8644,usd,,true,
price_0225,prod_0225,8998,usd,month,true,
price_0226,prod_0226,8651,usd,,true,
price_0227,prod_0227,8045,usd,year,true,
price_0228,prod_0228,9992,usd,month,true,
price_0229,prod_0229,6019,usd,month,true,
price_0230,prod_0230,8615,usd,,true,
price_0231,prod_0231,4309,usd,month,true,
price_0232,prod_0232,1284,usd,year,true,
price_0233,prod_0233,5003,usd,year,true,
price_0234,prod_0234,1593,usd,year,true,
price_0235,prod_0235,3893,usd,month,true,
price_0236,prod_0236,2214,usd,month,true,
price_0237,prod_0237,7356,usd,,true,
price_0238,prod_0238,8603,usd,month,true,
price_0239,prod_0239,9338,usd,month,true,
price_0240,prod_0240,2887,usd,year,true,
price_0241,prod_0241,577,usd,month,true,
price_0242,prod_0242,5616,usd,,true,
price_0243,prod_0243,6021,usd,month,true,
price_0244,prod_0244,6667,usd,,true,
price_0245,prod_0245,6795,usd,month,true,
price_0246,prod_0246,1049,usd,,true,
price_0247,prod_0247,6369,usd,month,true,
price_0248,prod_0248,1362,usd,,true,
price_0249,prod_0249,6025,usd,,true,
price_0250,prod_0250,1812,usd,year,true,
price_0251,prod_0251,1347,usd,,true,
price_0252,prod_0252,8113,usd,month,true,
price_0253,prod_0253,4070,usd,,true,
price_0254,prod_0254,9559,usd,month,true,
price_0255,prod_0255,9175,usd,month,true,
price_0256,prod_0256,9709,usd,month,true,
price_0257,prod_0257,3307,usd,month,true,
price_0258,prod_0258,4664,usd,month,true,
price_0259,prod_0259,9630,usd,month,true,
price_0260,prod_0260,1762,usd,,true,
price_0261,prod_0261,1415,usd,month,true,
price_0262,prod_0262,8032,usd,year,true,
price_0263,prod_0263,8304,usd,,true,
price_0264,prod_0264,4859,usd,month,true,
price_0265,prod_0265,3092,usd,year,true,
price_0266,prod_0266,6790,usd,month,true,
price_0267,prod_0267,8712,usd,,true,
price_0268,prod_0268,8142,usd,year,true,
price_0269,prod_0269,7928,usd,,true,
price_0270,prod_0270,1263,usd,,true,
price_0271,prod_0271,6990,usd,year,true,
price_0272,prod_0272,8391,usd,year,true,
price_0273,prod_0273,5337,usd,year,true,
price_0274,prod_0274,5933,usd,,true,
price_0275,prod_0275,3261,usd,year,true,
price_0276,prod_0276,9060,usd,month,true,
price_0277,prod_0277,8451,usd,,true,
price_0278,prod_0278,7857,usd,year,true,
price_0279,prod_0279,6509,usd,year,true,
price_0280,prod_0280,4456,usd,month,true,
price_0281,prod_0281,7020,usd,month,true,
price_0282,prod_0282,4067,usd,,true,
price_0283,prod_0283,8454,usd,,true,
price_0284,prod_0284,9296,usd,month,true,
price_0285,prod_0285,1427,usd,year,true,
price_0286,prod_0286,7655,usd,,true,
price_0287,prod_0287,5599,usd,year,true,
price_0288,prod_0288,2766,usd,year,true,
price_0289,prod_0289,3424,usd,month,true,
price_0290,prod_0290,3794,usd,month,true,
price_0291,prod_0291,5958,usd,,true,
price_0292,prod_0292,6856,usd,month,true,
price_0293,prod_0293,4775,usd,year,true,
price_0294,prod_0294,9740,usd,month,true,
price_0295,prod_0295,7968,usd,year,true,
price_0296,prod_0296,8073,usd,,true,
price_0297,prod_0297,8328,usd,month,true,
price_0298,prod_0298,7524,usd,month,true,
price_0299,prod_0299,3046,usd,month,true,
price_0300,prod_0300,3979,usd,year,true,
price_0301,prod_0301,7652,usd,,true,
price_0302,prod_0302,775,usd,month,true,
price_0303,prod_0303,4561,usd,year,true,
price_0304,prod_0304,4181,usd,month,true,
price_0305,prod_0305,9286,usd,month,true,
price_0306,prod_0306,4572,usd,year,true,
price_0307,prod_0307,9421,usd,month,true,
price_0308,prod_0308,9229,usd,year,true,
price_0309,prod_0309,6117,usd,,true,
price_0310,prod_0310,5354,usd,year,true,
price_0311,prod_0311,781,usd,,true,
price_0312,prod_0312,2758,usd,,true,
price_0313,prod_0313,9680,usd,month,true,
price_0314,prod_0314,3926,usd,,true,
price_0315,prod_0315,7417,usd,month,true,
price_0316,prod_0316,6466,usd,,true,
price_0317,prod_0317,6247,usd,,true,
price_0318,prod_0318,5729,usd,,true,
price_0319,prod_0319,7109,usd,month,true,
price_0320,prod_0320,5596,usd,month,true,
price_0321,prod_0321,8815,usd,,true,
price_0322,prod_0322,945,usd,,true,
price_0323,prod_0323,1645,usd,,true,
price_0324,prod_0324,2660,usd,month,true,
price_0325,prod_0325,5046,usd,month,true,
price_0326,prod_0326,2664,usd,,true,
price_0327,prod_0327,1678,usd,year,true,
price_0328,prod_0328,2991,usd,year,true,
price_0329,prod_0329,892,usd,month,true,
price_0330,prod_0330,4618,usd,month,true,
price_0331,prod_0331,2247,usd,month,true,
price_0332,prod_0332,7819,usd,,true,
price_0333,prod_0333,2130,usd,year,true,
price_0334,prod_0334,3201,usd,year,true,
price_0335,prod_0335,9306,usd,,true,
price_0336,prod_0336,5004,usd,month,true,
price_0337,prod_0337,9502,usd,month,true,
price_0338,prod_0338,3608,usd,year,true,
price_0339,prod_0339,4651,usd,year,true,
price_0340,prod_0340,5524,usd,month,true,
price_0341,prod_0341,8131,usd,year,true,
price_0342,prod_0342,2420,usd,,true,
price_0343,prod_0343,5234,usd,year,true,
price_0344,prod_0344,4780,usd,,true,
price_0345,prod_0345,8554,usd,,true,
price_0346,prod_0346,2499,usd,,true,
price_0347,prod_0347,1406,usd,month,true,
price_0348,prod_0348,1116,usd,year,true,
price_0349,prod_0349,2036,usd,month,true,
price_0350,prod_0350,8680,usd,year,true,
price_0351,prod_0351,7328,usd,,true,
price_0352,prod_0352,5446,usd,,true,
price_0353,prod_0353,1345,usd,,true,
price_0354,prod_0354,1683,usd,,true,
price_0355,prod_0355,1260,usd,month,true,
price_0356,prod_0356,7754,usd,,true,
price_0357,prod_0357,7365,usd,,true,
price_0358,prod_0358,4182,usd,year,true,
price_0359,prod_0359,3349,usd,month,true,
price_0360,prod_0360,5268,usd,,true,
price_0361,prod_0361,4436,usd,,true,
price_0362,prod_0362,2818,usd,month,true,
price_0363,prod_0363,9355,usd,month,true,
price_0364,prod_0364,6358,usd,year,true,
price_0365,prod_0365,5801,usd,year,true,
price_0366,prod_0366,9839,usd,year,true,
price_0367,prod_0367,3917,usd,month,true,
price_0368,prod_0368,8768,usd,,true,
price_0369,prod_0369,8798,usd,,true,
price_0370,prod_0370,1183,usd,month,true,
price_0371,prod_0371,2570,usd,year,true,
price_0372,prod_0372,1928,usd,year,true,
price_0373,prod_0373,7733,usd,month,true,
price_0374,prod_0374,1434,usd,,true,
price_0375,prod_0375,1584,usd,,true,
price_0376,prod_0376,6386,usd,month,true,
price_0377,prod_0377,4926,usd,,true,
price_0378,prod_0378,8667,usd,,true,
price_0379,prod_0379,7145,usd,,true,
price_0380,prod_0380,5862,usd,,true,
price_0381,prod_0381,6929,usd,year,true,
price_0382,prod_0382,6603,usd,,true,
price_0383,prod_0383,7725,usd,month,true,
price_0384,prod_0384,6464,usd,year,true,
price_0385,prod_0385,1020,usd,month,true,
price_0386,prod_0386,2407,usd,,true,
price_0387,prod_0387,5715,usd,,true,
price_0388,prod_0388,7669,usd,year,true,
price_0389,prod_0389,7934,usd,year,true,
price_0390,prod_0390,2325,usd,year,true,
price_0391,prod_0391,897,usd,year,true,
price_0392,prod_0392,714,usd,month,true,
price_0393,prod_0393,1120,usd,month,true,
price_0394,prod_0394,1950,usd,,true,
price_0395,prod_0395,2467,usd,month,true,
price_0396,prod_0396,8094,usd,,true,
price_0397,prod_0397,6345,usd,month,true,
price_0398,prod_0398,1242,usd,month,true,
price_0399,prod_0399,1598,usd,year,true,
price_0400,prod_0400,2308,usd,year,true,
price_0401,prod_0401,3612,usd,month,true,
price_0402,prod_0402,7294,usd,,true,
price_0403,prod_0403,8354,usd,month,true,
price_0404,prod_0404,6233,usd,year,true,
price_0405,prod_0405,9963,usd,,true,
price_0406,prod_0406,5552,usd,year,true,
price_0407,prod_0407,1960,usd,year,true,
price_0408,prod_0408,8106,usd,year,true,
price_0409,prod_0409,6097,usd,year,true,
price_0410,prod_0410,6780,usd,month,true,
price_0411,prod_0411,3308,usd,year,true,
price_0412,prod_0412,665,usd,year,true,
price_0413,prod_0413,2367,usd,year,true,
price_0414,prod_0414,5032,usd,,true,
price_0415,prod_0415,2156,usd,year,true,
price_0416,prod_0416,6285,usd,year,true,
price_0417,prod_0417,4808,usd,month,true,
price_0418,prod_0418,5787,usd,year,true,
price_0419,prod_0419,2114,usd,,true,
price_0420,prod_0420,8024,usd,,true,
price_0421,prod_0421,2526,usd,,true,
price_0422,prod_0422,9975,usd,year,true,
price_0423,prod_0423,2253,usd,year,true,
price_0424,prod_0424,7057,usd,,true,
price_0425,prod_0425,3585,usd,year,true,
price_0426,prod_0426,8960,usd,month,true,
price_0427,prod_0427,5772,usd,month,true,
price_0428,prod_0428,4025,usd,month,true,
price_0429,prod_0429,6657,usd,,true,
price_0430,prod_0430,3919,usd,,true,
price_0431,prod_0431,7262,usd,,true,
price_0432,prod_0432,4261,usd,,true,
price_0433,prod_0433,1786,usd,year,true,
price_0434,prod_0434,4781,usd,month,true,
price_0435,prod_0435,3220,usd,year,true,
price_0436,prod_0436,4229,usd,month,true,
price_0437,prod_0437,4892,usd,month,true,
price_0438,prod_0438,4569,usd,,true,
price_0439,prod_0439,7192,usd,month,true,
price_0440,prod_0440,4349,usd,,true,
price_0441,prod_0441,3111,usd,,true,
price_0442,prod_0442,5940,usd,year,true,
price_0443,prod_0443,6224,usd,,true,
price_0444,prod_0444,6918,usd,,true,
price_0445,prod_0445,2822,usd,month,true,
price_0446,prod_0446,4132,usd,,true,
price_0447,prod_0447,3005,usd,,true,
price_0448,prod_0448,9339,usd,month,true,
price_0449,prod_0449,6341,usd,month,true,
price_0450,prod_0450,4212,usd,year,true,
price_0451,prod_0451,2877,usd,,true,
price_0452,prod_0452,8113,usd,month,true,
price_0453,prod_0453,9795,usd,year,true,
price_0454,prod_0454,9788,usd,year,true,
price_0455,prod_0455,8646,usd,,true,
price_0456,prod_0456,6655,usd,,true,
price_0457,prod_0457,7893,usd,,true,
price_0458,prod_0458,1226,usd,month,true,
price_0459,prod_0459,8372,usd,year,true,
price_0460,prod_0460,9284,usd,month,true,
price_0461,prod_0461,5691,usd,month,true,
price_0462,prod_0462,8966,usd,month,true,
price_0463,prod_0463,2438,usd,year,true,
price_0464,prod_0464,2119,usd,,true,
price_0465,prod_0465,9324,usd,year,true,
price_0466,prod_0466,5672,usd,,true,
price_0467,prod_0467,4793,usd,month,true,
price_0468,prod_0468,2122,usd,,true,
price_0469,prod_0469,1358,usd,,true,
price_0470,prod_0470,8188,usd,month,true,
price_0471,prod_0471,3070,usd,month,true,
price_0472,prod_0472,6489,usd,,true,
price_0473,prod_0473,1156,usd,month,true,
price_0474,prod_0474,669,usd,,true,
price_0475,prod_0475,7530,usd,month,true,
price_0476,prod_0476,4119,usd,,true,
price_0477,prod_0477,5803,usd,year,true,
price_0478,prod_0478,1337,usd,,true,
price_0479,prod_0479,2604,usd,year,true,
price_0480,prod_0480,2420,usd,,true,
price_0481,prod_0481,8266,usd,year,true,
price_0482,prod_0482,2401,usd,month,true,
price_0483,prod_0483,4063,usd,year,true,
price_0484,prod_0484,9936,usd,,true,
price_0485,prod_0485,9282,usd,month,true,
price_0486,prod_0486,4663,usd,year,true,
price_0487,prod_0487,7597,usd,month,true,
price_0488,prod_0488,5487,usd,year,true,
price_0489,prod_0489,547,usd,,true,
price_0490,prod_0490,2963,usd,year,true,
price_0491,prod_0491,9590,usd,,true,
price_0492,prod_0492,2750,usd,year,true,
price_0493,prod_0493,5818,usd,year,true,
price_0494,prod_0494,838,usd,year,true,
price_0495,prod_0495,7280,usd,,true,
price_0496,prod_0496,3948,usd,month,true,
price_0497,prod_0497,8634,usd,year,true,
price_0498,prod_0498,8744,usd,year,true,
price_0499,prod_0499,6787,usd,,true,
price_0500,prod_0500,7602,usd,,true,
price_0501,prod_0501,9559,usd,year,true,
price_0502,prod_0502,7778,usd,month,true,
price_0503,prod_0503,835,usd,year,true,
price_0504,prod_0504,8048,usd,year,true,
price_0505,prod_0505,9011,usd,year,true,
price_0506,prod_0506,2569,usd,month,true,
price_0507,prod_0507,6401,usd,year,true,
price_0508,prod_0508,4644,usd,,true,
price_0509,prod_0509,1481,usd,month,true,
price_0510,prod_0510,8408,usd,,true,
price_0511,prod_0511,5243,usd,month,true,
price_0512,prod_0512,1151,usd,,true,
price_0513,prod_0513,823,usd,month,true,
price_0514,prod_0514,5016,usd,month,true,
price_0515,prod_0515,5961,usd,month,true,
price_0516,prod_0516,5038,usd,year,true,
price_0517,prod_0517,6322,usd,,true,
price_0518,prod_0518,3705,usd,year,true,
price_0519,prod_0519,1242,usd,,true,
price_0520,prod_0520,3927,usd,year,true,
price_0521,prod_0521,6236,usd,,true,
price_0522,prod_0522,1768,usd,,true,
price_0523,prod_0523,8388,usd,,true,
price_0524,prod_0524,7997,usd,year,true,
