food_id,food_name,brand,serving_size,serving_unit,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g,potassium_mg,is_verified
70,Spinach Fresh,HEB,1 cup,cup,7,0.1,0,0,24,1,1,0,1,167,true
71,Kale Fresh,HEB,1 cup,cup,33,0.6,0.1,0,25,6,2,1,3,330,true
72,Berries Mixed,HEB,1 cup,cup,70,0.5,0,0,1,17,4,12,1,175,true
73,Peanut Butter,Kirkland,2 tbsp,tbsp,190,16,3,0,140,8,2,4,8,208,true
74,Yogurt Plain,Chobani,1 cup,cup,130,3.5,2,15,65,15,0,12,12,380,true
75,Oatmeal Steel Cut,Bob's Red Mill,1/2 cup dry,cup,150,2.5,0.5,0,0,27,4,1,5,175,true
76,Chicken Soup Homemade,Matt's Kitchen,1 cup,cup,165,6,1.5,30,620,12,2,3,15,220,true
77,Pinto Beans Cooked,Matt's Kitchen,1 cup,cup,245,1.1,0.2,0,4,45,15,1,15,745,true
78,Beef Stew Homemade,Matt's Kitchen,1 cup,cup,260,12,4,55,620,15,3,5,22,620,true
79,Menudo,Matt's Kitchen,1 cup,cup,220,8,2.5,90,780,8,2,1,25,350,true
80,Enchilada Verde,Matt's Kitchen,1 enchilada,enchilada,285,12,5,45,620,24,3,3,15,380,true
81,Tamale,Homemade,1 tamale,tamale,165,6,2,20,320,20,2,1,8,220,true
82,Fajita Chicken,Matt's Kitchen,1 serving,serving,285,12,3,68,540,8,2,3,32,420,true
83,Pozole Rojo,Matt's Kitchen,1 cup,cup,220,8,2,45,620,20,3,3,18,380,true
84,Grilled Fish Tilapia,HEB,3 oz cooked,oz,100,2,0.5,55,55,0,0,0,21,300,true
85,Salmon Baked,HEB,3 oz cooked,oz,155,7,1.5,55,55,0,0,0,22,350,true
86,Cottage Cheese,Daisy,1/2 cup,cup,90,2.5,1.5,15,380,5,0,3,12,100,true
87,Almonds,Blue Diamond,1/4 cup,cup,205,18,1.4,0,1,8,4,2,8,250,true
88,Walnuts,Kirkland,1/4 cup,cup,190,19,1.8,0,1,4,2,1,4,130,true
89,Pecans,HEB,1/4 cup,cup,195,20,1.7,0,0,4,3,1,3,105,true
90,Hummus,Sabra,2 tbsp,tbsp,70,5,0.5,0,130,5,1,0,2,40,true
91,Guacamole,Matt's Kitchen,2 tbsp,tbsp,45,4,0.5,0,55,3,2,0,1,130,true
92,Pico de Gallo,Matt's Kitchen,2 tbsp,tbsp,8,0,0,0,45,2,0.5,1,0.3,65,true
93,Sopa de Fideo,Matt's Kitchen,1 cup,cup,220,6,1.5,15,480,32,2,4,8,220,true
94,Champurrado,Matt's Kitchen,1 cup,cup,240,8,4,15,120,38,3,22,5,320,true
95,Atole,Matt's Kitchen,1 cup,cup,180,3,1,8,55,32,1,15,4,180,true
96,Cafe con Leche,Matt's Kitchen,1 cup,cup,85,4,2.5,15,60,8,0,8,4,165,true
97,Church Coffee Hour Cookie,Grace Church,1 cookie,cookie,196,4,1.5,15,80,15,0,8,1,45,true
98,Pantry Item 98,Kirkland,1 serving,serving,198,3,1,5,120,15,2,3,5,100,true
99,Pantry Item 99,Kirkland,1 serving,serving,199,3,1,5,120,15,2,3,5,100,true
100,Pantry Item 100,Kirkland,1 serving,serving,200,3,1,5,120,15,2,3,5,100,true
