incident_id,incident_number,title,status,urgency,service_id,escalation_policy_id,assigned_to,created_at,resolved_at
PDpacf4krm,1510,Incident bx2xpz,resolved,P2,svc_fmif,usr_z8n0,2025-10-08T15:47:00,2025-10-31T07:27:00,
PD5ye9v98e,3421,Incident tcfdfn,triggered,P2,svc_4tpu,usr_z6gd,2025-07-28T20:36:00,2025-11-25T03:53:00,
PDcss7ht4y,1933,Incident iq8320,triggered,P4,svc_zeih,usr_xekj,2025-04-06T21:50:00,2026-05-08T21:02:00,
PDp5smm5v1,7417,Incident gb4p77,triggered,P4,svc_7dwy,usr_e1sw,2026-05-17T06:29:00,2026-07-25T21:47:00,
PDii12vcny,2042,Incident 9y6ya6,resolved,P3,svc_oz26,usr_xh43,2026-06-05T21:17:00,2025-08-15T09:22:00,
PD5kb1uti3,1173,Incident wntegp,triggered,P3,svc_k45i,usr_j27v,2025-02-01T16:44:00,2026-01-21T20:56:00,
PDthjajg3u,9387,Incident jd42w8,resolved,P4,svc_px0u,usr_ufz8,2026-05-18T20:58:00,2025-10-28T19:35:00,
PDrq48bat7,6004,Incident y4c0mz,resolved,P1,svc_c70u,usr_qp9u,2025-03-14T17:02:00,2025-07-26T19:37:00,
PD3m9v2qvu,2051,Incident e3ah39,resolved,P2,svc_64m6,usr_3x1b,2026-09-09T09:33:00,2025-11-22T20:18:00,
PDuihvss67,6770,Incident bn54xr,resolved,P4,svc_msf1,usr_t93y,2025-09-14T07:47:00,2026-07-10T22:39:00,
PDe4g56uys,5282,Incident dmkbvl,resolved,P1,svc_3z50,usr_wpq5,2025-07-28T13:41:00,2026-08-25T15:45:00,
PD8bfynadm,4742,Incident hcpgfy,resolved,P3,svc_l6wp,usr_09i6,2025-12-12T15:04:00,2026-09-23T22:54:00,
PDphx0qqex,4755,Incident 2fceeo,resolved,P1,svc_5xdb,usr_7xfy,2025-01-10T18:17:00,2025-12-14T18:40:00,
PDrfqp7498,5916,Incident ujon7m,resolved,P4,svc_9vb2,usr_8w1l,2025-02-12T07:56:00,2025-03-18T22:31:00,
PDq4gmseg8,2664,Incident u9fufd,acknowledged,P3,svc_idp9,usr_la1d,2025-08-21T00:47:00,2025-08-11T05:51:00,
PDr8v95fwq,2353,Incident hzdkcw,triggered,P3,svc_ad5l,usr_jiih,2025-06-30T07:20:00,2025-07-17T20:24:00,
PDp3zszgsx,4749,Incident 31kvx2,resolved,P1,svc_xmu3,usr_rdqv,2025-06-15T17:29:00,2026-02-15T21:55:00,
PD02wo8zjw,2120,Incident s2mm89,resolved,P1,svc_qduo,usr_rn8i,2026-02-13T01:09:00,2026-02-17T03:55:00,
PDhw2706rj,5254,Incident 4easlo,acknowledged,P1,svc_sth8,usr_blzm,2025-01-14T13:43:00,2025-05-18T23:14:00,
PDinyn8axs,5315,Incident yy2z2m,triggered,P4,svc_w4lr,usr_wpg1,2026-08-12T13:37:00,2025-06-12T01:10:00,
PDr8r9mrcd,6732,Incident fo10la,acknowledged,P3,svc_si0c,usr_54u3,2026-05-05T23:40:00,2026-06-20T02:43:00,
PDzzekxtes,8403,Incident vi0e4f,triggered,P4,svc_yvhz,usr_btfa,2025-03-17T16:49:00,2026-02-12T16:13:00,
PD3qw3f139,2140,Incident w9qu5v,acknowledged,P3,svc_zzlh,usr_hwzd,2025-07-10T14:02:00,2025-09-19T08:05:00,
PDtgar3py2,5391,Incident nleuat,resolved,P3,svc_grxa,usr_uszb,2026-08-20T08:53:00,2026-08-27T18:09:00,
PDs3vsc5eq,7423,Incident 6tbpv9,acknowledged,P2,svc_p3bv,usr_wkfa,2025-06-29T23:08:00,2026-07-25T01:05:00,
PDhnibzmml,4815,Incident lqjssr,triggered,P4,svc_b2gu,usr_fiax,2025-09-06T08:20:00,2026-06-25T12:53:00,
PDihyfi0b6,3376,Incident rhdnl8,resolved,P2,svc_tjv3,usr_8h5i,2025-08-04T16:57:00,2025-12-04T03:41:00,
PD49gf3kp4,4735,Incident ng10lm,acknowledged,P3,svc_fq99,usr_4pl1,2025-01-23T10:43:00,2025-11-16T05:07:00,
PDh7nu1m9d,6335,Incident 9qyv15,acknowledged,P1,svc_g568,usr_98w9,2025-06-28T17:28:00,2026-09-01T08:13:00,
PD10hexrzn,6112,Incident pkdsn0,triggered,P2,svc_4t5h,usr_of01,2026-06-05T09:57:00,2025-08-28T20:18:00,
PD3z9u2yi8,8794,Incident j4lzco,acknowledged,P1,svc_bog6,usr_zi85,2026-02-03T10:34:00,2026-04-17T08:09:00,
PDcls7wzv4,4096,Incident 07nlgm,acknowledged,P3,svc_yapb,usr_jiku,2025-07-07T15:57:00,2026-01-20T05:06:00,
PDdc2ehz6w,6214,Incident eahbd5,resolved,P4,svc_czvj,usr_t48n,2025-08-03T11:09:00,2025-05-08T05:07:00,
PD8s9z7k0t,1642,Incident 11gwnu,triggered,P2,svc_5xqp,usr_ow6d,2026-09-22T02:03:00,2025-09-04T15:52:00,
PD5hf2zcfb,9926,Incident 32om14,acknowledged,P4,svc_7zzc,usr_a4f0,2026-06-25T17:45:00,2026-05-20T19:22:00,
PDbs030g5o,5412,Incident oih99p,acknowledged,P4,svc_d10n,usr_f25i,2025-04-27T18:19:00,2026-02-26T00:21:00,
PD8d20mrpl,8768,Incident bg764n,triggered,P1,svc_wh7q,usr_rvyi,2026-03-07T16:01:00,2025-05-01T14:42:00,
PD75t1n65n,5398,Incident ufu29h,acknowledged,P4,svc_o1uz,usr_8b8g,2025-02-13T20:23:00,2025-06-27T16:36:00,
PDeynt39jq,3960,Incident 6qhm7l,acknowledged,P1,svc_4aeo,usr_s47i,2025-05-28T19:57:00,2025-07-06T19:52:00,
PDlnvvmubg,4294,Incident cxebeg,triggered,P2,svc_pdps,usr_8q4f,2025-03-05T15:14:00,2026-03-24T13:10:00,
PDzoaxq4jb,8188,Incident wmnwzh,resolved,P1,svc_c3t9,usr_ohdi,2026-05-22T13:24:00,2025-06-10T19:17:00,
PDb8p98zlz,9432,Incident xjvdxg,triggered,P4,svc_k0yp,usr_zv87,2025-06-09T19:12:00,2025-03-08T08:30:00,
PDj2ybiynq,5454,Incident 7j36eg,resolved,P1,svc_fip8,usr_mmus,2026-01-28T18:55:00,2026-06-16T00:32:00,
PDwgnqgayr,4552,Incident 0uc5f7,resolved,P3,svc_nyqz,usr_anfw,2026-04-10T12:06:00,2025-08-03T12:05:00,
PD5b3j8zcu,8357,Incident fipd1n,triggered,P1,svc_30r9,usr_hrr7,2026-05-12T20:05:00,2025-07-11T22:56:00,
PDtvc3t8fa,6731,Incident yh0r42,resolved,P3,svc_upgi,usr_3rsy,2025-04-30T02:55:00,2025-08-22T02:38:00,
PDd2gx52nm,9992,Incident 0caf79,acknowledged,P1,svc_db2e,usr_e9cy,2026-07-20T08:17:00,2026-06-02T07:03:00,
PDy2b9expl,7637,Incident tdop38,acknowledged,P1,svc_emie,usr_0knu,2025-11-11T11:43:00,2025-12-18T20:30:00,
PDfq56c9eg,4403,Incident jgokff,triggered,P3,svc_xno1,usr_8zr2,2026-01-23T23:59:00,2026-09-06T21:39:00,
PDovxpgnsd,4979,Incident 3g9691,resolved,P3,svc_d692,usr_5pmx,2026-06-10T15:06:00,2025-09-01T13:54:00,
PD4a1oyr1e,8028,Incident ah8p6l,acknowledged,P1,svc_38kp,usr_jbpx,2026-06-21T09:27:00,2026-09-26T05:36:00,
PDg3ht4as5,1583,Incident z0060y,resolved,P2,svc_dr4z,usr_mch8,2026-08-30T05:01:00,2025-10-10T14:37:00,
PD8i852mzf,1618,Incident 8rzrsa,triggered,P3,svc_tgxs,usr_ckez,2025-09-04T23:31:00,2026-08-01T21:41:00,
PDh3cztmof,5573,Incident yug3pk,acknowledged,P4,svc_mnoz,usr_kaam,2025-05-28T07:50:00,2025-09-25T11:37:00,
PDi7bwbp29,5907,Incident a98l3p,acknowledged,P4,svc_y60i,usr_s550,2025-03-31T08:10:00,2025-02-20T11:02:00,
PDj28hki4g,1693,Incident n6soa4,acknowledged,P2,svc_tvle,usr_c0p1,2026-08-03T13:57:00,2025-06-27T13:24:00,
PDqin0m4wu,7558,Incident 8xovyt,triggered,P4,svc_dthc,usr_xo8f,2025-12-06T09:50:00,2026-05-30T02:48:00,
PD4z4ha8ks,1105,Incident kc73xo,triggered,P2,svc_w00t,usr_5719,2025-01-11T22:53:00,2025-11-06T12:07:00,
PDcma3vwmv,4745,Incident 2mzfj5,resolved,P3,svc_wezh,usr_hzjs,2026-02-08T01:20:00,2026-02-13T23:20:00,
PDgx2rn8bl,1789,Incident kwqj9u,acknowledged,P2,svc_9n0j,usr_bblw,2025-05-10T23:24:00,2026-04-16T13:10:00,
PDb5rov0f6,1852,Incident dufaid,acknowledged,P1,svc_gmvn,usr_29v5,2026-03-28T11:18:00,2026-07-29T11:41:00,
PDddrygtpm,1203,Incident 6hwh2g,triggered,P2,svc_mfmc,usr_m4p3,2025-01-22T13:15:00,2025-03-20T02:43:00,
PDv5fmd2m5,6802,Incident w11n9k,triggered,P4,svc_w6et,usr_20hw,2025-08-14T14:11:00,2026-02-16T17:44:00,
PDdomyg9o4,2977,Incident xr4qvz,resolved,P3,svc_klh8,usr_o21e,2026-02-23T00:15:00,2025-10-03T23:34:00,
PDtuat9t2v,1808,Incident k5soal,triggered,P1,svc_5zv6,usr_chu1,2025-01-01T10:00:00,2025-03-18T05:12:00,
PDmqr7azrb,5599,Incident tdhazs,acknowledged,P2,svc_rc4r,usr_ykls,2025-01-14T07:00:00,2025-04-24T00:58:00,
PD02suz4sn,7920,Incident wvi05d,acknowledged,P2,svc_va3w,usr_t8cu,2026-04-15T21:47:00,2025-07-04T07:05:00,
PDnjjd1uhm,5750,Incident 4quiaw,acknowledged,P4,svc_bwh2,usr_8r5f,2026-07-13T21:32:00,2026-08-19T00:09:00,
PDst1mb3vw,6145,Incident l77ty3,triggered,P3,svc_12qj,usr_kbjp,2025-12-18T10:09:00,2026-08-04T09:08:00,
PDk15aevvi,9523,Incident ozvv9q,acknowledged,P4,svc_nwfn,usr_3vc8,2026-06-28T22:08:00,2026-09-13T10:25:00,
PDsoo1vhnj,9858,Incident se82aq,resolved,P2,svc_cwvr,usr_1opw,2025-08-19T21:55:00,2025-08-13T06:04:00,
PDzo0bjdy3,4663,Incident 57rhjw,triggered,P4,svc_6zde,usr_tial,2025-05-05T11:39:00,2025-10-31T10:17:00,
PDe7uiyjjj,2619,Incident 18k85k,resolved,P4,svc_u7j8,usr_6seq,2026-02-13T22:43:00,2025-07-21T21:02:00,
PDcasdzz7n,9082,Incident 3fzjme,acknowledged,P3,svc_0cvk,usr_n23g,2025-07-14T18:26:00,2025-11-05T13:33:00,
PDjygq167q,8060,Incident 9a09w3,resolved,P4,svc_dpus,usr_owe8,2025-02-05T06:18:00,2025-12-27T13:18:00,
PDsolihvjm,6294,Incident rhn1h3,resolved,P1,svc_pfvb,usr_64km,2025-06-27T06:23:00,2025-11-27T18:23:00,
PDyuzawa9s,2159,Incident mbissd,resolved,P2,svc_7mpe,usr_rhby,2025-12-04T04:52:00,2025-06-06T19:14:00,
PDvj7gp8fa,1633,Incident lx8iik,triggered,P3,svc_88ns,usr_iqj2,2025-09-10T16:50:00,2026-08-06T09:58:00,
