id,name,city,state,country,postal_code,address,latitude,longitude
ven-031,Amphitheater at Metropolitan Park,Atlanta,FL,US,35931,4652 Marietta St,32.5603,-84.984
ven-032,Everbank Field,Jacksonville,GA,US,32958,2647 Riverside Ave,30.1878,-84.7332
ven-033,Jacksonville Fairgrounds,Miami,FL,US,39503,3627 SW 8th St,29.5606,-78.1013
ven-034,Downtown Jax Riverfront,Tampa,FL,US,36719,5614 Zack St,29.3463,-77.5786
ven-035,Museum of Science and History,Tampa,GA,US,35918,1774 Whiting St,29.2551,-79.2792
ven-036,Cummer Museum,Miami,GA,US,39521,1619 Biscayne Blvd,30.1928,-84.5958
ven-037,The Landing,Atlanta,GA,US,33026,6324 Marietta St,28.0239,-83.92
ven-038,Jacksonville Zoo Amphitheater,Atlanta,GA,US,34926,1684 Piedmont Ave,32.0062,-77.5153
ven-039,Beaches Museum,Jacksonville,FL,US,37282,5981 1 Stadium Pl,28.9861,-83.4878
ven-040,TIAA Bank Field,Orlando,FL,US,33243,5735 Colonial Dr,31.4811,-83.2787
ven-041,The Florida Theatre,Tampa,FL,US,39311,9991 Whiting St,30.7827,-80.0493
ven-042,Times-Union Center for the Performing Arts,Tampa,FL,US,33812,4433 Ashley Dr,32.7549,-78.129
ven-043,Ritz Theatre,Orlando,GA,US,35228,811 Church St,27.4252,-81.1228
ven-044,VyStar Veterans Memorial Arena,Jacksonville,FL,US,30674,7627 Riverside Ave,29.6737,-82.4136
ven-045,Prime Osborn Convention Center,Miami,FL,US,35731,8885 SW 8th St,26.918,-79.0786
ven-046,Sun-Ray Cinema,Jacksonville,FL,US,35360,2145 300 Water St,29.3676,-84.1977
ven-047,Regal Cinemas Beach Blvd,Jacksonville,FL,US,35762,6301 300 A Philip Randolph Blvd,30.5696,-78.1763
ven-048,AMC Regency 24,Atlanta,FL,US,33945,1391 Peachtree St,26.5033,-84.2731
ven-049,Riverside Fine Arts Series,Jacksonville,FL,US,39063,9144 Prudential Dr,29.2212,-82.1759
ven-050,Jacksonville Symphony Hall,Atlanta,GA,US,30271,4903 Piedmont Ave,26.4302,-80.846
ven-051,Amphitheater at Metropolitan Park,Tampa,FL,US,31202,6025 Cypress St,32.5778,-79.9629
ven-052,Everbank Field,Jacksonville,GA,US,35119,9559 300 Water St,25.7429,-75.2288
ven-053,Jacksonville Fairgrounds,Jacksonville,GA,US,30894,3250 300 A Philip Randolph Blvd,29.9463,-83.1406
ven-054,Downtown Jax Riverfront,Miami,GA,US,34633,1239 Biscayne Blvd,32.7247,-77.2509
ven-055,Museum of Science and History,Jacksonville,FL,US,33420,850 Prudential Dr,31.1425,-81.4103
ven-056,Cummer Museum,Atlanta,GA,US,39153,3833 Piedmont Ave,32.3101,-80.6875
ven-057,The Landing,Tampa,GA,US,33378,4841 Cypress St,29.3953,-81.2637
ven-058,Jacksonville Zoo Amphitheater,Orlando,FL,US,36165,1407 Colonial Dr,25.0015,-77.4281
ven-059,Beaches Museum,Tampa,FL,US,30657,3914 Whiting St,25.5747,-77.927
ven-060,TIAA Bank Field,Miami,GA,US,31716,1754 Biscayne Blvd,31.0158,-84.0552
ven-061,The Florida Theatre,Miami,GA,US,34661,6327 Ocean Dr,30.2517,-77.9246
ven-062,Times-Union Center for the Performing Arts,Miami,FL,US,32052,4654 Collins Ave,34.7669,-83.6368
ven-063,Ritz Theatre,Orlando,FL,US,35493,7528 Robinson St,29.0507,-76.1485
ven-064,VyStar Veterans Memorial Arena,Miami,GA,US,36028,6077 SE 2nd Ave,26.667,-80.706
ven-065,Prime Osborn Convention Center,Orlando,FL,US,36962,2764 South St,28.5101,-81.7992
ven-066,Sun-Ray Cinema,Atlanta,GA,US,32723,6165 Peachtree St,32.1409,-78.444
ven-067,Regal Cinemas Beach Blvd,Orlando,FL,US,31238,5920 Church St,27.2834,-76.6547
ven-068,AMC Regency 24,Orlando,FL,US,38258,3532 Central Blvd,33.0052,-80.9988
ven-069,Riverside Fine Arts Series,Atlanta,GA,US,30523,4474 Ponce de Leon Ave,33.9896,-78.325
ven-070,Jacksonville Symphony Hall,Orlando,FL,US,30239,1269 Colonial Dr,27.6477,-77.3442
ven-071,Amphitheater at Metropolitan Park,Jacksonville,GA,US,35873,2903 300 A Philip Randolph Blvd,26.5336,-81.6293
ven-072,Everbank Field,Miami,FL,US,33258,8851 Biscayne Blvd,31.4961,-84.9809
ven-073,Jacksonville Fairgrounds,Atlanta,FL,US,39029,4110 Marietta St,26.6463,-81.6072
ven-074,Downtown Jax Riverfront,Tampa,FL,US,37924,2777 Franklin St,33.0518,-82.9557
ven-075,Museum of Science and History,Atlanta,GA,US,34623,7673 Ponce de Leon Ave,32.5403,-83.5487
ven-076,Cummer Museum,Miami,FL,US,33618,6316 SE 2nd Ave,29.5495,-82.1226
ven-077,The Landing,Tampa,GA,US,31307,4522 Whiting St,34.5017,-78.4992
ven-078,Jacksonville Zoo Amphitheater,Tampa,FL,US,33925,9225 Ashley Dr,32.2166,-79.6084
ven-079,Beaches Museum,Orlando,GA,US,34474,3698 Church St,27.8043,-80.7985
ven-080,TIAA Bank Field,Tampa,FL,US,36740,5413 Franklin St,31.7872,-77.0362
ven-081,The Florida Theatre,Miami,FL,US,39962,1016 SW 8th St,28.5875,-79.7399
ven-082,Times-Union Center for the Performing Arts,Tampa,GA,US,34698,3852 Zack St,29.9334,-80.1968
ven-083,Ritz Theatre,Orlando,GA,US,31590,625 South St,31.1354,-80.5407
ven-084,VyStar Veterans Memorial Arena,Tampa,GA,US,37659,5268 Ashley Dr,33.115,-78.2791
ven-085,Prime Osborn Convention Center,Miami,FL,US,34283,6672 Ocean Dr,26.3194,-82.9602
ven-086,Sun-Ray Cinema,Orlando,GA,US,33847,4486 Central Blvd,30.0777,-82.3421
ven-087,Regal Cinemas Beach Blvd,Miami,GA,US,39522,1184 SW 8th St,32.9522,-80.4478
ven-088,AMC Regency 24,Tampa,GA,US,36678,3556 Zack St,32.2964,-82.921
ven-089,Riverside Fine Arts Series,Tampa,FL,US,34198,9392 Whiting St,29.3863,-83.8656
ven-090,Jacksonville Symphony Hall,Orlando,GA,US,39859,5255 International Dr,32.0859,-84.1812
ven-091,Amphitheater at Metropolitan Park,Miami,FL,US,33465,3583 Ocean Dr,27.2887,-79.3425
ven-092,Everbank Field,Miami,GA,US,38480,8279 Collins Ave,33.773,-75.9628
ven-093,Jacksonville Fairgrounds,Jacksonville,FL,US,39617,6582 1 Stadium Pl,30.6132,-76.4827
ven-094,Downtown Jax Riverfront,Atlanta,FL,US,31142,7617 Boulevard NE,33.2185,-82.2464
ven-095,Museum of Science and History,Miami,FL,US,35952,2440 NE 15th St,25.7523,-78.0421
ven-096,Cummer Museum,Orlando,GA,US,38749,4439 International Dr,26.9207,-76.6611
ven-097,The Landing,Miami,FL,US,36859,2387 Ocean Dr,29.7219,-84.2984
ven-098,Jacksonville Zoo Amphitheater,Atlanta,FL,US,39246,4140 Piedmont Ave,25.1035,-78.2435
ven-099,Beaches Museum,Atlanta,FL,US,31467,9297 Ponce de Leon Ave,29.4547,-77.9618
ven-100,TIAA Bank Field,Jacksonville,GA,US,32540,8930 300 Water St,30.8934,-75.6352
ven-101,The Florida Theatre,Atlanta,GA,US,30874,4404 Auburn Ave,30.531,-82.5641
ven-102,Times-Union Center for the Performing Arts,Orlando,FL,US,37862,9677 International Dr,28.2243,-76.2546
ven-103,Ritz Theatre,Tampa,FL,US,30547,7119 Kennedy Blvd,26.4252,-84.0193
ven-104,VyStar Veterans Memorial Arena,Jacksonville,FL,US,34928,9660 Riverside Ave,30.9074,-78.7337
ven-105,Prime Osborn Convention Center,Tampa,FL,US,38783,6643 Cypress St,27.1214,-77.1945
ven-106,Sun-Ray Cinema,Orlando,GA,US,33687,6030 Colonial Dr,33.2721,-76.3675
ven-107,Regal Cinemas Beach Blvd,Tampa,FL,US,39795,3693 Whiting St,28.3627,-84.046
ven-108,AMC Regency 24,Jacksonville,FL,US,34324,2366 Bay St,26.5908,-83.9877
ven-109,Riverside Fine Arts Series,Orlando,GA,US,33461,8448 Church St,34.7022,-84.5498
