date,requests,delivered,opens,unique_opens,clicks,unique_clicks,bounces,spam_reports,unsubscribes
2026-11-08,273,264,112,98,18,16,9,3,5
2026-11-09,57,55,23,19,5,4,2,2,7
2026-11-10,257,251,109,95,23,18,6,1,3
2026-11-11,176,174,60,50,15,10,2,0,1
2026-11-12,117,111,52,46,8,5,6,0,7
2026-11-13,272,266,89,71,23,21,6,0,1
2026-11-14,129,127,55,43,7,5,2,3,8
2026-11-15,113,108,48,39,12,10,5,0,2
2026-11-16,42,40,16,13,2,1,2,3,6
2026-11-17,183,180,75,67,16,11,3,0,4
2026-11-18,199,195,78,66,13,11,4,3,0
2026-11-19,137,129,57,50,15,10,8,1,2
2026-11-20,142,134,50,41,11,10,8,0,2
2026-11-21,150,147,59,50,12,8,3,3,4
2026-11-22,293,291,144,122,37,32,2,3,0
2026-11-23,292,279,138,120,38,34,13,2,5
2026-11-24,253,241,94,81,23,21,12,0,6
2026-11-25,100,98,52,45,8,7,2,3,1
2026-11-26,168,161,79,70,12,11,7,3,2
2026-11-27,214,205,98,77,18,16,9,2,7
2026-11-28,185,175,89,74,20,15,10,3,2
2026-11-29,355,339,134,106,16,14,16,2,8
2026-11-30,323,317,130,106,25,18,6,3,7
2026-12-01,308,292,147,121,37,34,16,1,6
2026-12-02,175,169,60,51,14,12,6,3,3
2026-12-03,260,256,132,104,31,25,4,1,4
2026-12-04,201,191,88,74,23,19,10,1,2
2026-12-05,197,194,79,62,10,8,3,1,2
2026-12-06,290,275,122,98,27,22,15,2,3
2026-12-07,146,140,54,43,12,9,6,1,1
2026-12-08,26,25,9,7,2,1,1,2,6
2026-12-09,207,203,73,57,19,16,4,3,0
2026-12-10,193,187,69,56,17,14,6,3,0
2026-12-11,295,287,137,102,27,25,8,2,6
2026-12-12,153,148,66,52,17,15,5,0,7
2026-12-13,366,358,184,158,35,30,8,2,6
2026-12-14,318,316,104,84,26,18,2,0,7
2026-12-15,152,150,52,44,14,12,2,2,5
2026-12-16,62,61,27,20,3,2,1,1,3
2026-12-17,302,285,107,82,28,21,17,0,6
2026-12-18,126,121,50,42,14,12,5,2,6
2026-12-19,101,99,38,31,5,4,2,1,3
2026-12-20,210,202,87,70,18,13,8,3,8
2026-12-21,39,36,13,10,2,1,3,1,7
2026-12-22,357,352,167,148,27,25,5,2,6
2026-12-23,44,42,17,14,3,2,2,1,6
2026-12-24,267,264,131,103,20,16,3,0,4
2026-12-25,372,350,112,89,22,18,22,2,6
2026-12-26,305,292,115,94,27,22,13,3,3
2026-12-27,216,211,106,94,21,18,5,0,2
2026-12-28,186,184,92,82,16,13,2,2,8
2026-12-29,135,134,61,49,11,9,1,2,6
2026-12-30,147,142,49,40,11,8,5,3,3
2026-12-31,247,241,86,68,12,10,6,1,2
2027-01-01,259,251,108,91,19,16,8,1,3
2027-01-02,94,91,29,25,7,6,3,3,5
2027-01-03,145,136,52,39,13,11,9,2,8
2027-01-04,387,370,189,168,44,34,17,0,0
2027-01-05,295,282,150,127,36,30,13,0,3
2027-01-06,89,85,44,36,10,7,4,3,7
2027-01-07,311,304,162,134,38,33,7,3,0
2027-01-08,359,347,178,149,35,31,12,3,8
2027-01-09,277,267,124,103,32,24,10,1,4
2027-01-10,145,138,54,46,10,9,7,3,5
2027-01-11,116,110,38,30,9,8,6,1,8
2027-01-12,70,67,30,22,3,2,3,1,5
2027-01-13,292,284,151,132,44,35,8,1,2
2027-01-14,322,314,117,95,22,18,8,0,8
2027-01-15,154,151,63,50,8,7,3,1,7
2027-01-16,205,195,89,74,21,19,10,2,0
2027-01-17,123,117,43,36,10,7,6,3,2
2027-01-18,191,180,78,63,12,10,11,2,2
2027-01-19,357,347,133,111,21,17,10,0,0
2027-01-20,107,104,49,41,12,9,3,2,2
2027-01-21,164,154,80,62,17,12,10,0,8
2027-01-22,119,112,58,44,12,8,7,3,5
2027-01-23,201,196,83,74,13,10,5,1,1
2027-01-24,346,335,179,139,47,39,11,2,5
2027-01-25,131,123,53,42,10,8,8,2,8
2027-01-26,117,115,38,28,6,5,2,1,6
2027-01-27,59,56,27,21,6,4,3,1,5
2027-01-28,384,361,167,127,32,30,23,0,5
2027-01-29,191,187,68,60,12,10,4,2,6
2027-01-30,98,94,40,32,6,4,4,1,6
2027-01-31,89,85,44,38,7,6,4,3,0
2027-02-01,297,285,96,75,22,18,12,1,1
2027-02-02,44,42,21,18,3,2,2,3,2
2027-02-03,46,45,16,13,2,1,1,2,3
2027-02-04,224,219,94,77,17,14,5,0,8
2027-02-05,252,242,109,84,25,23,10,3,6
2027-02-06,214,209,68,52,16,11,5,0,8
2027-02-07,378,372,154,135,43,30,6,0,6
2027-02-08,274,263,114,85,20,15,11,3,0
2027-02-09,342,327,168,145,24,22,15,2,7
2027-02-10,343,339,136,105,30,28,4,1,1
2027-02-11,162,155,58,46,14,10,7,3,6
2027-02-12,40,37,19,16,4,3,3,3,0
2027-02-13,366,355,179,139,34,31,11,1,8
2027-02-14,301,290,96,82,24,20,11,0,2
2027-02-15,162,154,52,44,8,6,8,1,3
2027-02-16,92,90,34,28,8,7,2,2,5
2027-02-17,237,231,88,78,12,8,6,1,7
2027-02-18,147,145,55,48,14,12,2,2,4
2027-02-19,342,330,135,107,31,24,12,2,0
2027-02-20,193,188,73,58,18,14,5,3,0
2027-02-21,52,49,20,17,4,3,3,2,2
2027-02-22,102,99,37,30,6,5,3,2,0
2027-02-23,73,71,32,24,7,6,2,1,4
2027-02-24,322,309,149,120,25,23,13,0,2
2027-02-25,199,197,103,82,26,19,2,2,2
2027-02-26,354,341,151,130,22,18,13,2,6
2027-02-27,166,156,61,51,8,7,10,1,2
2027-02-28,286,282,94,70,23,19,4,3,3
2027-03-01,171,165,86,70,20,18,6,3,2
2027-03-02,247,241,105,80,27,19,6,0,7
2027-03-03,320,304,124,100,16,12,16,1,8
2027-03-04,83,81,36,28,7,4,2,1,4
2027-03-05,65,62,21,16,2,1,3,3,4
2027-03-06,382,369,141,122,38,28,13,1,4
2027-03-07,242,229,91,69,23,21,13,0,3
2027-03-08,366,351,146,117,18,14,15,3,3
2027-03-09,249,240,78,65,11,9,9,2,8
2027-03-10,235,222,83,71,12,9,13,1,8
2027-03-11,71,69,24,20,6,4,2,3,6
2027-03-12,392,370,193,157,44,39,22,2,4
2027-03-13,100,95,38,31,10,8,5,3,6
2027-03-14,117,113,44,38,9,7,4,0,8
2027-03-15,247,233,110,83,14,11,14,0,3
2027-03-16,347,334,119,93,19,14,13,0,5
2027-03-17,79,78,29,23,4,2,1,2,7
2027-03-18,371,368,140,119,24,17,3,2,5
2027-03-19,312,307,101,79,14,12,5,0,3
2027-03-20,261,250,132,102,24,18,11,1,3
2027-03-21,200,198,92,73,15,14,2,3,0
2027-03-22,23,21,7,5,0,0,2,0,5
2027-03-23,217,209,103,78,20,18,8,2,6
2027-03-24,201,198,100,89,28,20,3,3,6
2027-03-25,319,315,115,88,17,13,4,3,8
2027-03-26,87,86,41,30,8,7,1,1,8
2027-03-27,298,287,120,103,29,20,11,0,5
2027-03-28,38,35,13,10,2,1,3,2,2
2027-03-29,67,66,29,24,6,5,1,1,4
2027-03-30,205,196,71,61,10,7,9,1,5
2027-03-31,156,152,51,42,12,10,4,0,7
