asset_id,symbol,qty,avg_entry_price,current_price,side,market_value,cost_basis,unrealized_pl
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e020,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e020,BND,6,73.20,75.85,long,455.10,439.20,15.90
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e020,VXUS,2,64.50,70.20,long,140.40,129.00,11.40
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e021,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e021,BND,6,73.20,75.85,long,455.10,439.20,15.90
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e021,VXUS,2,64.50,70.20,long,140.40,129.00,11.40
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e022,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e022,BND,6,73.20,75.85,long,455.10,439.20,15.90
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e022,VXUS,2,64.50,70.20,long,140.40,129.00,11.40
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e023,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e023,BND,6,73.20,75.85,long,455.10,439.20,15.90
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e023,VXUS,2,64.50,70.20,long,140.40,129.00,11.40
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e024,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e024,BND,6,73.20,75.85,long,455.10,439.20,15.90
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e024,VXUS,2,64.50,70.20,long,140.40,129.00,11.40
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e025,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e025,BND,6,73.20,75.85,long,455.10,439.20,15.90
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e025,VXUS,2,64.50,70.20,long,140.40,129.00,11.40
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e026,VTI,12,268.40,295.10,long,3541.20,3220.80,320.40
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e026,BND,6,73.20,75.85,long,455.10,439.20,15.90
