id,symbol,name,exchange,asset_class,tradable,fractionable
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e004,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e004,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e004,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e004,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e004,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e005,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e005,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e005,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e005,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e005,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e006,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e006,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e006,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e006,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e006,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e007,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e007,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e007,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e007,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e007,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e008,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e008,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e008,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e008,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e008,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e009,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e009,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e009,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e009,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e009,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e010,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e010,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e010,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e010,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e010,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e011,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e011,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e011,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e011,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e011,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e012,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e012,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e012,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e012,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e012,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e013,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e013,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e013,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e013,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e013,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e014,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e014,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e014,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e014,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e014,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
a1e6c8f4-9d1a-4b71-9e5c-1a2b3c4d5e6f-e015,VTI,Vanguard Total Stock Market ETF,NYSE ARCA,us_equity,true,true
b2f7d9a5-ae2b-4c82-9f6d-2b3c4d5e6f70-e015,BND,Vanguard Total Bond Market ETF,NASDAQ,us_equity,true,true
c3a8ebb6-bf3c-4d93-a07e-3c4d5e6f7081-e015,VXUS,Vanguard Total International Stock ETF,NASDAQ,us_equity,true,true
d4b9fcc7-c04d-4ea4-b18f-4d5e6f708192-e015,SCHD,Schwab US Dividend Equity ETF,NYSE ARCA,us_equity,true,true
e5cafdd8-d15e-4fb5-c290-5e6f70819203-e015,AVUV,Avantis US Small Cap Value ETF,NYSE ARCA,us_equity,true,true
