id,name,slug,sku,type,status,price,regular_price,sale_price,on_sale,stock_quantity,stock_status,manage_stock,categories,description,date_created
120,Product xzfl,z39gol10,variable,publish,desc ts80gphat43abik,short qzw44o2m,1717.06,4945.16,59,true,true,2026-03-04T03:01:00,2025-01-07T23:24:00,,
122,Product j1kf,1x8gvyms,simple,publish,desc 9n8wy3urmw7rhlm,short w0hvweu1,4051.32,1254.72,28,true,true,2025-05-10T03:31:00,2026-01-24T00:13:00,,
124,Product 61x2,y6o1ntcx,variable,publish,desc 28u69nb76aviac1,short n1412hif,2411.97,3929.50,28,true,true,2025-11-16T11:33:00,2025-06-23T04:41:00,,
126,Product 6wg3,zdvjuew1,variable,private,desc btfdercwjaz595k,short a46xs9op,4020.80,2576.91,63,true,true,2026-06-03T04:12:00,2025-06-01T06:57:00,,
128,Product ex3t,bb7vyujt,variable,publish,desc i7r0k06tr3jushe,short 49nmnrfc,801.53,4319.05,53,true,true,2026-08-10T07:31:00,2025-01-21T18:19:00,,
130,Product h10w,73zewcut,variable,draft,desc 6wmgbopuh980nbv,short 6u89bpk5,1621.56,2274.80,100,true,true,2026-05-05T13:49:00,2025-12-11T08:49:00,,
132,Product 7hv8,fj3ri0vi,simple,publish,desc cdx98qwl0yqtzah,short vvpyypbv,2815.17,2977.41,95,true,true,2025-05-20T23:19:00,2025-06-18T13:37:00,,
134,Product lw2p,uuhdzen3,variable,private,desc k976gysrcvh4mz1,short ffdr2k9e,1064.76,3110.18,29,true,true,2026-03-08T16:13:00,2025-12-24T02:46:00,,
136,Product ugog,kd752lhd,simple,private,desc a92yx3p26tlqs1n,short v0k2wd88,2889.10,2854.97,89,true,true,2026-02-17T07:38:00,2025-01-10T00:44:00,,
138,Product 4z9j,jfy4huao,variable,publish,desc ogi93yvltah3g6e,short 0j4sfzq2,2914.70,835.33,67,true,true,2026-01-12T22:39:00,2025-04-23T13:54:00,,
140,Product k718,2zfyd4dz,variable,private,desc y3irzsfl9v1eqqu,short zozvsttd,3961.63,2589.16,8,true,true,2025-05-23T11:15:00,2026-07-21T09:23:00,,
142,Product w96k,vtc2cyek,simple,publish,desc 9fpu3i90lf7vigo,short ipyg2o7d,1599.25,1568.42,34,true,true,2026-09-12T18:43:00,2025-05-01T09:10:00,,
144,Product fb3r,ma64iwir,simple,private,desc 8m8q444v50snvfx,short 2hyzilvk,58.56,3481.78,77,true,true,2026-01-10T02:50:00,2025-05-21T12:29:00,,
146,Product badl,tqzb6epx,simple,publish,desc am0vv02z1os1zqg,short f2fzh455,4399.91,1570.52,80,true,true,2026-09-02T11:25:00,2026-07-05T01:55:00,,
148,Product afgj,g8tu2ey3,simple,private,desc q79kf35bjab3vvm,short 1e74dfzk,2408.98,4343.35,28,true,true,2025-10-05T19:01:00,2025-12-04T03:50:00,,
150,Product qwyv,1mrbdseg,simple,draft,desc muxh6t3kmhgkf6c,short ucnrbc0u,2541.20,39.64,31,true,true,2026-02-10T03:43:00,2025-05-14T16:17:00,,
152,Product oyr8,xwgljhq2,simple,publish,desc 96309ltlfw9imv9,short 63julotk,4262.09,882.02,13,true,true,2025-08-31T10:22:00,2026-01-18T15:28:00,,
154,Product x2jc,ok0fii5z,variable,publish,desc 3akswvv4yhkf20s,short hl8vw4re,2450.90,4388.53,14,true,true,2026-02-04T08:35:00,2025-02-22T20:24:00,,
156,Product 0hmu,b6c31yi9,variable,private,desc 8shl83ddzbo4bo8,short tz43bd5r,318.40,3224.57,42,true,true,2026-05-27T17:39:00,2025-03-23T03:09:00,,
158,Product a8o0,kmq1sr9d,simple,private,desc dmurggb5k0mceyd,short t10yd9br,3157.17,4652.12,40,true,true,2026-02-18T01:45:00,2025-01-09T12:12:00,,
160,Product w07o,x55jee91,simple,draft,desc f8pr6bzklyaiph7,short 4h44rc2q,4662.51,2246.60,16,true,true,2026-03-10T15:04:00,2026-04-05T14:04:00,,
162,Product qe2m,fitv8qeq,simple,publish,desc 2zwm5glozxg39ng,short 574kx3a3,1636.25,3952.52,17,true,true,2026-01-20T07:40:00,2026-03-30T18:15:00,,
164,Product o88p,7e3ls4ws,variable,draft,desc xlpfrsjqsasd4n5,short 1ivouffk,3952.05,2666.66,96,true,true,2025-05-02T11:15:00,2025-01-24T08:38:00,,
166,Product lhfn,fhfr5j60,simple,draft,desc kz7uzruton0f7k6,short e2anp8a3,876.89,2885.47,80,true,true,2026-07-30T09:36:00,2025-10-21T15:53:00,,
168,Product chw5,qmgfz0z5,simple,private,desc 6d850fgyoctcico,short 47s0xcdw,925.51,3717.16,2,true,true,2025-03-03T14:29:00,2025-10-05T15:46:00,,
170,Product vy5a,b7zsbfyv,variable,publish,desc hagazi90ktyxptf,short 6pyzi6cm,3997.85,4308.00,21,true,true,2025-01-26T01:39:00,2026-08-22T04:45:00,,
172,Product h49g,n453wxk9,variable,publish,desc 82k8f4sk4qcvrwp,short n1qdw3cf,176.79,2904.41,83,true,true,2025-09-17T07:54:00,2025-03-22T11:19:00,,
174,Product 8x3d,q2bfh2jp,simple,draft,desc 07evcptwv47rlib,short h0bv6lx8,4148.26,4290.55,42,true,true,2025-03-09T16:12:00,2026-08-10T15:20:00,,
176,Product jiwu,ob9srutv,simple,publish,desc vba81qf9hsmoqjm,short t4wvbd5d,3112.25,4046.42,91,true,true,2025-05-20T01:40:00,2025-08-30T10:29:00,,
178,Product e2at,w1txcpi0,variable,publish,desc p10wjrlw7t4lypq,short 46sf067r,4709.33,1443.17,85,true,true,2025-03-17T16:29:00,2026-03-24T15:22:00,,
180,Product ylvr,epuson6y,variable,publish,desc 0etywbly6xhleqf,short bqfjtbz4,1593.67,3264.34,20,true,true,2026-09-14T15:34:00,2025-04-23T21:24:00,,
182,Product unwc,qm8s509o,variable,private,desc 5s06gxpuadtvvcw,short f7qhdetu,2321.79,1216.79,42,true,true,2025-08-10T00:38:00,2025-08-13T03:47:00,,
184,Product cmxu,rjyyjaam,variable,draft,desc b3xpzxku9fe6n4y,short oz3rsvgw,2897.46,4664.63,58,true,true,2026-08-21T13:46:00,2026-08-05T14:26:00,,
186,Product q2u9,3x3je4ow,variable,publish,desc 1vgxkleqbqt60vj,short 5vlsc3tn,4672.14,4670.57,43,true,true,2026-05-09T09:57:00,2025-12-24T22:25:00,,
188,Product gqwl,l7r86367,variable,draft,desc 37vp5f8t03cjdi8,short ejji9gki,229.03,1021.30,28,true,true,2026-02-25T03:50:00,2025-03-22T11:09:00,,
190,Product rcpo,1chm9xje,variable,draft,desc z1k62z09e85ubor,short pirn3o98,2037.62,4938.73,57,true,true,2026-08-04T11:08:00,2026-06-23T00:35:00,,
192,Product 08ny,cs62tiky,simple,draft,desc e77nzsrydra9hcd,short ve5irfm9,3747.09,819.33,76,true,true,2026-05-20T13:58:00,2025-11-06T12:30:00,,
194,Product 1j11,honl0mny,simple,draft,desc xmuukjgiatyxd01,short bmkm6fj9,113.26,747.88,59,true,true,2025-01-27T05:25:00,2025-10-07T02:08:00,,
196,Product aykk,m7j1rwe4,simple,draft,desc 5imyu0oq421ynsk,short 4q0mf5x8,3441.11,4638.57,97,true,true,2025-03-16T00:28:00,2026-01-11T02:07:00,,
198,Product tjvf,oyl31vb7,variable,publish,desc pa969dpcnnoorbm,short h14cszez,1252.03,4740.94,76,true,true,2025-11-08T08:55:00,2025-08-25T19:35:00,,
200,Product 10r2,pif4ef4v,simple,publish,desc abg1321thhwjaps,short hv5eqgh6,4606.13,3056.95,94,true,true,2025-11-15T17:02:00,2025-04-22T08:18:00,,
202,Product fbex,3u9bb8w0,simple,publish,desc ciwfnuxep7hbiq1,short z6e4hxd6,4647.04,3403.57,20,true,true,2026-04-30T22:59:00,2026-05-29T01:12:00,,
204,Product iuz3,lz7medac,variable,draft,desc 73d9qvhr6ryyloj,short obydoxdo,2892.86,4496.38,62,true,true,2025-01-10T21:00:00,2026-04-17T05:27:00,,
206,Product zixp,e1i5lqs3,simple,draft,desc kph8ul2my2pkipi,short 7eklsv8u,1937.58,1564.97,79,true,true,2025-04-23T22:43:00,2025-02-05T07:36:00,,
208,Product hp0n,f8k8ooq8,simple,publish,desc i4s14z43rz3w1kv,short o24rbljf,257.44,2478.65,22,true,true,2026-01-16T04:32:00,2026-05-29T20:10:00,,
210,Product bnxt,ibfvy1j6,variable,draft,desc 7hxees3og8b0hhx,short ct2ku7j8,2861.31,2727.86,61,true,true,2025-09-25T01:29:00,2025-04-17T03:10:00,,
212,Product ma00,x1u76r7x,variable,private,desc 031omoht983v1o2,short kbokesse,3705.75,1735.71,92,true,true,2026-08-25T07:26:00,2025-02-09T09:20:00,,
214,Product p3zb,mrx7afkl,variable,publish,desc wgbnhoxoz49urgt,short 44caozfy,2172.56,3904.42,26,true,true,2026-09-02T02:53:00,2025-09-07T05:43:00,,
216,Product mev2,9rngmsnq,variable,private,desc eq6zlj26i0ey6zx,short q35kb27e,324.38,4389.46,59,true,true,2026-03-20T00:05:00,2025-07-21T10:15:00,,
218,Product iy5q,3ymazzhe,variable,publish,desc 0zypipozh96w5sj,short 0jdhrrhf,470.65,1710.34,22,true,true,2026-01-16T15:57:00,2025-07-09T04:09:00,,
220,Product ezu9,p8fprgft,simple,publish,desc wfr64q37k4wqh17,short lr966rfo,3378.48,1929.73,69,true,true,2026-07-01T13:26:00,2026-09-10T16:53:00,,
222,Product lab8,672x29ya,simple,private,desc jzcd0evb13bdf07,short q9tazve5,1073.67,640.90,98,true,true,2026-06-19T10:14:00,2025-06-13T07:25:00,,
224,Product 54iu,8l5iuu12,simple,draft,desc zx3awz8l9coucwh,short lm2njusn,4739.04,2244.65,63,true,true,2026-08-09T11:52:00,2025-06-26T11:54:00,,
226,Product onjp,swkc49p5,simple,private,desc 374nv5lrzb6dfyv,short 7koq1x8u,4203.30,2587.00,3,true,true,2025-05-08T05:54:00,2025-03-07T14:21:00,,
228,Product rm8x,gwmrk67e,variable,publish,desc 82wfe06q5lqrnad,short 6d1bxxml,2208.52,499.71,40,true,true,2026-09-03T20:10:00,2025-08-23T13:09:00,,
230,Product 7whs,j2h95dub,simple,publish,desc e95kd2xayflf4rz,short 4otqyxyn,1864.95,3378.00,91,true,true,2025-06-11T10:59:00,2025-06-26T02:31:00,,
232,Product mafa,i89xwcsj,simple,publish,desc 5xf5dixfb34hpt3,short lbp1sbqc,2603.15,2573.24,48,true,true,2026-04-24T07:15:00,2025-12-06T16:18:00,,
234,Product tg1a,2oaj7868,variable,publish,desc 8mcg21pfm2qfeyj,short m08jb4xc,2118.54,959.39,88,true,true,2026-01-13T15:25:00,2025-04-14T23:03:00,,
236,Product fy51,b5vbbnmm,simple,draft,desc m9y2vxubcmcpzc3,short ym17ofaw,393.62,4947.37,17,true,true,2026-07-05T14:39:00,2025-05-31T02:43:00,,
238,Product 84aj,5uylhykq,simple,draft,desc q4v5ff1gab1wxo9,short falxu8dz,1255.85,1178.85,27,true,true,2026-04-02T06:44:00,2026-06-20T10:54:00,,
240,Product 34k1,pznlzl1e,variable,private,desc iej7yplsv8kzi77,short lt7jo8bn,3274.27,2578.54,14,true,true,2026-03-25T18:19:00,2025-02-20T14:55:00,,
242,Product eo7u,1qzsl82m,variable,private,desc h169syxgvoo4uqw,short 7752rm1m,2747.25,3671.52,69,true,true,2025-11-09T12:46:00,2026-03-30T11:32:00,,
244,Product en75,mkl86cee,simple,private,desc fwkwvb59wycwcq3,short wah162uq,4378.78,4337.81,47,true,true,2026-06-28T16:48:00,2025-12-12T22:51:00,,
246,Product lwrc,n13dja0z,simple,private,desc d6r55vjq94xxf58,short tuufzs0g,4625.88,4988.13,55,true,true,2025-11-21T13:07:00,2025-11-25T17:08:00,,
248,Product 8g5t,c3gmumcz,simple,publish,desc xkoiyop12dq3in7,short bces8iuh,1416.41,1482.01,97,true,true,2026-09-02T13:43:00,2025-12-05T23:49:00,,
250,Product p4oc,15kp9jw4,simple,publish,desc coahhn90h60l4d8,short 6jwftazq,3457.83,4612.29,63,true,true,2025-09-15T21:00:00,2026-04-03T19:02:00,,
252,Product vpon,95izjw13,simple,draft,desc fvvrysezsk9c13y,short 12y91hst,3598.79,4336.17,44,true,true,2025-04-24T12:37:00,2026-06-04T10:08:00,,
254,Product vb4w,ucdomu7d,variable,private,desc n7raq296bft4qxr,short kyg80nyr,2669.09,208.93,11,true,true,2025-12-04T00:26:00,2026-05-12T23:11:00,,
256,Product m3dh,e2qrslln,simple,publish,desc b4b3i0r7zyv6p6e,short 9ym5dyt3,4848.03,1239.73,58,true,true,2025-01-07T20:02:00,2025-03-23T04:51:00,,
258,Product 4nwn,odg91hbi,variable,draft,desc ljsygo2awn43rdw,short 6hlfwr30,4141.50,3495.09,25,true,true,2026-03-13T20:04:00,2025-05-03T09:45:00,,
260,Product gu23,xu9wvpw0,variable,private,desc w9zsriv5p9if2kd,short v3f6lepi,2449.44,4887.96,69,true,true,2025-03-05T11:02:00,2026-07-27T11:16:00,,
262,Product rq54,431p7ern,variable,publish,desc waa7ybfj4n264dq,short r9gyo90o,4053.23,1842.60,60,true,true,2026-07-16T02:53:00,2026-06-28T11:24:00,,
264,Product z8as,jmr1bwqa,simple,private,desc wbxuni7r8fyjezv,short 09gdpm9w,4318.76,3544.15,41,true,true,2025-11-05T05:32:00,2026-06-04T10:52:00,,
266,Product aiw2,2f89wocz,variable,publish,desc slkxx7gk0gg9hy3,short jr3pkr4e,2197.38,1565.21,48,true,true,2026-09-17T11:21:00,2025-03-27T01:29:00,,
268,Product 8uhg,i6vs6cik,variable,private,desc b15pju268holqsc,short 5wyhotdj,2728.25,363.21,40,true,true,2026-08-08T00:02:00,2025-12-12T02:51:00,,
270,Product 3jav,4ozjddpi,simple,draft,desc 5lfa2svj5u5gxfc,short 5wmp5ogw,3448.33,1203.08,14,true,true,2026-06-27T10:41:00,2026-05-06T19:07:00,,
272,Product s1f0,owjh9wg2,simple,publish,desc pfjaldvnsgs3az8,short 2gutkpv0,924.81,4473.51,3,true,true,2025-07-31T21:00:00,2025-04-16T18:21:00,,
