id,parent_page_id,parent_block_id,author_id,text,created_time,resolved
cea790e4a248dab6ac4b6ae185447776,pea790e4a248dab6ac4b6ae1854464f7,,uea790e4a248dab6ac4b6ae1854463c7,Please double-check the numbers in row 4.,2026-04-26T05:24:00+00:00,true
cea790e4a248dab6ac4b6ae185447777,pea790e4a248dab6ac4b6ae1854464f8,,uea790e4a248dab6ac4b6ae1854463c7,Nice work on this section.,2026-07-04T02:12:00+00:00,false
cea790e4a248dab6ac4b6ae185447778,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c7,Please double-check the numbers in row 4.,2026-08-10T14:10:00+00:00,true
cea790e4a248dab6ac4b6ae185447779,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c7,Can you link the source doc?,2026-08-23T04:02:00+00:00,false
cea790e4a248dab6ac4b6ae185447780,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c8,Ready for sign-off.,2026-09-26T11:24:00+00:00,true
cea790e4a248dab6ac4b6ae185447781,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c8,Can we add owners next to each task?,2026-08-01T19:15:00+00:00,false
cea790e4a248dab6ac4b6ae185447782,pea790e4a248dab6ac4b6ae1854464f7,,uea790e4a248dab6ac4b6ae1854463c8,Please double-check the numbers in row 4.,2026-01-26T20:34:00+00:00,false
cea790e4a248dab6ac4b6ae185447783,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c7,Quick sync on this tomorrow?,2026-05-14T13:16:00+00:00,false
cea790e4a248dab6ac4b6ae185447784,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c8,Moved to in review.,2026-03-04T07:28:00+00:00,false
cea790e4a248dab6ac4b6ae185447785,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c7,Can we add owners next to each task?,2026-05-15T07:15:00+00:00,true
cea790e4a248dab6ac4b6ae185447786,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c7,Quick sync on this tomorrow?,2026-01-23T23:54:00+00:00,false
cea790e4a248dab6ac4b6ae185447787,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c8,Ready for sign-off.,2026-08-07T21:47:00+00:00,true
cea790e4a248dab6ac4b6ae185447788,pea790e4a248dab6ac4b6ae1854464f7,,uea790e4a248dab6ac4b6ae1854463c8,Left a couple of suggestions inline.,2026-03-08T22:11:00+00:00,true
cea790e4a248dab6ac4b6ae185447789,pea790e4a248dab6ac4b6ae1854464f5,,uea790e4a248dab6ac4b6ae1854463c8,Can we add owners next to each task?,2026-08-22T00:27:00+00:00,false
cea790e4a248dab6ac4b6ae185447790,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c8,Please double-check the numbers in row 4.,2026-01-09T04:39:00+00:00,true
cea790e4a248dab6ac4b6ae185447791,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c7,Can we add owners next to each task?,2026-02-10T14:25:00+00:00,true
cea790e4a248dab6ac4b6ae185447792,pea790e4a248dab6ac4b6ae1854464f5,,uea790e4a248dab6ac4b6ae1854463c8,Can we add owners next to each task?,2026-09-13T00:03:00+00:00,true
cea790e4a248dab6ac4b6ae185447793,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c8,Left a couple of suggestions inline.,2026-01-27T02:32:00+00:00,true
cea790e4a248dab6ac4b6ae185447794,pea790e4a248dab6ac4b6ae1854464f7,,uea790e4a248dab6ac4b6ae1854463c7,Can we add owners next to each task?,2026-03-15T16:52:00+00:00,false
cea790e4a248dab6ac4b6ae185447795,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c8,Please double-check the numbers in row 4.,2026-01-24T00:57:00+00:00,false
cea790e4a248dab6ac4b6ae185447796,pea790e4a248dab6ac4b6ae1854464f5,,uea790e4a248dab6ac4b6ae1854463c8,Moved to in review.,2026-09-01T11:08:00+00:00,false
cea790e4a248dab6ac4b6ae185447797,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c7,Left a couple of suggestions inline.,2026-04-10T13:01:00+00:00,false
cea790e4a248dab6ac4b6ae185447798,pea790e4a248dab6ac4b6ae1854464f8,,uea790e4a248dab6ac4b6ae1854463c8,Nice work on this section.,2026-09-17T02:34:00+00:00,false
cea790e4a248dab6ac4b6ae185447799,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c8,Can we add owners next to each task?,2026-06-18T23:23:00+00:00,true
cea790e4a248dab6ac4b6ae185447800,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c7,Left a couple of suggestions inline.,2026-01-16T13:10:00+00:00,true
cea790e4a248dab6ac4b6ae185447801,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c7,"Agreed, let us ship this.",2026-05-22T11:00:00+00:00,false
cea790e4a248dab6ac4b6ae185447802,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c8,"Agreed, let us ship this.",2026-09-11T23:01:00+00:00,true
