zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
zpid_205,2473 Ponce de Leon Ave,East Atlanta,GA,30032,33.776,-84.296,3,2,1633,10732,1993,SINGLE_FAMILY,751000,751000,2833,SOLD,24,ag_dec_1
zpid_206,735 Sycamore Dr,Avondale Estates,GA,30002,33.775,-84.277,3,3,1974,6574,2010,SINGLE_FAMILY,552000,552000,2879,FOR_SALE,67,ag_dec_1
zpid_207,1053 College Ave,Avondale Estates,GA,30002,33.778,-84.282,4,2,2161,9685,2000,SINGLE_FAMILY,607000,607000,2700,FOR_SALE,62,ag_dec_1
zpid_208,2282 Norwood Ave,Avondale Estates,GA,30002,33.771,-84.277,3,3,3169,7361,1990,SINGLE_FAMILY,594000,594000,4060,PENDING,21,ag_dec_1
zpid_209,2272 Norwood Ave,East Atlanta,GA,30032,33.772,-84.271,4,3,2147,7659,2003,SINGLE_FAMILY,673000,673000,3707,FOR_SALE,18,ag_dec_1
zpid_210,1882 Norwood Ave,Decatur,GA,30030,33.771,-84.262,3,3,2469,11680,2023,SINGLE_FAMILY,781000,781000,2692,SOLD,36,ag_dec_1
zpid_211,2775 Warren St,Avondale Estates,GA,30002,33.774,-84.269,4,2,2919,10672,2022,SINGLE_FAMILY,651000,651000,3070,FOR_SALE,21,ag_dec_1
zpid_212,1964 Norwood Ave,Decatur,GA,30030,33.777,-84.281,4,3,1937,7554,2021,SINGLE_FAMILY,731000,731000,4138,PENDING,10,ag_dec_1
zpid_213,1672 Overlook Dr,Avondale Estates,GA,30002,33.77,-84.292,3,3,2884,10909,2012,SINGLE_FAMILY,685000,685000,3705,FOR_SALE,59,ag_dec_1
zpid_214,1255 Superior Ave,East Atlanta,GA,30032,33.775,-84.27,3,2,2732,7064,2012,SINGLE_FAMILY,835000,835000,3325,FOR_SALE,80,ag_dec_1
zpid_215,2965 Emerson Ave,Avondale Estates,GA,30002,33.778,-84.283,3,3,1879,10946,1997,SINGLE_FAMILY,729000,729000,3033,SOLD,74,ag_dec_1
zpid_216,973 Fairfield Rd,Kirkwood,GA,30032,33.776,-84.277,4,2,3113,7063,1994,SINGLE_FAMILY,753000,753000,3323,PENDING,46,ag_dec_1
zpid_217,638 Winona Rd,East Atlanta,GA,30032,33.774,-84.261,4,3,2710,9867,1991,SINGLE_FAMILY,849000,849000,3080,FOR_SALE,65,ag_dec_1
zpid_218,2562 W Winnona Dr,Kirkwood,GA,30032,33.775,-84.272,3,2,1704,9272,1998,SINGLE_FAMILY,518000,518000,4042,FOR_SALE,7,ag_dec_1
zpid_219,303 W Trinity Pl,Decatur,GA,30030,33.778,-84.281,3,2,2632,6608,2021,SINGLE_FAMILY,525000,525000,2660,FOR_SALE,53,ag_dec_1
zpid_220,1148 College Ave,Decatur,GA,30030,33.772,-84.282,3,3,2448,6950,2023,SINGLE_FAMILY,668000,668000,3120,PENDING,79,ag_dec_1
zpid_221,1997 Fairfield Rd,Avondale Estates,GA,30002,33.776,-84.296,4,2,2464,10361,2008,SINGLE_FAMILY,796000,796000,3687,FOR_SALE,23,ag_dec_1
zpid_222,2781 Rowland Rd,Kirkwood,GA,30032,33.778,-84.283,3,3,2121,11211,2015,SINGLE_FAMILY,738000,738000,3418,FOR_SALE,40,ag_dec_1
zpid_223,1477 Ridgeland Ave,Decatur,GA,30030,33.777,-84.285,3,3,2166,8314,2012,SINGLE_FAMILY,884000,884000,2956,FOR_SALE,55,ag_dec_1
zpid_224,1901 Chelsea Cir,Kirkwood,GA,30032,33.773,-84.274,3,2,2237,6213,2020,SINGLE_FAMILY,696000,696000,3727,PENDING,81,ag_dec_1
zpid_225,1344 Emerson Ave,East Atlanta,GA,30032,33.771,-84.27,3,3,2680,6912,1995,SINGLE_FAMILY,774000,774000,2605,SOLD,88,ag_dec_1
zpid_226,288 Superior Ave,Kirkwood,GA,30032,33.779,-84.267,3,3,2664,8316,1992,SINGLE_FAMILY,526000,526000,3453,FOR_SALE,49,ag_dec_1
zpid_227,850 W Winnona Dr,Kirkwood,GA,30032,33.779,-84.275,3,2,3061,11307,2020,SINGLE_FAMILY,888000,888000,3438,FOR_SALE,48,ag_dec_1
zpid_228,2419 Overlook Dr,Decatur,GA,30030,33.772,-84.268,3,2,2020,8936,2016,SINGLE_FAMILY,754000,754000,2760,PENDING,20,ag_dec_1
zpid_229,394 College Ave,Decatur,GA,30030,33.776,-84.296,3,3,2874,9995,1996,SINGLE_FAMILY,837000,837000,3905,FOR_SALE,10,ag_dec_1
zpid_230,1370 Kirk Rd,East Atlanta,GA,30032,33.779,-84.289,4,3,2091,9989,2006,SINGLE_FAMILY,580000,580000,3382,SOLD,40,ag_dec_1
zpid_231,1076 Kirk Rd,Kirkwood,GA,30032,33.77,-84.27,3,2,2554,10996,2023,SINGLE_FAMILY,616000,616000,2707,FOR_SALE,25,ag_dec_1
zpid_232,1534 Adair Ave,East Atlanta,GA,30032,33.773,-84.277,3,3,3167,6704,1999,SINGLE_FAMILY,792000,792000,2763,PENDING,71,ag_dec_1
zpid_233,2479 Emerson Ave,Decatur,GA,30030,33.772,-84.267,4,3,2581,6826,2018,SINGLE_FAMILY,563000,563000,3755,FOR_SALE,25,ag_dec_1
zpid_234,1441 Oakview Rd,Kirkwood,GA,30032,33.77,-84.278,3,3,1651,8406,1999,SINGLE_FAMILY,780000,780000,3020,FOR_SALE,32,ag_dec_1
zpid_235,393 Erie Ave,Avondale Estates,GA,30002,33.777,-84.275,3,2,2859,9742,2002,SINGLE_FAMILY,791000,791000,3707,SOLD,2,ag_dec_1
zpid_236,2119 Fairfield Rd,East Atlanta,GA,30032,33.777,-84.279,3,2,2720,7653,1995,SINGLE_FAMILY,846000,846000,3553,PENDING,17,ag_dec_1
zpid_237,792 Berkeley Rd,Decatur,GA,30030,33.777,-84.297,3,3,3199,8835,2022,SINGLE_FAMILY,656000,656000,2781,FOR_SALE,59,ag_dec_1
zpid_238,2839 Erie Ave,Kirkwood,GA,30032,33.776,-84.289,3,2,1860,9842,1990,SINGLE_FAMILY,795000,795000,3533,FOR_SALE,46,ag_dec_1
zpid_239,768 Ponce de Leon Ave,East Atlanta,GA,30032,33.776,-84.292,3,2,2974,10590,2009,SINGLE_FAMILY,625000,625000,2812,FOR_SALE,58,ag_dec_1
zpid_240,194 Church St,Kirkwood,GA,30032,33.775,-84.295,3,3,2346,10407,2006,SINGLE_FAMILY,523000,523000,2855,PENDING,1,ag_dec_1
zpid_241,1598 W Trinity Pl,Kirkwood,GA,30032,33.772,-84.3,3,2,3145,11884,2002,SINGLE_FAMILY,736000,736000,3040,FOR_SALE,77,ag_dec_1
zpid_242,1562 Emerson Ave,Avondale Estates,GA,30002,33.772,-84.286,3,2,2051,11635,2017,SINGLE_FAMILY,727000,727000,2806,FOR_SALE,10,ag_dec_1
zpid_243,1504 Coventry Rd,East Atlanta,GA,30032,33.771,-84.275,3,2,2187,8301,1999,SINGLE_FAMILY,634000,634000,3675,FOR_SALE,51,ag_dec_1
zpid_244,2537 Berkeley Rd,Avondale Estates,GA,30002,33.776,-84.292,4,3,3140,8079,2014,SINGLE_FAMILY,577000,577000,3565,PENDING,33,ag_dec_1
zpid_245,2611 Winona Rd,Decatur,GA,30030,33.779,-84.29,3,3,2133,9478,1998,SINGLE_FAMILY,538000,538000,3397,SOLD,4,ag_dec_1
zpid_246,1194 Kensington Rd,Kirkwood,GA,30032,33.775,-84.284,3,3,2896,8187,2004,SINGLE_FAMILY,864000,864000,3759,FOR_SALE,8,ag_dec_1
zpid_247,504 Adams St,Avondale Estates,GA,30002,33.771,-84.29,4,3,2322,7196,1992,SINGLE_FAMILY,624000,624000,3280,FOR_SALE,43,ag_dec_1
zpid_248,151 Kirk Rd,Decatur,GA,30030,33.777,-84.261,3,3,1819,9656,1997,SINGLE_FAMILY,622000,622000,3225,PENDING,74,ag_dec_1
zpid_249,1269 Winnona Dr,East Atlanta,GA,30032,33.771,-84.287,4,3,2810,8029,2013,SINGLE_FAMILY,553000,553000,3170,FOR_SALE,40,ag_dec_1
zpid_250,1322 Ridgeland Ave,East Atlanta,GA,30032,33.773,-84.281,4,3,1799,9042,1990,SINGLE_FAMILY,824000,824000,3062,SOLD,89,ag_dec_1
zpid_251,821 College Ave,Avondale Estates,GA,30002,33.773,-84.263,3,3,1922,6167,2008,SINGLE_FAMILY,786000,786000,2940,FOR_SALE,28,ag_dec_1
zpid_252,563 Bell Ave,Decatur,GA,30030,33.778,-84.263,3,3,3057,6488,2000,SINGLE_FAMILY,849000,849000,3273,PENDING,13,ag_dec_1
zpid_253,2585 Winnona Dr,Decatur,GA,30030,33.77,-84.269,4,2,2641,7223,2021,SINGLE_FAMILY,616000,616000,3198,FOR_SALE,63,ag_dec_1
zpid_254,1023 Overlook Dr,Avondale Estates,GA,30002,33.779,-84.293,4,2,2842,10301,2004,SINGLE_FAMILY,637000,637000,3884,FOR_SALE,65,ag_dec_1
zpid_255,990 Winona Rd,East Atlanta,GA,30032,33.77,-84.262,4,3,2233,8391,2008,SINGLE_FAMILY,824000,824000,2771,SOLD,71,ag_dec_1
zpid_256,702 Ponce de Leon Ave,Decatur,GA,30030,33.779,-84.264,4,2,1629,6502,2011,SINGLE_FAMILY,854000,854000,3865,PENDING,69,ag_dec_1
zpid_257,2918 Rowland Rd,Decatur,GA,30030,33.779,-84.285,3,2,2127,9010,1996,SINGLE_FAMILY,724000,724000,2856,FOR_SALE,13,ag_dec_1
zpid_258,809 Erie Ave,Kirkwood,GA,30032,33.779,-84.276,3,3,2975,10645,2015,SINGLE_FAMILY,665000,665000,3643,FOR_SALE,3,ag_dec_1
zpid_259,1238 Ponce de Leon Ave,East Atlanta,GA,30032,33.774,-84.295,4,3,1653,9578,1998,SINGLE_FAMILY,835000,835000,4089,FOR_SALE,77,ag_dec_1
zpid_260,2572 Overlook Dr,Avondale Estates,GA,30002,33.777,-84.285,3,2,2372,10042,2017,SINGLE_FAMILY,561000,561000,3059,PENDING,82,ag_dec_1
zpid_261,2520 Winona Rd,Avondale Estates,GA,30002,33.77,-84.262,3,3,1769,9359,2019,SINGLE_FAMILY,624000,624000,2893,FOR_SALE,8,ag_dec_1
zpid_262,1156 Coventry Rd,East Atlanta,GA,30032,33.778,-84.281,4,3,1915,6699,1997,SINGLE_FAMILY,560000,560000,3365,FOR_SALE,10,ag_dec_1
zpid_263,903 Adair Ave,Kirkwood,GA,30032,33.779,-84.28,4,3,1713,7460,1990,SINGLE_FAMILY,888000,888000,3241,FOR_SALE,70,ag_dec_1
zpid_264,1902 Sycamore Ave,Decatur,GA,30030,33.775,-84.264,4,3,2719,7690,2015,SINGLE_FAMILY,629000,629000,3340,PENDING,70,ag_dec_1
zpid_265,766 Bell Ave,Kirkwood,GA,30032,33.778,-84.29,3,3,1831,8422,2017,SINGLE_FAMILY,616000,616000,3972,SOLD,68,ag_dec_1
zpid_266,167 Norwood Ave,Avondale Estates,GA,30002,33.773,-84.265,3,3,2352,11354,2008,SINGLE_FAMILY,509000,509000,2780,FOR_SALE,56,ag_dec_1
zpid_267,794 Erie Ave,Decatur,GA,30030,33.777,-84.295,4,3,2432,9658,1997,SINGLE_FAMILY,830000,830000,3119,FOR_SALE,17,ag_dec_1
zpid_268,1189 Ridgeland Ave,Decatur,GA,30030,33.773,-84.265,3,3,2058,10659,2009,SINGLE_FAMILY,804000,804000,3795,PENDING,6,ag_dec_1
zpid_269,1922 Rowland Rd,Avondale Estates,GA,30002,33.77,-84.278,4,2,2434,11174,2001,SINGLE_FAMILY,685000,685000,3454,FOR_SALE,70,ag_dec_1
zpid_270,1616 Ansley Cir,East Atlanta,GA,30032,33.773,-84.273,3,3,2771,6646,2014,SINGLE_FAMILY,773000,773000,2918,SOLD,44,ag_dec_1
zpid_271,995 Chelsea Cir,Kirkwood,GA,30032,33.779,-84.28,4,3,3115,7273,1994,SINGLE_FAMILY,769000,769000,3840,FOR_SALE,57,ag_dec_1
zpid_272,1768 W Trinity Pl,East Atlanta,GA,30032,33.774,-84.282,3,3,2208,6104,2000,SINGLE_FAMILY,699000,699000,3438,PENDING,25,ag_dec_1
zpid_273,2526 Adams St,Decatur,GA,30030,33.771,-84.285,4,2,2085,9094,2022,SINGLE_FAMILY,589000,589000,3457,FOR_SALE,36,ag_dec_1
zpid_274,1561 Kirk Rd,Avondale Estates,GA,30002,33.777,-84.277,3,3,3179,10909,1999,SINGLE_FAMILY,705000,705000,3323,FOR_SALE,70,ag_dec_1
zpid_275,553 Fairfield Rd,Kirkwood,GA,30032,33.776,-84.3,4,2,3143,11242,2010,SINGLE_FAMILY,768000,768000,3070,SOLD,67,ag_dec_1
zpid_276,2201 Chelsea Cir,Kirkwood,GA,30032,33.771,-84.271,4,2,2195,6639,2021,SINGLE_FAMILY,644000,644000,3369,PENDING,75,ag_dec_1
zpid_277,2416 Sycamore Ave,Kirkwood,GA,30032,33.779,-84.284,4,2,3193,9053,2004,SINGLE_FAMILY,729000,729000,3921,FOR_SALE,75,ag_dec_1
zpid_278,2396 W Trinity Pl,Kirkwood,GA,30032,33.778,-84.266,4,3,2151,10689,1997,SINGLE_FAMILY,586000,586000,3591,FOR_SALE,79,ag_dec_1
zpid_279,1994 Kirk Rd,Decatur,GA,30030,33.773,-84.264,3,2,3154,8041,1992,SINGLE_FAMILY,529000,529000,3448,FOR_SALE,87,ag_dec_1
zpid_280,2634 Coventry Rd,Avondale Estates,GA,30002,33.775,-84.289,4,2,1689,9972,2000,SINGLE_FAMILY,655000,655000,3710,PENDING,60,ag_dec_1
zpid_281,2622 Emerson Ave,East Atlanta,GA,30032,33.779,-84.264,3,3,2428,8418,2007,SINGLE_FAMILY,716000,716000,3315,FOR_SALE,54,ag_dec_1
zpid_282,2667 Emerson Ave,Kirkwood,GA,30032,33.771,-84.272,3,3,2236,7523,2000,SINGLE_FAMILY,636000,636000,3570,FOR_SALE,15,ag_dec_1
zpid_283,869 Rowland Rd,Avondale Estates,GA,30002,33.771,-84.261,3,2,3102,8848,1995,SINGLE_FAMILY,715000,715000,3398,FOR_SALE,21,ag_dec_1
zpid_284,352 Berkeley Rd,Kirkwood,GA,30032,33.775,-84.274,4,2,2218,11070,2016,SINGLE_FAMILY,691000,691000,3817,PENDING,9,ag_dec_1
zpid_285,2578 Sycamore Ave,East Atlanta,GA,30032,33.773,-84.269,4,3,2547,10864,2003,SINGLE_FAMILY,665000,665000,3343,SOLD,16,ag_dec_1
