search_id,user_id,name,city,state,min_price,max_price,min_beds,min_baths,home_type,created_at
srch_27,fritz_rush,Reference search 27,Decatur,GA,646287,844781,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_28,fritz_rush,Reference search 28,Decatur,GA,567186,924875,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_29,fritz_rush,Reference search 29,Decatur,GA,582695,984309,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_30,fritz_rush,Reference search 30,Decatur,GA,634293,850896,3,2,SINGLE_FAMILY,2026-02-15T12:00:00Z
srch_31,fritz_rush,Reference search 31,Decatur,GA,549516,983934,3,2,SINGLE_FAMILY,2026-09-15T12:00:00Z
srch_32,fritz_rush,Reference search 32,Decatur,GA,520839,916405,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_33,fritz_rush,Reference search 33,Decatur,GA,602193,938085,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_34,fritz_rush,Reference search 34,Decatur,GA,541568,866724,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_35,fritz_rush,Reference search 35,Decatur,GA,659817,838618,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_36,fritz_rush,Reference search 36,Decatur,GA,628261,870800,3,2,SINGLE_FAMILY,2026-06-15T12:00:00Z
srch_37,fritz_rush,Reference search 37,Decatur,GA,512576,870360,3,2,SINGLE_FAMILY,2026-09-15T12:00:00Z
srch_38,fritz_rush,Reference search 38,Decatur,GA,539349,930355,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_39,fritz_rush,Reference search 39,Decatur,GA,612255,814245,3,2,SINGLE_FAMILY,2026-02-15T12:00:00Z
srch_40,fritz_rush,Reference search 40,Decatur,GA,581829,958371,3,2,SINGLE_FAMILY,2026-02-15T12:00:00Z
srch_41,fritz_rush,Reference search 41,Decatur,GA,526754,803503,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_42,fritz_rush,Reference search 42,Decatur,GA,504418,968147,3,2,SINGLE_FAMILY,2026-04-15T12:00:00Z
srch_43,fritz_rush,Reference search 43,Decatur,GA,554298,902996,3,2,SINGLE_FAMILY,2026-09-15T12:00:00Z
srch_44,fritz_rush,Reference search 44,Decatur,GA,658868,986501,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_45,fritz_rush,Reference search 45,Decatur,GA,529999,966050,3,2,SINGLE_FAMILY,2026-07-15T12:00:00Z
srch_46,fritz_rush,Reference search 46,Decatur,GA,555668,896179,3,2,SINGLE_FAMILY,2026-02-15T12:00:00Z
srch_47,fritz_rush,Reference search 47,Decatur,GA,590654,823549,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_48,fritz_rush,Reference search 48,Decatur,GA,597564,879541,3,2,SINGLE_FAMILY,2026-07-15T12:00:00Z
srch_49,fritz_rush,Reference search 49,Decatur,GA,558690,924167,3,2,SINGLE_FAMILY,2026-02-15T12:00:00Z
srch_50,fritz_rush,Reference search 50,Decatur,GA,572707,974234,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_51,fritz_rush,Reference search 51,Decatur,GA,598207,958807,3,2,SINGLE_FAMILY,2026-06-15T12:00:00Z
srch_52,fritz_rush,Reference search 52,Decatur,GA,600473,984932,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_53,fritz_rush,Reference search 53,Decatur,GA,697795,887164,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_54,fritz_rush,Reference search 54,Decatur,GA,665783,877999,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_55,fritz_rush,Reference search 55,Decatur,GA,583764,913743,3,2,SINGLE_FAMILY,2026-07-15T12:00:00Z
srch_56,fritz_rush,Reference search 56,Decatur,GA,539861,888730,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_57,fritz_rush,Reference search 57,Decatur,GA,527820,982715,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_58,fritz_rush,Reference search 58,Decatur,GA,609370,828574,3,2,SINGLE_FAMILY,2026-06-15T12:00:00Z
srch_59,fritz_rush,Reference search 59,Decatur,GA,512872,864250,3,2,SINGLE_FAMILY,2026-04-15T12:00:00Z
srch_60,fritz_rush,Reference search 60,Decatur,GA,589372,821108,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_61,fritz_rush,Reference search 61,Decatur,GA,657135,911446,3,2,SINGLE_FAMILY,2026-06-15T12:00:00Z
srch_62,fritz_rush,Reference search 62,Decatur,GA,592695,916865,3,2,SINGLE_FAMILY,2026-09-15T12:00:00Z
srch_63,fritz_rush,Reference search 63,Decatur,GA,517642,884074,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_64,fritz_rush,Reference search 64,Decatur,GA,554636,934680,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_65,fritz_rush,Reference search 65,Decatur,GA,581789,813475,3,2,SINGLE_FAMILY,2026-04-15T12:00:00Z
srch_66,fritz_rush,Reference search 66,Decatur,GA,588282,862757,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_67,fritz_rush,Reference search 67,Decatur,GA,589871,948986,3,2,SINGLE_FAMILY,2026-07-15T12:00:00Z
srch_68,fritz_rush,Reference search 68,Decatur,GA,555766,902921,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_69,fritz_rush,Reference search 69,Decatur,GA,605879,965798,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_70,fritz_rush,Reference search 70,Decatur,GA,634364,850145,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_71,fritz_rush,Reference search 71,Decatur,GA,601580,817370,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_72,fritz_rush,Reference search 72,Decatur,GA,548298,874152,3,2,SINGLE_FAMILY,2026-09-15T12:00:00Z
srch_73,fritz_rush,Reference search 73,Decatur,GA,613894,864489,3,2,SINGLE_FAMILY,2026-07-15T12:00:00Z
srch_74,fritz_rush,Reference search 74,Decatur,GA,670666,836475,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_75,fritz_rush,Reference search 75,Decatur,GA,540480,993447,3,2,SINGLE_FAMILY,2026-01-15T12:00:00Z
srch_76,fritz_rush,Reference search 76,Decatur,GA,679593,989181,3,2,SINGLE_FAMILY,2026-06-15T12:00:00Z
srch_77,fritz_rush,Reference search 77,Decatur,GA,517508,895887,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_78,fritz_rush,Reference search 78,Decatur,GA,664777,958423,3,2,SINGLE_FAMILY,2026-02-15T12:00:00Z
srch_79,fritz_rush,Reference search 79,Decatur,GA,555470,984054,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
srch_80,fritz_rush,Reference search 80,Decatur,GA,532266,928745,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_81,fritz_rush,Reference search 81,Decatur,GA,693133,922934,3,2,SINGLE_FAMILY,2026-07-15T12:00:00Z
srch_82,fritz_rush,Reference search 82,Decatur,GA,518547,993158,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_83,fritz_rush,Reference search 83,Decatur,GA,574224,891410,3,2,SINGLE_FAMILY,2026-08-15T12:00:00Z
srch_84,fritz_rush,Reference search 84,Decatur,GA,683521,937326,3,2,SINGLE_FAMILY,2026-03-15T12:00:00Z
srch_85,fritz_rush,Reference search 85,Decatur,GA,652173,990272,3,2,SINGLE_FAMILY,2026-05-15T12:00:00Z
