id,business_id,rating,text,user_name,time_created
rev_bg_148,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Ravi K.,2026-05-17T09:00:00-04:00
rev_bg_149,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Sandra W.,2026-07-01T09:00:00-04:00
rev_bg_150,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Victor R.,2026-06-10T09:00:00-04:00
rev_bg_151,hari-auto-body-edison,4,"Great experience, will come back.",Sandra W.,2026-05-02T09:00:00-04:00
rev_bg_152,hari-auto-body-edison,4,"Great experience, will come back.",Tom B.,2026-04-15T09:00:00-04:00
rev_bg_153,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Ravi K.,2026-06-07T09:00:00-04:00
rev_bg_154,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Michael T.,2026-09-22T09:00:00-04:00
rev_bg_155,hari-auto-body-edison,5,"Great experience, will come back.",Priya D.,2026-01-11T09:00:00-04:00
rev_bg_156,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Jenny L.,2026-07-26T09:00:00-04:00
rev_bg_157,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Mike J.,2026-05-06T09:00:00-04:00
rev_bg_158,hari-auto-body-edison,3,Professional and friendly. My car looks great.,Anthony R.,2026-07-21T09:00:00-04:00
rev_bg_159,hari-auto-body-edison,5,"Great experience, will come back.",Mike J.,2026-03-10T09:00:00-04:00
rev_bg_160,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Nina S.,2026-08-09T09:00:00-04:00
rev_bg_161,hari-auto-body-edison,3,"Fast, honest, fair pricing. Highly recommend.",Mike J.,2026-08-22T09:00:00-04:00
rev_bg_162,hari-auto-body-edison,5,"Great experience, will come back.",Priya D.,2026-08-10T09:00:00-04:00
rev_bg_163,hari-auto-body-edison,5,"Great experience, will come back.",Michael T.,2026-08-11T09:00:00-04:00
rev_bg_164,hari-auto-body-edison,5,Best body shop in Edison. Matched the paint perfectly.,Ravi K.,2026-04-12T09:00:00-04:00
rev_bg_165,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Marcus W.,2026-03-21T09:00:00-04:00
rev_bg_166,hari-auto-body-edison,5,Best body shop in Edison. Matched the paint perfectly.,Sophia L.,2026-03-18T09:00:00-04:00
rev_bg_167,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Omar F.,2026-07-27T09:00:00-04:00
rev_bg_168,hari-auto-body-edison,5,Best body shop in Edison. Matched the paint perfectly.,Priya D.,2026-06-03T09:00:00-04:00
rev_bg_169,hari-auto-body-edison,3,"Fast, honest, fair pricing. Highly recommend.",Marcus W.,2026-01-03T09:00:00-04:00
rev_bg_170,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Deepa N.,2026-03-16T09:00:00-04:00
rev_bg_171,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Nina S.,2026-09-28T09:00:00-04:00
rev_bg_172,hari-auto-body-edison,3,"Fast, honest, fair pricing. Highly recommend.",Luis M.,2026-03-02T09:00:00-04:00
rev_bg_173,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Marcus W.,2026-03-07T09:00:00-04:00
rev_bg_174,hari-auto-body-edison,5,"Great experience, will come back.",Carla D.,2026-08-26T09:00:00-04:00
rev_bg_175,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Jason W.,2026-05-26T09:00:00-04:00
rev_bg_176,hari-auto-body-edison,4,Professional and friendly. My car looks great.,Nina S.,2026-03-21T09:00:00-04:00
rev_bg_177,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Laila A.,2026-07-22T09:00:00-04:00
rev_bg_178,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Deepa N.,2026-09-04T09:00:00-04:00
rev_bg_179,hari-auto-body-edison,4,"Great experience, will come back.",Sandra W.,2026-02-10T09:00:00-04:00
rev_bg_180,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Sophia L.,2026-03-03T09:00:00-04:00
rev_bg_181,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Maria R.,2026-05-20T09:00:00-04:00
rev_bg_182,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Ben C.,2026-03-13T09:00:00-04:00
rev_bg_183,hari-auto-body-edison,3,"Fast, honest, fair pricing. Highly recommend.",Deepa N.,2026-07-16T09:00:00-04:00
rev_bg_184,hari-auto-body-edison,5,Best body shop in Edison. Matched the paint perfectly.,Nina S.,2026-08-10T09:00:00-04:00
rev_bg_185,hari-auto-body-edison,3,"Great experience, will come back.",Tom B.,2026-06-03T09:00:00-04:00
rev_bg_186,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Maria R.,2026-05-17T09:00:00-04:00
rev_bg_187,hari-auto-body-edison,5,"Great experience, will come back.",Tom B.,2026-08-25T09:00:00-04:00
rev_bg_188,hari-auto-body-edison,5,"Great experience, will come back.",Laila A.,2026-02-09T09:00:00-04:00
rev_bg_189,hari-auto-body-edison,4,Professional and friendly. My car looks great.,Grace O.,2026-04-05T09:00:00-04:00
rev_bg_190,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Robert S.,2026-08-09T09:00:00-04:00
rev_bg_191,hari-auto-body-edison,3,"Hari did an amazing job on my car, looks brand new!",Deepa N.,2026-07-21T09:00:00-04:00
rev_bg_192,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Ben C.,2026-02-18T09:00:00-04:00
rev_bg_193,hari-auto-body-edison,4,"Great experience, will come back.",Ravi K.,2026-09-09T09:00:00-04:00
rev_bg_194,hari-auto-body-edison,5,"Great experience, will come back.",Mike J.,2026-05-15T09:00:00-04:00
