place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
place_auto_0098,Tack & Saddle — Bend,"593 SE Hwy, Bend OR 97756",44.4072,-121.1925,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0099,Klamath Falls Trailer Lot,"1763 NW Loop, Klamath Falls OR 97734",44.0306,-121.0698,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0100,Bend Trailer Lot,"4029 NE Hwy, Bend OR 97756",43.5268,-121.2998,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0101,Mitchell Trailer Lot,"8298 NE Hwy, Mitchell OR 97741",44.3852,-121.1302,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0102,Klamath Falls Trailer Lot,"4362 SW Ave, Klamath Falls OR 97701",44.3342,-121.4122,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0103,Sanders Ranch,"9696 NE Ave, Redmond OR 97754",43.6814,-121.1264,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0104,Tumalo Chevron (fuel stop),"7003 SE Rd, Tumalo OR 97754",44.5392,-120.9938,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0105,Juniper Rodeo Grounds,"6260 NW Rd, Brothers OR 97701",43.7664,-121.161,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0106,Tack & Saddle — Sisters,"4372 NE Ave, Sisters OR 97734",43.8028,-121.0906,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0107,Sisters Chevron (fuel stop),"7905 SE Loop, Sisters OR 97701",44.5343,-121.3377,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0108,Tack & Saddle — Mitchell,"3728 SW Rd, Mitchell OR 97756",43.902,-121.3202,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0109,Three Rodeo Grounds,"5272 SE Rd, Brothers OR 97734",44.4024,-121.0476,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0110,Tack & Saddle — Redmond,"7731 SE Hwy, Redmond OR 97701",44.1367,-121.1579,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0111,Ortega Ranch,"398 SW Hwy, Prineville OR 97701",44.2327,-121.0732,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0112,Bend Trailer Lot,"3058 NE Hwy, Bend OR 97756",44.5534,-121.252,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0113,Juniper Ranch,"6352 SW Ave, Powell Butte OR 97734",44.2631,-121.592,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0114,Tack & Saddle — Tumalo,"3999 NW Hwy, Tumalo OR 97734",44.6945,-121.165,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0115,Powell Butte Feed & Ranch Supply,"6860 SW Ave, Powell Butte OR 97754",43.4194,-121.0713,4.4,105,store;point_of_interest;establishment,OPERATIONAL,1
place_auto_0116,Juniper Ranch,"8574 SW Loop, Culver OR 97701",43.9261,-121.6686,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0117,Tack & Saddle — Powell Butte,"8668 SE Rd, Powell Butte OR 97734",44.0851,-121.2445,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0118,Mitchell Chevron (fuel stop),"4413 SE Hwy, Mitchell OR 97734",44.1794,-121.3478,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0119,Klamath Falls Chevron (fuel stop),"3440 NE Loop, Klamath Falls OR 97741",44.0544,-120.9606,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0120,Klamath Falls Chevron (fuel stop),"4116 SW Hwy, Klamath Falls OR 97701",44.6351,-121.0963,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0121,Three Rodeo Grounds,"341 SE Ave, Tumalo OR 97756",44.4912,-121.687,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0122,Mitchell Chevron (fuel stop),"3206 SE Loop, Mitchell OR 97741",44.5703,-121.4224,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0123,Terrebonne Feed & Ranch Supply,"9920 NW Loop, Terrebonne OR 97754",43.9541,-121.3857,4.4,105,store;point_of_interest;establishment,OPERATIONAL,1
place_auto_0124,Tack & Saddle — Sisters,"1221 NW Loop, Sisters OR 97754",43.7208,-121.5365,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0125,Bend Chevron (fuel stop),"8548 SE Loop, Bend OR 97701",44.3951,-121.3373,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0126,Painted Rodeo Grounds,"8336 SW Rd, Culver OR 97701",43.584,-121.2585,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0127,Powell Butte Feed & Ranch Supply,"4958 NE Rd, Powell Butte OR 97734",43.5692,-121.5304,4.4,105,store;point_of_interest;establishment,OPERATIONAL,1
place_auto_0128,Ortega Rodeo Grounds,"9785 SW Ave, Bend OR 97756",44.6707,-121.5926,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0129,Krasicki Ranch,"399 SW Ave, Brothers OR 97734",44.2307,-120.968,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0130,Klamath Falls Trailer Lot,"6700 SE Ave, Klamath Falls OR 97734",43.4848,-121.005,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0131,Tack & Saddle — Madras,"5674 NW Ave, Madras OR 97756",43.6993,-121.2519,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0132,Sisters Feed & Ranch Supply,"7485 NW Rd, Sisters OR 97734",43.6215,-121.035,4.4,105,store;point_of_interest;establishment,OPERATIONAL,1
place_auto_0133,Juniper Rodeo Grounds,"4745 NE Ave, Mitchell OR 97734",44.5187,-121.2858,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0134,Brothers Chevron (fuel stop),"8989 SW Ave, Brothers OR 97701",44.015,-121.5342,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0135,Prineville Veterinary Supply,"1790 SW Rd, Prineville OR 97754",43.6891,-121.3131,4.3,11,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0136,Terrebonne Veterinary Supply,"1052 NE Hwy, Terrebonne OR 97741",44.1675,-121.2452,4.3,11,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0137,Brothers Chevron (fuel stop),"6757 SE Rd, Brothers OR 97701",44.4461,-121.0364,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0138,Sisters Veterinary Supply,"1640 SE Ave, Sisters OR 97741",43.4395,-121.1878,4.3,11,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0139,Redmond Veterinary Supply,"1672 SW Hwy, Redmond OR 97756",43.7982,-121.6698,4.3,11,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0140,Sisters Veterinary Supply,"923 NW Rd, Sisters OR 97701",43.6496,-120.9719,4.3,11,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0141,Brothers Chevron (fuel stop),"3213 NW Loop, Brothers OR 97756",43.9445,-121.1992,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0142,Tack & Saddle — Mitchell,"8595 SE Hwy, Mitchell OR 97754",44.3479,-121.4509,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0143,Bend Trailer Lot,"2458 NW Loop, Bend OR 97754",44.526,-121.3726,4.2,26,parking;point_of_interest,OPERATIONAL,0
place_auto_0144,Aspen Ranch,"7370 NW Rd, Powell Butte OR 97754",44.5078,-120.9239,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0145,Sage Rodeo Grounds,"5676 SE Ave, Madras OR 97756",44.0846,-121.0903,4.5,59,stadium;point_of_interest;establishment,OPERATIONAL,0
place_auto_0146,Three Ranch,"880 NW Ave, Prineville OR 97741",43.5174,-121.1924,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0147,Delta Ranch,"657 NE Ave, La Pine OR 97741",44.0101,-121.3709,0,0,premise;point_of_interest,OPERATIONAL,0
place_auto_0148,Tack & Saddle — Madras,"2832 SW Ave, Madras OR 97754",43.5238,-121.4144,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0149,Culver Feed & Ranch Supply,"692 NE Hwy, Culver OR 97756",44.3778,-121.3657,4.4,105,store;point_of_interest;establishment,OPERATIONAL,1
place_auto_0150,Tack & Saddle — Klamath Falls,"6994 NW Ave, Klamath Falls OR 97756",43.7136,-121.6268,4.6,58,store;point_of_interest;establishment,OPERATIONAL,2
place_auto_0151,Bend Chevron (fuel stop),"1148 SE Rd, Bend OR 97734",43.7468,-121.3451,4.1,76,gas_station;point_of_interest;establishment,OPERATIONAL,1
place_auto_0152,Culver Trailer Lot,"2466 NW Rd, Culver OR 97756",44.3213,-121.3057,4.2,26,parking;point_of_interest,OPERATIONAL,0
