tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
794612035889,FEDEX_GROUND,FedEx Ground,2027-11-18,78209,80203,12.8,USD,38.34,https://fedex.example/labels/794612035889.pdf
794612035890,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2027-12-01,78209,80203,6.7,USD,28.70,https://fedex.example/labels/794612035890.pdf
794612035891,FEDEX_2_DAY,FedEx 2Day,2027-12-13,78209,80203,9.7,USD,34.35,https://fedex.example/labels/794612035891.pdf
794612035892,FEDEX_2_DAY,FedEx 2Day,2027-12-27,78209,80203,8.4,USD,48.65,https://fedex.example/labels/794612035892.pdf
794612035893,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-01-10,78209,80203,11.8,USD,57.51,https://fedex.example/labels/794612035893.pdf
794612035894,FEDEX_GROUND,FedEx Ground,2028-01-25,78209,80203,6.2,USD,36.54,https://fedex.example/labels/794612035894.pdf
794612035895,FEDEX_2_DAY,FedEx 2Day,2028-02-09,78209,80203,9.0,USD,46.31,https://fedex.example/labels/794612035895.pdf
794612035896,FEDEX_2_DAY,FedEx 2Day,2028-02-22,78209,80203,9.4,USD,40.66,https://fedex.example/labels/794612035896.pdf
794612035897,FEDEX_GROUND,FedEx Ground,2028-03-05,78209,80203,9.6,USD,37.09,https://fedex.example/labels/794612035897.pdf
794612035898,FEDEX_GROUND,FedEx Ground,2028-03-19,78209,80203,11.0,USD,58.67,https://fedex.example/labels/794612035898.pdf
794612035899,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-04-04,78209,80203,10.9,USD,37.55,https://fedex.example/labels/794612035899.pdf
794612035900,FEDEX_GROUND,FedEx Ground,2028-04-20,78209,80203,13.1,USD,57.54,https://fedex.example/labels/794612035900.pdf
794612035901,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-05-06,78209,80203,5.5,USD,32.47,https://fedex.example/labels/794612035901.pdf
794612035902,FEDEX_2_DAY,FedEx 2Day,2028-05-18,78209,80203,8.7,USD,47.89,https://fedex.example/labels/794612035902.pdf
794612035903,FEDEX_2_DAY,FedEx 2Day,2028-06-03,78209,80203,12.7,USD,53.26,https://fedex.example/labels/794612035903.pdf
794612035904,FEDEX_2_DAY,FedEx 2Day,2028-06-16,78209,80203,6.7,USD,33.47,https://fedex.example/labels/794612035904.pdf
794612035905,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-06-30,78209,80203,10.0,USD,45.81,https://fedex.example/labels/794612035905.pdf
794612035906,FEDEX_2_DAY,FedEx 2Day,2028-07-16,78209,80203,11.7,USD,43.61,https://fedex.example/labels/794612035906.pdf
794612035907,FEDEX_2_DAY,FedEx 2Day,2028-07-30,78209,80203,13.0,USD,48.06,https://fedex.example/labels/794612035907.pdf
794612035908,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-08-12,78209,80203,6.7,USD,27.35,https://fedex.example/labels/794612035908.pdf
794612035909,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-08-24,78209,80203,3.8,USD,26.46,https://fedex.example/labels/794612035909.pdf
794612035910,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-09-06,78209,80203,12.3,USD,47.17,https://fedex.example/labels/794612035910.pdf
794612035911,FEDEX_GROUND,FedEx Ground,2028-09-19,78209,80203,8.6,USD,32.19,https://fedex.example/labels/794612035911.pdf
794612035912,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-10-02,78209,80203,3.4,USD,22.39,https://fedex.example/labels/794612035912.pdf
794612035913,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-10-14,78209,80203,5.2,USD,28.82,https://fedex.example/labels/794612035913.pdf
794612035914,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2028-10-26,78209,80203,5.4,USD,31.51,https://fedex.example/labels/794612035914.pdf
794612035915,FEDEX_GROUND,FedEx Ground,2028-11-10,78209,80203,7.2,USD,26.91,https://fedex.example/labels/794612035915.pdf
794612035916,FEDEX_GROUND,FedEx Ground,2028-11-25,78209,80203,5.8,USD,32.97,https://fedex.example/labels/794612035916.pdf
794612035917,FEDEX_GROUND,FedEx Ground,2028-12-11,78209,80203,5.7,USD,29.53,https://fedex.example/labels/794612035917.pdf
794612035918,FEDEX_2_DAY,FedEx 2Day,2028-12-23,78209,80203,5.0,USD,24.26,https://fedex.example/labels/794612035918.pdf
794612035919,FEDEX_2_DAY,FedEx 2Day,2029-01-04,78209,80203,13.1,USD,53.50,https://fedex.example/labels/794612035919.pdf
794612035920,FEDEX_2_DAY,FedEx 2Day,2029-01-20,78209,80203,3.3,USD,23.25,https://fedex.example/labels/794612035920.pdf
794612035921,FEDEX_GROUND,FedEx Ground,2029-02-01,78209,80203,11.1,USD,52.07,https://fedex.example/labels/794612035921.pdf
794612035922,FEDEX_2_DAY,FedEx 2Day,2029-02-16,78209,80203,13.1,USD,53.14,https://fedex.example/labels/794612035922.pdf
794612035923,FEDEX_GROUND,FedEx Ground,2029-03-02,78209,80203,8.8,USD,42.30,https://fedex.example/labels/794612035923.pdf
794612035924,FEDEX_GROUND,FedEx Ground,2029-03-16,78209,80203,11.6,USD,48.42,https://fedex.example/labels/794612035924.pdf
794612035925,FEDEX_GROUND,FedEx Ground,2029-03-31,78209,80203,12.1,USD,43.31,https://fedex.example/labels/794612035925.pdf
794612035926,FEDEX_GROUND,FedEx Ground,2029-04-15,78209,80203,5.7,USD,28.05,https://fedex.example/labels/794612035926.pdf
794612035927,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-05-01,78209,80203,14.0,USD,42.04,https://fedex.example/labels/794612035927.pdf
794612035928,FEDEX_2_DAY,FedEx 2Day,2029-05-17,78209,80203,13.8,USD,66.59,https://fedex.example/labels/794612035928.pdf
794612035929,FEDEX_2_DAY,FedEx 2Day,2029-06-01,78209,80203,13.5,USD,61.88,https://fedex.example/labels/794612035929.pdf
794612035930,FEDEX_2_DAY,FedEx 2Day,2029-06-15,78209,80203,5.6,USD,32.64,https://fedex.example/labels/794612035930.pdf
794612035931,FEDEX_GROUND,FedEx Ground,2029-06-27,78209,80203,13.1,USD,57.42,https://fedex.example/labels/794612035931.pdf
794612035932,FEDEX_GROUND,FedEx Ground,2029-07-10,78209,80203,9.1,USD,31.26,https://fedex.example/labels/794612035932.pdf
794612035933,FEDEX_2_DAY,FedEx 2Day,2029-07-24,78209,80203,12.5,USD,68.01,https://fedex.example/labels/794612035933.pdf
794612035934,FEDEX_GROUND,FedEx Ground,2029-08-05,78209,80203,5.7,USD,32.82,https://fedex.example/labels/794612035934.pdf
794612035935,FEDEX_GROUND,FedEx Ground,2029-08-17,78209,80203,6.1,USD,38.78,https://fedex.example/labels/794612035935.pdf
794612035936,FEDEX_GROUND,FedEx Ground,2029-09-01,78209,80203,5.9,USD,30.19,https://fedex.example/labels/794612035936.pdf
794612035937,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-09-14,78209,80203,9.2,USD,48.26,https://fedex.example/labels/794612035937.pdf
794612035938,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-09-27,78209,80203,13.4,USD,46.47,https://fedex.example/labels/794612035938.pdf
794612035939,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-10-11,78209,80203,7.3,USD,43.78,https://fedex.example/labels/794612035939.pdf
794612035940,FEDEX_GROUND,FedEx Ground,2029-10-24,78209,80203,4.8,USD,24.95,https://fedex.example/labels/794612035940.pdf
794612035941,FEDEX_GROUND,FedEx Ground,2029-11-07,78209,80203,13.9,USD,50.63,https://fedex.example/labels/794612035941.pdf
794612035942,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-11-23,78209,80203,5.6,USD,32.00,https://fedex.example/labels/794612035942.pdf
794612035943,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-12-06,78209,80203,9.1,USD,45.20,https://fedex.example/labels/794612035943.pdf
794612035944,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2029-12-18,78209,80203,5.2,USD,25.37,https://fedex.example/labels/794612035944.pdf
794612035945,FEDEX_2_DAY,FedEx 2Day,2030-01-01,78209,80203,11.6,USD,53.06,https://fedex.example/labels/794612035945.pdf
794612035946,FEDEX_GROUND,FedEx Ground,2030-01-13,78209,80203,9.7,USD,37.25,https://fedex.example/labels/794612035946.pdf
794612035947,FEDEX_2_DAY,FedEx 2Day,2030-01-25,78209,80203,10.5,USD,45.08,https://fedex.example/labels/794612035947.pdf
794612035948,FEDEX_2_DAY,FedEx 2Day,2030-02-06,78209,80203,3.7,USD,25.73,https://fedex.example/labels/794612035948.pdf
794612035949,FEDEX_2_DAY,FedEx 2Day,2030-02-19,78209,80203,6.7,USD,30.95,https://fedex.example/labels/794612035949.pdf
794612035950,FEDEX_GROUND,FedEx Ground,2030-03-05,78209,80203,11.9,USD,64.54,https://fedex.example/labels/794612035950.pdf
794612035951,FEDEX_GROUND,FedEx Ground,2030-03-17,78209,80203,7.6,USD,34.78,https://fedex.example/labels/794612035951.pdf
794612035952,FEDEX_GROUND,FedEx Ground,2030-03-30,78209,80203,10.7,USD,36.42,https://fedex.example/labels/794612035952.pdf
794612035953,FEDEX_GROUND,FedEx Ground,2030-04-15,78209,80203,12.1,USD,55.00,https://fedex.example/labels/794612035953.pdf
794612035954,FEDEX_2_DAY,FedEx 2Day,2030-04-27,78209,80203,4.5,USD,26.02,https://fedex.example/labels/794612035954.pdf
794612035955,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-05-12,78209,80203,9.4,USD,46.12,https://fedex.example/labels/794612035955.pdf
794612035956,FEDEX_2_DAY,FedEx 2Day,2030-05-27,78209,80203,7.4,USD,29.57,https://fedex.example/labels/794612035956.pdf
794612035957,FEDEX_2_DAY,FedEx 2Day,2030-06-08,78209,80203,13.7,USD,57.69,https://fedex.example/labels/794612035957.pdf
794612035958,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-06-21,78209,80203,9.5,USD,36.52,https://fedex.example/labels/794612035958.pdf
794612035959,FEDEX_GROUND,FedEx Ground,2030-07-03,78209,80203,10.9,USD,37.85,https://fedex.example/labels/794612035959.pdf
794612035960,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-07-17,78209,80203,12.2,USD,54.45,https://fedex.example/labels/794612035960.pdf
794612035961,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-07-30,78209,80203,4.7,USD,22.63,https://fedex.example/labels/794612035961.pdf
794612035962,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-08-11,78209,80203,12.8,USD,64.05,https://fedex.example/labels/794612035962.pdf
794612035963,FEDEX_2_DAY,FedEx 2Day,2030-08-23,78209,80203,13.8,USD,53.95,https://fedex.example/labels/794612035963.pdf
794612035964,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-09-08,78209,80203,9.1,USD,44.91,https://fedex.example/labels/794612035964.pdf
794612035965,FEDEX_GROUND,FedEx Ground,2030-09-23,78209,80203,7.1,USD,35.33,https://fedex.example/labels/794612035965.pdf
794612035966,FEDEX_GROUND,FedEx Ground,2030-10-05,78209,80203,11.6,USD,51.33,https://fedex.example/labels/794612035966.pdf
794612035967,FEDEX_2_DAY,FedEx 2Day,2030-10-17,78209,80203,12.2,USD,55.92,https://fedex.example/labels/794612035967.pdf
794612035968,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-11-02,78209,80203,4.0,USD,29.83,https://fedex.example/labels/794612035968.pdf
794612035969,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2030-11-16,78209,80203,9.9,USD,48.86,https://fedex.example/labels/794612035969.pdf
794612035970,FEDEX_2_DAY,FedEx 2Day,2030-11-30,78209,80203,10.9,USD,44.05,https://fedex.example/labels/794612035970.pdf
794612035971,FEDEX_GROUND,FedEx Ground,2030-12-14,78209,80203,7.5,USD,30.62,https://fedex.example/labels/794612035971.pdf
794612035972,FEDEX_2_DAY,FedEx 2Day,2030-12-26,78209,80203,6.5,USD,38.75,https://fedex.example/labels/794612035972.pdf
794612035973,FEDEX_2_DAY,FedEx 2Day,2031-01-11,78209,80203,3.8,USD,20.03,https://fedex.example/labels/794612035973.pdf
794612035974,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-01-25,78209,80203,9.4,USD,32.39,https://fedex.example/labels/794612035974.pdf
794612035975,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-02-09,78209,80203,6.3,USD,27.79,https://fedex.example/labels/794612035975.pdf
794612035976,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-02-24,78209,80203,13.4,USD,55.46,https://fedex.example/labels/794612035976.pdf
794612035977,FEDEX_2_DAY,FedEx 2Day,2031-03-09,78209,80203,3.0,USD,23.15,https://fedex.example/labels/794612035977.pdf
794612035978,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-03-22,78209,80203,5.9,USD,34.33,https://fedex.example/labels/794612035978.pdf
794612035979,FEDEX_GROUND,FedEx Ground,2031-04-07,78209,80203,12.8,USD,63.48,https://fedex.example/labels/794612035979.pdf
794612035980,FEDEX_2_DAY,FedEx 2Day,2031-04-21,78209,80203,8.5,USD,39.54,https://fedex.example/labels/794612035980.pdf
794612035981,FEDEX_GROUND,FedEx Ground,2031-05-06,78209,80203,12.7,USD,55.11,https://fedex.example/labels/794612035981.pdf
794612035982,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-05-20,78209,80203,13.8,USD,41.30,https://fedex.example/labels/794612035982.pdf
794612035983,FEDEX_GROUND,FedEx Ground,2031-06-01,78209,80203,4.5,USD,31.92,https://fedex.example/labels/794612035983.pdf
794612035984,FEDEX_GROUND,FedEx Ground,2031-06-17,78209,80203,5.4,USD,35.76,https://fedex.example/labels/794612035984.pdf
794612035985,FEDEX_2_DAY,FedEx 2Day,2031-06-30,78209,80203,11.8,USD,57.04,https://fedex.example/labels/794612035985.pdf
794612035986,FEDEX_GROUND,FedEx Ground,2031-07-16,78209,80203,10.4,USD,48.46,https://fedex.example/labels/794612035986.pdf
794612035987,FEDEX_2_DAY,FedEx 2Day,2031-07-31,78209,80203,6.9,USD,32.80,https://fedex.example/labels/794612035987.pdf
794612035988,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-08-15,78209,80203,5.3,USD,30.88,https://fedex.example/labels/794612035988.pdf
794612035989,FEDEX_GROUND,FedEx Ground,2031-08-29,78209,80203,5.0,USD,26.14,https://fedex.example/labels/794612035989.pdf
794612035990,FEDEX_GROUND,FedEx Ground,2031-09-13,78209,80203,6.9,USD,36.94,https://fedex.example/labels/794612035990.pdf
794612035991,FEDEX_GROUND,FedEx Ground,2031-09-25,78209,80203,7.4,USD,37.66,https://fedex.example/labels/794612035991.pdf
794612035992,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2031-10-07,78209,80203,4.7,USD,21.97,https://fedex.example/labels/794612035992.pdf
794612035993,FEDEX_GROUND,FedEx Ground,2031-10-22,78209,80203,8.3,USD,43.64,https://fedex.example/labels/794612035993.pdf
794612035994,FEDEX_GROUND,FedEx Ground,2031-11-03,78209,80203,5.6,USD,36.57,https://fedex.example/labels/794612035994.pdf
794612035995,FEDEX_GROUND,FedEx Ground,2031-11-16,78209,80203,13.9,USD,43.90,https://fedex.example/labels/794612035995.pdf
794612035996,FEDEX_2_DAY,FedEx 2Day,2031-12-01,78209,80203,7.8,USD,30.91,https://fedex.example/labels/794612035996.pdf
794612035997,FEDEX_GROUND,FedEx Ground,2031-12-15,78209,80203,4.3,USD,21.19,https://fedex.example/labels/794612035997.pdf
794612035998,FEDEX_2_DAY,FedEx 2Day,2031-12-31,78209,80203,4.1,USD,23.43,https://fedex.example/labels/794612035998.pdf
794612035999,FEDEX_2_DAY,FedEx 2Day,2032-01-16,78209,80203,7.9,USD,34.28,https://fedex.example/labels/794612035999.pdf
794612036000,FEDEX_2_DAY,FedEx 2Day,2032-01-30,78209,80203,8.1,USD,31.02,https://fedex.example/labels/794612036000.pdf
794612036001,FEDEX_GROUND,FedEx Ground,2032-02-14,78209,80203,10.0,USD,54.44,https://fedex.example/labels/794612036001.pdf
794612036002,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-02-26,78209,80203,11.0,USD,37.13,https://fedex.example/labels/794612036002.pdf
794612036003,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-03-09,78209,80203,13.9,USD,40.52,https://fedex.example/labels/794612036003.pdf
794612036004,FEDEX_GROUND,FedEx Ground,2032-03-25,78209,80203,5.7,USD,37.23,https://fedex.example/labels/794612036004.pdf
794612036005,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-04-07,78209,80203,9.7,USD,45.52,https://fedex.example/labels/794612036005.pdf
794612036006,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-04-23,78209,80203,11.7,USD,35.68,https://fedex.example/labels/794612036006.pdf
794612036007,FEDEX_2_DAY,FedEx 2Day,2032-05-06,78209,80203,5.1,USD,25.72,https://fedex.example/labels/794612036007.pdf
794612036008,FEDEX_GROUND,FedEx Ground,2032-05-22,78209,80203,6.3,USD,32.10,https://fedex.example/labels/794612036008.pdf
794612036009,FEDEX_GROUND,FedEx Ground,2032-06-04,78209,80203,8.0,USD,32.96,https://fedex.example/labels/794612036009.pdf
794612036010,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-06-20,78209,80203,10.5,USD,41.80,https://fedex.example/labels/794612036010.pdf
794612036011,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-07-03,78209,80203,12.4,USD,47.89,https://fedex.example/labels/794612036011.pdf
794612036012,FEDEX_GROUND,FedEx Ground,2032-07-16,78209,80203,13.4,USD,64.71,https://fedex.example/labels/794612036012.pdf
794612036013,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-07-28,78209,80203,11.2,USD,43.08,https://fedex.example/labels/794612036013.pdf
794612036014,FEDEX_2_DAY,FedEx 2Day,2032-08-11,78209,80203,8.2,USD,31.41,https://fedex.example/labels/794612036014.pdf
794612036015,FEDEX_2_DAY,FedEx 2Day,2032-08-24,78209,80203,3.1,USD,21.15,https://fedex.example/labels/794612036015.pdf
794612036016,FEDEX_GROUND,FedEx Ground,2032-09-07,78209,80203,8.7,USD,41.89,https://fedex.example/labels/794612036016.pdf
794612036017,FEDEX_2_DAY,FedEx 2Day,2032-09-19,78209,80203,10.4,USD,37.54,https://fedex.example/labels/794612036017.pdf
794612036018,FEDEX_2_DAY,FedEx 2Day,2032-10-03,78209,80203,7.4,USD,35.87,https://fedex.example/labels/794612036018.pdf
794612036019,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-10-16,78209,80203,3.8,USD,23.17,https://fedex.example/labels/794612036019.pdf
794612036020,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-10-30,78209,80203,12.7,USD,61.12,https://fedex.example/labels/794612036020.pdf
794612036021,FEDEX_GROUND,FedEx Ground,2032-11-13,78209,80203,12.3,USD,36.82,https://fedex.example/labels/794612036021.pdf
794612036022,FEDEX_GROUND,FedEx Ground,2032-11-27,78209,80203,9.7,USD,39.19,https://fedex.example/labels/794612036022.pdf
794612036023,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-12-11,78209,80203,3.2,USD,24.93,https://fedex.example/labels/794612036023.pdf
794612036024,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2032-12-24,78209,80203,12.6,USD,46.10,https://fedex.example/labels/794612036024.pdf
794612036025,FEDEX_GROUND,FedEx Ground,2033-01-06,78209,80203,13.2,USD,49.67,https://fedex.example/labels/794612036025.pdf
794612036026,FEDEX_GROUND,FedEx Ground,2033-01-18,78209,80203,9.2,USD,51.88,https://fedex.example/labels/794612036026.pdf
794612036027,FEDEX_GROUND,FedEx Ground,2033-01-31,78209,80203,11.4,USD,62.40,https://fedex.example/labels/794612036027.pdf
794612036028,FEDEX_GROUND,FedEx Ground,2033-02-13,78209,80203,6.6,USD,29.52,https://fedex.example/labels/794612036028.pdf
794612036029,FEDEX_GROUND,FedEx Ground,2033-02-28,78209,80203,7.8,USD,32.66,https://fedex.example/labels/794612036029.pdf
794612036030,FEDEX_GROUND,FedEx Ground,2033-03-14,78209,80203,5.3,USD,22.62,https://fedex.example/labels/794612036030.pdf
794612036031,FEDEX_2_DAY,FedEx 2Day,2033-03-27,78209,80203,9.9,USD,34.06,https://fedex.example/labels/794612036031.pdf
794612036032,FEDEX_GROUND,FedEx Ground,2033-04-10,78209,80203,13.9,USD,61.12,https://fedex.example/labels/794612036032.pdf
794612036033,FEDEX_GROUND,FedEx Ground,2033-04-26,78209,80203,13.7,USD,70.71,https://fedex.example/labels/794612036033.pdf
794612036034,FEDEX_2_DAY,FedEx 2Day,2033-05-09,78209,80203,9.4,USD,32.61,https://fedex.example/labels/794612036034.pdf
