tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
794612035866,IT,In transit,FDXG,FedEx Ground,2026-12-27,2026-12-30,Departed FedEx hub,"Memphis, TN",2026-12-30T09:00:00Z
794612035867,IT,In transit,FDXG,FedEx Ground,2027-01-10,2027-01-14,Departed FedEx hub,"Memphis, TN",2027-01-14T17:00:00Z
794612035868,IT,In transit,FDXE,FedEx 2Day,2027-01-25,2027-01-28,Departed FedEx hub,"Memphis, TN",2027-01-28T08:00:00Z
794612035869,IT,In transit,FDXE,FedEx Express Saver,2027-02-09,2027-02-12,Departed FedEx hub,"Memphis, TN",2027-02-12T17:00:00Z
794612035870,IT,In transit,FDXG,FedEx Ground,2027-02-22,2027-02-25,Departed FedEx hub,"Memphis, TN",2027-02-25T12:00:00Z
794612035871,IT,In transit,FDXE,FedEx Express Saver,2027-03-08,2027-03-10,Departed FedEx hub,"Memphis, TN",2027-03-10T14:00:00Z
794612035872,IT,In transit,FDXG,FedEx Ground,2027-03-20,2027-03-23,Departed FedEx hub,"Memphis, TN",2027-03-23T12:00:00Z
794612035873,IT,In transit,FDXE,FedEx 2Day,2027-04-03,2027-04-05,Departed FedEx hub,"Memphis, TN",2027-04-05T15:00:00Z
794612035874,IT,In transit,FDXG,FedEx Ground,2027-04-17,2027-04-21,Departed FedEx hub,"Memphis, TN",2027-04-21T15:00:00Z
794612035875,IT,In transit,FDXE,FedEx Express Saver,2027-05-03,2027-05-05,Departed FedEx hub,"Memphis, TN",2027-05-05T14:00:00Z
794612035876,IT,In transit,FDXG,FedEx Ground,2027-05-15,2027-05-17,Departed FedEx hub,"Memphis, TN",2027-05-17T20:00:00Z
794612035877,IT,In transit,FDXE,FedEx 2Day,2027-05-29,2027-06-02,Departed FedEx hub,"Memphis, TN",2027-06-02T16:00:00Z
794612035878,IT,In transit,FDXG,FedEx Ground,2027-06-11,2027-06-14,Departed FedEx hub,"Memphis, TN",2027-06-14T09:00:00Z
794612035879,IT,In transit,FDXG,FedEx Ground,2027-06-25,2027-06-28,Departed FedEx hub,"Memphis, TN",2027-06-28T07:00:00Z
794612035880,IT,In transit,FDXG,FedEx Ground,2027-07-07,2027-07-09,Departed FedEx hub,"Memphis, TN",2027-07-09T13:00:00Z
794612035881,IT,In transit,FDXE,FedEx Express Saver,2027-07-23,2027-07-26,Departed FedEx hub,"Memphis, TN",2027-07-26T06:00:00Z
794612035882,IT,In transit,FDXE,FedEx 2Day,2027-08-08,2027-08-10,Departed FedEx hub,"Memphis, TN",2027-08-10T08:00:00Z
794612035883,IT,In transit,FDXG,FedEx Ground,2027-08-24,2027-08-27,Departed FedEx hub,"Memphis, TN",2027-08-27T07:00:00Z
794612035884,IT,In transit,FDXG,FedEx Ground,2027-09-09,2027-09-11,Departed FedEx hub,"Memphis, TN",2027-09-11T20:00:00Z
794612035885,IT,In transit,FDXE,FedEx Express Saver,2027-09-23,2027-09-26,Departed FedEx hub,"Memphis, TN",2027-09-26T15:00:00Z
794612035886,IT,In transit,FDXE,FedEx Express Saver,2027-10-07,2027-10-10,Departed FedEx hub,"Memphis, TN",2027-10-10T17:00:00Z
794612035887,IT,In transit,FDXE,FedEx 2Day,2027-10-23,2027-10-26,Departed FedEx hub,"Memphis, TN",2027-10-26T12:00:00Z
794612035888,IT,In transit,FDXG,FedEx Ground,2027-11-05,2027-11-09,Departed FedEx hub,"Memphis, TN",2027-11-09T15:00:00Z
794612035889,IT,In transit,FDXG,FedEx Ground,2027-11-18,2027-11-20,Departed FedEx hub,"Memphis, TN",2027-11-20T11:00:00Z
794612035890,IT,In transit,FDXE,FedEx Express Saver,2027-12-01,2027-12-05,Departed FedEx hub,"Memphis, TN",2027-12-05T17:00:00Z
794612035891,IT,In transit,FDXE,FedEx 2Day,2027-12-13,2027-12-17,Departed FedEx hub,"Memphis, TN",2027-12-17T06:00:00Z
794612035892,IT,In transit,FDXE,FedEx 2Day,2027-12-27,2027-12-31,Departed FedEx hub,"Memphis, TN",2027-12-31T18:00:00Z
794612035893,IT,In transit,FDXE,FedEx Express Saver,2028-01-10,2028-01-14,Departed FedEx hub,"Memphis, TN",2028-01-14T07:00:00Z
794612035894,IT,In transit,FDXG,FedEx Ground,2028-01-25,2028-01-27,Departed FedEx hub,"Memphis, TN",2028-01-27T14:00:00Z
794612035895,IT,In transit,FDXE,FedEx 2Day,2028-02-09,2028-02-12,Departed FedEx hub,"Memphis, TN",2028-02-12T12:00:00Z
794612035896,IT,In transit,FDXE,FedEx 2Day,2028-02-22,2028-02-25,Departed FedEx hub,"Memphis, TN",2028-02-25T07:00:00Z
794612035897,IT,In transit,FDXG,FedEx Ground,2028-03-05,2028-03-07,Departed FedEx hub,"Memphis, TN",2028-03-07T16:00:00Z
794612035898,IT,In transit,FDXG,FedEx Ground,2028-03-19,2028-03-23,Departed FedEx hub,"Memphis, TN",2028-03-23T07:00:00Z
794612035899,IT,In transit,FDXE,FedEx Express Saver,2028-04-04,2028-04-08,Departed FedEx hub,"Memphis, TN",2028-04-08T06:00:00Z
794612035900,IT,In transit,FDXG,FedEx Ground,2028-04-20,2028-04-23,Departed FedEx hub,"Memphis, TN",2028-04-23T07:00:00Z
794612035901,IT,In transit,FDXE,FedEx Express Saver,2028-05-06,2028-05-10,Departed FedEx hub,"Memphis, TN",2028-05-10T17:00:00Z
794612035902,IT,In transit,FDXE,FedEx 2Day,2028-05-18,2028-05-20,Departed FedEx hub,"Memphis, TN",2028-05-20T20:00:00Z
794612035903,IT,In transit,FDXE,FedEx 2Day,2028-06-03,2028-06-07,Departed FedEx hub,"Memphis, TN",2028-06-07T09:00:00Z
794612035904,IT,In transit,FDXE,FedEx 2Day,2028-06-16,2028-06-20,Departed FedEx hub,"Memphis, TN",2028-06-20T09:00:00Z
794612035905,IT,In transit,FDXE,FedEx Express Saver,2028-06-30,2028-07-02,Departed FedEx hub,"Memphis, TN",2028-07-02T12:00:00Z
794612035906,IT,In transit,FDXE,FedEx 2Day,2028-07-16,2028-07-20,Departed FedEx hub,"Memphis, TN",2028-07-20T09:00:00Z
794612035907,IT,In transit,FDXE,FedEx 2Day,2028-07-30,2028-08-02,Departed FedEx hub,"Memphis, TN",2028-08-02T17:00:00Z
794612035908,IT,In transit,FDXE,FedEx Express Saver,2028-08-12,2028-08-14,Departed FedEx hub,"Memphis, TN",2028-08-14T15:00:00Z
794612035909,IT,In transit,FDXE,FedEx Express Saver,2028-08-24,2028-08-27,Departed FedEx hub,"Memphis, TN",2028-08-27T09:00:00Z
794612035910,IT,In transit,FDXE,FedEx Express Saver,2028-09-06,2028-09-08,Departed FedEx hub,"Memphis, TN",2028-09-08T08:00:00Z
794612035911,IT,In transit,FDXG,FedEx Ground,2028-09-19,2028-09-23,Departed FedEx hub,"Memphis, TN",2028-09-23T08:00:00Z
794612035912,IT,In transit,FDXE,FedEx Express Saver,2028-10-02,2028-10-04,Departed FedEx hub,"Memphis, TN",2028-10-04T13:00:00Z
794612035913,IT,In transit,FDXE,FedEx Express Saver,2028-10-14,2028-10-17,Departed FedEx hub,"Memphis, TN",2028-10-17T14:00:00Z
794612035914,IT,In transit,FDXE,FedEx Express Saver,2028-10-26,2028-10-28,Departed FedEx hub,"Memphis, TN",2028-10-28T11:00:00Z
794612035915,IT,In transit,FDXG,FedEx Ground,2028-11-10,2028-11-12,Departed FedEx hub,"Memphis, TN",2028-11-12T10:00:00Z
794612035916,IT,In transit,FDXG,FedEx Ground,2028-11-25,2028-11-29,Departed FedEx hub,"Memphis, TN",2028-11-29T11:00:00Z
794612035917,IT,In transit,FDXG,FedEx Ground,2028-12-11,2028-12-14,Departed FedEx hub,"Memphis, TN",2028-12-14T14:00:00Z
794612035918,IT,In transit,FDXE,FedEx 2Day,2028-12-23,2028-12-27,Departed FedEx hub,"Memphis, TN",2028-12-27T06:00:00Z
794612035919,IT,In transit,FDXE,FedEx 2Day,2029-01-04,2029-01-08,Departed FedEx hub,"Memphis, TN",2029-01-08T19:00:00Z
794612035920,IT,In transit,FDXE,FedEx 2Day,2029-01-20,2029-01-23,Departed FedEx hub,"Memphis, TN",2029-01-23T13:00:00Z
794612035921,IT,In transit,FDXG,FedEx Ground,2029-02-01,2029-02-04,Departed FedEx hub,"Memphis, TN",2029-02-04T12:00:00Z
794612035922,IT,In transit,FDXE,FedEx 2Day,2029-02-16,2029-02-19,Departed FedEx hub,"Memphis, TN",2029-02-19T10:00:00Z
794612035923,IT,In transit,FDXG,FedEx Ground,2029-03-02,2029-03-04,Departed FedEx hub,"Memphis, TN",2029-03-04T09:00:00Z
794612035924,IT,In transit,FDXG,FedEx Ground,2029-03-16,2029-03-18,Departed FedEx hub,"Memphis, TN",2029-03-18T07:00:00Z
794612035925,IT,In transit,FDXG,FedEx Ground,2029-03-31,2029-04-04,Departed FedEx hub,"Memphis, TN",2029-04-04T13:00:00Z
794612035926,IT,In transit,FDXG,FedEx Ground,2029-04-15,2029-04-18,Departed FedEx hub,"Memphis, TN",2029-04-18T12:00:00Z
794612035927,IT,In transit,FDXE,FedEx Express Saver,2029-05-01,2029-05-05,Departed FedEx hub,"Memphis, TN",2029-05-05T17:00:00Z
794612035928,IT,In transit,FDXE,FedEx 2Day,2029-05-17,2029-05-20,Departed FedEx hub,"Memphis, TN",2029-05-20T13:00:00Z
794612035929,IT,In transit,FDXE,FedEx 2Day,2029-06-01,2029-06-03,Departed FedEx hub,"Memphis, TN",2029-06-03T06:00:00Z
794612035930,IT,In transit,FDXE,FedEx 2Day,2029-06-15,2029-06-19,Departed FedEx hub,"Memphis, TN",2029-06-19T08:00:00Z
794612035931,IT,In transit,FDXG,FedEx Ground,2029-06-27,2029-07-01,Departed FedEx hub,"Memphis, TN",2029-07-01T11:00:00Z
794612035932,IT,In transit,FDXG,FedEx Ground,2029-07-10,2029-07-14,Departed FedEx hub,"Memphis, TN",2029-07-14T14:00:00Z
794612035933,IT,In transit,FDXE,FedEx 2Day,2029-07-24,2029-07-28,Departed FedEx hub,"Memphis, TN",2029-07-28T14:00:00Z
794612035934,IT,In transit,FDXG,FedEx Ground,2029-08-05,2029-08-07,Departed FedEx hub,"Memphis, TN",2029-08-07T13:00:00Z
794612035935,IT,In transit,FDXG,FedEx Ground,2029-08-17,2029-08-20,Departed FedEx hub,"Memphis, TN",2029-08-20T20:00:00Z
794612035936,IT,In transit,FDXG,FedEx Ground,2029-09-01,2029-09-03,Departed FedEx hub,"Memphis, TN",2029-09-03T18:00:00Z
794612035937,IT,In transit,FDXE,FedEx Express Saver,2029-09-14,2029-09-18,Departed FedEx hub,"Memphis, TN",2029-09-18T18:00:00Z
794612035938,IT,In transit,FDXE,FedEx Express Saver,2029-09-27,2029-09-30,Departed FedEx hub,"Memphis, TN",2029-09-30T09:00:00Z
794612035939,IT,In transit,FDXE,FedEx Express Saver,2029-10-11,2029-10-14,Departed FedEx hub,"Memphis, TN",2029-10-14T19:00:00Z
794612035940,IT,In transit,FDXG,FedEx Ground,2029-10-24,2029-10-26,Departed FedEx hub,"Memphis, TN",2029-10-26T06:00:00Z
794612035941,IT,In transit,FDXG,FedEx Ground,2029-11-07,2029-11-10,Departed FedEx hub,"Memphis, TN",2029-11-10T08:00:00Z
794612035942,IT,In transit,FDXE,FedEx Express Saver,2029-11-23,2029-11-27,Departed FedEx hub,"Memphis, TN",2029-11-27T18:00:00Z
794612035943,IT,In transit,FDXE,FedEx Express Saver,2029-12-06,2029-12-09,Departed FedEx hub,"Memphis, TN",2029-12-09T20:00:00Z
794612035944,IT,In transit,FDXE,FedEx Express Saver,2029-12-18,2029-12-20,Departed FedEx hub,"Memphis, TN",2029-12-20T08:00:00Z
794612035945,IT,In transit,FDXE,FedEx 2Day,2030-01-01,2030-01-05,Departed FedEx hub,"Memphis, TN",2030-01-05T09:00:00Z
794612035946,IT,In transit,FDXG,FedEx Ground,2030-01-13,2030-01-17,Departed FedEx hub,"Memphis, TN",2030-01-17T07:00:00Z
794612035947,IT,In transit,FDXE,FedEx 2Day,2030-01-25,2030-01-29,Departed FedEx hub,"Memphis, TN",2030-01-29T13:00:00Z
794612035948,IT,In transit,FDXE,FedEx 2Day,2030-02-06,2030-02-10,Departed FedEx hub,"Memphis, TN",2030-02-10T17:00:00Z
794612035949,IT,In transit,FDXE,FedEx 2Day,2030-02-19,2030-02-23,Departed FedEx hub,"Memphis, TN",2030-02-23T14:00:00Z
794612035950,IT,In transit,FDXG,FedEx Ground,2030-03-05,2030-03-09,Departed FedEx hub,"Memphis, TN",2030-03-09T09:00:00Z
794612035951,IT,In transit,FDXG,FedEx Ground,2030-03-17,2030-03-19,Departed FedEx hub,"Memphis, TN",2030-03-19T15:00:00Z
794612035952,IT,In transit,FDXG,FedEx Ground,2030-03-30,2030-04-03,Departed FedEx hub,"Memphis, TN",2030-04-03T17:00:00Z
794612035953,IT,In transit,FDXG,FedEx Ground,2030-04-15,2030-04-18,Departed FedEx hub,"Memphis, TN",2030-04-18T12:00:00Z
794612035954,IT,In transit,FDXE,FedEx 2Day,2030-04-27,2030-05-01,Departed FedEx hub,"Memphis, TN",2030-05-01T19:00:00Z
794612035955,IT,In transit,FDXE,FedEx Express Saver,2030-05-12,2030-05-16,Departed FedEx hub,"Memphis, TN",2030-05-16T13:00:00Z
794612035956,IT,In transit,FDXE,FedEx 2Day,2030-05-27,2030-05-31,Departed FedEx hub,"Memphis, TN",2030-05-31T12:00:00Z
794612035957,IT,In transit,FDXE,FedEx 2Day,2030-06-08,2030-06-12,Departed FedEx hub,"Memphis, TN",2030-06-12T14:00:00Z
794612035958,IT,In transit,FDXE,FedEx Express Saver,2030-06-21,2030-06-25,Departed FedEx hub,"Memphis, TN",2030-06-25T15:00:00Z
794612035959,IT,In transit,FDXG,FedEx Ground,2030-07-03,2030-07-07,Departed FedEx hub,"Memphis, TN",2030-07-07T09:00:00Z
794612035960,IT,In transit,FDXE,FedEx Express Saver,2030-07-17,2030-07-19,Departed FedEx hub,"Memphis, TN",2030-07-19T08:00:00Z
794612035961,IT,In transit,FDXE,FedEx Express Saver,2030-07-30,2030-08-03,Departed FedEx hub,"Memphis, TN",2030-08-03T18:00:00Z
794612035962,IT,In transit,FDXE,FedEx Express Saver,2030-08-11,2030-08-13,Departed FedEx hub,"Memphis, TN",2030-08-13T15:00:00Z
794612035963,IT,In transit,FDXE,FedEx 2Day,2030-08-23,2030-08-27,Departed FedEx hub,"Memphis, TN",2030-08-27T16:00:00Z
794612035964,IT,In transit,FDXE,FedEx Express Saver,2030-09-08,2030-09-12,Departed FedEx hub,"Memphis, TN",2030-09-12T08:00:00Z
794612035965,IT,In transit,FDXG,FedEx Ground,2030-09-23,2030-09-27,Departed FedEx hub,"Memphis, TN",2030-09-27T07:00:00Z
794612035966,IT,In transit,FDXG,FedEx Ground,2030-10-05,2030-10-08,Departed FedEx hub,"Memphis, TN",2030-10-08T12:00:00Z
794612035967,IT,In transit,FDXE,FedEx 2Day,2030-10-17,2030-10-20,Departed FedEx hub,"Memphis, TN",2030-10-20T08:00:00Z
794612035968,IT,In transit,FDXE,FedEx Express Saver,2030-11-02,2030-11-04,Departed FedEx hub,"Memphis, TN",2030-11-04T07:00:00Z
794612035969,IT,In transit,FDXE,FedEx Express Saver,2030-11-16,2030-11-20,Departed FedEx hub,"Memphis, TN",2030-11-20T13:00:00Z
794612035970,IT,In transit,FDXE,FedEx 2Day,2030-11-30,2030-12-04,Departed FedEx hub,"Memphis, TN",2030-12-04T08:00:00Z
794612035971,IT,In transit,FDXG,FedEx Ground,2030-12-14,2030-12-16,Departed FedEx hub,"Memphis, TN",2030-12-16T19:00:00Z
794612035972,IT,In transit,FDXE,FedEx 2Day,2030-12-26,2030-12-29,Departed FedEx hub,"Memphis, TN",2030-12-29T14:00:00Z
794612035973,IT,In transit,FDXE,FedEx 2Day,2031-01-11,2031-01-14,Departed FedEx hub,"Memphis, TN",2031-01-14T20:00:00Z
794612035974,IT,In transit,FDXE,FedEx Express Saver,2031-01-25,2031-01-28,Departed FedEx hub,"Memphis, TN",2031-01-28T12:00:00Z
794612035975,IT,In transit,FDXE,FedEx Express Saver,2031-02-09,2031-02-13,Departed FedEx hub,"Memphis, TN",2031-02-13T17:00:00Z
794612035976,IT,In transit,FDXE,FedEx Express Saver,2031-02-24,2031-02-26,Departed FedEx hub,"Memphis, TN",2031-02-26T13:00:00Z
794612035977,IT,In transit,FDXE,FedEx 2Day,2031-03-09,2031-03-13,Departed FedEx hub,"Memphis, TN",2031-03-13T06:00:00Z
794612035978,IT,In transit,FDXE,FedEx Express Saver,2031-03-22,2031-03-24,Departed FedEx hub,"Memphis, TN",2031-03-24T08:00:00Z
794612035979,IT,In transit,FDXG,FedEx Ground,2031-04-07,2031-04-10,Departed FedEx hub,"Memphis, TN",2031-04-10T06:00:00Z
794612035980,IT,In transit,FDXE,FedEx 2Day,2031-04-21,2031-04-25,Departed FedEx hub,"Memphis, TN",2031-04-25T18:00:00Z
794612035981,IT,In transit,FDXG,FedEx Ground,2031-05-06,2031-05-10,Departed FedEx hub,"Memphis, TN",2031-05-10T16:00:00Z
794612035982,IT,In transit,FDXE,FedEx Express Saver,2031-05-20,2031-05-23,Departed FedEx hub,"Memphis, TN",2031-05-23T12:00:00Z
794612035983,IT,In transit,FDXG,FedEx Ground,2031-06-01,2031-06-05,Departed FedEx hub,"Memphis, TN",2031-06-05T16:00:00Z
794612035984,IT,In transit,FDXG,FedEx Ground,2031-06-17,2031-06-20,Departed FedEx hub,"Memphis, TN",2031-06-20T16:00:00Z
794612035985,IT,In transit,FDXE,FedEx 2Day,2031-06-30,2031-07-02,Departed FedEx hub,"Memphis, TN",2031-07-02T18:00:00Z
794612035986,IT,In transit,FDXG,FedEx Ground,2031-07-16,2031-07-20,Departed FedEx hub,"Memphis, TN",2031-07-20T12:00:00Z
794612035987,IT,In transit,FDXE,FedEx 2Day,2031-07-31,2031-08-03,Departed FedEx hub,"Memphis, TN",2031-08-03T13:00:00Z
794612035988,IT,In transit,FDXE,FedEx Express Saver,2031-08-15,2031-08-18,Departed FedEx hub,"Memphis, TN",2031-08-18T20:00:00Z
794612035989,IT,In transit,FDXG,FedEx Ground,2031-08-29,2031-09-01,Departed FedEx hub,"Memphis, TN",2031-09-01T13:00:00Z
794612035990,IT,In transit,FDXG,FedEx Ground,2031-09-13,2031-09-15,Departed FedEx hub,"Memphis, TN",2031-09-15T08:00:00Z
794612035991,IT,In transit,FDXG,FedEx Ground,2031-09-25,2031-09-29,Departed FedEx hub,"Memphis, TN",2031-09-29T07:00:00Z
794612035992,IT,In transit,FDXE,FedEx Express Saver,2031-10-07,2031-10-11,Departed FedEx hub,"Memphis, TN",2031-10-11T07:00:00Z
794612035993,IT,In transit,FDXG,FedEx Ground,2031-10-22,2031-10-24,Departed FedEx hub,"Memphis, TN",2031-10-24T07:00:00Z
794612035994,IT,In transit,FDXG,FedEx Ground,2031-11-03,2031-11-05,Departed FedEx hub,"Memphis, TN",2031-11-05T14:00:00Z
794612035995,IT,In transit,FDXG,FedEx Ground,2031-11-16,2031-11-19,Departed FedEx hub,"Memphis, TN",2031-11-19T10:00:00Z
794612035996,IT,In transit,FDXE,FedEx 2Day,2031-12-01,2031-12-05,Departed FedEx hub,"Memphis, TN",2031-12-05T17:00:00Z
794612035997,IT,In transit,FDXG,FedEx Ground,2031-12-15,2031-12-17,Departed FedEx hub,"Memphis, TN",2031-12-17T09:00:00Z
794612035998,IT,In transit,FDXE,FedEx 2Day,2031-12-31,2032-01-03,Departed FedEx hub,"Memphis, TN",2032-01-03T11:00:00Z
794612035999,IT,In transit,FDXE,FedEx 2Day,2032-01-16,2032-01-19,Departed FedEx hub,"Memphis, TN",2032-01-19T07:00:00Z
794612036000,IT,In transit,FDXE,FedEx 2Day,2032-01-30,2032-02-03,Departed FedEx hub,"Memphis, TN",2032-02-03T15:00:00Z
794612036001,IT,In transit,FDXG,FedEx Ground,2032-02-14,2032-02-16,Departed FedEx hub,"Memphis, TN",2032-02-16T18:00:00Z
794612036002,IT,In transit,FDXE,FedEx Express Saver,2032-02-26,2032-03-01,Departed FedEx hub,"Memphis, TN",2032-03-01T06:00:00Z
794612036003,IT,In transit,FDXE,FedEx Express Saver,2032-03-09,2032-03-12,Departed FedEx hub,"Memphis, TN",2032-03-12T17:00:00Z
794612036004,IT,In transit,FDXG,FedEx Ground,2032-03-25,2032-03-27,Departed FedEx hub,"Memphis, TN",2032-03-27T11:00:00Z
794612036005,IT,In transit,FDXE,FedEx Express Saver,2032-04-07,2032-04-11,Departed FedEx hub,"Memphis, TN",2032-04-11T09:00:00Z
794612036006,IT,In transit,FDXE,FedEx Express Saver,2032-04-23,2032-04-25,Departed FedEx hub,"Memphis, TN",2032-04-25T17:00:00Z
794612036007,IT,In transit,FDXE,FedEx 2Day,2032-05-06,2032-05-09,Departed FedEx hub,"Memphis, TN",2032-05-09T14:00:00Z
794612036008,IT,In transit,FDXG,FedEx Ground,2032-05-22,2032-05-25,Departed FedEx hub,"Memphis, TN",2032-05-25T16:00:00Z
794612036009,IT,In transit,FDXG,FedEx Ground,2032-06-04,2032-06-08,Departed FedEx hub,"Memphis, TN",2032-06-08T19:00:00Z
794612036010,IT,In transit,FDXE,FedEx Express Saver,2032-06-20,2032-06-23,Departed FedEx hub,"Memphis, TN",2032-06-23T16:00:00Z
794612036011,IT,In transit,FDXE,FedEx Express Saver,2032-07-03,2032-07-07,Departed FedEx hub,"Memphis, TN",2032-07-07T17:00:00Z
794612036012,IT,In transit,FDXG,FedEx Ground,2032-07-16,2032-07-18,Departed FedEx hub,"Memphis, TN",2032-07-18T08:00:00Z
794612036013,IT,In transit,FDXE,FedEx Express Saver,2032-07-28,2032-07-30,Departed FedEx hub,"Memphis, TN",2032-07-30T17:00:00Z
794612036014,IT,In transit,FDXE,FedEx 2Day,2032-08-11,2032-08-15,Departed FedEx hub,"Memphis, TN",2032-08-15T06:00:00Z
794612036015,IT,In transit,FDXE,FedEx 2Day,2032-08-24,2032-08-27,Departed FedEx hub,"Memphis, TN",2032-08-27T17:00:00Z
794612036016,IT,In transit,FDXG,FedEx Ground,2032-09-07,2032-09-09,Departed FedEx hub,"Memphis, TN",2032-09-09T07:00:00Z
794612036017,IT,In transit,FDXE,FedEx 2Day,2032-09-19,2032-09-22,Departed FedEx hub,"Memphis, TN",2032-09-22T09:00:00Z
794612036018,IT,In transit,FDXE,FedEx 2Day,2032-10-03,2032-10-05,Departed FedEx hub,"Memphis, TN",2032-10-05T10:00:00Z
794612036019,IT,In transit,FDXE,FedEx Express Saver,2032-10-16,2032-10-18,Departed FedEx hub,"Memphis, TN",2032-10-18T13:00:00Z
794612036020,IT,In transit,FDXE,FedEx Express Saver,2032-10-30,2032-11-01,Departed FedEx hub,"Memphis, TN",2032-11-01T19:00:00Z
794612036021,IT,In transit,FDXG,FedEx Ground,2032-11-13,2032-11-15,Departed FedEx hub,"Memphis, TN",2032-11-15T07:00:00Z
794612036022,IT,In transit,FDXG,FedEx Ground,2032-11-27,2032-12-01,Departed FedEx hub,"Memphis, TN",2032-12-01T12:00:00Z
794612036023,IT,In transit,FDXE,FedEx Express Saver,2032-12-11,2032-12-14,Departed FedEx hub,"Memphis, TN",2032-12-14T19:00:00Z
794612036024,IT,In transit,FDXE,FedEx Express Saver,2032-12-24,2032-12-28,Departed FedEx hub,"Memphis, TN",2032-12-28T11:00:00Z
794612036025,IT,In transit,FDXG,FedEx Ground,2033-01-06,2033-01-08,Departed FedEx hub,"Memphis, TN",2033-01-08T06:00:00Z
794612036026,IT,In transit,FDXG,FedEx Ground,2033-01-18,2033-01-20,Departed FedEx hub,"Memphis, TN",2033-01-20T08:00:00Z
794612036027,IT,In transit,FDXG,FedEx Ground,2033-01-31,2033-02-02,Departed FedEx hub,"Memphis, TN",2033-02-02T13:00:00Z
794612036028,IT,In transit,FDXG,FedEx Ground,2033-02-13,2033-02-16,Departed FedEx hub,"Memphis, TN",2033-02-16T07:00:00Z
