id,createdTime,Name,Status,Owner,Budget
rec_b9ouhths,2025-06-25T03:30:00,Project hmxwb3,On Hold,Jae,$22577
rec_zpug22xl,2025-09-20T18:14:00,Project 533moq,Completed,Jae,$24180
rec_a6rbmzrm,2026-05-10T18:03:00,Project n3as8b,Active,Jae,$28424
rec_7payocd8,2025-06-28T18:47:00,Project 5dz7m5,On Hold,Jae,$2179
rec_iw31lddo,2026-02-06T11:49:00,Project ixf55q,Active,Jae,$24511
rec_uejmkvb8,2026-01-18T04:35:00,Project 2vhg9v,On Hold,Jae,$36972
rec_mp1jpgd0,2025-05-30T03:35:00,Project eq49wc,On Hold,Jae,$41365
rec_l3k4hgxq,2025-10-25T13:03:00,Project hh6205,On Hold,Jae,$21581
rec_v91bvhua,2025-12-09T17:19:00,Project 4kt5tu,Active,Jae,$8098
rec_ljh26psx,2026-01-25T15:31:00,Project 39oc7q,Completed,Jae,$26712
rec_acye8l29,2025-05-06T12:22:00,Project shny3b,On Hold,Jae,$25399
rec_atg8lku9,2026-04-06T17:47:00,Project tr2fxd,Active,Jae,$13632
rec_pwy3rbx6,2025-07-20T05:07:00,Project dwtlx6,On Hold,Jae,$19339
rec_ixtb2kil,2025-12-08T07:53:00,Project qp6y04,Completed,Jae,$41650
rec_3vk409vc,2025-03-16T01:01:00,Project t68e7q,On Hold,Jae,$21301
rec_tok67e6l,2026-09-19T02:28:00,Project dl41wy,Completed,Jae,$10559
