id,product,unit_amount,currency,recurring_interval,active,nickname
price_ext00046,prod_ext0006,500,cad,,true,Plan 46
price_ext00047,prod_ext0007,2500,cad,year,true,Plan 47
price_ext00048,prod_ext0008,1000,cad,year,true,Plan 48
price_ext00049,prod_ext0009,500,cad,year,true,Plan 49
price_ext00050,prod_ext0010,5000,cad,month,true,Plan 50
price_ext00051,prod_ext0011,2500,cad,month,true,Plan 51
price_ext00052,prod_ext0012,2500,cad,month,true,Plan 52
price_ext00053,prod_ext0013,2500,cad,month,true,Plan 53
price_ext00054,prod_ext0014,500,cad,,true,Plan 54
price_ext00055,prod_ext0015,1000,cad,,true,Plan 55
price_ext00056,prod_ext0016,500,cad,month,true,Plan 56
price_ext00057,prod_ext0017,5000,cad,month,true,Plan 57
price_ext00058,prod_ext0018,500,cad,year,true,Plan 58
price_ext00059,prod_ext0019,500,cad,,true,Plan 59
price_ext00060,prod_ext0020,500,cad,,true,Plan 60
price_ext00061,prod_ext0021,2500,cad,,true,Plan 61
price_ext00062,prod_ext0022,5000,cad,,true,Plan 62
price_ext00063,prod_ext0023,500,cad,year,true,Plan 63
price_ext00064,prod_ext0024,2500,cad,,true,Plan 64
price_ext00065,prod_ext0025,1000,cad,year,true,Plan 65
price_ext00066,prod_ext0026,500,cad,year,true,Plan 66
price_ext00067,prod_ext0027,1000,cad,month,true,Plan 67
price_ext00068,prod_ext0028,500,cad,year,true,Plan 68
price_ext00069,prod_ext0029,2500,cad,,true,Plan 69
price_ext00070,prod_ext0030,2500,cad,,true,Plan 70
price_ext00071,prod_ext0031,1000,cad,,true,Plan 71
price_ext00072,prod_ext0032,5000,cad,year,true,Plan 72
price_ext00073,prod_ext0033,2500,cad,,true,Plan 73
price_ext00074,prod_ext0034,500,cad,,true,Plan 74
price_ext00075,prod_ext0035,5000,cad,month,true,Plan 75
price_ext00076,prod_ext0036,2500,cad,year,true,Plan 76
price_ext00077,prod_ext0037,500,cad,year,true,Plan 77
price_ext00078,prod_ext0038,500,cad,,true,Plan 78
price_ext00079,prod_ext0039,5000,cad,,true,Plan 79
price_ext00080,prod_ext0000,5000,cad,,true,Plan 80
price_ext00081,prod_ext0001,1000,cad,month,true,Plan 81
price_ext00082,prod_ext0002,1000,cad,,true,Plan 82
price_ext00083,prod_ext0003,1000,cad,month,true,Plan 83
price_ext00084,prod_ext0004,5000,cad,year,true,Plan 84
price_ext00085,prod_ext0005,2500,cad,,true,Plan 85
price_ext00086,prod_ext0006,500,cad,month,true,Plan 86
price_ext00087,prod_ext0007,2500,cad,month,true,Plan 87
price_ext00088,prod_ext0008,2500,cad,month,true,Plan 88
price_ext00089,prod_ext0009,2500,cad,month,true,Plan 89
price_ext00090,prod_ext0010,5000,cad,month,true,Plan 90
price_ext00091,prod_ext0011,5000,cad,,true,Plan 91
price_ext00092,prod_ext0012,2500,cad,,true,Plan 92
price_ext00093,prod_ext0013,2500,cad,year,true,Plan 93
price_ext00094,prod_ext0014,500,cad,month,true,Plan 94
price_ext00095,prod_ext0015,1000,cad,month,true,Plan 95
price_ext00096,prod_ext0016,5000,cad,month,true,Plan 96
price_ext00097,prod_ext0017,2500,cad,month,true,Plan 97
price_ext00098,prod_ext0018,500,cad,month,true,Plan 98
price_ext00099,prod_ext0019,500,cad,year,true,Plan 99
price_ext00100,prod_ext0020,2500,cad,,true,Plan 100
price_ext00101,prod_ext0021,1000,cad,year,true,Plan 101
price_ext00102,prod_ext0022,5000,cad,month,true,Plan 102
price_ext00103,prod_ext0023,5000,cad,month,true,Plan 103
price_ext00104,prod_ext0024,2500,cad,year,true,Plan 104
