incident_id,incident_number,title,status,urgency,service_id,escalation_policy_id,assigned_to,created_at,resolved_at
INC-00016,16,Deploy rollback,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:03Z,2026-07-02T15:20:03Z
INC-00017,17,Storefront uptime dip,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:00:28Z,2026-07-02T13:28:28Z
INC-00018,18,Cloudflare 502 spike,resolved,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:01:03Z,2026-07-02T16:22:03Z
INC-00019,19,Klaviyo tracking script blocking checkout,acknowledged,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:23Z,2026-07-02T15:10:23Z
INC-00020,20,Cloudflare 502 spike,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:06:34Z,2026-07-02T15:18:34Z
INC-00021,21,PayPal button late-load,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:44Z,2026-07-02T14:46:44Z
INC-00022,22,Klaviyo tracking script blocking checkout,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:00:50Z,2026-07-02T15:43:50Z
INC-00023,23,Cart abandon anomaly,acknowledged,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:57Z,2026-07-02T13:26:57Z
INC-00024,24,Klaviyo tracking script blocking checkout,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:37Z,2026-07-02T14:30:37Z
INC-00025,25,Cloudflare edge purge notification,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:25Z,2026-07-02T16:04:25Z
INC-00026,26,Manual synth check failure,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:00:53Z,2026-07-02T15:55:53Z
INC-00027,27,Checkout errors above threshold,acknowledged,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:01:00Z,2026-07-02T16:00:00Z
INC-00028,28,DB CPU sustained,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:41Z,2026-07-02T16:40:41Z
INC-00029,29,PayPal button late-load,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:22Z,2026-07-02T15:28:22Z
INC-00030,30,Klaviyo tracking script blocking checkout,acknowledged,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:02:05Z,2026-07-02T14:29:05Z
INC-00031,31,Storefront uptime dip,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:56Z,2026-07-02T15:02:56Z
INC-00032,32,PayPal button late-load,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:57Z,2026-07-02T16:01:57Z
INC-00033,33,Cloudflare 502 spike,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:15Z,2026-07-02T14:33:15Z
INC-00034,34,DB CPU sustained,acknowledged,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:03:16Z,2026-07-02T15:04:16Z
INC-00035,35,Cart abandon anomaly,acknowledged,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:03:33Z,2026-07-02T15:06:33Z
INC-00036,36,Cloudflare 502 spike,acknowledged,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:27Z,2026-07-02T13:36:27Z
INC-00037,37,Checkout errors above threshold,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:06:53Z,2026-07-02T16:25:53Z
INC-00038,38,Cloudflare edge purge notification,acknowledged,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:00:34Z,2026-07-02T16:32:34Z
INC-00039,39,Cloudflare 502 spike,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:01:09Z,2026-07-02T16:56:09Z
INC-00040,40,Deploy rollback,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:00:42Z,2026-07-02T15:20:42Z
INC-00041,41,Cloudflare 502 spike,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:49Z,2026-07-02T13:16:49Z
INC-00042,42,Storefront uptime dip,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:43Z,2026-07-02T13:38:43Z
INC-00043,43,Cloudflare edge purge notification,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:16Z,2026-07-02T15:41:16Z
INC-00044,44,DB CPU sustained,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:12Z,2026-07-02T16:28:12Z
INC-00045,45,Storefront uptime dip,acknowledged,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:41Z,2026-07-02T13:37:41Z
INC-00046,46,Cart abandon anomaly,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:06:43Z,2026-07-02T14:49:43Z
INC-00047,47,Cloudflare 502 spike,resolved,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:05:16Z,2026-07-02T13:24:16Z
INC-00048,48,Cart abandon anomaly,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:11Z,2026-07-02T17:01:11Z
INC-00049,49,Cloudflare edge purge notification,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:57Z,2026-07-02T13:28:57Z
INC-00050,50,Cart abandon anomaly,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:20Z,2026-07-02T14:26:20Z
INC-00051,51,Manual synth check failure,resolved,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:04:47Z,2026-07-02T14:56:47Z
INC-00052,52,Cloudflare edge purge notification,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:05Z,2026-07-02T17:03:05Z
INC-00053,53,Cloudflare 502 spike,acknowledged,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:17Z,2026-07-02T14:42:17Z
INC-00054,54,Cloudflare 502 spike,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:02Z,2026-07-02T15:25:02Z
INC-00055,55,Manual synth check failure,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:00Z,2026-07-02T14:57:00Z
INC-00056,56,Cloudflare edge purge notification,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:14Z,2026-07-02T13:48:14Z
INC-00057,57,Cloudflare edge purge notification,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:49Z,2026-07-02T13:18:49Z
INC-00058,58,Cloudflare edge purge notification,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:37Z,2026-07-02T13:50:37Z
INC-00059,59,Deploy rollback,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:43Z,2026-07-02T15:40:43Z
INC-00060,60,PayPal button late-load,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:03:13Z,2026-07-02T16:45:13Z
INC-00061,61,PayPal button late-load,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:06:58Z,2026-07-02T15:42:58Z
INC-00062,62,Deploy rollback,resolved,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:08:07Z,2026-07-02T14:27:07Z
INC-00063,63,Cloudflare edge purge notification,acknowledged,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:17Z,2026-07-02T15:52:17Z
INC-00064,64,PayPal button late-load,acknowledged,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:07:03Z,2026-07-02T15:50:03Z
INC-00065,65,Checkout errors above threshold,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:19Z,2026-07-02T15:19:19Z
INC-00066,66,Klaviyo tracking script blocking checkout,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:01Z,2026-07-02T14:09:01Z
INC-00067,67,Storefront uptime dip,acknowledged,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:39Z,2026-07-02T16:35:39Z
INC-00068,68,Checkout errors above threshold,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:07Z,2026-07-02T14:06:07Z
INC-00069,69,PayPal button late-load,acknowledged,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:03Z,2026-07-02T16:33:03Z
INC-00070,70,Cloudflare edge purge notification,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:05:59Z,2026-07-02T15:03:59Z
INC-00071,71,Cloudflare edge purge notification,acknowledged,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:08:01Z,2026-07-02T16:22:01Z
INC-00072,72,Cart abandon anomaly,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:01:25Z,2026-07-02T16:38:25Z
INC-00073,73,Manual synth check failure,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:02:37Z,2026-07-02T14:44:37Z
INC-00074,74,Checkout errors above threshold,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:05:02Z,2026-07-02T15:03:02Z
INC-00075,75,DB CPU sustained,resolved,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:00:39Z,2026-07-02T13:10:39Z
INC-00076,76,Checkout errors above threshold,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:36Z,2026-07-02T13:30:36Z
INC-00077,77,Deploy rollback,acknowledged,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:00:50Z,2026-07-02T13:05:50Z
INC-00078,78,DB CPU sustained,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:00:23Z,2026-07-02T16:56:23Z
INC-00079,79,DB CPU sustained,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:03Z,2026-07-02T13:18:03Z
INC-00080,80,PayPal button late-load,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:33Z,2026-07-02T14:29:33Z
INC-00081,81,Cloudflare edge purge notification,acknowledged,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:04:58Z,2026-07-02T15:49:58Z
INC-00082,82,Deploy rollback,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:47Z,2026-07-02T16:01:47Z
INC-00083,83,Manual synth check failure,resolved,high,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:57Z,2026-07-02T14:15:57Z
INC-00084,84,PayPal button late-load,resolved,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:04:59Z,2026-07-02T15:40:59Z
INC-00085,85,Deploy rollback,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:08:03Z,2026-07-02T14:33:03Z
INC-00086,86,Cart abandon anomaly,acknowledged,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:27Z,2026-07-02T14:49:27Z
INC-00087,87,Checkout errors above threshold,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:06:28Z,2026-07-02T15:09:28Z
INC-00088,88,Storefront uptime dip,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:05:47Z,2026-07-02T15:13:47Z
INC-00089,89,Cloudflare 502 spike,resolved,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:07:35Z,2026-07-02T16:30:35Z
INC-00090,90,Manual synth check failure,acknowledged,low,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:03:48Z,2026-07-02T14:33:48Z
INC-00091,91,Cloudflare edge purge notification,resolved,high,SVC-CDN,EP-STOREFRONT,U-SAM,2026-07-02T13:01:39Z,2026-07-02T15:07:39Z
INC-00092,92,Cloudflare edge purge notification,resolved,high,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:03:20Z,2026-07-02T14:11:20Z
INC-00093,93,Cloudflare 502 spike,resolved,low,SVC-CHECKOUT,EP-STOREFRONT,U-SAM,2026-07-02T13:00:59Z,2026-07-02T14:18:59Z
INC-00094,94,Cloudflare 502 spike,acknowledged,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:03:30Z,2026-07-02T16:10:30Z
INC-00095,95,Cart abandon anomaly,acknowledged,low,SVC-STOREFRONT,EP-STOREFRONT,U-SAM,2026-07-02T13:02:13Z,2026-07-02T13:59:13Z
