id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_56,Friends,user,13,1,4,0
Label_57,Friends/Suki,user,162,22,162,11
Label_58,Friends/D&D,user,237,12,237,12
Label_59,Friends/D&D/Session Notes,user,305,4,101,2
Label_60,Press,user,100,6,100,6
Label_61,Press/Indie,user,199,1,199,1
Label_62,Press/Local Seattle,user,46,4,23,4
Label_63,Press/Student,user,214,32,71,32
Label_64,Press/Curators,user,145,1,72,1
Label_65,Press/Responses,user,37,0,18,0
Label_66,Newsletters,user,127,12,63,12
Label_67,Newsletters/Indie Dev,user,220,3,110,3
Label_68,Newsletters/Design,user,241,12,120,12
Label_69,Newsletters/Games,user,232,14,116,14
Label_70,Newsletters/Audio,user,24,3,8,1
Label_71,Newsletters/Art,user,161,10,53,5
Label_72,Newsletters/Business,user,281,29,93,14
Label_73,Newsletters/Career,user,143,4,143,4
Label_74,Newsletters/Zines,user,20,0,6,0
Label_75,Receipts,user,200,4,200,4
Label_76,Receipts/Software,user,233,26,77,26
Label_77,Receipts/Hardware,user,170,22,170,22
Label_78,Receipts/Groceries,user,119,8,39,4
Label_79,Receipts/Transit,user,283,10,283,10
Label_80,Receipts/Art Supplies,user,75,0,25,0
Label_81,Receipts/Rent & Utilities,user,90,11,90,5
Label_82,Receipts/Freelance Expenses,user,4,0,2,0
Label_83,Finance,user,96,9,96,4
Label_84,Finance/PSCCU,user,15,1,15,0
Label_85,Finance/Stripe,user,275,15,137,7
Label_86,Finance/Gusto,user,319,40,106,40
Label_87,Finance/Etsy,user,3,0,1,0
Label_88,Finance/Amazon,user,316,8,316,8
Label_89,Finance/PayPal,user,144,5,72,5
Label_90,Finance/QuickBooks,user,288,9,144,9
Label_91,Finance/Taxes,user,96,13,96,13
Label_92,Portfolio,user,305,14,101,7
Label_93,Portfolio/Inquiries,user,57,0,28,0
Label_94,Portfolio/Cold Outreach,user,115,8,38,8
Label_95,Tools,user,172,7,57,3
Label_96,Tools/Notion,user,174,19,58,19
Label_97,Tools/Trello,user,281,19,93,19
Label_98,Tools/GitHub,user,15,1,7,1
Label_99,Tools/Sentry,user,55,5,55,2
Label_100,Tools/PostHog,user,264,12,264,12
Label_101,Tools/Figma,user,56,1,56,0
Label_102,Tools/itch.io,user,102,5,51,5
Label_103,Tools/HubSpot,user,128,9,64,4
Label_104,Archive/2024,user,96,8,96,8
Label_105,Archive/2025,user,66,6,66,6
Label_106,Archive/2026 H1,user,54,0,27,0
Label_107,Archive/CID Y1,user,153,22,153,11
Label_108,Archive/CID Y2,user,183,0,183,0
Label_109,Archive/CID Y3,user,235,9,117,9
Label_110,Follow Up,user,319,5,106,5
Label_111,Waiting On,user,60,5,30,5
Label_112,Read Later,user,267,23,133,11
Label_113,Personal Admin,user,151,10,151,10
Label_114,Doctors,user,249,6,83,3
Label_115,Insurance,user,19,2,9,2
Label_116,Travel,user,178,14,59,14
Label_117,Travel/Bellevue,user,10,0,5,0
Label_118,Travel/Portland,user,94,12,31,6
Label_119,Housing,user,195,16,97,8
Label_120,Housing/Lease,user,189,7,189,7
Label_121,Housing/Utilities,user,55,2,55,1
Label_122,Press/Threads/RockPaperShotgun,user,315,18,105,18
Label_123,Press/Threads/IndieGamesPlus,user,104,11,104,11
Label_124,Press/Threads/WarpDoor,user,228,29,114,14
Label_125,Press/Threads/AlphaBetaGamer,user,282,10,94,10
Label_126,Press/Threads/GameDeveloper,user,281,3,281,1
Label_127,Press/Threads/PC Gamer,user,85,4,42,4
Label_128,Press/Threads/Vice,user,11,1,3,1
Label_129,Press/Threads/Indiepocalypse,user,216,21,108,21
Label_130,Press/Threads/TIGSource,user,178,14,59,7
Label_131,Press/Threads/Video Chums,user,86,4,86,4
Label_132,Press/Threads/Nintendo Life,user,122,1,61,0
Label_133,Press/Threads/Wireframe,user,17,2,17,2
Label_134,Press/Threads/The Stranger,user,38,0,38,0
Label_135,Press/Threads/Seattle Times,user,77,2,77,2
Label_136,Press/Threads/Crosscut,user,197,9,98,4
Label_137,Press/Threads/KEXP,user,273,8,91,4
Label_138,Press/Threads/KUOW,user,179,17,59,8
Label_139,Press/Threads/GeekWire,user,220,16,73,8
Label_140,Press/Threads/Seattle Refined,user,50,7,25,3
Label_141,Press/Threads/PSST Podcast,user,256,19,256,9
Label_142,Press/Threads/The Urbanist,user,206,1,103,0
Label_143,Press/Threads/CID Herald,user,236,3,236,3
Label_144,Press/Threads/Cascadia Design Review,user,0,0,1,0
Label_145,Press/Threads/IGDA Student,user,242,32,80,16
Label_146,Press/Threads/DiGRA,user,238,12,79,6
Label_147,Press/Threads/UW Daily,user,114,4,57,2
Label_148,Press/Threads/Seattle Central,user,246,0,246,0
Label_149,Press/Threads/Nathan Cho,user,38,5,12,2
Label_150,Press/Threads/Ari Blum,user,181,5,181,2
Label_151,Press/Threads/Riley Vance,user,44,6,44,3
Label_152,Press/Threads/Slow Games Zine,user,53,7,17,7
Label_153,Press/Threads/Lantern Keeper,user,92,5,46,2
Label_154,Press/Threads/Grid Grocery,user,248,3,124,3
Label_155,Press/Threads/Amazon,user,203,2,203,1
Label_156,Press/Threads/Etsy,user,297,37,148,37
Label_157,Press/Threads/Square,user,183,26,61,13
Label_158,Press/Threads/Stripe,user,86,8,43,8
Label_159,Press/Threads/Gusto,user,254,13,127,13
Label_160,Press/Threads/PayPal,user,282,15,141,15
Label_161,Press/Threads/PSCCU,user,241,27,80,27
Label_162,Press/Threads/MPix,user,190,20,95,10
Label_163,Press/Threads/B&H,user,303,10,101,10
Label_164,Press/Threads/Blick,user,119,14,119,14
Label_165,Press/Threads/Adobe,user,204,27,102,13
Label_166,Press/Threads/Figma,user,179,14,89,7
Label_167,Press/Threads/GitHub,user,256,31,256,15
Label_168,Press/Threads/Sentry,user,126,16,126,16
Label_169,Press/Threads/PostHog,user,0,0,1,0
Label_170,Press/Threads/Notion,user,73,0,36,0
Label_171,Press/Threads/Trello,user,28,4,28,2
Label_172,Press/Threads/itch.io,user,14,0,7,0
Label_173,Press/Threads/Discord,user,59,0,59,0
Label_174,Press/Threads/Slack,user,101,12,101,6
Label_175,Press/Threads/ORCA,user,41,2,41,1
Label_176,Press/Threads/Ecolab,user,307,46,153,46
Label_177,Press/Threads/Puget Energy,user,243,6,243,6
Label_178,Press/Threads/Lumen,user,205,28,205,14
Label_179,Press/Threads/Comcast,user,98,9,98,9
Label_180,Auto/Filter #167,user,233,21,77,10
Label_181,Auto/Filter #168,user,94,9,94,4
Label_182,Auto/Filter #169,user,319,41,106,41
Label_183,Auto/Filter #170,user,301,39,150,39
Label_184,Auto/Filter #171,user,183,2,91,2
Label_185,Auto/Filter #172,user,33,3,11,3
Label_186,Auto/Filter #173,user,264,10,132,10
Label_187,Auto/Filter #174,user,124,18,62,18
Label_188,Auto/Filter #175,user,182,5,91,5
Label_189,Auto/Filter #176,user,290,16,145,16
Label_190,Auto/Filter #177,user,137,12,68,6
Label_191,Auto/Filter #178,user,159,17,53,17
Label_192,Auto/Filter #179,user,131,18,43,9
Label_193,Auto/Filter #180,user,5,0,2,0
Label_194,Auto/Filter #181,user,297,15,297,7
Label_195,Auto/Filter #182,user,125,4,41,2
Label_196,Auto/Filter #183,user,55,2,55,1
Label_197,Auto/Filter #184,user,238,9,79,9
Label_198,Auto/Filter #185,user,319,7,159,7
Label_199,Auto/Filter #186,user,154,3,154,3
Label_200,Auto/Filter #187,user,239,30,119,15
Label_201,Auto/Filter #188,user,106,2,53,1
Label_202,Auto/Filter #189,user,9,1,9,0
Label_203,Auto/Filter #190,user,179,14,59,7
Label_204,Auto/Filter #191,user,292,34,97,17
Label_205,Auto/Filter #192,user,197,9,98,4
Label_206,Auto/Filter #193,user,56,8,18,4
Label_207,Auto/Filter #194,user,288,43,288,43
Label_208,Auto/Filter #195,user,9,0,9,0
Label_209,Auto/Filter #196,user,156,13,78,13
Label_210,Auto/Filter #197,user,151,19,151,19
Label_211,Auto/Filter #198,user,151,8,75,8
Label_212,Auto/Filter #199,user,289,11,289,5
Label_213,Auto/Filter #200,user,244,32,122,16
Label_214,Auto/Filter #201,user,308,20,102,10
Label_215,Auto/Filter #202,user,115,9,57,4
Label_216,Auto/Filter #203,user,66,0,22,0
Label_217,Auto/Filter #204,user,28,3,9,1
Label_218,Auto/Filter #205,user,141,21,141,21
Label_219,Auto/Filter #206,user,319,41,106,20
