incident_id,incident_number,title,status,urgency,service_id,escalation_policy_id,assigned_to,created_at,resolved_at
PI037,137,Infra blip 37,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI038,138,Infra blip 38,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI039,139,Infra blip 39,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI040,140,Infra blip 40,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI041,141,Infra blip 41,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI042,142,Infra blip 42,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI043,143,Infra blip 43,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI044,144,Infra blip 44,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI045,145,Infra blip 45,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI046,146,Infra blip 46,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI047,147,Infra blip 47,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI048,148,Infra blip 48,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI049,149,Infra blip 49,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI050,150,Infra blip 50,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI051,151,Infra blip 51,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI052,152,Infra blip 52,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI053,153,Infra blip 53,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI054,154,Infra blip 54,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI055,155,Infra blip 55,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI056,156,Infra blip 56,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI057,157,Infra blip 57,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI058,158,Infra blip 58,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI059,159,Infra blip 59,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI060,160,Infra blip 60,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI061,161,Infra blip 61,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI062,162,Infra blip 62,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI063,163,Infra blip 63,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI064,164,Infra blip 64,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI065,165,Infra blip 65,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI066,166,Infra blip 66,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI067,167,Infra blip 67,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI068,168,Infra blip 68,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI069,169,Infra blip 69,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI070,170,Infra blip 70,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI071,171,Infra blip 71,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI072,172,Infra blip 72,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI073,173,Infra blip 73,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI074,174,Infra blip 74,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI075,175,Infra blip 75,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI076,176,Infra blip 76,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI077,177,Infra blip 77,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI078,178,Infra blip 78,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI079,179,Infra blip 79,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI080,180,Infra blip 80,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI081,181,Infra blip 81,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI082,182,Infra blip 82,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI083,183,Infra blip 83,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI084,184,Infra blip 84,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI085,185,Infra blip 85,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI086,186,Infra blip 86,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI087,187,Infra blip 87,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI088,188,Infra blip 88,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI089,189,Infra blip 89,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI090,190,Infra blip 90,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI091,191,Infra blip 91,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI092,192,Infra blip 92,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI093,193,Infra blip 93,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI094,194,Infra blip 94,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI095,195,Infra blip 95,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI096,196,Infra blip 96,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI097,197,Infra blip 97,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI098,198,Infra blip 98,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI099,199,Infra blip 99,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI100,200,Infra blip 100,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI101,201,Infra blip 101,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
PI102,202,Infra blip 102,resolved,low,svc-urisn,ep-1,u-yemi,2026-08-10T01:00:00-04:00,2026-08-10T01:20:00-04:00
