zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
z-cmrcl-19610-002-e003,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e003
z-cmrcl-19611-001-e003,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e003
z-cmrcl-19610-001-e004,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e004
z-cmrcl-19610-002-e004,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e004
z-cmrcl-19611-001-e004,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e004
z-cmrcl-19610-001-e005,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e005
z-cmrcl-19610-002-e005,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e005
z-cmrcl-19611-001-e005,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e005
z-cmrcl-19610-001-e006,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e006
z-cmrcl-19610-002-e006,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e006
z-cmrcl-19611-001-e006,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e006
z-cmrcl-19610-001-e007,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e007
z-cmrcl-19610-002-e007,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e007
z-cmrcl-19611-001-e007,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e007
z-cmrcl-19610-001-e008,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e008
z-cmrcl-19610-002-e008,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e008
z-cmrcl-19611-001-e008,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e008
z-cmrcl-19610-001-e009,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e009
z-cmrcl-19610-002-e009,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e009
z-cmrcl-19611-001-e009,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e009
z-cmrcl-19610-001-e010,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e010
z-cmrcl-19610-002-e010,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e010
z-cmrcl-19611-001-e010,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e010
z-cmrcl-19610-001-e011,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e011
z-cmrcl-19610-002-e011,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e011
z-cmrcl-19611-001-e011,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e011
z-cmrcl-19610-001-e012,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e012
z-cmrcl-19610-002-e012,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e012
z-cmrcl-19611-001-e012,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e012
z-cmrcl-19610-001-e013,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e013
z-cmrcl-19610-002-e013,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e013
z-cmrcl-19611-001-e013,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e013
z-cmrcl-19610-001-e014,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e014
z-cmrcl-19610-002-e014,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e014
z-cmrcl-19611-001-e014,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e014
z-cmrcl-19610-001-e015,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e015
z-cmrcl-19610-002-e015,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e015
z-cmrcl-19611-001-e015,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e015
z-cmrcl-19610-001-e016,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e016
z-cmrcl-19610-002-e016,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e016
z-cmrcl-19611-001-e016,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e016
z-cmrcl-19610-001-e017,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e017
z-cmrcl-19610-002-e017,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e017
z-cmrcl-19611-001-e017,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e017
z-cmrcl-19610-001-e018,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e018
z-cmrcl-19610-002-e018,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e018
z-cmrcl-19611-001-e018,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e018
z-cmrcl-19610-001-e019,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e019
z-cmrcl-19610-002-e019,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e019
z-cmrcl-19611-001-e019,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e019
z-cmrcl-19610-001-e020,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e020
z-cmrcl-19610-002-e020,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e020
z-cmrcl-19611-001-e020,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e020
z-cmrcl-19610-001-e021,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e021
z-cmrcl-19610-002-e021,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e021
z-cmrcl-19611-001-e021,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e021
z-cmrcl-19610-001-e022,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e022
z-cmrcl-19610-002-e022,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e022
z-cmrcl-19611-001-e022,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e022
z-cmrcl-19610-001-e023,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e023
z-cmrcl-19610-002-e023,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e023
z-cmrcl-19611-001-e023,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e023
z-cmrcl-19610-001-e024,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e024
z-cmrcl-19610-002-e024,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e024
z-cmrcl-19611-001-e024,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e024
z-cmrcl-19610-001-e025,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e025
z-cmrcl-19610-002-e025,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e025
z-cmrcl-19611-001-e025,624 Penn Avenue,West Reading,PA,19611,40.3358,-75.9578,0,1,1280,0,1926,MIXED_USE,1690,0,1690,FOR_LEASE,41,agent-helen-marquez-e025
z-cmrcl-19610-001-e026,118 Reading Boulevard,Wyomissing,PA,19610,40.3322,-75.9701,0,1,1140,0,1948,COMMERCIAL_LEASE,1850,0,1850,FOR_LEASE,59,agent-helen-marquez-e026
z-cmrcl-19610-002-e026,47 South Wyomissing Blvd,Wyomissing,PA,19610,40.3288,-75.9642,0,2,1480,0,1962,COMMERCIAL_LEASE,2250,0,2250,FOR_LEASE,102,agent-marcus-dibella-e026
