search_id,user_id,name,city,state,min_price,max_price,min_beds,min_baths,home_type,created_at
search-aw-commercial-19610-e012,user-aw-webb-e012,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e012,user-aw-webb-e012,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e013,user-aw-webb-e013,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e013,user-aw-webb-e013,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e014,user-aw-webb-e014,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e014,user-aw-webb-e014,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e015,user-aw-webb-e015,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e015,user-aw-webb-e015,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e016,user-aw-webb-e016,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e016,user-aw-webb-e016,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e017,user-aw-webb-e017,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e017,user-aw-webb-e017,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e018,user-aw-webb-e018,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e018,user-aw-webb-e018,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e019,user-aw-webb-e019,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e019,user-aw-webb-e019,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e020,user-aw-webb-e020,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e020,user-aw-webb-e020,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e021,user-aw-webb-e021,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e021,user-aw-webb-e021,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e022,user-aw-webb-e022,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e022,user-aw-webb-e022,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e023,user-aw-webb-e023,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e023,user-aw-webb-e023,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e024,user-aw-webb-e024,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e024,user-aw-webb-e024,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e025,user-aw-webb-e025,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e025,user-aw-webb-e025,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e026,user-aw-webb-e026,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e026,user-aw-webb-e026,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e027,user-aw-webb-e027,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e027,user-aw-webb-e027,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e028,user-aw-webb-e028,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e028,user-aw-webb-e028,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e029,user-aw-webb-e029,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e029,user-aw-webb-e029,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e030,user-aw-webb-e030,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e030,user-aw-webb-e030,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e031,user-aw-webb-e031,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e031,user-aw-webb-e031,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e032,user-aw-webb-e032,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e032,user-aw-webb-e032,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e033,user-aw-webb-e033,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e033,user-aw-webb-e033,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e034,user-aw-webb-e034,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e034,user-aw-webb-e034,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e035,user-aw-webb-e035,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e035,user-aw-webb-e035,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e036,user-aw-webb-e036,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e036,user-aw-webb-e036,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e037,user-aw-webb-e037,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e037,user-aw-webb-e037,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e038,user-aw-webb-e038,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e038,user-aw-webb-e038,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
search-aw-commercial-19610-e039,user-aw-webb-e039,Studio storefront 19610 radius,Wyomissing,PA,0,2400,0,1,COMMERCIAL_LEASE,2026-05-14T00:00:00Z
search-aw-mixed-use-19611-e039,user-aw-webb-e039,Penn Ave mixed-use ground floor,West Reading,PA,0,2400,0,1,MIXED_USE,2026-05-14T00:00:00Z
