zpid,event_date,event,price,price_per_sqft,source
z-cmrcl-19610-002-e006,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e006,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e006,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e007,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e007,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e007,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e007,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e008,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e008,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e008,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e008,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e009,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e009,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e009,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e009,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e010,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e010,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e010,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e010,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e011,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e011,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e011,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e011,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e012,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e012,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e012,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e012,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e013,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e013,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e013,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e013,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e014,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e014,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e014,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e014,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e015,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e015,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e015,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e015,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e016,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e016,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e016,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e016,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e017,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e017,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e017,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e017,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e018,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e018,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e018,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e018,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
z-cmrcl-19610-001-e019,2026-08-14,Listed for lease,1850,19.47,agent-helen-marquez
z-cmrcl-19610-002-e019,2026-07-02,Listed for lease,2400,19.46,agent-marcus-dibella
z-cmrcl-19610-002-e019,2026-09-10,Price reduced,2250,18.24,agent-marcus-dibella
z-cmrcl-19611-001-e019,2026-09-01,Listed for lease,1690,15.84,agent-helen-marquez
