"id","name","box_art_url","rank","viewer_count"
"g_0048","Game 48","https://static.twitch.tv/boxart/48.jpg","94","90508"
"g_0049","Game 49","https://static.twitch.tv/boxart/49.jpg","172","46436"
"g_0050","Game 50","https://static.twitch.tv/boxart/50.jpg","8","268411"
"g_0051","Game 51","https://static.twitch.tv/boxart/51.jpg","63","340513"
"g_0052","Game 52","https://static.twitch.tv/boxart/52.jpg","137","336734"
"g_0053","Game 53","https://static.twitch.tv/boxart/53.jpg","180","304537"
"g_0054","Game 54","https://static.twitch.tv/boxart/54.jpg","193","366025"
"g_0055","Game 55","https://static.twitch.tv/boxart/55.jpg","36","352031"
"g_0056","Game 56","https://static.twitch.tv/boxart/56.jpg","108","234739"
"g_0057","Game 57","https://static.twitch.tv/boxart/57.jpg","128","253599"
"g_0058","Game 58","https://static.twitch.tv/boxart/58.jpg","117","140777"
"g_0059","Game 59","https://static.twitch.tv/boxart/59.jpg","176","105946"
"g_0060","Game 60","https://static.twitch.tv/boxart/60.jpg","105","85644"
"g_0061","Game 61","https://static.twitch.tv/boxart/61.jpg","82","342063"
"g_0062","Game 62","https://static.twitch.tv/boxart/62.jpg","157","256707"
"g_0063","Game 63","https://static.twitch.tv/boxart/63.jpg","112","476017"
"g_0064","Game 64","https://static.twitch.tv/boxart/64.jpg","159","350707"
"g_0065","Game 65","https://static.twitch.tv/boxart/65.jpg","186","195793"
"g_0066","Game 66","https://static.twitch.tv/boxart/66.jpg","39","408884"
"g_0067","Game 67","https://static.twitch.tv/boxart/67.jpg","24","44797"
"g_0068","Game 68","https://static.twitch.tv/boxart/68.jpg","170","416190"
"g_0069","Game 69","https://static.twitch.tv/boxart/69.jpg","114","317420"
"g_0070","Game 70","https://static.twitch.tv/boxart/70.jpg","160","52424"
"g_0071","Game 71","https://static.twitch.tv/boxart/71.jpg","197","443428"
"g_0072","Game 72","https://static.twitch.tv/boxart/72.jpg","59","333102"
"g_0073","Game 73","https://static.twitch.tv/boxart/73.jpg","155","474661"
"g_0074","Game 74","https://static.twitch.tv/boxart/74.jpg","92","20112"
"g_0075","Game 75","https://static.twitch.tv/boxart/75.jpg","44","198861"
"g_0076","Game 76","https://static.twitch.tv/boxart/76.jpg","186","443132"
"g_0077","Game 77","https://static.twitch.tv/boxart/77.jpg","64","211184"
"g_0078","Game 78","https://static.twitch.tv/boxart/78.jpg","168","289964"
"g_0079","Game 79","https://static.twitch.tv/boxart/79.jpg","17","448794"
"g_0080","Game 80","https://static.twitch.tv/boxart/80.jpg","61","207314"
"g_0081","Game 81","https://static.twitch.tv/boxart/81.jpg","34","110583"
"g_0082","Game 82","https://static.twitch.tv/boxart/82.jpg","28","71000"
"g_0083","Game 83","https://static.twitch.tv/boxart/83.jpg","74","200486"
"g_0084","Game 84","https://static.twitch.tv/boxart/84.jpg","34","431984"
"g_0085","Game 85","https://static.twitch.tv/boxart/85.jpg","114","389325"
"g_0086","Game 86","https://static.twitch.tv/boxart/86.jpg","132","44309"
"g_0087","Game 87","https://static.twitch.tv/boxart/87.jpg","137","276263"
"g_0088","Game 88","https://static.twitch.tv/boxart/88.jpg","107","343768"
"g_0089","Game 89","https://static.twitch.tv/boxart/89.jpg","156","107917"
"g_0090","Game 90","https://static.twitch.tv/boxart/90.jpg","145","489058"
"g_0091","Game 91","https://static.twitch.tv/boxart/91.jpg","145","99712"
"g_0092","Game 92","https://static.twitch.tv/boxart/92.jpg","47","144539"
"g_0093","Game 93","https://static.twitch.tv/boxart/93.jpg","100","332642"
"g_0094","Game 94","https://static.twitch.tv/boxart/94.jpg","145","268902"
"g_0095","Game 95","https://static.twitch.tv/boxart/95.jpg","161","123535"
"g_0096","Game 96","https://static.twitch.tv/boxart/96.jpg","22","479745"
"g_0097","Game 97","https://static.twitch.tv/boxart/97.jpg","200","173136"
"g_0098","Game 98","https://static.twitch.tv/boxart/98.jpg","73","397623"
"g_0099","Game 99","https://static.twitch.tv/boxart/99.jpg","158","14567"
"g_0100","Game 100","https://static.twitch.tv/boxart/100.jpg","175","108391"
"g_0101","Game 101","https://static.twitch.tv/boxart/101.jpg","173","182005"
"g_0102","Game 102","https://static.twitch.tv/boxart/102.jpg","20","416970"
"g_0103","Game 103","https://static.twitch.tv/boxart/103.jpg","158","488420"
"g_0104","Game 104","https://static.twitch.tv/boxart/104.jpg","16","253385"
"g_0105","Game 105","https://static.twitch.tv/boxart/105.jpg","102","399862"
"g_0106","Game 106","https://static.twitch.tv/boxart/106.jpg","157","83788"
"g_0107","Game 107","https://static.twitch.tv/boxart/107.jpg","24","223460"
"g_0108","Game 108","https://static.twitch.tv/boxart/108.jpg","73","399050"
"g_0109","Game 109","https://static.twitch.tv/boxart/109.jpg","166","1279"
"g_0110","Game 110","https://static.twitch.tv/boxart/110.jpg","93","75008"
"g_0111","Game 111","https://static.twitch.tv/boxart/111.jpg","166","348308"
"g_0112","Game 112","https://static.twitch.tv/boxart/112.jpg","31","437319"
"g_0113","Game 113","https://static.twitch.tv/boxart/113.jpg","33","416928"
"g_0114","Game 114","https://static.twitch.tv/boxart/114.jpg","140","186968"
"g_0115","Game 115","https://static.twitch.tv/boxart/115.jpg","169","391900"
"g_0116","Game 116","https://static.twitch.tv/boxart/116.jpg","15","260032"
"g_0117","Game 117","https://static.twitch.tv/boxart/117.jpg","120","363607"
"g_0118","Game 118","https://static.twitch.tv/boxart/118.jpg","106","49934"
"g_0119","Game 119","https://static.twitch.tv/boxart/119.jpg","59","325613"
"g_0120","Game 120","https://static.twitch.tv/boxart/120.jpg","174","208068"
"g_0121","Game 121","https://static.twitch.tv/boxart/121.jpg","82","227353"
"g_0122","Game 122","https://static.twitch.tv/boxart/122.jpg","95","318753"
"g_0123","Game 123","https://static.twitch.tv/boxart/123.jpg","109","472549"
"g_0124","Game 124","https://static.twitch.tv/boxart/124.jpg","109","415576"
"g_0125","Game 125","https://static.twitch.tv/boxart/125.jpg","193","142112"
"g_0126","Game 126","https://static.twitch.tv/boxart/126.jpg","64","207847"
"g_0127","Game 127","https://static.twitch.tv/boxart/127.jpg","132","98316"
"g_0128","Game 128","https://static.twitch.tv/boxart/128.jpg","118","217277"
"g_0129","Game 129","https://static.twitch.tv/boxart/129.jpg","57","40068"
"g_0130","Game 130","https://static.twitch.tv/boxart/130.jpg","84","217643"
"g_0131","Game 131","https://static.twitch.tv/boxart/131.jpg","133","127012"
"g_0132","Game 132","https://static.twitch.tv/boxart/132.jpg","85","227860"
"g_0133","Game 133","https://static.twitch.tv/boxart/133.jpg","74","276663"
"g_0134","Game 134","https://static.twitch.tv/boxart/134.jpg","8","150414"
"g_0135","Game 135","https://static.twitch.tv/boxart/135.jpg","152","310484"
"g_0136","Game 136","https://static.twitch.tv/boxart/136.jpg","124","23872"
"g_0137","Game 137","https://static.twitch.tv/boxart/137.jpg","22","190014"
"g_0138","Game 138","https://static.twitch.tv/boxart/138.jpg","189","290046"
"g_0139","Game 139","https://static.twitch.tv/boxart/139.jpg","160","327927"
"g_0140","Game 140","https://static.twitch.tv/boxart/140.jpg","2","260098"
"g_0141","Game 141","https://static.twitch.tv/boxart/141.jpg","155","115252"
"g_0142","Game 142","https://static.twitch.tv/boxart/142.jpg","149","352076"
"g_0143","Game 143","https://static.twitch.tv/boxart/143.jpg","100","208038"
"g_0144","Game 144","https://static.twitch.tv/boxart/144.jpg","10","124354"
"g_0145","Game 145","https://static.twitch.tv/boxart/145.jpg","140","110460"
"g_0146","Game 146","https://static.twitch.tv/boxart/146.jpg","27","374102"
"g_0147","Game 147","https://static.twitch.tv/boxart/147.jpg","83","449498"
"g_0148","Game 148","https://static.twitch.tv/boxart/148.jpg","136","307484"
"g_0149","Game 149","https://static.twitch.tv/boxart/149.jpg","128","135729"
"g_0150","Game 150","https://static.twitch.tv/boxart/150.jpg","160","18241"
