id,name,company,from_name,from_email,subject,member_count,unsubscribe_count,date_created
aud_segment_029,Segment 029 — Category Bucket,,,,,107,9,2023-03-29T00:00:00Z
aud_segment_030,Segment 030 — Purchase Freq Bucket,,,,,110,0,2023-04-01T00:00:00Z
aud_segment_031,Segment 031 — LTV Bucket,,,,,113,1,2023-04-04T00:00:00Z
aud_segment_032,Segment 032 — ZIP Bucket,,,,,116,2,2023-04-07T00:00:00Z
aud_segment_033,Segment 033 — Category Bucket,,,,,119,3,2023-04-10T00:00:00Z
aud_segment_034,Segment 034 — Purchase Freq Bucket,,,,,122,4,2023-04-13T00:00:00Z
aud_segment_035,Segment 035 — LTV Bucket,,,,,125,5,2023-04-16T00:00:00Z
aud_segment_036,Segment 036 — ZIP Bucket,,,,,128,6,2023-04-19T00:00:00Z
aud_segment_037,Segment 037 — Category Bucket,,,,,131,7,2023-04-22T00:00:00Z
aud_segment_038,Segment 038 — Purchase Freq Bucket,,,,,134,8,2023-04-25T00:00:00Z
aud_segment_039,Segment 039 — LTV Bucket,,,,,137,9,2023-04-28T00:00:00Z
aud_segment_040,Segment 040 — ZIP Bucket,,,,,140,0,2023-05-01T00:00:00Z
aud_segment_041,Segment 041 — Category Bucket,,,,,143,1,2023-05-04T00:00:00Z
aud_segment_042,Segment 042 — Purchase Freq Bucket,,,,,146,2,2023-05-07T00:00:00Z
aud_segment_043,Segment 043 — LTV Bucket,,,,,149,3,2023-05-10T00:00:00Z
aud_segment_044,Segment 044 — ZIP Bucket,,,,,152,4,2023-05-13T00:00:00Z
aud_segment_045,Segment 045 — Category Bucket,,,,,155,5,2023-05-16T00:00:00Z
aud_segment_046,Segment 046 — Purchase Freq Bucket,,,,,158,6,2023-05-19T00:00:00Z
aud_segment_047,Segment 047 — LTV Bucket,,,,,161,7,2023-05-22T00:00:00Z
aud_segment_048,Segment 048 — ZIP Bucket,,,,,164,8,2023-05-25T00:00:00Z
aud_segment_049,Segment 049 — Category Bucket,,,,,167,9,2023-05-28T00:00:00Z
aud_segment_050,Segment 050 — Purchase Freq Bucket,,,,,170,0,2023-05-31T00:00:00Z
aud_segment_051,Segment 051 — LTV Bucket,,,,,173,1,2023-06-03T00:00:00Z
aud_segment_052,Segment 052 — ZIP Bucket,,,,,176,2,2023-06-06T00:00:00Z
aud_segment_053,Segment 053 — Category Bucket,,,,,179,3,2023-06-09T00:00:00Z
aud_segment_054,Segment 054 — Purchase Freq Bucket,,,,,182,4,2023-06-12T00:00:00Z
aud_segment_055,Segment 055 — LTV Bucket,,,,,185,5,2023-06-15T00:00:00Z
aud_segment_056,Segment 056 — ZIP Bucket,,,,,188,6,2023-06-18T00:00:00Z
aud_segment_057,Segment 057 — Category Bucket,,,,,191,7,2023-06-21T00:00:00Z
aud_segment_058,Segment 058 — Purchase Freq Bucket,,,,,194,8,2023-06-24T00:00:00Z
aud_segment_059,Segment 059 — LTV Bucket,,,,,197,9,2023-06-27T00:00:00Z
aud_segment_060,Segment 060 — ZIP Bucket,,,,,200,0,2023-06-30T00:00:00Z
aud_segment_061,Segment 061 — Category Bucket,,,,,203,1,2023-07-03T00:00:00Z
aud_segment_062,Segment 062 — Purchase Freq Bucket,,,,,206,2,2023-07-06T00:00:00Z
aud_segment_063,Segment 063 — LTV Bucket,,,,,209,3,2023-07-09T00:00:00Z
aud_segment_064,Segment 064 — ZIP Bucket,,,,,212,4,2023-07-12T00:00:00Z
aud_segment_065,Segment 065 — Category Bucket,,,,,215,5,2023-07-15T00:00:00Z
aud_segment_066,Segment 066 — Purchase Freq Bucket,,,,,218,6,2023-07-18T00:00:00Z
aud_segment_067,Segment 067 — LTV Bucket,,,,,21,7,2023-07-21T00:00:00Z
aud_segment_068,Segment 068 — ZIP Bucket,,,,,24,8,2023-07-24T00:00:00Z
aud_segment_069,Segment 069 — Category Bucket,,,,,27,9,2023-07-27T00:00:00Z
aud_segment_070,Segment 070 — Purchase Freq Bucket,,,,,30,0,2023-07-30T00:00:00Z
aud_segment_071,Segment 071 — LTV Bucket,,,,,33,1,2023-08-02T00:00:00Z
aud_segment_072,Segment 072 — ZIP Bucket,,,,,36,2,2023-08-05T00:00:00Z
aud_segment_073,Segment 073 — Category Bucket,,,,,39,3,2023-08-08T00:00:00Z
aud_segment_074,Segment 074 — Purchase Freq Bucket,,,,,42,4,2023-08-11T00:00:00Z
aud_segment_075,Segment 075 — LTV Bucket,,,,,45,5,2023-08-14T00:00:00Z
aud_segment_076,Segment 076 — ZIP Bucket,,,,,48,6,2023-08-17T00:00:00Z
aud_segment_077,Segment 077 — Category Bucket,,,,,51,7,2023-08-20T00:00:00Z
aud_segment_078,Segment 078 — Purchase Freq Bucket,,,,,54,8,2023-08-23T00:00:00Z
aud_segment_079,Segment 079 — LTV Bucket,,,,,57,9,2023-08-26T00:00:00Z
aud_segment_080,Segment 080 — ZIP Bucket,,,,,60,0,2023-08-29T00:00:00Z
aud_segment_081,Segment 081 — Category Bucket,,,,,63,1,2023-09-01T00:00:00Z
aud_segment_082,Segment 082 — Purchase Freq Bucket,,,,,66,2,2023-09-04T00:00:00Z
aud_segment_083,Segment 083 — LTV Bucket,,,,,69,3,2023-09-07T00:00:00Z
aud_segment_084,Segment 084 — ZIP Bucket,,,,,72,4,2023-09-10T00:00:00Z
aud_segment_085,Segment 085 — Category Bucket,,,,,75,5,2023-09-13T00:00:00Z
aud_segment_086,Segment 086 — Purchase Freq Bucket,,,,,78,6,2023-09-16T00:00:00Z
aud_segment_087,Segment 087 — LTV Bucket,,,,,81,7,2023-09-19T00:00:00Z
aud_segment_088,Segment 088 — ZIP Bucket,,,,,84,8,2023-09-22T00:00:00Z
aud_segment_089,Segment 089 — Category Bucket,,,,,87,9,2023-09-25T00:00:00Z
aud_segment_090,Segment 090 — Purchase Freq Bucket,,,,,90,0,2023-09-28T00:00:00Z
aud_segment_091,Segment 091 — LTV Bucket,,,,,93,1,2023-10-01T00:00:00Z
aud_segment_092,Segment 092 — ZIP Bucket,,,,,96,2,2023-10-04T00:00:00Z
aud_segment_093,Segment 093 — Category Bucket,,,,,99,3,2023-10-07T00:00:00Z
aud_segment_094,Segment 094 — Purchase Freq Bucket,,,,,102,4,2023-10-10T00:00:00Z
aud_segment_095,Segment 095 — LTV Bucket,,,,,105,5,2023-10-13T00:00:00Z
aud_segment_096,Segment 096 — ZIP Bucket,,,,,108,6,2023-10-16T00:00:00Z
aud_segment_097,Segment 097 — Category Bucket,,,,,111,7,2023-10-19T00:00:00Z
aud_segment_098,Segment 098 — Purchase Freq Bucket,,,,,114,8,2023-10-22T00:00:00Z
aud_segment_099,Segment 099 — LTV Bucket,,,,,117,9,2023-10-25T00:00:00Z
aud_segment_100,Segment 100 — ZIP Bucket,,,,,120,0,2023-10-28T00:00:00Z
aud_segment_101,Segment 101 — Category Bucket,,,,,123,1,2023-10-31T00:00:00Z
aud_segment_102,Segment 102 — Purchase Freq Bucket,,,,,126,2,2023-11-03T00:00:00Z
aud_segment_103,Segment 103 — LTV Bucket,,,,,129,3,2023-11-06T00:00:00Z
aud_segment_104,Segment 104 — ZIP Bucket,,,,,132,4,2023-11-09T00:00:00Z
