campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
mc-cmp-2026-08-12-e014,159,168,110,0.692,29,22,0.138,2,1
mc-cmp-2026-07-01-e014,156,152,101,0.647,20,15,0.096,3,2
mc-cmp-2026-09-18-e015,162,201,124,0.765,58,41,0.253,0,1
mc-cmp-2026-09-04-e015,161,187,119,0.739,52,38,0.236,1,0
mc-cmp-2026-08-12-e015,159,168,110,0.692,29,22,0.138,2,1
mc-cmp-2026-07-01-e015,156,152,101,0.647,20,15,0.096,3,2
mc-cmp-2026-09-18-e016,162,201,124,0.765,58,41,0.253,0,1
mc-cmp-2026-09-04-e016,161,187,119,0.739,52,38,0.236,1,0
mc-cmp-2026-08-12-e016,159,168,110,0.692,29,22,0.138,2,1
mc-cmp-2026-07-01-e016,156,152,101,0.647,20,15,0.096,3,2
mc-cmp-2026-09-18-e017,162,201,124,0.765,58,41,0.253,0,1
mc-cmp-2026-09-04-e017,161,187,119,0.739,52,38,0.236,1,0
mc-cmp-2026-08-12-e017,159,168,110,0.692,29,22,0.138,2,1
mc-cmp-2026-07-01-e017,156,152,101,0.647,20,15,0.096,3,2
mc-cmp-2026-09-18-e018,162,201,124,0.765,58,41,0.253,0,1
mc-cmp-2026-09-04-e018,161,187,119,0.739,52,38,0.236,1,0
mc-cmp-2026-08-12-e018,159,168,110,0.692,29,22,0.138,2,1
mc-cmp-2026-07-01-e018,156,152,101,0.647,20,15,0.096,3,2
mc-cmp-2026-09-18-e019,162,201,124,0.765,58,41,0.253,0,1
mc-cmp-2026-09-04-e019,161,187,119,0.739,52,38,0.236,1,0
mc-cmp-2026-08-12-e019,159,168,110,0.692,29,22,0.138,2,1
mc-cmp-2026-07-01-e019,156,152,101,0.647,20,15,0.096,3,2
