product_id,retailer_id,name,brand,category,unit_size,price,in_stock,sale_price,image_url
prd_123,ret_cvs,Granola,Kirkland,Frozen,each,1.39,true,,
prd_124,ret_aldi,Croissants,Bogle,Beverages,each,7.09,true,,
prd_125,ret_costco,Waffles,Silk,Bakery,each,11.05,true,,
prd_126,ret_wholefoods,Bagels,Barilla,Snacks,each,8.87,true,,
prd_127,ret_costco,Cream Cheese,Kirkland,Produce,each,11.33,true,,
prd_128,ret_publix,Butter,Fage,Produce,each,4.09,true,,
prd_129,ret_costco,Sourdough Starter Kit,Signature,Household,each,8.25,true,,
prd_130,ret_cvs,Coffee Beans,Publix,Deli,each,2.01,true,,
prd_131,ret_walmart,Loose Leaf Tea,Barilla,Snacks,each,1.71,true,,
prd_132,ret_walmart,Sparkling Wine,Fage,Beverages,each,9.88,true,,
prd_133,ret_wholefoods,Beer,Kirkland,Pantry,each,1.31,true,,
prd_134,ret_target,Cider,Bogle,Dairy,each,1.8,true,,
prd_135,ret_target,Lemonade,Nature Own,Snacks,each,1.3,true,,
prd_136,ret_publix,Frozen Pizza,Chobani,Deli,each,10.05,true,,
prd_137,ret_target,Frozen Berries,Nature Own,Produce,each,5.32,true,,
prd_138,ret_walmart,Ice Cream,Bogle,Dairy,each,7.3,true,,
prd_139,ret_cvs,Cheddar Cheese,Fage,Snacks,each,11.82,true,,
prd_140,ret_target,Feta,Barilla,Bakery,each,10.6,true,,
prd_141,ret_kroger,Mozzarella,Barilla,Bakery,each,5.18,true,,
prd_142,ret_kroger,Pesto,Chobani,Pantry,each,11.87,true,,
prd_143,ret_publix,Tomato Paste,Fage,Beverages,each,3.14,true,,
prd_144,ret_kroger,Rice,Kirkland,Beverages,each,2.12,true,,
prd_145,ret_walgreens,Quinoa,Fage,Deli,each,10.77,true,,
prd_146,ret_sprouts,Farro,Publix,Household,each,11.69,true,,
prd_147,ret_aldi,Chickpeas,Silk,Bakery,each,8.06,true,,
prd_148,ret_walmart,Black Beans,Fage,Household,each,8.5,true,,
prd_149,ret_sprouts,Lentils,Signature,Frozen,each,5.36,true,,
prd_150,ret_publix,Chicken Broth,Rao's,Deli,each,11.71,true,,
prd_151,ret_publix,Beef Broth,Signature,Frozen,each,5.07,true,,
prd_152,ret_cvs,Vegetable Broth,Silk,Meat,each,2.78,true,,
prd_153,ret_publix,Coconut Milk,Rao's,Bakery,each,8.99,true,,
prd_154,ret_aldi,Curry Paste,Kirkland,Beverages,each,9.41,true,,
prd_155,ret_cvs,Soy Sauce,Barilla,Bakery,each,11.82,true,,
prd_156,ret_wholefoods,Sriracha,Silk,Household,each,3.01,true,,
prd_157,ret_sprouts,Salsa,Kirkland,Deli,each,2.01,true,,
prd_158,ret_aldi,Tortilla Chips,Silk,Frozen,each,11.76,true,,
prd_159,ret_target,Pretzels,Publix,Deli,each,6.86,true,,
prd_160,ret_target,Popcorn,Barilla,Bakery,each,9.58,true,,
prd_161,ret_walmart,Trail Mix,Barilla,Deli,each,8.29,true,,
prd_162,ret_cvs,Dark Chocolate,Chobani,Meat,each,3.65,true,,
prd_163,ret_aldi,Milk Chocolate,Fage,Produce,each,7.02,true,,
prd_164,ret_kroger,Vanilla Extract,Kirkland,Beverages,each,8.36,true,,
prd_165,ret_sprouts,Baking Powder,Signature,Deli,each,5.99,true,,
prd_166,ret_target,Flour,Barilla,Household,each,8.69,true,,
prd_167,ret_aldi,Sugar,Barilla,Pantry,each,7.02,true,,
prd_168,ret_walgreens,Brown Sugar,Silk,Snacks,each,7.95,true,,
prd_169,ret_sprouts,Honey,Bogle,Deli,each,3,true,,
prd_170,ret_aldi,Maple Syrup,Kirkland,Dairy,each,4.53,true,,
prd_171,ret_wholefoods,Bananas,Fage,Snacks,each,10.57,true,,
prd_172,ret_aldi,Blueberries,Silk,Snacks,each,10.64,true,,
prd_173,ret_kroger,Strawberries,Nature Own,Beverages,each,7.58,true,,
prd_174,ret_wholefoods,Raspberries,Signature,Beverages,each,1.44,true,,
prd_175,ret_walgreens,Avocado,Barilla,Beverages,each,5.22,true,,
prd_176,ret_publix,Cucumber,Barilla,Pantry,each,6.83,true,,
