order_id,user_id,retailer_id,status,subtotal,delivery_fee,service_fee,tip,total,placed_at,delivery_window_start,delivery_window_end,shopper_id
ord_2026_09_13,user-fritz-rush-decatur,ret_costco,delivered,122.4,5.99,6.12,7.50,142.01,2026-09-13T18:00:00-04:00,2026-09-13T20:00:00-04:00,2026-09-13T21:00:00-04:00,shp_168
ord_2026_11_15,user-fritz-rush-decatur,ret_aldi,delivered,116.43,5.99,5.82,7.50,135.74,2026-11-15T18:00:00-04:00,2026-11-15T20:00:00-04:00,2026-11-15T21:00:00-04:00,shp_170
ord_2026_12_16,user-fritz-rush-decatur,ret_aldi,delivered,139.7,5.99,6.99,7.50,160.18,2026-12-16T18:00:00-04:00,2026-12-16T20:00:00-04:00,2026-12-16T21:00:00-04:00,shp_171
ord_2026_01_17,user-fritz-rush-decatur,ret_wholefoods,delivered,90.57,5.99,4.53,7.50,108.59,2026-01-17T18:00:00-04:00,2026-01-17T20:00:00-04:00,2026-01-17T21:00:00-04:00,shp_172
ord_2026_02_18,user-fritz-rush-decatur,ret_target,delivered,78.59,5.99,3.93,7.50,96.01,2026-02-18T18:00:00-04:00,2026-02-18T20:00:00-04:00,2026-02-18T21:00:00-04:00,shp_173
ord_2026_03_19,user-fritz-rush-decatur,ret_target,delivered,137.62,5.99,6.88,7.50,157.99,2026-03-19T18:00:00-04:00,2026-03-19T20:00:00-04:00,2026-03-19T21:00:00-04:00,shp_174
ord_2026_04_20,user-fritz-rush-decatur,ret_target,delivered,121.33,5.99,6.07,7.50,140.89,2026-04-20T18:00:00-04:00,2026-04-20T20:00:00-04:00,2026-04-20T21:00:00-04:00,shp_175
ord_2026_05_21,user-fritz-rush-decatur,ret_target,delivered,47.74,5.99,2.39,7.50,63.62,2026-05-21T18:00:00-04:00,2026-05-21T20:00:00-04:00,2026-05-21T21:00:00-04:00,shp_176
ord_2026_06_22,user-fritz-rush-decatur,ret_target,delivered,62.44,5.99,3.12,7.50,79.05,2026-06-22T18:00:00-04:00,2026-06-22T20:00:00-04:00,2026-06-22T21:00:00-04:00,shp_177
ord_2026_07_23,user-fritz-rush-decatur,ret_costco,delivered,80.97,5.99,4.05,7.50,98.51,2026-07-23T18:00:00-04:00,2026-07-23T20:00:00-04:00,2026-07-23T21:00:00-04:00,shp_178
ord_2026_08_24,user-fritz-rush-decatur,ret_costco,delivered,104.04,5.99,5.20,7.50,122.73,2026-08-24T18:00:00-04:00,2026-08-24T20:00:00-04:00,2026-08-24T21:00:00-04:00,shp_179
ord_2026_09_25,user-fritz-rush-decatur,ret_wholefoods,delivered,74.61,5.99,3.73,7.50,91.83,2026-09-25T18:00:00-04:00,2026-09-25T20:00:00-04:00,2026-09-25T21:00:00-04:00,shp_180
ord_2026_10_26,user-fritz-rush-decatur,ret_costco,delivered,105.47,5.99,5.27,7.50,124.23,2026-10-26T18:00:00-04:00,2026-10-26T20:00:00-04:00,2026-10-26T21:00:00-04:00,shp_181
ord_2026_11_27,user-fritz-rush-decatur,ret_publix,delivered,145.85,5.99,7.29,7.50,166.63,2026-11-27T18:00:00-04:00,2026-11-27T20:00:00-04:00,2026-11-27T21:00:00-04:00,shp_182
ord_2026_12_28,user-fritz-rush-decatur,ret_aldi,delivered,67.01,5.99,3.35,7.50,83.85,2026-12-28T18:00:00-04:00,2026-12-28T20:00:00-04:00,2026-12-28T21:00:00-04:00,shp_183
ord_2026_01_01,user-fritz-rush-decatur,ret_target,delivered,117.24,5.99,5.86,7.50,136.59,2026-01-01T18:00:00-04:00,2026-01-01T20:00:00-04:00,2026-01-01T21:00:00-04:00,shp_184
ord_2026_02_02,user-fritz-rush-decatur,ret_kroger,delivered,87.52,5.99,4.38,7.50,105.39,2026-02-02T18:00:00-04:00,2026-02-02T20:00:00-04:00,2026-02-02T21:00:00-04:00,shp_185
ord_2026_03_03,user-fritz-rush-decatur,ret_wholefoods,delivered,129.51,5.99,6.48,7.50,149.48,2026-03-03T18:00:00-04:00,2026-03-03T20:00:00-04:00,2026-03-03T21:00:00-04:00,shp_186
ord_2026_04_04,user-fritz-rush-decatur,ret_kroger,delivered,139.76,5.99,6.99,7.50,160.24,2026-04-04T18:00:00-04:00,2026-04-04T20:00:00-04:00,2026-04-04T21:00:00-04:00,shp_187
ord_2026_05_05,user-fritz-rush-decatur,ret_kroger,delivered,47.16,5.99,2.36,7.50,63.01,2026-05-05T18:00:00-04:00,2026-05-05T20:00:00-04:00,2026-05-05T21:00:00-04:00,shp_188
ord_2026_06_06,user-fritz-rush-decatur,ret_aldi,delivered,68.52,5.99,3.43,7.50,85.44,2026-06-06T18:00:00-04:00,2026-06-06T20:00:00-04:00,2026-06-06T21:00:00-04:00,shp_189
ord_2026_07_07,user-fritz-rush-decatur,ret_kroger,delivered,55.98,5.99,2.80,7.50,72.27,2026-07-07T18:00:00-04:00,2026-07-07T20:00:00-04:00,2026-07-07T21:00:00-04:00,shp_190
