place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
ChIJ0009b7e76c,Main Street Bistro,"1380 Massachusetts Ave, Cambridge, MA 02138",42.373151,-71.121939,4.6,360,restaurant|point_of_interest|establishment,OPERATIONAL,2
ChIJ000d47989d,Harvest Bakery,"12 Brattle St, Cambridge, MA 02138",42.372035,-71.117947,4.2,378,bakery|point_of_interest|establishment,OPERATIONAL,2
ChIJ00144d0fa,Alewife Dental Care,"1267 Cambridge St, Cambridge, MA 02142",42.360077,-71.105503,4.6,739,dentist|point_of_interest|establishment,OPERATIONAL,3
ChIJ0011dcc85,Central Dental Care,"404 Cambridge St, Cambridge, MA 02138",42.392469,-71.105609,4.7,725,dentist|point_of_interest|establishment,OPERATIONAL,4
ChIJ001478b72,Kendall Kitchen,"176 Huron Ave, Cambridge, MA 02141",42.386027,-71.111031,4.1,789,restaurant|point_of_interest|establishment,OPERATIONAL,3
ChIJ001ac6d52,Alewife Family Medicine,"736 Prospect St, Cambridge, MA 02141",42.402038,-71.099076,3.8,702,doctor|point_of_interest|establishment,OPERATIONAL,4
ChIJ001c3e14a,Davis Bistro,"908 Brattle St, Cambridge, MA 02141",42.357260,-71.095236,4.0,1381,restaurant|point_of_interest|establishment,OPERATIONAL,4
ChIJ001b60c78,Porter Yoga Studio,"949 Brattle St, Cambridge, MA 02139",42.401029,-71.119743,4.2,1038,gym|point_of_interest|establishment,OPERATIONAL,4
ChIJ0011ad474,Riverside Pharmacy,"892 Huron Ave, Cambridge, MA 02139",42.395938,-71.111490,4.6,379,pharmacy|point_of_interest|establishment,OPERATIONAL,1
ChIJ001ee2419,Inman Fitness Center,"1230 Mount Auburn St, Cambridge, MA 02140",42.389375,-71.114409,4.2,1285,gym|point_of_interest|establishment,OPERATIONAL,1
ChIJ0010b0166,Broadway Yoga Studio,"73 Massachusetts Ave, Cambridge, MA 02139",42.352924,-71.126513,4.5,1182,gym|point_of_interest|establishment,OPERATIONAL,4
ChIJ00160e743,Concord Family Medicine,"332 Brattle St, Cambridge, MA 02140",42.386366,-71.093106,4.5,1151,doctor|point_of_interest|establishment,OPERATIONAL,1
ChIJ001c2bcb1,Concord Dental Care,"725 Prospect St, Cambridge, MA 02139",42.353985,-71.116975,4.2,116,dentist|point_of_interest|establishment,OPERATIONAL,1
ChIJ0013a3673,Windsor Dental Care,"1263 Brattle St, Cambridge, MA 02142",42.400217,-71.085529,4.7,1298,dentist|point_of_interest|establishment,OPERATIONAL,2
ChIJ0016041fd,Huron Coffee Roasters,"273 Huron Ave, Cambridge, MA 02142",42.385839,-71.139884,4.7,239,cafe|point_of_interest|establishment,OPERATIONAL,4
ChIJ001865172,Beacon Library Branch,"428 Cambridge Pkwy, Cambridge, MA 02142",42.359496,-71.124844,4.9,1160,library|point_of_interest|establishment,OPERATIONAL,3
ChIJ0010ea52f,Broadway Bakery,"887 Cambridge Pkwy, Cambridge, MA 02139",42.352512,-71.126084,4.0,1556,bakery|point_of_interest|establishment,OPERATIONAL,4
ChIJ001715778,Inman Family Medicine,"600 Hampshire St, Cambridge, MA 02142",42.350996,-71.089197,4.9,145,doctor|point_of_interest|establishment,OPERATIONAL,1
ChIJ001d5913c,Cedar Market,"403 Cambridge Pkwy, Cambridge, MA 02140",42.381922,-71.085089,4.5,619,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,4
ChIJ00120b2a1,Concord Bakery,"1599 Concord Ave, Cambridge, MA 02142",42.372321,-71.132521,3.9,1106,bakery|point_of_interest|establishment,OPERATIONAL,3
ChIJ001d13dba,Elm Library Branch,"676 Hampshire St, Cambridge, MA 02139",42.380702,-71.139742,4.1,708,library|point_of_interest|establishment,OPERATIONAL,3
ChIJ0017dec4e,Prospect Fitness Center,"373 Cambridge St, Cambridge, MA 02138",42.400722,-71.091039,4.0,891,gym|point_of_interest|establishment,OPERATIONAL,1
ChIJ0016fad67,Broadway Kitchen,"502 Massachusetts Ave, Cambridge, MA 02141",42.406466,-71.088934,4.5,922,restaurant|point_of_interest|establishment,OPERATIONAL,3
ChIJ00103e44c,Davis Pharmacy,"947 Huron Ave, Cambridge, MA 02141",42.385553,-71.105693,4.8,1676,pharmacy|point_of_interest|establishment,OPERATIONAL,1
ChIJ0014210b8,Riverside Kitchen,"838 Huron Ave, Cambridge, MA 02140",42.363441,-71.132523,4.4,1745,restaurant|point_of_interest|establishment,OPERATIONAL,3
ChIJ001a7d952,Maple Dental Care,"998 Prospect St, Cambridge, MA 02139",42.409206,-71.090795,4.6,1691,dentist|point_of_interest|establishment,OPERATIONAL,2
ChIJ00129ab86,Beacon Hardware,"1466 Cambridge Pkwy, Cambridge, MA 02141",42.398334,-71.124147,3.8,1689,hardware_store|point_of_interest|establishment,OPERATIONAL,1
ChIJ00180f104,Harvard Art Gallery,"453 Huron Ave, Cambridge, MA 02140",42.351862,-71.123798,4.1,392,museum|point_of_interest|establishment,OPERATIONAL,4
ChIJ0019008e2,Kendall Coffee Roasters,"848 Concord Ave, Cambridge, MA 02141",42.376884,-71.117597,3.8,759,cafe|point_of_interest|establishment,OPERATIONAL,3
ChIJ001c36ccc,Alewife Pharmacy,"1339 Brattle St, Cambridge, MA 02140",42.352755,-71.080041,4.8,478,pharmacy|point_of_interest|establishment,OPERATIONAL,3
ChIJ001bf3305,Brattle Bakery,"1494 Hampshire St, Cambridge, MA 02140",42.393528,-71.105085,4.1,1506,bakery|point_of_interest|establishment,OPERATIONAL,1
ChIJ0011e31e6,Windsor Cafe,"1095 Cambridge St, Cambridge, MA 02141",42.373911,-71.094983,3.8,457,cafe|point_of_interest|establishment,OPERATIONAL,3
ChIJ00111b6d2,Broadway Yoga Studio,"88 Massachusetts Ave, Cambridge, MA 02142",42.351363,-71.127990,4.5,656,gym|point_of_interest|establishment,OPERATIONAL,3
ChIJ001b3f1a2,Huron Library Branch,"1448 Huron Ave, Cambridge, MA 02140",42.404629,-71.098911,4.6,1217,library|point_of_interest|establishment,OPERATIONAL,4
ChIJ0018fa895,Alewife Yoga Studio,"735 Hampshire St, Cambridge, MA 02138",42.399011,-71.108632,3.7,1197,gym|point_of_interest|establishment,OPERATIONAL,1
ChIJ001d2a812,Alewife Hardware,"578 Concord Ave, Cambridge, MA 02140",42.374248,-71.100569,4.3,1475,hardware_store|point_of_interest|establishment,OPERATIONAL,2
ChIJ0017f830d,Brattle Family Medicine,"1253 Massachusetts Ave, Cambridge, MA 02141",42.403277,-71.131258,4.8,1594,doctor|point_of_interest|establishment,OPERATIONAL,4
ChIJ001c71811,Brattle Dental Care,"24 Prospect St, Cambridge, MA 02138",42.363857,-71.088790,3.7,530,dentist|point_of_interest|establishment,OPERATIONAL,4
ChIJ0010b5885,Riverside Cafe,"432 Concord Ave, Cambridge, MA 02141",42.352926,-71.109895,3.8,1541,cafe|point_of_interest|establishment,OPERATIONAL,2
ChIJ0018a9273,Brattle Bistro,"274 Cambridge St, Cambridge, MA 02139",42.369851,-71.099040,4.5,1018,restaurant|point_of_interest|establishment,OPERATIONAL,4
ChIJ001cbd784,Broadway Pharmacy,"762 Massachusetts Ave, Cambridge, MA 02139",42.396599,-71.122288,4.6,1713,pharmacy|point_of_interest|establishment,OPERATIONAL,4
ChIJ001eaa361,Hampshire Yoga Studio,"764 Cambridge Pkwy, Cambridge, MA 02139",42.373961,-71.132268,4.5,644,gym|point_of_interest|establishment,OPERATIONAL,3
ChIJ001cf4c35,Inman Family Medicine,"469 Cambridge St, Cambridge, MA 02141",42.372110,-71.080685,4.2,197,doctor|point_of_interest|establishment,OPERATIONAL,2
ChIJ0013460f4,Elm Pharmacy,"398 Massachusetts Ave, Cambridge, MA 02142",42.382184,-71.086538,4.8,643,pharmacy|point_of_interest|establishment,OPERATIONAL,4
ChIJ001caf471,Beacon Art Gallery,"1208 Concord Ave, Cambridge, MA 02142",42.365875,-71.116496,3.8,1579,museum|point_of_interest|establishment,OPERATIONAL,1
ChIJ001ef2d35,Concord Market,"1025 Brattle St, Cambridge, MA 02140",42.358680,-71.116511,4.2,801,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,2
ChIJ001de957c,Central Family Medicine,"800 Mount Auburn St, Cambridge, MA 02139",42.387102,-71.117491,3.8,613,doctor|point_of_interest|establishment,OPERATIONAL,1
ChIJ0013eaec7,Concord Bookshop,"61 Brattle St, Cambridge, MA 02141",42.404725,-71.107082,4.4,340,book_store|point_of_interest|establishment,OPERATIONAL,2
ChIJ001f96777,Harvard Bookshop,"50 Cambridge Pkwy, Cambridge, MA 02139",42.372241,-71.135656,4.9,252,book_store|point_of_interest|establishment,OPERATIONAL,3
ChIJ00146e7c7,Brattle Bookshop,"561 Cambridge St, Cambridge, MA 02139",42.407532,-71.132200,3.7,1192,book_store|point_of_interest|establishment,OPERATIONAL,4
ChIJ001beacac,Hampshire Market,"602 Brattle St, Cambridge, MA 02142",42.397538,-71.134347,3.9,757,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,1
ChIJ00161a2bb,Beacon Bookshop,"30 Massachusetts Ave, Cambridge, MA 02138",42.370629,-71.130339,4.4,1929,book_store|point_of_interest|establishment,OPERATIONAL,1
ChIJ00167a354,Concord Family Medicine,"1169 Cambridge St, Cambridge, MA 02138",42.365902,-71.105661,4.6,574,doctor|point_of_interest|establishment,OPERATIONAL,1
ChIJ001c49067,Riverside Bakery,"454 Cambridge St, Cambridge, MA 02141",42.386213,-71.100138,4.1,1208,bakery|point_of_interest|establishment,OPERATIONAL,4
ChIJ0018e6982,Porter Library Branch,"360 Cambridge St, Cambridge, MA 02140",42.385742,-71.102476,4.1,1812,library|point_of_interest|establishment,OPERATIONAL,2
ChIJ001cf9e0f,Alewife Market,"528 Prospect St, Cambridge, MA 02142",42.362671,-71.108133,4.0,1559,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,2
ChIJ00184ca5a,Cedar Market,"890 Huron Ave, Cambridge, MA 02141",42.362131,-71.138994,4.4,784,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,4
ChIJ00138dbbb,Beacon Art Gallery,"405 Huron Ave, Cambridge, MA 02139",42.403677,-71.123230,4.3,1082,museum|point_of_interest|establishment,OPERATIONAL,4
ChIJ001601593,Harvard Family Medicine,"519 Cambridge Pkwy, Cambridge, MA 02139",42.382876,-71.129236,4.2,1805,doctor|point_of_interest|establishment,OPERATIONAL,4
ChIJ0013f0071,Hampshire Library Branch,"906 Broadway, Cambridge, MA 02140",42.404656,-71.116452,4.6,622,library|point_of_interest|establishment,OPERATIONAL,1
ChIJ001fdd071,Davis Pharmacy,"1022 Hampshire St, Cambridge, MA 02139",42.395540,-71.118191,3.9,708,pharmacy|point_of_interest|establishment,OPERATIONAL,4
ChIJ00188a578,Inman Fitness Center,"550 Broadway, Cambridge, MA 02141",42.370795,-71.091150,4.9,1391,gym|point_of_interest|establishment,OPERATIONAL,3
ChIJ001a4959e,Central Kitchen,"929 Massachusetts Ave, Cambridge, MA 02139",42.393844,-71.095836,4.8,867,restaurant|point_of_interest|establishment,OPERATIONAL,2
ChIJ001e96e1f,Brattle Bookshop,"583 Brattle St, Cambridge, MA 02141",42.361279,-71.121049,3.7,309,book_store|point_of_interest|establishment,OPERATIONAL,3
ChIJ0010c1190,Cedar Bistro,"345 Huron Ave, Cambridge, MA 02141",42.375783,-71.129260,4.6,1056,restaurant|point_of_interest|establishment,OPERATIONAL,2
ChIJ001d6739d,Elm Fitness Center,"1117 Broadway, Cambridge, MA 02142",42.353107,-71.123879,3.8,1662,gym|point_of_interest|establishment,OPERATIONAL,3
ChIJ001ebbfd5,Fresh Pond Art Gallery,"638 Hampshire St, Cambridge, MA 02141",42.386819,-71.125489,3.9,448,museum|point_of_interest|establishment,OPERATIONAL,3
ChIJ001035e8f,Central Coffee Roasters,"515 Concord Ave, Cambridge, MA 02139",42.371988,-71.136245,3.9,664,cafe|point_of_interest|establishment,OPERATIONAL,1
ChIJ001a38709,Concord Bookshop,"939 Prospect St, Cambridge, MA 02142",42.398195,-71.130251,4.7,900,book_store|point_of_interest|establishment,OPERATIONAL,3
ChIJ0010500ce,Davis Hardware,"1020 Brattle St, Cambridge, MA 02141",42.376741,-71.081815,4.2,1536,hardware_store|point_of_interest|establishment,OPERATIONAL,1
ChIJ00178f0ab,Broadway Bookshop,"1004 Mount Auburn St, Cambridge, MA 02139",42.406281,-71.131806,4.0,79,book_store|point_of_interest|establishment,OPERATIONAL,2
ChIJ001ed5b24,Prospect Pharmacy,"319 Brattle St, Cambridge, MA 02142",42.380226,-71.081328,3.9,1042,pharmacy|point_of_interest|establishment,OPERATIONAL,1
ChIJ001d959e6,Inman Family Medicine,"1262 Prospect St, Cambridge, MA 02140",42.405832,-71.105883,3.8,1624,doctor|point_of_interest|establishment,OPERATIONAL,2
ChIJ001828201,Central Coffee Roasters,"352 Broadway, Cambridge, MA 02142",42.355202,-71.085665,3.8,887,cafe|point_of_interest|establishment,OPERATIONAL,2
ChIJ0014319e6,Beacon Bookshop,"1493 Cambridge St, Cambridge, MA 02142",42.381333,-71.087669,4.2,312,book_store|point_of_interest|establishment,OPERATIONAL,1
ChIJ001b7fda6,Hampshire Coffee Roasters,"741 Cambridge St, Cambridge, MA 02139",42.386366,-71.106960,4.7,710,cafe|point_of_interest|establishment,OPERATIONAL,3
ChIJ0012f96f4,Porter Yoga Studio,"921 Cambridge Pkwy, Cambridge, MA 02138",42.407153,-71.130228,4.4,610,gym|point_of_interest|establishment,OPERATIONAL,4
ChIJ0012b571a,Alewife Dental Care,"147 Concord Ave, Cambridge, MA 02138",42.395031,-71.138080,4.9,1902,dentist|point_of_interest|establishment,OPERATIONAL,1
ChIJ001c35ecc,Broadway Bakery,"21 Mount Auburn St, Cambridge, MA 02139",42.389609,-71.127855,3.9,1158,bakery|point_of_interest|establishment,OPERATIONAL,4
ChIJ001d97d7e,Beacon Market,"179 Hampshire St, Cambridge, MA 02139",42.385743,-71.130457,4.5,166,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,3
ChIJ001013f35,Brattle Cafe,"817 Cambridge Pkwy, Cambridge, MA 02140",42.361058,-71.117122,3.9,1390,cafe|point_of_interest|establishment,OPERATIONAL,4
ChIJ001c3e772,Windsor Market,"870 Mount Auburn St, Cambridge, MA 02142",42.355037,-71.111342,4.4,591,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,2
ChIJ001daa1f9,Concord Market,"880 Cambridge St, Cambridge, MA 02139",42.381580,-71.111115,4.3,334,grocery_or_supermarket|point_of_interest|establishment,OPERATIONAL,4
ChIJ001f5ded9,Fresh Pond Coffee Roasters,"676 Concord Ave, Cambridge, MA 02140",42.373923,-71.106869,4.8,1723,cafe|point_of_interest|establishment,OPERATIONAL,4
ChIJ001a15b89,Harvard Hardware,"912 Concord Ave, Cambridge, MA 02142",42.373074,-71.091864,3.9,729,hardware_store|point_of_interest|establishment,OPERATIONAL,1
ChIJ001ae12c5,Kendall Fitness Center,"871 Hampshire St, Cambridge, MA 02141",42.385767,-71.128363,4.0,1840,gym|point_of_interest|establishment,OPERATIONAL,3
ChIJ00136e516,Broadway Yoga Studio,"554 Prospect St, Cambridge, MA 02139",42.376412,-71.098187,4.6,159,gym|point_of_interest|establishment,OPERATIONAL,2
ChIJ001f5badc,Inman Bakery,"1002 Cambridge St, Cambridge, MA 02138",42.393091,-71.086145,4.2,1846,bakery|point_of_interest|establishment,OPERATIONAL,2
ChIJ00164263f,Inman Hardware,"719 Prospect St, Cambridge, MA 02141",42.354937,-71.080277,3.8,1028,hardware_store|point_of_interest|establishment,OPERATIONAL,4
ChIJ001b69d84,Concord Art Gallery,"453 Prospect St, Cambridge, MA 02141",42.407735,-71.126380,4.6,997,museum|point_of_interest|establishment,OPERATIONAL,4
ChIJ001b0068a,Davis Cafe,"600 Huron Ave, Cambridge, MA 02139",42.359661,-71.082369,3.8,570,cafe|point_of_interest|establishment,OPERATIONAL,3
ChIJ00195f7c1,Central Art Gallery,"860 Prospect St, Cambridge, MA 02138",42.387383,-71.124372,3.7,84,museum|point_of_interest|establishment,OPERATIONAL,3
ChIJ0012d5f01,Riverside Kitchen,"585 Prospect St, Cambridge, MA 02140",42.352993,-71.137156,4.4,1022,restaurant|point_of_interest|establishment,OPERATIONAL,1
ChIJ001525db0,Maple Bakery,"428 Mount Auburn St, Cambridge, MA 02142",42.402819,-71.104690,4.2,1427,bakery|point_of_interest|establishment,OPERATIONAL,2
ChIJ00177f1b5,Beacon Fitness Center,"153 Cambridge Pkwy, Cambridge, MA 02138",42.360698,-71.102021,4.6,252,gym|point_of_interest|establishment,OPERATIONAL,4
ChIJ0012d41a2,Central Cafe,"1108 Hampshire St, Cambridge, MA 02141",42.361730,-71.124276,4.2,909,cafe|point_of_interest|establishment,OPERATIONAL,4
ChIJ001e19896,Riverside Fitness Center,"1015 Mount Auburn St, Cambridge, MA 02141",42.396927,-71.086434,4.9,1937,gym|point_of_interest|establishment,OPERATIONAL,3
ChIJ001bebb2a,Inman Library Branch,"757 Mount Auburn St, Cambridge, MA 02140",42.409858,-71.100584,4.1,492,library|point_of_interest|establishment,OPERATIONAL,3
ChIJ001724828,Hampshire Kitchen,"578 Broadway, Cambridge, MA 02140",42.399908,-71.116446,4.0,564,restaurant|point_of_interest|establishment,OPERATIONAL,3
ChIJ001b275ab,Inman Dental Care,"662 Concord Ave, Cambridge, MA 02138",42.398993,-71.081394,4.3,702,dentist|point_of_interest|establishment,OPERATIONAL,2
ChIJ001904ba7,Central Pharmacy,"978 Cambridge Pkwy, Cambridge, MA 02139",42.401608,-71.129685,4.7,1754,pharmacy|point_of_interest|establishment,OPERATIONAL,1
ChIJ0018b48ee,Prospect Cafe,"595 Massachusetts Ave, Cambridge, MA 02138",42.400315,-71.112078,4.3,1531,cafe|point_of_interest|establishment,OPERATIONAL,4
