tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
FDX68880692,FEDEX_GROUND,FedEx Ground,2026-05-20,38116,10001,5.0,USD,18.45,https://fedex.example/labels/794612035840.pdf
FDX93888595,FEDEX_GROUND,FedEx Ground,2026-05-20,38116,10001,5.0,USD,18.45,https://fedex.example/labels/794612035840.pdf
794688991234,FEDEX_GROUND,FedEx Ground,2026-09-23,74104,74017,9.0,USD,21.35,https://fedex.example/labels/794688991234.pdf
FDX50000021,FEDEX_GROUND,FedEx Ground,2026-01-18,74104,73069,2.1,USD,16.52,https://fedex.example/labels/50000021.pdf
FDX50000022,FEDEX_GROUND,FedEx Ground,2026-02-11,74104,74037,1.8,USD,11.87,https://fedex.example/labels/50000022.pdf
FDX50000023,FEDEX_GROUND,FedEx Ground,2026-06-03,74104,74055,1.8,USD,11.14,https://fedex.example/labels/50000023.pdf
FDX50000024,FEDEX_GROUND,FedEx Ground,2026-07-28,74104,74074,4.8,USD,15.71,https://fedex.example/labels/50000024.pdf
FDX50000025,FEDEX_GROUND,FedEx Ground,2026-08-06,74104,74074,2.8,USD,15.24,https://fedex.example/labels/50000025.pdf
FDX50000026,FEDEX_GROUND,FedEx Ground,2026-09-02,74104,74008,5.7,USD,9.32,https://fedex.example/labels/50000026.pdf
FDX50000027,FEDEX_GROUND,FedEx Ground,2026-09-25,74104,74063,2.4,USD,11.11,https://fedex.example/labels/50000027.pdf
FDX50000028,FEDEX_GROUND,FedEx Ground,2026-04-01,74104,74012,2.4,USD,11.27,https://fedex.example/labels/50000028.pdf
FDX50000029,FEDEX_GROUND,FedEx Ground,2026-03-25,74104,74074,1.5,USD,13.85,https://fedex.example/labels/50000029.pdf
FDX50000030,FEDEX_GROUND,FedEx Ground,2026-03-25,74104,74401,4.7,USD,13.98,https://fedex.example/labels/50000030.pdf
FDX50000031,FEDEX_GROUND,FedEx Ground,2026-02-06,74104,74012,1.9,USD,14.92,https://fedex.example/labels/50000031.pdf
FDX50000032,FEDEX_GROUND,FedEx Ground,2026-07-19,74104,74037,1.4,USD,16.57,https://fedex.example/labels/50000032.pdf
FDX50000033,FEDEX_GROUND,FedEx Ground,2026-06-13,74104,74008,3.4,USD,13.00,https://fedex.example/labels/50000033.pdf
FDX50000034,FEDEX_GROUND,FedEx Ground,2026-05-28,74104,74074,1.1,USD,11.16,https://fedex.example/labels/50000034.pdf
FDX50000035,FEDEX_GROUND,FedEx Ground,2026-03-08,74104,74074,2.4,USD,11.48,https://fedex.example/labels/50000035.pdf
FDX50000036,FEDEX_GROUND,FedEx Ground,2026-06-02,74104,74104,5.1,USD,9.05,https://fedex.example/labels/50000036.pdf
FDX50000037,FEDEX_GROUND,FedEx Ground,2026-01-21,74104,74012,5.8,USD,12.79,https://fedex.example/labels/50000037.pdf
FDX50000038,FEDEX_GROUND,FedEx Ground,2026-05-05,74104,74104,4.4,USD,9.03,https://fedex.example/labels/50000038.pdf
FDX50000039,FEDEX_GROUND,FedEx Ground,2026-01-17,74104,73069,2.7,USD,11.71,https://fedex.example/labels/50000039.pdf
FDX50000040,FEDEX_GROUND,FedEx Ground,2026-07-15,74104,74008,1.7,USD,14.84,https://fedex.example/labels/50000040.pdf
FDX50000041,FEDEX_GROUND,FedEx Ground,2026-08-26,74104,73003,5.5,USD,11.64,https://fedex.example/labels/50000041.pdf
FDX50000042,FEDEX_GROUND,FedEx Ground,2026-07-15,74104,74401,2.5,USD,8.98,https://fedex.example/labels/50000042.pdf
FDX50000043,FEDEX_GROUND,FedEx Ground,2026-04-16,74104,74104,5.4,USD,11.74,https://fedex.example/labels/50000043.pdf
FDX50000044,FEDEX_GROUND,FedEx Ground,2026-07-25,74104,74008,1.2,USD,8.02,https://fedex.example/labels/50000044.pdf
FDX50000045,FEDEX_GROUND,FedEx Ground,2026-04-28,74104,74401,3.7,USD,13.95,https://fedex.example/labels/50000045.pdf
FDX50000046,FEDEX_GROUND,FedEx Ground,2026-06-08,74104,74104,4.3,USD,11.61,https://fedex.example/labels/50000046.pdf
FDX50000047,FEDEX_GROUND,FedEx Ground,2026-05-11,74104,73003,5.1,USD,17.31,https://fedex.example/labels/50000047.pdf
FDX50000048,FEDEX_GROUND,FedEx Ground,2026-02-08,74104,74055,5.2,USD,12.79,https://fedex.example/labels/50000048.pdf
FDX50000049,FEDEX_GROUND,FedEx Ground,2026-09-05,74104,73003,5.2,USD,9.82,https://fedex.example/labels/50000049.pdf
FDX50000050,FEDEX_GROUND,FedEx Ground,2026-09-22,74104,74008,3.0,USD,11.20,https://fedex.example/labels/50000050.pdf
FDX50000051,FEDEX_GROUND,FedEx Ground,2026-01-05,74104,74074,3.7,USD,8.37,https://fedex.example/labels/50000051.pdf
FDX50000052,FEDEX_GROUND,FedEx Ground,2026-06-26,74104,74055,5.1,USD,13.66,https://fedex.example/labels/50000052.pdf
FDX50000053,FEDEX_GROUND,FedEx Ground,2026-05-02,74104,74012,5.5,USD,8.30,https://fedex.example/labels/50000053.pdf
FDX50000054,FEDEX_GROUND,FedEx Ground,2026-04-20,74104,74074,2.3,USD,10.08,https://fedex.example/labels/50000054.pdf
FDX50000055,FEDEX_GROUND,FedEx Ground,2026-09-05,74104,74401,1.9,USD,8.85,https://fedex.example/labels/50000055.pdf
FDX50000056,FEDEX_GROUND,FedEx Ground,2026-07-18,74104,74055,2.8,USD,15.11,https://fedex.example/labels/50000056.pdf
FDX50000057,FEDEX_GROUND,FedEx Ground,2026-01-27,74104,74055,4.3,USD,16.75,https://fedex.example/labels/50000057.pdf
FDX50000058,FEDEX_GROUND,FedEx Ground,2026-01-15,74104,74055,4.5,USD,17.66,https://fedex.example/labels/50000058.pdf
FDX50000059,FEDEX_GROUND,FedEx Ground,2026-05-06,74104,74074,1.3,USD,13.21,https://fedex.example/labels/50000059.pdf
FDX50000060,FEDEX_GROUND,FedEx Ground,2026-05-14,74104,74063,2.3,USD,12.89,https://fedex.example/labels/50000060.pdf
FDX50000061,FEDEX_GROUND,FedEx Ground,2026-08-05,74104,74063,5.6,USD,17.89,https://fedex.example/labels/50000061.pdf
FDX50000062,FEDEX_GROUND,FedEx Ground,2026-09-22,74104,74104,4.2,USD,14.48,https://fedex.example/labels/50000062.pdf
FDX50000063,FEDEX_GROUND,FedEx Ground,2026-07-08,74104,74012,4.3,USD,8.14,https://fedex.example/labels/50000063.pdf
FDX50000064,FEDEX_GROUND,FedEx Ground,2026-01-24,74104,74012,5.2,USD,13.83,https://fedex.example/labels/50000064.pdf
FDX50000065,FEDEX_GROUND,FedEx Ground,2026-03-13,74104,74401,1.4,USD,16.52,https://fedex.example/labels/50000065.pdf
FDX50000066,FEDEX_GROUND,FedEx Ground,2026-05-05,74104,74104,2.7,USD,9.13,https://fedex.example/labels/50000066.pdf
FDX50000067,FEDEX_GROUND,FedEx Ground,2026-09-23,74104,74012,2.1,USD,17.93,https://fedex.example/labels/50000067.pdf
FDX50000068,FEDEX_GROUND,FedEx Ground,2026-08-13,74104,74012,4.5,USD,16.55,https://fedex.example/labels/50000068.pdf
FDX50000069,FEDEX_GROUND,FedEx Ground,2026-04-06,74104,74074,5.6,USD,8.92,https://fedex.example/labels/50000069.pdf
FDX50000070,FEDEX_GROUND,FedEx Ground,2026-02-23,74104,74037,5.4,USD,13.67,https://fedex.example/labels/50000070.pdf
FDX50000071,FEDEX_GROUND,FedEx Ground,2026-04-07,74104,74037,4.3,USD,13.39,https://fedex.example/labels/50000071.pdf
FDX50000072,FEDEX_GROUND,FedEx Ground,2026-05-10,74104,73003,5.4,USD,17.81,https://fedex.example/labels/50000072.pdf
FDX50000073,FEDEX_GROUND,FedEx Ground,2026-03-02,74104,74401,4.2,USD,17.04,https://fedex.example/labels/50000073.pdf
FDX50000074,FEDEX_GROUND,FedEx Ground,2026-08-21,74104,73069,2.7,USD,15.12,https://fedex.example/labels/50000074.pdf
FDX50000075,FEDEX_GROUND,FedEx Ground,2026-01-17,74104,74074,1.3,USD,15.05,https://fedex.example/labels/50000075.pdf
FDX50000076,FEDEX_GROUND,FedEx Ground,2026-07-15,74104,74008,4.7,USD,10.32,https://fedex.example/labels/50000076.pdf
FDX50000077,FEDEX_GROUND,FedEx Ground,2026-08-04,74104,74012,2.8,USD,14.91,https://fedex.example/labels/50000077.pdf
FDX50000078,FEDEX_GROUND,FedEx Ground,2026-09-06,74104,73069,1.7,USD,11.82,https://fedex.example/labels/50000078.pdf
FDX50000079,FEDEX_GROUND,FedEx Ground,2026-09-22,74104,74037,5.7,USD,14.61,https://fedex.example/labels/50000079.pdf
FDX50000080,FEDEX_GROUND,FedEx Ground,2026-06-21,74104,74074,2.5,USD,16.99,https://fedex.example/labels/50000080.pdf
FDX50000081,FEDEX_GROUND,FedEx Ground,2026-02-26,74104,74008,4.8,USD,10.57,https://fedex.example/labels/50000081.pdf
FDX50000082,FEDEX_GROUND,FedEx Ground,2026-09-15,74104,74037,5.9,USD,16.51,https://fedex.example/labels/50000082.pdf
FDX50000083,FEDEX_GROUND,FedEx Ground,2026-02-05,74104,74401,1.4,USD,9.01,https://fedex.example/labels/50000083.pdf
FDX50000084,FEDEX_GROUND,FedEx Ground,2026-03-22,74104,73069,1.5,USD,16.30,https://fedex.example/labels/50000084.pdf
FDX50000085,FEDEX_GROUND,FedEx Ground,2026-05-19,74104,74008,3.5,USD,9.77,https://fedex.example/labels/50000085.pdf
FDX50000086,FEDEX_GROUND,FedEx Ground,2026-05-13,74104,73003,6.0,USD,11.45,https://fedex.example/labels/50000086.pdf
FDX50000087,FEDEX_GROUND,FedEx Ground,2026-06-26,74104,73069,3.6,USD,16.19,https://fedex.example/labels/50000087.pdf
FDX50000088,FEDEX_GROUND,FedEx Ground,2026-02-11,74104,74063,5.5,USD,11.41,https://fedex.example/labels/50000088.pdf
FDX50000089,FEDEX_GROUND,FedEx Ground,2026-02-13,74104,74008,4.1,USD,11.60,https://fedex.example/labels/50000089.pdf
FDX50000090,FEDEX_GROUND,FedEx Ground,2026-09-04,74104,74063,1.9,USD,8.13,https://fedex.example/labels/50000090.pdf
FDX50000091,FEDEX_GROUND,FedEx Ground,2026-09-01,74104,74037,4.6,USD,12.78,https://fedex.example/labels/50000091.pdf
FDX50000092,FEDEX_GROUND,FedEx Ground,2026-07-09,74104,74012,5.1,USD,9.24,https://fedex.example/labels/50000092.pdf
FDX50000093,FEDEX_GROUND,FedEx Ground,2026-03-21,74104,74055,4.8,USD,15.23,https://fedex.example/labels/50000093.pdf
FDX50000094,FEDEX_GROUND,FedEx Ground,2026-01-17,74104,74012,1.1,USD,17.20,https://fedex.example/labels/50000094.pdf
FDX50000095,FEDEX_GROUND,FedEx Ground,2026-02-19,74104,74008,2.1,USD,14.88,https://fedex.example/labels/50000095.pdf
FDX50000096,FEDEX_GROUND,FedEx Ground,2026-09-27,74104,74008,5.2,USD,9.17,https://fedex.example/labels/50000096.pdf
FDX50000097,FEDEX_GROUND,FedEx Ground,2026-04-15,74104,74037,2.7,USD,12.82,https://fedex.example/labels/50000097.pdf
FDX50000098,FEDEX_GROUND,FedEx Ground,2026-09-03,74104,74401,1.8,USD,11.68,https://fedex.example/labels/50000098.pdf
FDX50000099,FEDEX_GROUND,FedEx Ground,2026-04-15,74104,74401,5.6,USD,11.10,https://fedex.example/labels/50000099.pdf
FDX50000100,FEDEX_GROUND,FedEx Ground,2026-09-04,74104,73003,5.8,USD,17.04,https://fedex.example/labels/50000100.pdf
FDX50000101,FEDEX_GROUND,FedEx Ground,2026-08-24,74104,73069,1.9,USD,10.37,https://fedex.example/labels/50000101.pdf
FDX50000102,FEDEX_GROUND,FedEx Ground,2026-03-05,74104,74012,3.6,USD,9.39,https://fedex.example/labels/50000102.pdf
FDX50000103,FEDEX_GROUND,FedEx Ground,2026-07-16,74104,74104,1.9,USD,13.18,https://fedex.example/labels/50000103.pdf
FDX50000104,FEDEX_GROUND,FedEx Ground,2026-09-23,74104,74074,2.1,USD,14.45,https://fedex.example/labels/50000104.pdf
FDX50000105,FEDEX_GROUND,FedEx Ground,2026-07-18,74104,73069,1.1,USD,17.71,https://fedex.example/labels/50000105.pdf
FDX50000106,FEDEX_GROUND,FedEx Ground,2026-01-21,74104,74008,3.4,USD,11.27,https://fedex.example/labels/50000106.pdf
FDX50000107,FEDEX_GROUND,FedEx Ground,2026-07-01,74104,74104,2.9,USD,12.09,https://fedex.example/labels/50000107.pdf
