zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
060,1269 Glacier Ln,Cut Bank,MT,59417,48.9746,-112.7853,3,2,2362,439242,1951,SingleFamily,143942,140625,863,ForSale,64,
061,649 2nd Ln,Great Falls,MT,59417,48.9362,-113.3414,2,3,1653,252896,1999,SingleFamily,243635,254756,1461,ForSale,65,
062,7984 3rd Ave,East Glacier,MT,59417,48.0151,-112.7056,2,1.5,1262,128714,2005,SingleFamily,250138,254375,1500,ForSale,63,
063,246 Main Dr,Great Falls,MT,59417,48.1577,-113.4086,5,3,1434,199719,1961,SingleFamily,210402,215394,1262,ForSale,16,
064,5924 1st Dr,Browning,MT,59417,48.7332,-113.4786,3,2.5,1753,171062,1994,SingleFamily,310015,302436,1860,ForSale,65,
065,746 Elm Ln,Shelby,MT,59417,48.3477,-112.7676,4,3,2807,104497,1973,SingleFamily,365013,348611,2190,ForSale,18,
066,8802 1st Ln,East Glacier,MT,59417,48.3790,-113.3145,4,3,2303,243068,1950,SingleFamily,345267,312032,2071,RecentlySold,159,
067,4012 Pine St,Great Falls,MT,59417,48.1541,-113.2169,5,1.5,2946,363206,2013,SingleFamily,369127,362468,2214,RecentlySold,29,
068,1677 Glacier St,Browning,MT,59417,48.1916,-113.4682,3,1.5,928,110947,1963,SingleFamily,334473,343955,2006,ForSale,169,
069,8126 Glacier Dr,Great Falls,MT,59417,48.9302,-113.2913,4,1,2300,120722,1959,SingleFamily,86860,86710,521,ForSale,120,
070,1094 Pine Dr,Great Falls,MT,59417,48.0407,-113.4296,5,2,1038,436826,1984,SingleFamily,357359,343343,2144,ForSale,133,
071,1691 Central Ave,Shelby,MT,59417,48.6253,-113.3211,5,1.5,1591,280876,1981,SingleFamily,378858,397739,2273,ForSale,28,
072,9546 Pine Ln,Great Falls,MT,59417,48.4016,-113.1625,5,1,1483,420478,1973,SingleFamily,368340,343158,2210,ForSale,91,
073,5263 Glacier Rd,East Glacier,MT,59417,48.5456,-113.1249,5,2.5,2124,323983,1980,SingleFamily,375250,379020,2251,RecentlySold,93,
074,7512 Elm Ln,Browning,MT,59417,48.0066,-112.5156,2,2,866,276376,1967,SingleFamily,238251,224662,1429,RecentlySold,6,
075,4621 Glacier Dr,Shelby,MT,59417,48.1384,-113.1329,3,1,954,246366,1995,SingleFamily,161845,164504,971,ForSale,66,
076,5020 Central Dr,Heart Butte,MT,59417,48.4883,-112.6010,3,1,2129,420710,2011,SingleFamily,170650,177573,1023,ForSale,153,
077,5021 Main Dr,Heart Butte,MT,59417,48.9302,-113.3795,2,1,2169,187415,2005,SingleFamily,298377,314512,1790,ForSale,163,
078,6366 Main Rd,Shelby,MT,59417,48.1532,-112.8264,2,2,1412,176353,2014,SingleFamily,195761,215234,1174,ForSale,153,
079,9524 Glacier St,Cut Bank,MT,59417,48.0825,-112.9286,5,2,2415,82601,1966,SingleFamily,256248,233150,1537,ForSale,68,
080,125 Main St,Browning,MT,59417,48.6023,-112.8382,4,2.5,2399,162576,1981,SingleFamily,228324,232747,774,ForSale,65,
081,736 Central St,Cut Bank,MT,59417,48.5246,-113.1274,2,1,2112,132535,1959,SingleFamily,109345,104931,1252,ForSale,6,
082,192 Pine St,Browning,MT,59417,48.5062,-112.8928,3,1,1122,179099,1979,SingleFamily,174396,220651,1398,RecentlySold,73,
083,811 Central St,Browning,MT,59417,48.7264,-112.9100,3,2,1076,142262,1975,SingleFamily,182578,339567,698,RecentlySold,52,
084,872 Pine St,Cut Bank,MT,59417,48.7910,-112.8394,4,2.5,1706,137205,1989,SingleFamily,204965,327678,761,RecentlySold,100,
085,996 Pine St,Cut Bank,MT,59417,48.7549,-113.1354,2,1,1181,99256,2014,SingleFamily,304879,282461,550,ForSale,110,
086,702 Pine St,Browning,MT,59417,48.5166,-112.7864,4,1,2209,186350,2007,SingleFamily,133509,171024,1313,ForSale,88,
087,451 Main St,Cut Bank,MT,59417,48.2520,-112.8786,2,2,1829,174651,1994,SingleFamily,293160,322521,505,ForSale,62,
088,866 Main St,Cut Bank,MT,59417,48.4428,-112.7113,2,2,909,33723,1957,SingleFamily,198533,304699,629,ForSale,105,
089,752 Central St,Cut Bank,MT,59417,48.5799,-112.8050,4,2.5,1079,23274,1957,SingleFamily,244348,291278,897,ForSale,27,
