id,name,id_board,pos,closed
lst_137,In Progress,brd_134,false,1
lst_138,In Progress,brd_135,false,1
lst_139,To Do,brd_136,false,3
lst_140,In Progress,brd_137,false,3
lst_141,Done,brd_138,false,1
lst_142,To Do,brd_139,false,2
lst_143,Done,brd_140,false,2
lst_144,Q4 Goals,brd_141,true,3
lst_145,In Progress,brd_142,true,3
lst_146,In Progress,brd_143,true,3
lst_147,In Progress,brd_144,false,1
lst_148,In Progress,brd_145,false,1
lst_149,In Progress,brd_146,false,2
lst_150,To Do,brd_147,true,3
lst_151,To Do,brd_148,false,3
lst_152,Q4 Goals,brd_149,true,2
lst_153,To Do,brd_150,false,1
lst_154,Q4 Goals,brd_151,false,1
lst_155,In Progress,brd_152,false,1
lst_156,In Progress,brd_153,false,2
lst_157,To Do,brd_154,false,2
lst_158,In Progress,brd_155,false,2
lst_159,To Do,brd_156,true,3
lst_160,Done,brd_157,false,2
lst_161,Done,brd_158,true,3
lst_162,In Progress,brd_159,true,2
lst_163,Q4 Goals,brd_160,true,1
lst_164,In Progress,brd_161,false,1
lst_165,To Do,brd_162,false,3
lst_166,To Do,brd_163,true,1
lst_167,In Progress,brd_164,true,2
lst_168,Q4 Goals,brd_165,false,1
lst_169,Q4 Goals,brd_166,false,3
lst_170,Done,brd_167,false,2
lst_171,Done,brd_168,true,1
lst_172,Done,brd_169,true,1
lst_173,Done,brd_170,false,3
lst_174,Q4 Goals,brd_171,false,3
lst_175,Done,brd_172,false,2
lst_176,Q4 Goals,brd_173,false,3
lst_177,Q4 Goals,brd_174,false,2
lst_178,In Progress,brd_175,false,2
lst_179,In Progress,brd_176,false,2
lst_180,Done,brd_177,true,2
lst_181,Done,brd_178,true,1
lst_182,To Do,brd_179,false,3
lst_183,Done,brd_180,false,1
lst_184,Q4 Goals,brd_181,false,1
lst_185,Done,brd_182,false,3
lst_186,Done,brd_183,false,1
lst_187,In Progress,brd_184,false,3
lst_188,To Do,brd_185,true,2
lst_189,In Progress,brd_186,false,3
lst_190,To Do,brd_187,false,1
lst_191,To Do,brd_188,false,2
lst_192,Q4 Goals,brd_189,false,2
lst_193,In Progress,brd_190,true,3
lst_194,To Do,brd_191,true,2
lst_195,In Progress,brd_192,false,2
lst_196,Done,brd_193,true,2
lst_197,Q4 Goals,brd_194,false,1
lst_198,To Do,brd_195,false,1
lst_199,Done,brd_196,true,3
lst_200,Done,brd_197,false,2
lst_201,In Progress,brd_198,false,3
lst_202,Q4 Goals,brd_199,false,1
lst_203,In Progress,brd_200,true,3
lst_204,To Do,brd_201,true,1
lst_205,In Progress,brd_202,true,2
lst_206,To Do,brd_203,false,2
lst_207,Done,brd_204,false,3
lst_208,To Do,brd_205,false,3
lst_209,Q4 Goals,brd_206,false,2
lst_210,In Progress,brd_207,true,3
lst_211,In Progress,brd_208,false,2
lst_212,Q4 Goals,brd_209,true,1
lst_213,Q4 Goals,brd_210,true,3
lst_214,In Progress,brd_211,true,2
lst_215,To Do,brd_212,true,2
lst_216,Q4 Goals,brd_213,true,2
lst_217,Q4 Goals,brd_214,false,1
lst_218,In Progress,brd_215,false,1
lst_219,To Do,brd_216,false,2
lst_220,In Progress,brd_217,false,1
lst_221,Q4 Goals,brd_218,false,1
lst_222,Q4 Goals,brd_219,false,2
lst_223,Q4 Goals,brd_220,true,3
lst_224,In Progress,brd_221,false,1
lst_225,In Progress,brd_222,true,3
lst_226,In Progress,brd_223,false,2
lst_227,Done,brd_224,false,2
lst_228,Done,brd_225,true,2
lst_229,To Do,brd_226,false,2
lst_230,Done,brd_227,false,3
lst_231,In Progress,brd_228,false,2
lst_232,Done,brd_229,false,2
lst_233,Done,brd_230,false,3
lst_234,To Do,brd_231,false,3
lst_235,To Do,brd_232,false,3
lst_236,Done,brd_233,false,1
lst_237,In Progress,brd_234,false,1
lst_238,In Progress,brd_235,false,2
lst_239,Q4 Goals,brd_236,false,2
lst_240,Done,brd_237,false,2
lst_241,Q4 Goals,brd_238,false,3
lst_242,To Do,brd_239,false,1
lst_243,Done,brd_240,false,2
lst_244,Q4 Goals,brd_241,false,2
lst_245,Done,brd_242,false,3
lst_246,Done,brd_243,false,1
lst_247,In Progress,brd_244,false,1
lst_248,To Do,brd_245,false,1
lst_249,To Do,brd_246,false,2
lst_250,In Progress,brd_247,false,3
lst_251,In Progress,brd_248,true,1
lst_252,In Progress,brd_249,false,3
lst_253,Done,brd_250,false,3
lst_254,Q4 Goals,brd_251,true,1
lst_255,To Do,brd_252,true,2
lst_256,Done,brd_253,false,1
lst_257,In Progress,brd_254,false,1
lst_258,In Progress,brd_255,false,2
lst_259,In Progress,brd_256,true,2
lst_260,To Do,brd_257,false,1
lst_261,Q4 Goals,brd_258,true,3
lst_262,In Progress,brd_259,true,3
lst_263,In Progress,brd_260,false,2
lst_264,Q4 Goals,brd_261,false,1
lst_265,To Do,brd_262,false,3
lst_266,In Progress,brd_263,false,1
lst_267,To Do,brd_264,false,3
lst_268,Q4 Goals,brd_265,false,2
lst_269,Done,brd_266,false,1
