uuid,owner,event_type,name,status,start_time,end_time,location_type,location,created_at,canceled_reason
cev_3112,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-09-01T18:00:00-05:00,2026-09-01T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3113,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-09-03T18:00:00-05:00,2026-09-03T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3114,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-09-13T18:00:00-05:00,2026-09-13T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3115,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-09-25T18:00:00-05:00,2026-09-25T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3116,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-10-08T18:00:00-05:00,2026-10-08T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3117,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-10-23T18:00:00-05:00,2026-10-23T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3118,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-09-12T18:00:00-05:00,2026-09-12T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_3119,jason.porter@Finthesiss.ai,et_custom,Custom order consult,active,2026-10-21T18:00:00-05:00,2026-10-21T18:00:00-05:00,zoom,https://zoom.us/j/consult,2026-09-01T12:00:00-05:00,
cev_40027,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-20T15:00:00-05:00,2026-07-20T16:00:00-05:00,physical,Community Ceramics Studio,2026-07-10T15:19:00-05:00,
cev_40028,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-18T11:00:00-05:00,2026-07-18T12:00:00-05:00,physical,Community Ceramics Studio,2026-06-07T02:52:00-05:00,
cev_40029,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-21T10:00:00-05:00,2026-07-21T11:00:00-05:00,physical,Community Ceramics Studio,2026-02-27T02:27:00-05:00,
cev_40030,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-11T12:00:00-05:00,2026-08-11T13:00:00-05:00,physical,Community Ceramics Studio,2026-04-04T14:17:00-05:00,
cev_40031,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-17T09:00:00-05:00,2026-09-17T10:00:00-05:00,zoom,Zoom,2026-09-27T07:25:00-05:00,
cev_40032,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-17T13:00:00-05:00,2026-07-17T14:00:00-05:00,zoom,Zoom,2026-08-02T21:05:00-05:00,
cev_40033,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-06T09:00:00-05:00,2026-08-06T10:00:00-05:00,zoom,Zoom,2026-01-02T23:00:00-05:00,
cev_40034,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-08T13:00:00-05:00,2026-08-08T14:00:00-05:00,zoom,Zoom,2026-09-09T15:23:00-05:00,
cev_40035,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-14T10:00:00-05:00,2026-09-14T11:00:00-05:00,physical,Community Ceramics Studio,2026-03-10T21:56:00-05:00,
cev_40036,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-25T12:00:00-05:00,2026-07-25T13:00:00-05:00,physical,Community Ceramics Studio,2026-08-27T07:04:00-05:00,
cev_40037,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-23T11:00:00-05:00,2026-07-23T12:00:00-05:00,physical,Community Ceramics Studio,2026-08-14T08:25:00-05:00,
cev_40038,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-14T18:00:00-05:00,2026-09-14T19:00:00-05:00,zoom,Zoom,2026-02-25T14:17:00-05:00,
cev_40039,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-09T12:00:00-05:00,2026-07-09T13:00:00-05:00,physical,Community Ceramics Studio,2026-04-14T03:57:00-05:00,
cev_40040,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-16T16:00:00-05:00,2026-07-16T17:00:00-05:00,physical,Community Ceramics Studio,2026-03-08T13:36:00-05:00,
cev_40041,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-25T17:00:00-05:00,2026-08-25T18:00:00-05:00,zoom,Zoom,2026-02-14T18:33:00-05:00,
cev_40042,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-19T17:00:00-05:00,2026-09-19T18:00:00-05:00,zoom,Zoom,2026-06-02T02:20:00-05:00,
cev_40043,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-11T16:00:00-05:00,2026-09-11T17:00:00-05:00,zoom,Zoom,2026-09-09T01:46:00-05:00,
cev_40044,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-03T15:00:00-05:00,2026-07-03T16:00:00-05:00,zoom,Zoom,2026-05-24T08:59:00-05:00,
cev_40045,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-08T13:00:00-05:00,2026-07-08T14:00:00-05:00,physical,Community Ceramics Studio,2026-04-15T13:46:00-05:00,
cev_40046,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-24T12:00:00-05:00,2026-08-24T13:00:00-05:00,physical,Community Ceramics Studio,2026-06-18T15:18:00-05:00,
cev_40047,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-22T18:00:00-05:00,2026-08-22T19:00:00-05:00,physical,Community Ceramics Studio,2026-01-09T23:34:00-05:00,
cev_40048,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-18T17:00:00-05:00,2026-09-18T18:00:00-05:00,physical,Community Ceramics Studio,2026-08-24T16:26:00-05:00,
cev_40049,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-06T10:00:00-05:00,2026-09-06T11:00:00-05:00,zoom,Zoom,2026-05-09T07:57:00-05:00,
cev_40050,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-02T16:00:00-05:00,2026-09-02T17:00:00-05:00,physical,Community Ceramics Studio,2026-06-01T00:16:00-05:00,
cev_40051,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-22T14:00:00-05:00,2026-09-22T15:00:00-05:00,zoom,Zoom,2026-08-07T14:07:00-05:00,
cev_40052,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-02T11:00:00-05:00,2026-09-02T12:00:00-05:00,zoom,Zoom,2026-02-03T04:06:00-05:00,
cev_40053,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-19T13:00:00-05:00,2026-09-19T14:00:00-05:00,zoom,Zoom,2026-01-03T13:20:00-05:00,
cev_40054,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-17T13:00:00-05:00,2026-07-17T14:00:00-05:00,physical,Community Ceramics Studio,2026-09-19T11:41:00-05:00,
cev_40055,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-21T15:00:00-05:00,2026-08-21T16:00:00-05:00,zoom,Zoom,2026-08-03T13:54:00-05:00,
cev_40056,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-22T17:00:00-05:00,2026-08-22T18:00:00-05:00,physical,Community Ceramics Studio,2026-03-19T12:20:00-05:00,
cev_40057,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-11T13:00:00-05:00,2026-09-11T14:00:00-05:00,physical,Community Ceramics Studio,2026-08-27T00:41:00-05:00,
cev_40058,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-28T14:00:00-05:00,2026-07-28T15:00:00-05:00,physical,Community Ceramics Studio,2026-08-12T02:00:00-05:00,
cev_40059,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-14T12:00:00-05:00,2026-09-14T13:00:00-05:00,physical,Community Ceramics Studio,2026-09-02T00:36:00-05:00,
cev_40060,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-21T13:00:00-05:00,2026-09-21T14:00:00-05:00,zoom,Zoom,2026-08-24T11:01:00-05:00,
cev_40061,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-21T09:00:00-05:00,2026-09-21T10:00:00-05:00,physical,Community Ceramics Studio,2026-06-28T21:59:00-05:00,
cev_40062,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-13T14:00:00-05:00,2026-07-13T15:00:00-05:00,physical,Community Ceramics Studio,2026-07-22T00:20:00-05:00,
cev_40063,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-14T09:00:00-05:00,2026-09-14T10:00:00-05:00,zoom,Zoom,2026-06-05T02:54:00-05:00,
cev_40064,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-10T14:00:00-05:00,2026-09-10T15:00:00-05:00,zoom,Zoom,2026-02-02T12:51:00-05:00,
cev_40065,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-24T10:00:00-05:00,2026-08-24T11:00:00-05:00,zoom,Zoom,2026-02-07T19:05:00-05:00,
cev_40066,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-22T13:00:00-05:00,2026-07-22T14:00:00-05:00,zoom,Zoom,2026-06-16T11:25:00-05:00,
cev_40067,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-05T10:00:00-05:00,2026-07-05T11:00:00-05:00,zoom,Zoom,2026-02-25T19:14:00-05:00,
cev_40068,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-26T13:00:00-05:00,2026-09-26T14:00:00-05:00,physical,Community Ceramics Studio,2026-03-04T06:52:00-05:00,
cev_40069,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-26T17:00:00-05:00,2026-08-26T18:00:00-05:00,zoom,Zoom,2026-08-26T07:06:00-05:00,
cev_40070,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-05T18:00:00-05:00,2026-09-05T19:00:00-05:00,physical,Community Ceramics Studio,2026-05-19T01:40:00-05:00,
cev_40071,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-17T09:00:00-05:00,2026-07-17T10:00:00-05:00,zoom,Zoom,2026-09-18T08:47:00-05:00,
cev_40072,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-03T11:00:00-05:00,2026-08-03T12:00:00-05:00,physical,Community Ceramics Studio,2026-07-08T19:20:00-05:00,
cev_40073,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-18T12:00:00-05:00,2026-08-18T13:00:00-05:00,zoom,Zoom,2026-08-15T14:20:00-05:00,
cev_40074,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-07T18:00:00-05:00,2026-09-07T19:00:00-05:00,physical,Community Ceramics Studio,2026-06-22T12:42:00-05:00,
cev_40075,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-02T15:00:00-05:00,2026-07-02T16:00:00-05:00,physical,Community Ceramics Studio,2026-06-24T09:55:00-05:00,
cev_40076,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-16T11:00:00-05:00,2026-09-16T12:00:00-05:00,physical,Community Ceramics Studio,2026-07-04T17:15:00-05:00,
cev_40077,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-09-28T15:00:00-05:00,2026-09-28T16:00:00-05:00,zoom,Zoom,2026-06-19T01:35:00-05:00,
cev_40078,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-16T16:00:00-05:00,2026-08-16T17:00:00-05:00,zoom,Zoom,2026-03-02T18:59:00-05:00,
cev_40079,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-26T16:00:00-05:00,2026-08-26T17:00:00-05:00,zoom,Zoom,2026-05-01T01:27:00-05:00,
cev_40080,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-18T15:00:00-05:00,2026-07-18T16:00:00-05:00,physical,Community Ceramics Studio,2026-07-15T04:06:00-05:00,
cev_40081,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-24T16:00:00-05:00,2026-08-24T17:00:00-05:00,physical,Community Ceramics Studio,2026-08-14T22:59:00-05:00,
cev_40082,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-13T16:00:00-05:00,2026-08-13T17:00:00-05:00,physical,Community Ceramics Studio,2026-05-03T19:41:00-05:00,
cev_40083,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-20T10:00:00-05:00,2026-07-20T11:00:00-05:00,zoom,Zoom,2026-07-07T09:38:00-05:00,
cev_40084,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-05T17:00:00-05:00,2026-08-05T18:00:00-05:00,zoom,Zoom,2026-03-21T06:38:00-05:00,
cev_40085,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-03T15:00:00-05:00,2026-08-03T16:00:00-05:00,zoom,Zoom,2026-05-20T03:46:00-05:00,
cev_40086,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-23T11:00:00-05:00,2026-09-23T12:00:00-05:00,physical,Community Ceramics Studio,2026-05-05T00:39:00-05:00,
cev_40087,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-05T11:00:00-05:00,2026-09-05T12:00:00-05:00,physical,Community Ceramics Studio,2026-03-27T02:38:00-05:00,
cev_40088,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-18T13:00:00-05:00,2026-08-18T14:00:00-05:00,physical,Community Ceramics Studio,2026-05-13T09:07:00-05:00,
cev_40089,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-13T13:00:00-05:00,2026-09-13T14:00:00-05:00,physical,Community Ceramics Studio,2026-05-16T20:30:00-05:00,
cev_40090,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-02T09:00:00-05:00,2026-07-02T10:00:00-05:00,zoom,Zoom,2026-03-04T13:26:00-05:00,
cev_40091,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-24T17:00:00-05:00,2026-08-24T18:00:00-05:00,zoom,Zoom,2026-08-20T23:46:00-05:00,
cev_40092,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-05T13:00:00-05:00,2026-07-05T14:00:00-05:00,zoom,Zoom,2026-02-28T13:15:00-05:00,
cev_40093,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-02T17:00:00-05:00,2026-08-02T18:00:00-05:00,zoom,Zoom,2026-02-26T00:56:00-05:00,
cev_40094,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-12T14:00:00-05:00,2026-08-12T15:00:00-05:00,zoom,Zoom,2026-09-21T21:52:00-05:00,
cev_40095,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-27T18:00:00-05:00,2026-07-27T19:00:00-05:00,physical,Community Ceramics Studio,2026-06-13T15:49:00-05:00,
cev_40096,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-19T15:00:00-05:00,2026-08-19T16:00:00-05:00,zoom,Zoom,2026-01-01T18:28:00-05:00,
cev_40097,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-24T14:00:00-05:00,2026-08-24T15:00:00-05:00,physical,Community Ceramics Studio,2026-06-07T21:00:00-05:00,
cev_40098,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-20T17:00:00-05:00,2026-07-20T18:00:00-05:00,physical,Community Ceramics Studio,2026-04-27T00:49:00-05:00,
cev_40099,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-18T10:00:00-05:00,2026-08-18T11:00:00-05:00,zoom,Zoom,2026-05-28T13:55:00-05:00,
cev_40100,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-07-06T14:00:00-05:00,2026-07-06T15:00:00-05:00,zoom,Zoom,2026-05-17T12:59:00-05:00,
cev_40101,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-27T16:00:00-05:00,2026-07-27T17:00:00-05:00,physical,Community Ceramics Studio,2026-05-12T03:28:00-05:00,
cev_40102,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-08-05T14:00:00-05:00,2026-08-05T15:00:00-05:00,physical,Community Ceramics Studio,2026-01-24T05:59:00-05:00,
cev_40103,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-09-05T18:00:00-05:00,2026-09-05T19:00:00-05:00,physical,Community Ceramics Studio,2026-02-04T23:00:00-05:00,
cev_40104,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-06T14:00:00-05:00,2026-07-06T15:00:00-05:00,physical,Community Ceramics Studio,2026-09-18T23:36:00-05:00,
cev_40105,jason.porter@Finthesiss.ai,et_studio,Studio time block,active,2026-07-25T14:00:00-05:00,2026-07-25T15:00:00-05:00,physical,Community Ceramics Studio,2026-09-16T15:10:00-05:00,
cev_40106,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-21T16:00:00-05:00,2026-08-21T17:00:00-05:00,zoom,Zoom,2026-03-12T01:07:00-05:00,
cev_40107,jason.porter@Finthesiss.ai,et_consult,Pottery consult call,active,2026-08-09T11:00:00-05:00,2026-08-09T12:00:00-05:00,zoom,Zoom,2026-03-04T12:45:00-05:00,
