id,client_order_id,symbol,qty,filled_qty,side,type,time_in_force,limit_price,status,filled_avg_price,submitted_at,filled_at
ord_pa_0019,cli-ord_pa_0019,AMZN,7,7,buy,market,day,,filled,309.41,2026-01-23T00:00:00Z,2026-01-23T00:00:29Z
ord_pa_0020,cli-ord_pa_0020,PEP,6,6,buy,market,day,,filled,174.36,2026-01-23T00:00:00Z,2026-01-23T00:00:33Z
ord_pa_0021,cli-ord_pa_0021,QQQ,5,5,buy,market,day,,filled,567.68,2026-01-25T00:00:00Z,2026-01-25T00:00:08Z
ord_pa_0022,cli-ord_pa_0022,SCHD,3,3,buy,market,day,,filled,42.14,2026-01-25T00:00:00Z,2026-01-25T00:00:23Z
ord_pa_0023,cli-ord_pa_0023,SCHD,6,6,buy,limit,day,,filled,42.03,2026-01-26T00:00:00Z,2026-01-26T00:02:38Z
ord_pa_0024,cli-ord_pa_0024,V,10,10,buy,limit,day,,filled,354.28,2026-01-27T00:00:00Z,2026-01-27T00:00:40Z
ord_pa_0025,cli-ord_pa_0025,NFLX,8,8,buy,market,day,,filled,442.89,2026-01-28T00:00:00Z,2026-01-28T00:01:07Z
ord_pa_0026,cli-ord_pa_0026,AMD,8,8,buy,market,day,,filled,220.8,2026-01-28T00:00:00Z,2026-01-28T00:02:46Z
ord_pa_0027,cli-ord_pa_0027,QCOM,4,4,buy,limit,day,,filled,392.86,2026-01-30T00:00:00Z,2026-01-30T00:02:16Z
ord_pa_0028,cli-ord_pa_0028,AMZN,12,12,buy,market,day,,filled,289.71,2026-01-30T00:00:00Z,2026-01-30T00:00:51Z
ord_pa_0029,cli-ord_pa_0029,INTC,1,1,buy,market,day,,filled,186.3,2026-01-31T00:00:00Z,2026-01-31T00:01:28Z
ord_pa_0030,cli-ord_pa_0030,GOOGL,12,12,buy,market,day,,filled,154.97,2026-01-31T00:00:00Z,2026-01-31T00:02:57Z
ord_pa_0031,cli-ord_pa_0031,META,5,5,buy,limit,day,,filled,456.92,2026-01-31T00:00:00Z,2026-01-31T00:02:02Z
ord_pa_0032,cli-ord_pa_0032,TGT,6,6,buy,limit,day,,filled,101.04,2026-02-03T00:00:00Z,2026-02-03T00:01:07Z
ord_pa_0033,cli-ord_pa_0033,META,9,9,buy,limit,day,,filled,456.17,2026-02-04T00:00:00Z,2026-02-04T00:02:58Z
ord_pa_0034,cli-ord_pa_0034,COST,10,10,buy,market,day,,filled,423.41,2026-02-08T00:00:00Z,2026-02-08T00:01:21Z
ord_pa_0035,cli-ord_pa_0035,SBUX,5,5,buy,market,day,,filled,74.12,2026-02-11T00:00:00Z,2026-02-11T00:00:32Z
ord_pa_0036,cli-ord_pa_0036,HD,5,5,buy,market,day,,filled,262.95,2026-02-14T00:00:00Z,2026-02-14T00:01:01Z
ord_pa_0037,cli-ord_pa_0037,CAT,9,9,buy,market,day,,filled,337.29,2026-02-18T00:00:00Z,2026-02-18T00:01:26Z
ord_pa_0038,cli-ord_pa_0038,SBUX,2,2,sell,market,day,,filled,66.43,2026-02-18T00:00:00Z,2026-02-18T00:00:22Z
ord_pa_0039,cli-ord_pa_0039,ADBE,12,12,buy,market,day,,filled,367.11,2026-02-21T00:00:00Z,2026-02-21T00:01:01Z
ord_pa_0040,cli-ord_pa_0040,MU,3,3,buy,market,day,,filled,458.97,2026-02-22T00:00:00Z,2026-02-22T00:00:03Z
ord_pa_0041,cli-ord_pa_0041,MA,1,1,buy,market,day,,filled,368.76,2026-02-23T00:00:00Z,2026-02-23T00:02:58Z
ord_pa_0042,cli-ord_pa_0042,SCHD,7,7,buy,limit,day,,filled,38.78,2026-02-23T00:00:00Z,2026-02-23T00:02:17Z
ord_pa_0043,cli-ord_pa_0043,BA,6,6,buy,market,day,,filled,133.01,2026-02-23T00:00:00Z,2026-02-23T00:02:48Z
ord_pa_0044,cli-ord_pa_0044,GM,11,11,buy,market,day,,filled,242.38,2026-02-23T00:00:00Z,2026-02-23T00:01:47Z
ord_pa_0045,cli-ord_pa_0045,MA,3,3,buy,limit,day,,filled,434.73,2026-02-26T00:00:00Z,2026-02-26T00:02:07Z
ord_pa_0046,cli-ord_pa_0046,INTC,10,10,buy,market,day,,filled,173.69,2026-02-27T00:00:00Z,2026-02-27T00:00:57Z
ord_pa_0047,cli-ord_pa_0047,PLTR,1,1,buy,market,day,,filled,171.17,2026-02-28T00:00:00Z,2026-02-28T00:01:01Z
ord_pa_0048,cli-ord_pa_0048,MU,10,10,buy,limit,day,,filled,458.37,2026-03-06T00:00:00Z,2026-03-06T00:02:10Z
ord_pa_0049,cli-ord_pa_0049,CAT,15,15,sell,market,day,,filled,348.5,2026-03-07T00:00:00Z,2026-03-07T00:00:37Z
ord_pa_0050,cli-ord_pa_0050,LOW,3,3,buy,market,day,,filled,197.71,2026-03-07T00:00:00Z,2026-03-07T00:02:50Z
ord_pa_0051,cli-ord_pa_0051,INTC,2,2,buy,limit,day,,filled,176.55,2026-03-08T00:00:00Z,2026-03-08T00:01:13Z
ord_pa_0052,cli-ord_pa_0052,NKE,6,6,buy,market,day,,filled,362.43,2026-03-08T00:00:00Z,2026-03-08T00:00:28Z
ord_pa_0053,cli-ord_pa_0053,CRM,6,6,buy,market,day,,filled,177.32,2026-03-16T00:00:00Z,2026-03-16T00:02:26Z
ord_pa_0054,cli-ord_pa_0054,CAT,8,8,sell,market,day,,filled,343.38,2026-03-16T00:00:00Z,2026-03-16T00:02:42Z
ord_pa_0055,cli-ord_pa_0055,SCHD,8,8,sell,limit,day,,filled,40.53,2026-03-19T00:00:00Z,2026-03-19T00:02:23Z
ord_pa_0056,cli-ord_pa_0056,TGT,4,4,buy,market,day,,filled,102.8,2026-03-20T00:00:00Z,2026-03-20T00:00:59Z
ord_pa_0057,cli-ord_pa_0057,JPM,3,3,sell,market,day,,filled,494.99,2026-03-23T00:00:00Z,2026-03-23T00:02:54Z
ord_pa_0058,cli-ord_pa_0058,ABNB,4,4,buy,limit,day,,filled,48.89,2026-03-24T00:00:00Z,2026-03-24T00:00:01Z
ord_pa_0059,cli-ord_pa_0059,LOW,2,2,sell,market,day,,filled,199.68,2026-03-25T00:00:00Z,2026-03-25T00:00:41Z
ord_pa_0060,cli-ord_pa_0060,ABNB,3,3,sell,market,day,,filled,55.63,2026-03-26T00:00:00Z,2026-03-26T00:02:53Z
ord_pa_0061,cli-ord_pa_0061,PEP,5,5,sell,market,day,,filled,200.99,2026-03-27T00:00:00Z,2026-03-27T00:00:41Z
ord_pa_0062,cli-ord_pa_0062,HD,3,3,sell,market,day,,filled,242.7,2026-03-29T00:00:00Z,2026-03-29T00:01:49Z
ord_pa_0063,cli-ord_pa_0063,META,9,9,buy,market,day,,filled,443.87,2026-03-29T00:00:00Z,2026-03-29T00:01:00Z
ord_pa_0064,cli-ord_pa_0064,SCHD,14,14,sell,market,day,,filled,32.7,2026-03-30T00:00:00Z,2026-03-30T00:00:15Z
ord_pa_0065,cli-ord_pa_0065,SPY,6,6,buy,market,day,,filled,115.3,2026-03-30T00:00:00Z,2026-03-30T00:00:43Z
ord_pa_0066,cli-ord_pa_0066,VOO,9,9,buy,market,day,,filled,96.66,2026-04-01T00:00:00Z,2026-04-01T00:02:02Z
ord_pa_0067,cli-ord_pa_0067,HD,5,5,buy,market,day,,filled,223.66,2026-04-01T00:00:00Z,2026-04-01T00:01:10Z
ord_pa_0068,cli-ord_pa_0068,SOFI,2,2,buy,market,day,,filled,321.84,2026-04-01T00:00:00Z,2026-04-01T00:01:14Z
ord_pa_0069,cli-ord_pa_0069,T,2,2,buy,limit,day,,filled,392.81,2026-04-03T00:00:00Z,2026-04-03T00:02:09Z
ord_pa_0070,cli-ord_pa_0070,SCHD,9,9,buy,market,day,,filled,41.23,2026-04-04T00:00:00Z,2026-04-04T00:02:17Z
ord_pa_0071,cli-ord_pa_0071,CAT,3,3,buy,market,day,,filled,272.76,2026-04-05T00:00:00Z,2026-04-05T00:02:24Z
ord_pa_0072,cli-ord_pa_0072,CVX,7,7,buy,market,day,,filled,321.33,2026-04-06T00:00:00Z,2026-04-06T00:02:49Z
ord_pa_0073,cli-ord_pa_0073,PFE,6,6,buy,market,day,,filled,328.23,2026-04-09T00:00:00Z,2026-04-09T00:02:15Z
ord_pa_0074,cli-ord_pa_0074,MU,2,2,buy,market,day,,filled,533.24,2026-04-11T00:00:00Z,2026-04-11T00:02:14Z
ord_pa_0075,cli-ord_pa_0075,PLTR,11,11,buy,market,day,,filled,182.39,2026-04-12T00:00:00Z,2026-04-12T00:02:17Z
ord_pa_0076,cli-ord_pa_0076,CAT,3,3,sell,limit,day,,filled,300.15,2026-04-13T00:00:00Z,2026-04-13T00:02:07Z
ord_pa_0077,cli-ord_pa_0077,MSFT,4,4,sell,market,day,,filled,233.52,2026-04-16T00:00:00Z,2026-04-16T00:02:46Z
ord_pa_0078,cli-ord_pa_0078,TGT,3,3,buy,limit,day,,filled,86.0,2026-04-18T00:00:00Z,2026-04-18T00:00:30Z
ord_pa_0079,cli-ord_pa_0079,NFLX,10,10,buy,market,day,,filled,529.19,2026-04-19T00:00:00Z,2026-04-19T00:02:23Z
ord_pa_0080,cli-ord_pa_0080,PLTR,9,9,buy,limit,day,,filled,166.42,2026-04-22T00:00:00Z,2026-04-22T00:00:18Z
ord_pa_0081,cli-ord_pa_0081,MA,10,10,buy,market,day,,filled,469.13,2026-04-23T00:00:00Z,2026-04-23T00:01:27Z
ord_pa_0082,cli-ord_pa_0082,NFLX,2,2,buy,limit,day,,filled,499.93,2026-04-24T00:00:00Z,2026-04-24T00:02:15Z
ord_pa_0083,cli-ord_pa_0083,UBER,1,1,buy,limit,day,,filled,239.59,2026-04-25T00:00:00Z,2026-04-25T00:00:02Z
ord_pa_0084,cli-ord_pa_0084,XOM,2,2,buy,market,day,,filled,170.13,2026-04-26T00:00:00Z,2026-04-26T00:02:19Z
ord_pa_0085,cli-ord_pa_0085,KO,3,3,sell,market,day,,filled,223.08,2026-04-26T00:00:00Z,2026-04-26T00:01:27Z
ord_pa_0086,cli-ord_pa_0086,BA,3,3,buy,market,day,,filled,113.76,2026-04-30T00:00:00Z,2026-04-30T00:02:21Z
ord_pa_0087,cli-ord_pa_0087,LOW,5,5,buy,limit,day,,filled,246.99,2026-04-30T00:00:00Z,2026-04-30T00:02:21Z
ord_pa_0088,cli-ord_pa_0088,ORCL,4,4,sell,limit,day,,filled,81.77,2026-05-01T00:00:00Z,2026-05-01T00:01:04Z
ord_pa_0089,cli-ord_pa_0089,V,4,4,sell,market,day,,filled,330.51,2026-05-01T00:00:00Z,2026-05-01T00:01:58Z
ord_pa_0090,cli-ord_pa_0090,VZ,12,12,buy,market,day,,filled,439.64,2026-05-05T00:00:00Z,2026-05-05T00:01:33Z
ord_pa_0091,cli-ord_pa_0091,TXN,12,12,buy,market,day,,filled,211.47,2026-05-10T00:00:00Z,2026-05-10T00:01:39Z
ord_pa_0092,cli-ord_pa_0092,TGT,10,10,buy,limit,day,,filled,85.21,2026-05-10T00:00:00Z,2026-05-10T00:00:24Z
ord_pa_0093,cli-ord_pa_0093,BA,11,11,buy,limit,day,,filled,130.86,2026-05-11T00:00:00Z,2026-05-11T00:00:01Z
ord_pa_0094,cli-ord_pa_0094,AMD,4,4,buy,limit,day,,filled,251.87,2026-05-12T00:00:00Z,2026-05-12T00:01:20Z
ord_pa_0095,cli-ord_pa_0095,MA,4,4,buy,market,day,,filled,385.14,2026-05-13T00:00:00Z,2026-05-13T00:00:24Z
ord_pa_0096,cli-ord_pa_0096,JNJ,10,10,buy,market,day,,filled,284.96,2026-05-14T00:00:00Z,2026-05-14T00:02:56Z
ord_pa_0097,cli-ord_pa_0097,MA,9,9,buy,limit,day,,filled,400.85,2026-05-16T00:00:00Z,2026-05-16T00:02:27Z
ord_pa_0098,cli-ord_pa_0098,COST,5,5,buy,limit,day,,filled,399.09,2026-05-16T00:00:00Z,2026-05-16T00:01:01Z
ord_pa_0099,cli-ord_pa_0099,ORCL,5,5,buy,market,day,,filled,82.89,2026-05-19T00:00:00Z,2026-05-19T00:01:54Z
ord_pa_0100,cli-ord_pa_0100,NFLX,9,9,buy,market,day,,filled,533.42,2026-05-22T00:00:00Z,2026-05-22T00:01:16Z
ord_pa_0101,cli-ord_pa_0101,MA,7,7,buy,market,day,,filled,481.58,2026-05-23T00:00:00Z,2026-05-23T00:02:49Z
ord_pa_0102,cli-ord_pa_0102,CAT,9,9,buy,limit,day,,filled,278.24,2026-05-23T00:00:00Z,2026-05-23T00:00:08Z
ord_pa_0103,cli-ord_pa_0103,GOOGL,1,1,buy,market,day,,filled,128.22,2026-05-24T00:00:00Z,2026-05-24T00:00:56Z
ord_pa_0104,cli-ord_pa_0104,TGT,4,4,sell,market,day,,filled,100.73,2026-05-25T00:00:00Z,2026-05-25T00:00:13Z
ord_pa_0105,cli-ord_pa_0105,VZ,8,8,sell,market,day,,filled,337.08,2026-05-26T00:00:00Z,2026-05-26T00:00:24Z
ord_pa_0106,cli-ord_pa_0106,PEP,1,1,buy,limit,day,,filled,208.57,2026-05-27T00:00:00Z,2026-05-27T00:00:20Z
ord_pa_0107,cli-ord_pa_0107,VZ,3,3,buy,market,day,,filled,430.61,2026-05-29T00:00:00Z,2026-05-29T00:01:50Z
ord_pa_0108,cli-ord_pa_0108,LOW,12,12,buy,market,day,,filled,194.85,2026-05-30T00:00:00Z,2026-05-30T00:01:27Z
ord_pa_0109,cli-ord_pa_0109,MA,6,6,buy,market,day,,filled,406.83,2026-05-30T00:00:00Z,2026-05-30T00:01:55Z
ord_pa_0110,cli-ord_pa_0110,BA,7,7,buy,market,day,,filled,117.28,2026-06-01T00:00:00Z,2026-06-01T00:00:34Z
ord_pa_0111,cli-ord_pa_0111,BA,12,12,buy,market,day,,filled,107.46,2026-06-07T00:00:00Z,2026-06-07T00:00:31Z
ord_pa_0112,cli-ord_pa_0112,QCOM,10,10,buy,limit,day,,filled,491.64,2026-06-07T00:00:00Z,2026-06-07T00:00:54Z
ord_pa_0113,cli-ord_pa_0113,UBER,7,7,buy,limit,day,,filled,239.67,2026-06-10T00:00:00Z,2026-06-10T00:00:09Z
ord_pa_0114,cli-ord_pa_0114,DIS,10,10,buy,market,day,,filled,55.3,2026-06-11T00:00:00Z,2026-06-11T00:01:07Z
ord_pa_0115,cli-ord_pa_0115,NFLX,5,5,buy,market,day,,filled,512.98,2026-06-11T00:00:00Z,2026-06-11T00:01:02Z
ord_pa_0116,cli-ord_pa_0116,T,12,12,buy,limit,day,,filled,361.63,2026-06-13T00:00:00Z,2026-06-13T00:00:36Z
ord_pa_0117,cli-ord_pa_0117,CAT,9,9,sell,market,day,,filled,277.67,2026-06-13T00:00:00Z,2026-06-13T00:00:48Z
ord_pa_0118,cli-ord_pa_0118,DIS,8,8,buy,market,day,,filled,44.39,2026-06-13T00:00:00Z,2026-06-13T00:00:50Z
ord_pa_0119,cli-ord_pa_0119,TXN,2,2,sell,market,day,,filled,255.48,2026-06-15T00:00:00Z,2026-06-15T00:01:46Z
ord_pa_0120,cli-ord_pa_0120,PFE,7,7,buy,market,day,,filled,359.59,2026-06-16T00:00:00Z,2026-06-16T00:01:25Z
ord_pa_0121,cli-ord_pa_0121,WMT,1,1,buy,limit,day,,filled,458.0,2026-06-17T00:00:00Z,2026-06-17T00:00:41Z
ord_pa_0122,cli-ord_pa_0122,SOFI,5,5,buy,market,day,,filled,365.79,2026-06-17T00:00:00Z,2026-06-17T00:00:08Z
ord_pa_0123,cli-ord_pa_0123,SPY,10,10,buy,market,day,,filled,120.22,2026-06-18T00:00:00Z,2026-06-18T00:01:44Z
ord_pa_0124,cli-ord_pa_0124,ORCL,3,3,sell,market,day,,filled,94.29,2026-06-19T00:00:00Z,2026-06-19T00:01:53Z
ord_pa_0125,cli-ord_pa_0125,JPM,8,8,buy,market,day,,filled,529.11,2026-06-19T00:00:00Z,2026-06-19T00:00:03Z
ord_pa_0126,cli-ord_pa_0126,MA,30,30,sell,market,day,,filled,422.63,2026-06-19T00:00:00Z,2026-06-19T00:00:22Z
ord_pa_0127,cli-ord_pa_0127,VZ,10,10,buy,limit,day,,filled,344.87,2026-06-20T00:00:00Z,2026-06-20T00:01:13Z
ord_pa_0128,cli-ord_pa_0128,SBUX,2,2,sell,market,day,,filled,74.27,2026-06-24T00:00:00Z,2026-06-24T00:01:24Z
ord_pa_0129,cli-ord_pa_0129,NFLX,11,11,buy,limit,day,,filled,567.83,2026-06-25T00:00:00Z,2026-06-25T00:02:29Z
ord_pa_0130,cli-ord_pa_0130,QQQ,4,4,sell,market,day,,filled,469.54,2026-06-26T00:00:00Z,2026-06-26T00:01:04Z
ord_pa_0131,cli-ord_pa_0131,WMT,7,7,buy,limit,day,,filled,411.52,2026-06-27T00:00:00Z,2026-06-27T00:00:28Z
ord_pa_0132,cli-ord_pa_0132,MSFT,9,9,buy,limit,day,,filled,272.9,2026-06-28T00:00:00Z,2026-06-28T00:02:00Z
ord_pa_0133,cli-ord_pa_0133,SPY,8,8,buy,limit,day,,filled,106.87,2026-06-29T00:00:00Z,2026-06-29T00:02:34Z
ord_pa_0134,cli-ord_pa_0134,ABNB,8,8,buy,market,day,,filled,46.68,2026-07-01T00:00:00Z,2026-07-01T00:00:46Z
ord_pa_0135,cli-ord_pa_0135,GM,10,10,buy,market,day,,filled,256.77,2026-07-02T00:00:00Z,2026-07-02T00:00:41Z
ord_pa_0136,cli-ord_pa_0136,INTC,9,9,buy,market,day,,filled,157.29,2026-07-02T00:00:00Z,2026-07-02T00:02:52Z
ord_pa_0137,cli-ord_pa_0137,LOW,10,10,buy,market,day,,filled,254.2,2026-07-03T00:00:00Z,2026-07-03T00:01:04Z
ord_pa_0138,cli-ord_pa_0138,GOOGL,5,5,buy,limit,day,,filled,160.63,2026-07-06T00:00:00Z,2026-07-06T00:02:11Z
ord_pa_0139,cli-ord_pa_0139,HD,2,2,sell,market,day,,filled,238.37,2026-07-09T00:00:00Z,2026-07-09T00:00:45Z
ord_pa_0140,cli-ord_pa_0140,SCHD,8,8,buy,market,day,,filled,34.2,2026-07-09T00:00:00Z,2026-07-09T00:01:26Z
ord_pa_0141,cli-ord_pa_0141,GM,4,4,buy,limit,day,,filled,215.3,2026-07-10T00:00:00Z,2026-07-10T00:01:34Z
ord_pa_0142,cli-ord_pa_0142,ABNB,10,10,sell,market,day,,filled,52.49,2026-07-10T00:00:00Z,2026-07-10T00:00:46Z
ord_pa_0143,cli-ord_pa_0143,SBUX,1,1,buy,market,day,,filled,69.22,2026-07-10T00:00:00Z,2026-07-10T00:00:45Z
ord_pa_0144,cli-ord_pa_0144,NFLX,1,1,buy,limit,day,,filled,466.63,2026-07-12T00:00:00Z,2026-07-12T00:00:56Z
ord_pa_0145,cli-ord_pa_0145,NFLX,11,11,buy,limit,day,,filled,454.92,2026-07-23T00:00:00Z,2026-07-23T00:02:07Z
ord_pa_0146,cli-ord_pa_0146,COST,8,8,buy,market,day,,filled,422.02,2026-07-23T00:00:00Z,2026-07-23T00:00:37Z
ord_pa_0147,cli-ord_pa_0147,SBUX,8,8,buy,limit,day,,filled,77.3,2026-07-24T00:00:00Z,2026-07-24T00:02:23Z
ord_pa_0148,cli-ord_pa_0148,VZ,2,2,buy,market,day,,filled,395.62,2026-07-25T00:00:00Z,2026-07-25T00:00:11Z
ord_pa_0149,cli-ord_pa_0149,CRM,3,3,buy,market,day,,filled,152.86,2026-07-25T00:00:00Z,2026-07-25T00:01:53Z
ord_pa_0150,cli-ord_pa_0150,CAT,5,5,buy,market,day,,filled,299.99,2026-07-26T00:00:00Z,2026-07-26T00:00:29Z
ord_pa_0151,cli-ord_pa_0151,SCHD,1,1,buy,limit,day,,filled,42.96,2026-07-26T00:00:00Z,2026-07-26T00:00:56Z
ord_pa_0152,cli-ord_pa_0152,F,10,10,buy,market,day,,filled,330.8,2026-07-27T00:00:00Z,2026-07-27T00:00:31Z
ord_pa_0153,cli-ord_pa_0153,CRM,6,6,buy,market,day,,filled,142.13,2026-07-28T00:00:00Z,2026-07-28T00:02:20Z
ord_pa_0154,cli-ord_pa_0154,LOW,5,5,buy,market,day,,filled,196.91,2026-08-01T00:00:00Z,2026-08-01T00:00:28Z
ord_pa_0155,cli-ord_pa_0155,PLTR,7,7,buy,market,day,,filled,161.78,2026-08-03T00:00:00Z,2026-08-03T00:02:36Z
ord_pa_0156,cli-ord_pa_0156,LOW,2,2,buy,market,day,,filled,206.39,2026-08-05T00:00:00Z,2026-08-05T00:01:32Z
ord_pa_0157,cli-ord_pa_0157,WMT,5,5,sell,market,day,,filled,419.68,2026-08-09T00:00:00Z,2026-08-09T00:00:27Z
ord_pa_0158,cli-ord_pa_0158,XOM,3,3,sell,market,day,,filled,141.49,2026-08-10T00:00:00Z,2026-08-10T00:00:22Z
ord_pa_0159,cli-ord_pa_0159,INTC,10,10,buy,market,day,,filled,161.21,2026-08-11T00:00:00Z,2026-08-11T00:01:03Z
ord_pa_0160,cli-ord_pa_0160,V,2,2,buy,market,day,,filled,281.9,2026-08-11T00:00:00Z,2026-08-11T00:02:49Z
ord_pa_0161,cli-ord_pa_0161,SBUX,10,10,sell,market,day,,filled,71.42,2026-08-12T00:00:00Z,2026-08-12T00:01:52Z
ord_pa_0162,cli-ord_pa_0162,VOO,7,7,buy,limit,day,,filled,99.86,2026-08-13T00:00:00Z,2026-08-13T00:00:19Z
ord_pa_0163,cli-ord_pa_0163,BAC,10,10,buy,market,day,,filled,537.45,2026-08-14T00:00:00Z,2026-08-14T00:00:55Z
ord_pa_0164,cli-ord_pa_0164,META,4,4,buy,market,day,,filled,410.89,2026-08-20T00:00:00Z,2026-08-20T00:02:37Z
ord_pa_0165,cli-ord_pa_0165,PFE,10,10,buy,market,day,,filled,403.16,2026-08-25T00:00:00Z,2026-08-25T00:02:20Z
ord_pa_0166,cli-ord_pa_0166,SCHD,5,5,buy,market,day,,filled,32.22,2026-08-25T00:00:00Z,2026-08-25T00:02:49Z
ord_pa_0167,cli-ord_pa_0167,PLTR,1,1,buy,market,day,,filled,171.7,2026-08-29T00:00:00Z,2026-08-29T00:00:51Z
ord_pa_0168,cli-ord_pa_0168,GM,7,7,buy,limit,day,,filled,221.1,2026-08-29T00:00:00Z,2026-08-29T00:01:18Z
ord_pa_0169,cli-ord_pa_0169,SCHD,12,12,sell,limit,day,,filled,36.38,2026-08-31T00:00:00Z,2026-08-31T00:02:29Z
ord_pa_0170,cli-ord_pa_0170,AMZN,2,2,buy,market,day,,filled,286.05,2026-08-31T00:00:00Z,2026-08-31T00:02:16Z
ord_pa_0171,cli-ord_pa_0171,XOM,4,4,buy,market,day,,filled,167.49,2026-09-01T00:00:00Z,2026-09-01T00:01:49Z
ord_pa_0172,cli-ord_pa_0172,ABNB,7,7,buy,limit,day,,filled,49.97,2026-09-04T00:00:00Z,2026-09-04T00:01:25Z
ord_pa_0173,cli-ord_pa_0173,MA,10,10,buy,limit,day,,filled,374.12,2026-09-05T00:00:00Z,2026-09-05T00:01:03Z
ord_pa_0174,cli-ord_pa_0174,PFE,3,3,sell,market,day,,filled,366.86,2026-09-05T00:00:00Z,2026-09-05T00:01:46Z
ord_pa_0175,cli-ord_pa_0175,CAT,12,12,buy,market,day,,filled,275.97,2026-09-06T00:00:00Z,2026-09-06T00:00:42Z
ord_pa_0176,cli-ord_pa_0176,TXN,7,7,sell,market,day,,filled,251.02,2026-09-08T00:00:00Z,2026-09-08T00:01:06Z
ord_pa_0177,cli-ord_pa_0177,TXN,7,7,buy,market,day,,filled,210.19,2026-09-09T00:00:00Z,2026-09-09T00:00:49Z
ord_pa_0178,cli-ord_pa_0178,V,4,4,sell,limit,day,,filled,296.59,2026-09-09T00:00:00Z,2026-09-09T00:01:14Z
ord_pa_0179,cli-ord_pa_0179,CVX,4,4,buy,limit,day,,filled,324.14,2026-09-10T00:00:00Z,2026-09-10T00:02:38Z
ord_pa_0180,cli-ord_pa_0180,ADBE,11,11,sell,limit,day,,filled,405.32,2026-09-13T00:00:00Z,2026-09-13T00:00:49Z
ord_pa_0181,cli-ord_pa_0181,NFLX,8,8,buy,limit,day,,filled,478.96,2026-09-20T00:00:00Z,2026-09-20T00:00:06Z
ord_pa_0182,cli-ord_pa_0182,DIS,11,11,sell,market,day,,filled,50.64,2026-09-22T00:00:00Z,2026-09-22T00:00:12Z
ord_pa_0183,cli-ord_pa_0183,LOW,9,9,sell,market,day,,filled,218.28,2026-09-23T00:00:00Z,2026-09-23T00:00:55Z
ord_pa_0184,cli-ord_pa_0184,AMD,8,8,buy,market,day,,filled,226.96,2026-09-25T00:00:00Z,2026-09-25T00:02:05Z
ord_pa_0185,cli-ord_pa_0185,SBUX,2,2,buy,market,day,,filled,66.7,2026-09-27T00:00:00Z,2026-09-27T00:01:17Z
ord_pa_0186,cli-ord_pa_0186,V,9,9,buy,market,day,,filled,305.95,2026-09-29T00:00:00Z,2026-09-29T00:01:28Z
