object_id,rate,shipment,status,tracking_number,tracking_status,carrier,label_url,created_time
trk_1800089,rate_1800089,shp_1800089,SUCCESS,214175160346,TRANSIT,ups,https://shippo/labels/1800089.pdf,2026-09-17T12:00:00-05:00
trk_1800090,rate_1800090,shp_1800090,SUCCESS,191035675550,DELIVERED,ups,https://shippo/labels/1800090.pdf,2026-09-14T12:00:00-05:00
trk_1800091,rate_1800091,shp_1800091,SUCCESS,126199006179,TRANSIT,ups,https://shippo/labels/1800091.pdf,2026-09-07T12:00:00-05:00
trk_1800092,rate_1800092,shp_1800092,SUCCESS,187071949978,TRANSIT,ups,https://shippo/labels/1800092.pdf,2026-09-17T12:00:00-05:00
trk_1800093,rate_1800093,shp_1800093,SUCCESS,962004053674,DELIVERED,fedex,https://shippo/labels/1800093.pdf,2026-07-05T12:00:00-05:00
trk_1800094,rate_1800094,shp_1800094,SUCCESS,737256756372,TRANSIT,fedex,https://shippo/labels/1800094.pdf,2026-07-07T12:00:00-05:00
trk_1800095,rate_1800095,shp_1800095,SUCCESS,858732645046,TRANSIT,fedex,https://shippo/labels/1800095.pdf,2026-07-14T12:00:00-05:00
trk_1800096,rate_1800096,shp_1800096,SUCCESS,531882211755,DELIVERED,usps,https://shippo/labels/1800096.pdf,2026-08-07T12:00:00-05:00
trk_1800097,rate_1800097,shp_1800097,SUCCESS,701555942415,TRANSIT,ups,https://shippo/labels/1800097.pdf,2026-09-17T12:00:00-05:00
trk_1800098,rate_1800098,shp_1800098,SUCCESS,327061023667,DELIVERED,ups,https://shippo/labels/1800098.pdf,2026-08-03T12:00:00-05:00
trk_1800099,rate_1800099,shp_1800099,SUCCESS,637608770744,DELIVERED,usps,https://shippo/labels/1800099.pdf,2026-07-24T12:00:00-05:00
trk_1800100,rate_1800100,shp_1800100,SUCCESS,194437227046,DELIVERED,fedex,https://shippo/labels/1800100.pdf,2026-07-14T12:00:00-05:00
trk_1800101,rate_1800101,shp_1800101,SUCCESS,945104178947,DELIVERED,usps,https://shippo/labels/1800101.pdf,2026-07-12T12:00:00-05:00
trk_1800102,rate_1800102,shp_1800102,SUCCESS,362827104139,DELIVERED,ups,https://shippo/labels/1800102.pdf,2026-09-05T12:00:00-05:00
trk_1800103,rate_1800103,shp_1800103,SUCCESS,600655600125,DELIVERED,ups,https://shippo/labels/1800103.pdf,2026-07-20T12:00:00-05:00
trk_1800104,rate_1800104,shp_1800104,SUCCESS,248059536413,DELIVERED,usps,https://shippo/labels/1800104.pdf,2026-09-16T12:00:00-05:00
trk_1800105,rate_1800105,shp_1800105,SUCCESS,655306054060,DELIVERED,ups,https://shippo/labels/1800105.pdf,2026-07-27T12:00:00-05:00
trk_1800106,rate_1800106,shp_1800106,SUCCESS,779675340645,DELIVERED,usps,https://shippo/labels/1800106.pdf,2026-07-22T12:00:00-05:00
trk_1800107,rate_1800107,shp_1800107,SUCCESS,775647214174,DELIVERED,fedex,https://shippo/labels/1800107.pdf,2026-08-11T12:00:00-05:00
trk_1800108,rate_1800108,shp_1800108,SUCCESS,227043647902,DELIVERED,fedex,https://shippo/labels/1800108.pdf,2026-09-23T12:00:00-05:00
trk_1800109,rate_1800109,shp_1800109,SUCCESS,321314057728,DELIVERED,usps,https://shippo/labels/1800109.pdf,2026-09-12T12:00:00-05:00
