account_id,code,name,type,tax_type,status,description,enable_payments_to_account
acc_00047,2046,Depreciation — Ledger 5,OTHERASSET,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00048,2047,Bank Fees — Ledger 5,DIRECTCOSTS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00049,2048,Booth Fees — Ledger 5,OVERHEADS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00050,2049,Software — Ledger 5,CURRENT,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00051,2050,CSA Member Dues — Ledger 6,BANK,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00052,2051,Farmer Payouts — Ledger 6,REVENUE,,ARCHIVED,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00053,2052,Freight — Ledger 6,EXPENSE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00054,2053,Warehouse Lease — Ledger 6,CURRLIAB,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00055,2054,Payroll — Ledger 6,FIXED,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00056,2055,Insurance — Ledger 6,EQUITY,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00057,2056,Depreciation — Ledger 6,OTHERASSET,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00058,2057,Bank Fees — Ledger 6,DIRECTCOSTS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00059,2058,Booth Fees — Ledger 6,OVERHEADS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00060,2059,Software — Ledger 6,CURRENT,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00061,2060,CSA Member Dues — Ledger 7,BANK,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00062,2061,Farmer Payouts — Ledger 7,REVENUE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00063,2062,Freight — Ledger 7,EXPENSE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00064,2063,Warehouse Lease — Ledger 7,CURRLIAB,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00065,2064,Payroll — Ledger 7,FIXED,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00066,2065,Insurance — Ledger 7,EQUITY,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00067,2066,Depreciation — Ledger 7,OTHERASSET,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00068,2067,Bank Fees — Ledger 7,DIRECTCOSTS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00069,2068,Booth Fees — Ledger 7,OVERHEADS,,ARCHIVED,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00070,2069,Software — Ledger 7,CURRENT,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00071,2070,CSA Member Dues — Ledger 8,BANK,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00072,2071,Farmer Payouts — Ledger 8,REVENUE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00073,2072,Freight — Ledger 8,EXPENSE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00074,2073,Warehouse Lease — Ledger 8,CURRLIAB,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00075,2074,Payroll — Ledger 8,FIXED,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00076,2075,Insurance — Ledger 8,EQUITY,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00077,2076,Depreciation — Ledger 8,OTHERASSET,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00078,2077,Bank Fees — Ledger 8,DIRECTCOSTS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00079,2078,Booth Fees — Ledger 8,OVERHEADS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00080,2079,Software — Ledger 8,CURRENT,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00081,2080,CSA Member Dues — Ledger 9,BANK,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00082,2081,Farmer Payouts — Ledger 9,REVENUE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00083,2082,Freight — Ledger 9,EXPENSE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00084,2083,Warehouse Lease — Ledger 9,CURRLIAB,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00085,2084,Payroll — Ledger 9,FIXED,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00086,2085,Insurance — Ledger 9,EQUITY,,ARCHIVED,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00087,2086,Depreciation — Ledger 9,OTHERASSET,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00088,2087,Bank Fees — Ledger 9,DIRECTCOSTS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00089,2088,Booth Fees — Ledger 9,OVERHEADS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00090,2089,Software — Ledger 9,CURRENT,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00091,2090,CSA Member Dues — Ledger 10,BANK,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00092,2091,Farmer Payouts — Ledger 10,REVENUE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00093,2092,Freight — Ledger 10,EXPENSE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00094,2093,Warehouse Lease — Ledger 10,CURRLIAB,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00095,2094,Payroll — Ledger 10,FIXED,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00096,2095,Insurance — Ledger 10,EQUITY,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00097,2096,Depreciation — Ledger 10,OTHERASSET,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00098,2097,Bank Fees — Ledger 10,DIRECTCOSTS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00099,2098,Booth Fees — Ledger 10,OVERHEADS,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00100,2099,Software — Ledger 10,CURRENT,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00101,2100,CSA Member Dues — Ledger 11,BANK,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00102,2101,Farmer Payouts — Ledger 11,REVENUE,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00103,2102,Freight — Ledger 11,EXPENSE,,ARCHIVED,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00104,2103,Warehouse Lease — Ledger 11,CURRLIAB,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
acc_00105,2104,Payroll — Ledger 11,FIXED,,ACTIVE,Cottonwood Basin Organic Co-op chart of accounts,false
