iata_code,name,city_name,city_code,country_name,country_code,latitude,longitude,timezone
LKZ,Aguascalientes Regional Airport,Aguascalientes,LKZ,Mexico,MX,41.003,-114.1833,America/Mexico_City
BZZ,Cheyenne Regional Airport,Cheyenne,BZZ,United States,US,41.2357,-111.0162,America/Denver
LEL,Spokane Regional Airport,Spokane,LEL,United States,US,37.6905,-106.0066,America/Los_Angeles
SJK,Corpus Christi Regional Airport,Corpus Christi,SJK,United States,US,39.8607,-112.4096,America/Denver
JLX,Zacatecas Regional Airport,Zacatecas,JLX,Mexico,MX,40.3538,-99.4479,America/Mexico_City
FDM,Tampico Regional Airport,Tampico,FDM,Mexico,MX,34.156,-115.7531,America/Mexico_City
VFZ,Billings Regional Airport,Billings,VFZ,United States,US,36.3381,-110.1256,America/Denver
CFF,Laredo Regional Airport,Laredo,CFF,United States,US,39.0552,-103.6057,America/Chicago
PUC,Wichita Regional Airport,Wichita,PUC,United States,US,43.8538,-117.4769,America/Chicago
LNR,Durango Regional Airport,Durango,LNR,Mexico,MX,45.3199,-106.3995,America/Mexico_City
NKA,Lubbock Regional Airport,Lubbock,NKA,United States,US,28.1722,-116.2658,America/Chicago
FHK,McAllen Regional Airport,McAllen,FHK,United States,US,29.0843,-113.2984,America/Denver
LBA,Wichita Regional Airport,Wichita,LBA,United States,US,22.8247,-115.271,America/Los_Angeles
AWQ,Zacatecas Regional Airport,Zacatecas,AWQ,Mexico,MX,39.478,-95.4288,America/Mexico_City
BKE,Tulsa Regional Airport,Tulsa,BKE,United States,US,21.9892,-100.0555,America/Chicago
YYD,Fresno Regional Airport,Fresno,YYD,United States,US,34.0809,-111.51,America/Denver
UYK,Mazatlan Regional Airport,Mazatlan,UYK,Mexico,MX,32.4791,-100.0772,America/Mexico_City
GSM,Zacatecas Regional Airport,Zacatecas,GSM,Mexico,MX,42.4413,-96.8051,America/Mexico_City
AZV,Midland Regional Airport,Midland,AZV,United States,US,43.9517,-109.2935,America/Chicago
NDC,Mazatlan Regional Airport,Mazatlan,NDC,Mexico,MX,41.9914,-117.4602,America/Mexico_City
HRM,Merida Regional Airport,Merida,HRM,Mexico,MX,36.7417,-101.0859,America/Mexico_City
BAU,Colorado Springs Regional Airport,Colorado Springs,BAU,United States,US,45.2686,-112.5134,America/Los_Angeles
EVG,Colorado Springs Regional Airport,Colorado Springs,EVG,United States,US,43.6373,-109.6527,America/Los_Angeles
MAL,Reno Regional Airport,Reno,MAL,United States,US,28.9051,-110.3226,America/Chicago
GWH,Wichita Regional Airport,Wichita,GWH,United States,US,25.351,-113.2502,America/Chicago
GLT,Colorado Springs Regional Airport,Colorado Springs,GLT,United States,US,43.4031,-113.8045,America/Los_Angeles
ZPJ,Merida Regional Airport,Merida,ZPJ,Mexico,MX,38.7493,-103.4329,America/Mexico_City
ENP,Tucson Regional Airport,Tucson,ENP,United States,US,23.4579,-107.5272,America/Denver
GMD,Veracruz Regional Airport,Veracruz,GMD,Mexico,MX,23.4046,-117.8014,America/Mexico_City
FJB,Tucson Regional Airport,Tucson,FJB,United States,US,39.4628,-106.1867,America/Denver
VJH,Lubbock Regional Airport,Lubbock,VJH,United States,US,33.3012,-117.8456,America/Los_Angeles
SEG,Tulsa Regional Airport,Tulsa,SEG,United States,US,31.9733,-116.7479,America/Denver
NTM,Midland Regional Airport,Midland,NTM,United States,US,39.6309,-98.29,America/Los_Angeles
GKG,Boise Regional Airport,Boise,GKG,United States,US,43.4605,-114.8344,America/Chicago
VBH,Albuquerque Regional Airport,Albuquerque,VBH,United States,US,32.221,-112.6937,America/Los_Angeles
KXN,Billings Regional Airport,Billings,KXN,United States,US,23.6259,-99.4137,America/Los_Angeles
DSK,Aguascalientes Regional Airport,Aguascalientes,DSK,Mexico,MX,26.7595,-106.7488,America/Mexico_City
URZ,Oaxaca Regional Airport,Oaxaca,URZ,Mexico,MX,33.3759,-97.0583,America/Mexico_City
MGE,Fresno Regional Airport,Fresno,MGE,United States,US,34.4024,-102.4265,America/Chicago
WDF,Midland Regional Airport,Midland,WDF,United States,US,24.3087,-112.9387,America/Denver
AFM,Colorado Springs Regional Airport,Colorado Springs,AFM,United States,US,20.7585,-98.7709,America/Los_Angeles
EEU,Corpus Christi Regional Airport,Corpus Christi,EEU,United States,US,29.8843,-117.2022,America/Denver
JBK,Colorado Springs Regional Airport,Colorado Springs,JBK,United States,US,29.1011,-115.4056,America/Los_Angeles
WET,Midland Regional Airport,Midland,WET,United States,US,22.2168,-109.3628,America/Denver
RNY,Morelia Regional Airport,Morelia,RNY,Mexico,MX,43.7849,-116.9888,America/Mexico_City
NHF,Tulsa Regional Airport,Tulsa,NHF,United States,US,40.89,-107.4471,America/Chicago
DYA,Veracruz Regional Airport,Veracruz,DYA,Mexico,MX,28.7009,-114.4454,America/Mexico_City
RGG,Merida Regional Airport,Merida,RGG,Mexico,MX,28.6837,-102.069,America/Mexico_City
JKY,Chihuahua Regional Airport,Chihuahua,JKY,Mexico,MX,23.2175,-103.6973,America/Mexico_City
FBW,Cheyenne Regional Airport,Cheyenne,FBW,United States,US,40.7442,-117.5947,America/Chicago
WLN,Grand Junction Regional Airport,Grand Junction,WLN,United States,US,20.0917,-109.2216,America/Los_Angeles
CXY,Colorado Springs Regional Airport,Colorado Springs,CXY,United States,US,41.8162,-109.3209,America/Los_Angeles
QHE,Amarillo Regional Airport,Amarillo,QHE,United States,US,36.346,-107.0905,America/Chicago
EYU,Wichita Regional Airport,Wichita,EYU,United States,US,47.7086,-115.4561,America/Los_Angeles
FEE,Hermosillo Regional Airport,Hermosillo,FEE,Mexico,MX,20.881,-97.6686,America/Mexico_City
RTX,Laredo Regional Airport,Laredo,RTX,United States,US,38.1654,-116.903,America/Chicago
LWK,Midland Regional Airport,Midland,LWK,United States,US,45.0615,-101.3521,America/Chicago
JDH,Cheyenne Regional Airport,Cheyenne,JDH,United States,US,24.0103,-109.4502,America/Chicago
SQC,Chihuahua Regional Airport,Chihuahua,SQC,Mexico,MX,20.3115,-103.9272,America/Mexico_City
CEC,Wichita Regional Airport,Wichita,CEC,United States,US,37.9543,-106.6785,America/Denver
XDC,Merida Regional Airport,Merida,XDC,Mexico,MX,21.5888,-100.0584,America/Mexico_City
KUS,Laredo Regional Airport,Laredo,KUS,United States,US,27.1568,-108.6408,America/Chicago
KNM,Culiacan Regional Airport,Culiacan,KNM,Mexico,MX,43.6492,-103.608,America/Mexico_City
MSU,Albuquerque Regional Airport,Albuquerque,MSU,United States,US,44.7088,-117.4702,America/Denver
LTL,McAllen Regional Airport,McAllen,LTL,United States,US,43.3723,-101.2321,America/Los_Angeles
ZDN,Tucson Regional Airport,Tucson,ZDN,United States,US,29.4259,-104.4959,America/Chicago
TUW,Villahermosa Regional Airport,Villahermosa,TUW,Mexico,MX,22.4266,-111.36,America/Mexico_City
FTQ,Villahermosa Regional Airport,Villahermosa,FTQ,Mexico,MX,19.2122,-111.0101,America/Mexico_City
PKU,Corpus Christi Regional Airport,Corpus Christi,PKU,United States,US,31.1695,-99.3645,America/Denver
FVP,Amarillo Regional Airport,Amarillo,FVP,United States,US,47.8388,-103.2669,America/Denver
ZEZ,Tulsa Regional Airport,Tulsa,ZEZ,United States,US,36.3635,-100.1615,America/Denver
SAE,Merida Regional Airport,Merida,SAE,Mexico,MX,36.1221,-111.8002,America/Mexico_City
UHX,Veracruz Regional Airport,Veracruz,UHX,Mexico,MX,38.9878,-110.8951,America/Mexico_City
DQX,Torreon Regional Airport,Torreon,DQX,Mexico,MX,42.8561,-112.9382,America/Mexico_City
LWR,Reno Regional Airport,Reno,LWR,United States,US,37.5061,-98.2861,America/Los_Angeles
YTC,Corpus Christi Regional Airport,Corpus Christi,YTC,United States,US,30.7992,-99.7333,America/Chicago
XUG,Morelia Regional Airport,Morelia,XUG,Mexico,MX,45.4829,-110.8813,America/Mexico_City
JYW,Durango Regional Airport,Durango,JYW,United States,US,33.595,-95.9226,America/Denver
UZC,Torreon Regional Airport,Torreon,UZC,Mexico,MX,39.9501,-110.3492,America/Mexico_City
WMM,Colorado Springs Regional Airport,Colorado Springs,WMM,United States,US,22.7966,-106.2002,America/Denver
CVE,Fresno Regional Airport,Fresno,CVE,United States,US,36.3084,-106.7408,America/Chicago
SGR,Hermosillo Regional Airport,Hermosillo,SGR,Mexico,MX,34.924,-113.0783,America/Mexico_City
WYA,Santa Fe Regional Airport,Santa Fe,WYA,United States,US,21.9725,-105.3555,America/Denver
GKB,Cheyenne Regional Airport,Cheyenne,GKB,United States,US,19.8813,-107.1524,America/Chicago
HHA,Aguascalientes Regional Airport,Aguascalientes,HHA,Mexico,MX,19.597,-105.1837,America/Mexico_City
FVF,Fresno Regional Airport,Fresno,FVF,United States,US,30.4919,-98.1099,America/Denver
UMA,Billings Regional Airport,Billings,UMA,United States,US,35.3395,-111.0279,America/Denver
ZWT,Cheyenne Regional Airport,Cheyenne,ZWT,United States,US,31.5999,-96.7791,America/Chicago
WKJ,Midland Regional Airport,Midland,WKJ,United States,US,34.3672,-104.7248,America/Denver
HFU,Morelia Regional Airport,Morelia,HFU,Mexico,MX,27.3686,-115.6256,America/Mexico_City
LHH,Queretaro Regional Airport,Queretaro,LHH,Mexico,MX,25.7769,-108.9267,America/Mexico_City
NPY,Villahermosa Regional Airport,Villahermosa,NPY,Mexico,MX,20.6883,-96.5134,America/Mexico_City
ZRM,Corpus Christi Regional Airport,Corpus Christi,ZRM,United States,US,47.5173,-107.2688,America/Denver
XAA,Albuquerque Regional Airport,Albuquerque,XAA,United States,US,42.1386,-112.4735,America/Los_Angeles
YEG,Tampico Regional Airport,Tampico,YEG,Mexico,MX,36.0163,-101.3472,America/Mexico_City
HTB,Veracruz Regional Airport,Veracruz,HTB,Mexico,MX,40.3312,-110.3423,America/Mexico_City
YDV,Oaxaca Regional Airport,Oaxaca,YDV,Mexico,MX,20.6955,-95.488,America/Mexico_City
FRB,Billings Regional Airport,Billings,FRB,United States,US,36.2502,-111.37,America/Denver
JPJ,Spokane Regional Airport,Spokane,JPJ,United States,US,41.262,-102.5537,America/Denver
SZH,Chihuahua Regional Airport,Chihuahua,SZH,Mexico,MX,30.7722,-105.4931,America/Mexico_City
JNK,Albuquerque Regional Airport,Albuquerque,JNK,United States,US,23.8708,-111.5729,America/Denver
AFK,Grand Junction Regional Airport,Grand Junction,AFK,United States,US,23.1399,-112.5499,America/Los_Angeles
WUT,Amarillo Regional Airport,Amarillo,WUT,United States,US,38.1234,-108.7668,America/Los_Angeles
GMH,Colorado Springs Regional Airport,Colorado Springs,GMH,United States,US,24.0426,-99.921,America/Los_Angeles
KWH,Wichita Regional Airport,Wichita,KWH,United States,US,36.7402,-112.4532,America/Los_Angeles
CLX,Colorado Springs Regional Airport,Colorado Springs,CLX,United States,US,32.3481,-98.3295,America/Chicago
NCP,Fargo Regional Airport,Fargo,NCP,United States,US,28.6426,-110.374,America/Los_Angeles
SBT,Midland Regional Airport,Midland,SBT,United States,US,24.2249,-115.0893,America/Chicago
BVG,Culiacan Regional Airport,Culiacan,BVG,Mexico,MX,22.2699,-105.1856,America/Mexico_City
HYV,Rapid City Regional Airport,Rapid City,HYV,United States,US,31.3951,-98.2194,America/Chicago
EQS,Veracruz Regional Airport,Veracruz,EQS,Mexico,MX,41.1875,-113.3095,America/Mexico_City
QJN,Amarillo Regional Airport,Amarillo,QJN,United States,US,23.3477,-104.5737,America/Chicago
UTQ,Oaxaca Regional Airport,Oaxaca,UTQ,Mexico,MX,35.7618,-101.8229,America/Mexico_City
XXV,Amarillo Regional Airport,Amarillo,XXV,United States,US,39.7429,-114.5852,America/Los_Angeles
HZT,Tampico Regional Airport,Tampico,HZT,Mexico,MX,38.823,-114.6218,America/Mexico_City
EED,Spokane Regional Airport,Spokane,EED,United States,US,43.0818,-98.6858,America/Los_Angeles
TEE,Fargo Regional Airport,Fargo,TEE,United States,US,47.5991,-108.4365,America/Los_Angeles
XTT,Veracruz Regional Airport,Veracruz,XTT,Mexico,MX,23.2917,-109.5158,America/Mexico_City
SDX,Omaha Regional Airport,Omaha,SDX,United States,US,46.1091,-112.8093,America/Los_Angeles
GJP,Queretaro Regional Airport,Queretaro,GJP,Mexico,MX,43.2527,-103.2777,America/Mexico_City
JFV,Tulsa Regional Airport,Tulsa,JFV,United States,US,36.3239,-97.7598,America/Denver
ZVT,Merida Regional Airport,Merida,ZVT,Mexico,MX,32.3764,-111.3419,America/Mexico_City
CNU,Tampico Regional Airport,Tampico,CNU,Mexico,MX,23.9256,-108.5361,America/Mexico_City
GYH,Mazatlan Regional Airport,Mazatlan,GYH,Mexico,MX,28.3209,-98.5426,America/Mexico_City
MTQ,Omaha Regional Airport,Omaha,MTQ,United States,US,25.6004,-103.9669,America/Los_Angeles
USC,Torreon Regional Airport,Torreon,USC,Mexico,MX,27.6594,-103.4445,America/Mexico_City
GGS,Torreon Regional Airport,Torreon,GGS,Mexico,MX,37.8563,-106.5924,America/Mexico_City
RAS,Albuquerque Regional Airport,Albuquerque,RAS,United States,US,46.7625,-111.9994,America/Los_Angeles
NDF,Boise Regional Airport,Boise,NDF,United States,US,44.8074,-99.3971,America/Chicago
ARS,Torreon Regional Airport,Torreon,ARS,Mexico,MX,28.447,-100.1597,America/Mexico_City
TLT,Boise Regional Airport,Boise,TLT,United States,US,34.2809,-109.2518,America/Denver
JWZ,Tucson Regional Airport,Tucson,JWZ,United States,US,25.4055,-95.9259,America/Chicago
WQS,Tulsa Regional Airport,Tulsa,WQS,United States,US,41.6059,-102.6169,America/Los_Angeles
GSP,Culiacan Regional Airport,Culiacan,GSP,Mexico,MX,29.2034,-108.6634,America/Mexico_City
QQT,Lubbock Regional Airport,Lubbock,QQT,United States,US,32.366,-114.5346,America/Denver
FWL,Torreon Regional Airport,Torreon,FWL,Mexico,MX,32.2701,-113.9186,America/Mexico_City
WWB,Reno Regional Airport,Reno,WWB,United States,US,24.1346,-108.9004,America/Los_Angeles
YCT,Colorado Springs Regional Airport,Colorado Springs,YCT,United States,US,34.7977,-105.1748,America/Denver
CRN,Veracruz Regional Airport,Veracruz,CRN,Mexico,MX,21.403,-113.851,America/Mexico_City
KXD,Oaxaca Regional Airport,Oaxaca,KXD,Mexico,MX,46.4652,-95.1961,America/Mexico_City
DZK,Rapid City Regional Airport,Rapid City,DZK,United States,US,42.9603,-107.9446,America/Denver
ESZ,Amarillo Regional Airport,Amarillo,ESZ,United States,US,22.382,-116.742,America/Denver
HLD,Veracruz Regional Airport,Veracruz,HLD,Mexico,MX,28.1481,-107.4677,America/Mexico_City
RQN,Grand Junction Regional Airport,Grand Junction,RQN,United States,US,42.033,-115.99,America/Chicago
EDY,Wichita Regional Airport,Wichita,EDY,United States,US,37.4119,-97.3554,America/Denver
ZZD,Cheyenne Regional Airport,Cheyenne,ZZD,United States,US,35.6284,-96.7655,America/Denver
KZC,Amarillo Regional Airport,Amarillo,KZC,United States,US,30.5054,-105.0742,America/Chicago
VVB,Tampico Regional Airport,Tampico,VVB,Mexico,MX,42.5351,-113.6817,America/Mexico_City
SYA,Tulsa Regional Airport,Tulsa,SYA,United States,US,39.531,-113.6865,America/Chicago
MSF,Rapid City Regional Airport,Rapid City,MSF,United States,US,27.568,-113.8094,America/Los_Angeles
FQH,Oaxaca Regional Airport,Oaxaca,FQH,Mexico,MX,43.0442,-99.9364,America/Mexico_City
XXL,Queretaro Regional Airport,Queretaro,XXL,Mexico,MX,47.4434,-104.5956,America/Mexico_City
AMN,Boise Regional Airport,Boise,AMN,United States,US,46.3434,-100.2143,America/Denver
FSZ,Rapid City Regional Airport,Rapid City,FSZ,United States,US,27.6239,-101.44,America/Chicago
EUA,Durango Regional Airport,Durango,EUA,United States,US,19.2491,-109.235,America/Chicago
ZAS,Veracruz Regional Airport,Veracruz,ZAS,Mexico,MX,24.488,-116.5202,America/Mexico_City
XFD,Culiacan Regional Airport,Culiacan,XFD,Mexico,MX,25.0987,-108.7671,America/Mexico_City
RFH,Billings Regional Airport,Billings,RFH,United States,US,33.7103,-102.5406,America/Denver
DRZ,McAllen Regional Airport,McAllen,DRZ,United States,US,44.0555,-96.2934,America/Denver
FAR,Boise Regional Airport,Boise,FAR,United States,US,21.8016,-103.9639,America/Chicago
ATP,Oaxaca Regional Airport,Oaxaca,ATP,Mexico,MX,19.5249,-99.219,America/Mexico_City
QTR,Fargo Regional Airport,Fargo,QTR,United States,US,30.5908,-109.6531,America/Denver
YLU,Tulsa Regional Airport,Tulsa,YLU,United States,US,19.5478,-116.1754,America/Los_Angeles
RNF,Morelia Regional Airport,Morelia,RNF,Mexico,MX,46.3997,-110.5434,America/Mexico_City
JJC,Colorado Springs Regional Airport,Colorado Springs,JJC,United States,US,31.7778,-112.0264,America/Los_Angeles
KCG,Culiacan Regional Airport,Culiacan,KCG,Mexico,MX,19.0455,-109.4025,America/Mexico_City
PWQ,Tulsa Regional Airport,Tulsa,PWQ,United States,US,42.2609,-112.0311,America/Los_Angeles
VUK,Boise Regional Airport,Boise,VUK,United States,US,47.2733,-96.9734,America/Denver
ZRU,Laredo Regional Airport,Laredo,ZRU,United States,US,21.2364,-96.7255,America/Los_Angeles
KKF,Grand Junction Regional Airport,Grand Junction,KKF,United States,US,29.1265,-111.5887,America/Los_Angeles
CVF,Villahermosa Regional Airport,Villahermosa,CVF,Mexico,MX,39.73,-103.5098,America/Mexico_City
JLD,Veracruz Regional Airport,Veracruz,JLD,Mexico,MX,19.8474,-99.8238,America/Mexico_City
KMW,Culiacan Regional Airport,Culiacan,KMW,Mexico,MX,23.1776,-98.2623,America/Mexico_City
NRR,Billings Regional Airport,Billings,NRR,United States,US,21.5415,-109.9019,America/Chicago
CPW,Aguascalientes Regional Airport,Aguascalientes,CPW,Mexico,MX,30.7766,-107.7681,America/Mexico_City
DWT,Tampico Regional Airport,Tampico,DWT,Mexico,MX,20.6626,-108.1604,America/Mexico_City
LHJ,Morelia Regional Airport,Morelia,LHJ,Mexico,MX,29.6149,-112.696,America/Mexico_City
WFJ,Durango Regional Airport,Durango,WFJ,United States,US,39.7873,-99.8152,America/Denver
AFL,Morelia Regional Airport,Morelia,AFL,Mexico,MX,20.3678,-102.5537,America/Mexico_City
HHC,Wichita Regional Airport,Wichita,HHC,United States,US,25.9509,-101.5467,America/Los_Angeles
GCD,Mazatlan Regional Airport,Mazatlan,GCD,Mexico,MX,20.7767,-105.279,America/Mexico_City
WQQ,Durango Regional Airport,Durango,WQQ,Mexico,MX,27.775,-115.3426,America/Mexico_City
UWQ,Veracruz Regional Airport,Veracruz,UWQ,Mexico,MX,47.0343,-105.5661,America/Mexico_City
EPA,Merida Regional Airport,Merida,EPA,Mexico,MX,47.6181,-117.4978,America/Mexico_City
WCV,Queretaro Regional Airport,Queretaro,WCV,Mexico,MX,23.9539,-114.9967,America/Mexico_City
AYQ,Chihuahua Regional Airport,Chihuahua,AYQ,Mexico,MX,41.276,-117.4605,America/Mexico_City
JKP,McAllen Regional Airport,McAllen,JKP,United States,US,35.4851,-109.0146,America/Denver
NXF,Rapid City Regional Airport,Rapid City,NXF,United States,US,38.6455,-99.376,America/Los_Angeles
CWB,Midland Regional Airport,Midland,CWB,United States,US,37.7587,-113.9887,America/Chicago
SXK,Albuquerque Regional Airport,Albuquerque,SXK,United States,US,43.4181,-114.1426,America/Chicago
RWP,Rapid City Regional Airport,Rapid City,RWP,United States,US,22.4776,-103.1518,America/Los_Angeles
HSH,Chihuahua Regional Airport,Chihuahua,HSH,Mexico,MX,29.1514,-106.7315,America/Mexico_City
WQT,Amarillo Regional Airport,Amarillo,WQT,United States,US,28.4466,-117.9638,America/Chicago
NAK,Zacatecas Regional Airport,Zacatecas,NAK,Mexico,MX,31.5586,-108.1487,America/Mexico_City
HGL,Billings Regional Airport,Billings,HGL,United States,US,23.3353,-116.8454,America/Denver
EYM,Albuquerque Regional Airport,Albuquerque,EYM,United States,US,25.5574,-99.8369,America/Los_Angeles
RXH,Midland Regional Airport,Midland,RXH,United States,US,30.8761,-100.255,America/Chicago
KVX,Rapid City Regional Airport,Rapid City,KVX,United States,US,26.4689,-100.6497,America/Chicago
HTB-x1,Laredo Regional Airport,Laredo,ZRU,United States,US,21.2364,-96.7255,America/Los_Angeles
HSC-x2,Merida Regional Airport,Merida,ZVT,Mexico,MX,32.3764,-111.3419,America/Mexico_City
AFL-x3,Rapid City Regional Airport,Rapid City,MSF,United States,US,27.568,-113.8094,America/Los_Angeles
KNM-x4,Chihuahua Regional Airport,Chihuahua,SZH,Mexico,MX,30.7722,-105.4931,America/Mexico_City
PWQ-x5,Billings Regional Airport,Billings,NRR,United States,US,21.5415,-109.9019,America/Chicago
QTR-x6,Cheyenne Regional Airport,Cheyenne,FBW,United States,US,40.7442,-117.5947,America/Chicago
XFD-x7,Veracruz Regional Airport,Veracruz,UHX,Mexico,MX,38.9878,-110.8951,America/Mexico_City
GGS-x8,Wichita Regional Airport,Wichita,EYU,United States,US,47.7086,-115.4561,America/Los_Angeles
YDV-x9,Billings Regional Airport,Billings,NRR,United States,US,21.5415,-109.9019,America/Chicago
CPW-x10,Boise Regional Airport,Boise,GKG,United States,US,43.4605,-114.8344,America/Chicago
RFH-x11,Villahermosa Regional Airport,Villahermosa,TUW,Mexico,MX,22.4266,-111.36,America/Mexico_City
AWQ-x12,Queretaro Regional Airport,Queretaro,GJP,Mexico,MX,43.2527,-103.2777,America/Mexico_City
WET-x13,Amarillo Regional Airport,Amarillo,ESZ,United States,US,22.382,-116.742,America/Denver
ZRM-x14,Fresno Regional Airport,Fresno,CVE,United States,US,36.3084,-106.7408,America/Chicago
ZPJ-x15,Merida Regional Airport,Merida,RGG,Mexico,MX,28.6837,-102.069,America/Mexico_City
HYV-x16,Grand Junction Regional Airport,Grand Junction,WLN,United States,US,20.0917,-109.2216,America/Los_Angeles
AUS-x17,Amarillo Regional Airport,Amarillo,ESZ,United States,US,22.382,-116.742,America/Denver
ATL-x18,El Paso International Airport,El Paso,ELP,United States,US,31.8072,-106.3781,America/Denver
FQH-x19,Tucson Regional Airport,Tucson,JWZ,United States,US,25.4055,-95.9259,America/Chicago
MTQ-x20,Colorado Springs Regional Airport,Colorado Springs,GLT,United States,US,43.4031,-113.8045,America/Los_Angeles
HYV-x21,Cheyenne Regional Airport,Cheyenne,BZZ,United States,US,41.2357,-111.0162,America/Denver
SDX-x22,Tucson Regional Airport,Tucson,FJB,United States,US,39.4628,-106.1867,America/Denver
SQC-x23,Grand Junction Regional Airport,Grand Junction,AFG,United States,US,21.2221,-113.4554,America/Chicago
QTR-x24,Fargo Regional Airport,Fargo,TEE,United States,US,47.5991,-108.4365,America/Los_Angeles
LWK-x25,Mazatlan Regional Airport,Mazatlan,NDC,Mexico,MX,41.9914,-117.4602,America/Mexico_City
LHJ-x26,Tampico Regional Airport,Tampico,YEG,Mexico,MX,36.0163,-101.3472,America/Mexico_City
XDC-x27,Grand Junction Regional Airport,Grand Junction,AFG,United States,US,21.2221,-113.4554,America/Chicago
GJP-x28,Amarillo Regional Airport,Amarillo,FVP,United States,US,47.8388,-103.2669,America/Denver
EED-x29,Wichita Regional Airport,Wichita,GWH,United States,US,25.351,-113.2502,America/Chicago
LWR-x30,Albuquerque Regional Airport,Albuquerque,JNK,United States,US,23.8708,-111.5729,America/Denver
MSU-x31,Tampico Regional Airport,Tampico,YEG,Mexico,MX,36.0163,-101.3472,America/Mexico_City
WKJ-x32,Omaha Regional Airport,Omaha,SDX,United States,US,46.1091,-112.8093,America/Los_Angeles
CEC-x33,Veracruz Regional Airport,Veracruz,CRN,Mexico,MX,21.403,-113.851,America/Mexico_City
JKP-x34,Wichita Regional Airport,Wichita,EDY,United States,US,37.4119,-97.3554,America/Denver
AYQ-x35,Tucson Regional Airport,Tucson,JWZ,United States,US,25.4055,-95.9259,America/Chicago
RNF-x36,Tulsa Regional Airport,Tulsa,SEG,United States,US,31.9733,-116.7479,America/Denver
QTR-x37,Merida Regional Airport,Merida,HRM,Mexico,MX,36.7417,-101.0859,America/Mexico_City
DRZ-x38,Albuquerque Regional Airport,Albuquerque,RAS,United States,US,46.7625,-111.9994,America/Los_Angeles
SLC-x39,Veracruz Regional Airport,Veracruz,GMD,Mexico,MX,23.4046,-117.8014,America/Mexico_City
