Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
54,Service Item 54,Auto service line 54,Service,191.00,4,Service Revenue,true,false
55,Service Item 55,Auto service line 55,Service,194.00,4,Service Revenue,true,false
56,Service Item 56,Auto service line 56,Service,197.00,4,Service Revenue,true,false
57,Service Item 57,Auto service line 57,Service,200.00,4,Service Revenue,true,false
58,Service Item 58,Auto service line 58,Service,203.00,4,Service Revenue,true,false
59,Service Item 59,Auto service line 59,Service,206.00,4,Service Revenue,true,false
60,Service Item 60,Auto service line 60,Service,209.00,4,Service Revenue,true,false
61,Service Item 61,Auto service line 61,Service,212.00,4,Service Revenue,true,false
62,Service Item 62,Auto service line 62,Service,215.00,4,Service Revenue,true,false
63,Service Item 63,Auto service line 63,Service,218.00,4,Service Revenue,true,false
64,Service Item 64,Auto service line 64,Service,221.00,4,Service Revenue,true,false
65,Service Item 65,Auto service line 65,Service,224.00,4,Service Revenue,true,false
66,Service Item 66,Auto service line 66,Service,227.00,4,Service Revenue,true,false
67,Service Item 67,Auto service line 67,Service,230.00,4,Service Revenue,true,false
68,Service Item 68,Auto service line 68,Service,233.00,4,Service Revenue,true,false
69,Service Item 69,Auto service line 69,Service,236.00,4,Service Revenue,true,false
70,Service Item 70,Auto service line 70,Service,239.00,4,Service Revenue,true,false
71,Service Item 71,Auto service line 71,Service,242.00,4,Service Revenue,true,false
72,Service Item 72,Auto service line 72,Service,245.00,4,Service Revenue,true,false
73,Service Item 73,Auto service line 73,Service,248.00,4,Service Revenue,true,false
74,Service Item 74,Auto service line 74,Service,251.00,4,Service Revenue,true,false
75,Service Item 75,Auto service line 75,Service,254.00,4,Service Revenue,true,false
76,Service Item 76,Auto service line 76,Service,257.00,4,Service Revenue,true,false
77,Service Item 77,Auto service line 77,Service,260.00,4,Service Revenue,true,false
78,Service Item 78,Auto service line 78,Service,263.00,4,Service Revenue,true,false
79,Service Item 79,Auto service line 79,Service,266.00,4,Service Revenue,true,false
80,Service Item 80,Auto service line 80,Service,269.00,4,Service Revenue,true,false
