id,name,type,query,message,overall_state,priority,tags,created,modified
mon-13,Infra monitor 13,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-14,Infra monitor 14,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-15,Infra monitor 15,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-16,Infra monitor 16,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-17,Infra monitor 17,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-18,Infra monitor 18,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-19,Infra monitor 19,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-20,Infra monitor 20,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-21,Infra monitor 21,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-22,Infra monitor 22,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-23,Infra monitor 23,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-24,Infra monitor 24,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-25,Infra monitor 25,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-26,Infra monitor 26,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-27,Infra monitor 27,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-28,Infra monitor 28,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-29,Infra monitor 29,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-30,Infra monitor 30,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-31,Infra monitor 31,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-32,Infra monitor 32,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-33,Infra monitor 33,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-34,Infra monitor 34,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-35,Infra monitor 35,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-36,Infra monitor 36,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-37,Infra monitor 37,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-38,Infra monitor 38,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-39,Infra monitor 39,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-40,Infra monitor 40,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-41,Infra monitor 41,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-42,Infra monitor 42,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-43,Infra monitor 43,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-44,Infra monitor 44,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-45,Infra monitor 45,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-46,Infra monitor 46,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-47,Infra monitor 47,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-48,Infra monitor 48,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-49,Infra monitor 49,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-50,Infra monitor 50,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-51,Infra monitor 51,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-52,Infra monitor 52,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-53,Infra monitor 53,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-54,Infra monitor 54,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-55,Infra monitor 55,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-56,Infra monitor 56,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-57,Infra monitor 57,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-58,Infra monitor 58,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-59,Infra monitor 59,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-60,Infra monitor 60,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-61,Infra monitor 61,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-62,Infra monitor 62,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-63,Infra monitor 63,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-64,Infra monitor 64,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-65,Infra monitor 65,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-66,Infra monitor 66,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-67,Infra monitor 67,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-68,Infra monitor 68,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-69,Infra monitor 69,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-70,Infra monitor 70,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-71,Infra monitor 71,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-72,Infra monitor 72,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-73,Infra monitor 73,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-74,Infra monitor 74,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-75,Infra monitor 75,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-76,Infra monitor 76,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-77,Infra monitor 77,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-78,Infra monitor 78,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-79,Infra monitor 79,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-80,Infra monitor 80,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-81,Infra monitor 81,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-82,Infra monitor 82,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-83,Infra monitor 83,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-84,Infra monitor 84,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-85,Infra monitor 85,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-86,Infra monitor 86,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-87,Infra monitor 87,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-88,Infra monitor 88,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-89,Infra monitor 89,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-90,Infra monitor 90,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-91,Infra monitor 91,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-92,Infra monitor 92,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-93,Infra monitor 93,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-94,Infra monitor 94,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-95,Infra monitor 95,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-96,Infra monitor 96,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-97,Infra monitor 97,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-98,Infra monitor 98,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-99,Infra monitor 99,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-100,Infra monitor 100,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-101,Infra monitor 101,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-102,Infra monitor 102,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-103,Infra monitor 103,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
mon-104,Infra monitor 104,metric alert,avg(last_5m):avg:cpu{*}>90,CPU,OK,P4,team:platform,2026-06-01T00:00:00Z,2026-09-30T00:00:00Z
