store_id,name,cuisine,rating,review_count,price_range,delivery_fee,eta_minutes,latitude,longitude,address,is_open
store-0022,Cocina Denver 21,Mexican,4.5,454,$,2.62,27,39.7382,-105.0164,725 Broadway St Denver,false
store-0023,Grill Denver 22,Japanese,4.6,2097,$,4.15,19,39.7784,-104.9879,2732 Colfax St Denver,true
store-0024,Taqueria Denver 23,Latin,4.6,753,$,1.91,18,39.7148,-105.0194,1045 Colfax St Denver,true
store-0025,Kitchen Denver 24,Mexican,4.4,1704,$,3.20,40,39.7143,-104.9806,2072 Colfax St Denver,false
store-0026,Cocina Denver 25,American,4.6,2354,$$,3.74,36,39.7118,-104.9491,1349 Colfax St Denver,true
store-0027,Kitchen Denver 26,Cafe,4.5,1738,$,3.26,23,39.7423,-105.0173,513 Broadway St Denver,true
store-0028,Taqueria Denver 27,Japanese,4.3,538,$$$,1.77,29,39.7447,-104.9438,2286 Larimer St Denver,true
store-0029,Taqueria Denver 28,Italian,4.1,1594,$$$,4.89,28,39.7670,-105.0128,921 Broadway St Denver,true
store-0030,Taqueria Denver 29,Cafe,4.7,1058,$$,3.48,43,39.7345,-105.0140,2623 Pearl St Denver,true
store-0031,Taqueria Denver 30,Vietnamese,4.5,2253,$$$,3.48,40,39.7118,-104.9718,627 Pearl St Denver,false
store-0032,Cafe Denver 31,Latin,4.0,974,$$$,1.93,32,39.7052,-104.9729,1979 Colfax St Denver,true
store-0033,Cocina Denver 32,Latin,4.2,1927,$$$,3.90,19,39.7453,-104.9849,1687 Federal St Denver,false
store-0034,Cocina Denver 33,American,4.3,904,$$,3.21,33,39.7303,-104.9481,1613 Colfax St Denver,false
store-0035,Cocina Denver 34,American,4.3,343,$,3.86,39,39.7748,-104.9779,1588 Pearl St Denver,false
store-0036,Kitchen Denver 35,Vietnamese,4.8,885,$,3.99,27,39.7273,-105.0069,2356 Larimer St Denver,true
store-0037,Bistro Denver 36,Japanese,4.5,1747,$$,2.69,21,39.7252,-104.9608,1063 Federal St Denver,false
store-0038,Cocina Denver 37,Italian,4.1,2021,$$$,3.20,40,39.7265,-105.0071,1395 Colfax St Denver,false
store-0039,Kitchen Denver 38,Japanese,4.1,466,$,3.03,45,39.7114,-104.9312,1673 Broadway St Denver,true
store-0040,Cocina Denver 39,Latin,4.7,2125,$$,4.27,25,39.7082,-104.9850,2811 Federal St Denver,true
store-0041,Cocina Denver 40,Japanese,4.5,2236,$$$,4.71,20,39.7003,-105.0003,1378 Larimer St Denver,true
store-0042,Grill Denver 41,Cafe,4.4,2168,$,4.34,43,39.7389,-104.9761,1746 Larimer St Denver,true
store-0043,Cocina Denver 42,Italian,4.8,1012,$,3.14,41,39.7658,-104.9730,2239 Larimer St Denver,false
store-0044,Grill Denver 43,Latin,4.6,727,$$$,2.57,32,39.7551,-104.9650,2080 Larimer St Denver,true
store-0045,Cafe Denver 44,Vietnamese,4.6,1139,$$,1.15,23,39.7412,-104.9519,793 Pearl St Denver,true
store-0046,Cocina Denver 45,Japanese,4.8,2261,$$$,3.23,40,39.7668,-104.9447,2060 Colfax St Denver,true
store-0047,Cafe Denver 46,Italian,4.3,1418,$$$,3.20,41,39.7002,-104.9941,2907 Broadway St Denver,true
store-0048,Kitchen Denver 47,Japanese,4.3,1667,$$$,1.85,24,39.7400,-104.9891,1425 Larimer St Denver,true
store-0049,Bistro Denver 48,Mexican,4.5,500,$$,1.23,41,39.7355,-105.0117,830 Pearl St Denver,true
store-0050,Cafe Denver 49,Latin,4.7,317,$$,4.24,25,39.7239,-104.9656,1776 Larimer St Denver,true
store-0051,Grill Denver 50,Latin,4.1,1453,$$,3.50,26,39.7211,-104.9788,727 Federal St Denver,true
store-0052,Cocina Denver 51,Mexican,4.2,195,$$$,1.28,25,39.7258,-104.9450,280 Federal St Denver,true
store-0053,Taqueria Denver 52,Japanese,4.4,1820,$$,4.63,41,39.7275,-104.9826,711 Colfax St Denver,false
store-0054,Cafe Denver 53,Vietnamese,4.2,1321,$$,2.72,34,39.7132,-104.9474,575 Federal St Denver,true
store-0055,Taqueria Denver 54,Vietnamese,4.3,821,$,2.00,24,39.7098,-104.9335,1379 Pearl St Denver,true
store-0056,Cocina Denver 55,Mexican,4.0,2372,$$$,2.88,39,39.7084,-104.9793,2123 Broadway St Denver,true
store-0057,Cafe Denver 56,Italian,4.4,405,$$,1.02,26,39.7047,-104.9520,242 Colfax St Denver,true
store-0058,Grill Denver 57,Cafe,4.4,1216,$,4.03,33,39.7358,-105.0021,1749 Colfax St Denver,true
store-0059,Cafe Denver 58,Mexican,4.5,2007,$$$,1.81,31,39.7131,-104.9475,2099 Larimer St Denver,true
store-0060,Grill Denver 59,Japanese,4.8,631,$$$,3.65,28,39.7686,-105.0189,2668 Federal St Denver,true
store-0061,Cafe Denver 60,Japanese,4.6,895,$$$,3.76,18,39.7438,-104.9674,2919 Broadway St Denver,true
store-0062,Taqueria Denver 61,Italian,4.6,1346,$$,4.80,19,39.7031,-105.0184,304 Larimer St Denver,false
store-0063,Cafe Denver 62,Mexican,4.6,141,$$,3.27,29,39.7373,-105.0079,554 Larimer St Denver,true
store-0064,Grill Denver 63,Latin,4.1,1476,$,2.44,32,39.7759,-104.9652,1563 Larimer St Denver,false
store-0065,Cocina Denver 64,Japanese,4.3,1546,$$$,4.09,25,39.7593,-104.9432,2896 Larimer St Denver,true
store-0066,Kitchen Denver 65,Italian,4.1,1129,$$,1.12,30,39.7464,-104.9999,820 Colfax St Denver,true
store-0067,Cocina Denver 66,Latin,4.2,637,$$,4.54,43,39.7662,-104.9333,1303 Broadway St Denver,true
store-0068,Cocina Denver 67,Mexican,4.2,2336,$$,4.45,33,39.7626,-105.0009,2223 Pearl St Denver,true
store-0069,Cocina Denver 68,Latin,4.2,657,$$$,1.50,31,39.7121,-104.9723,1171 Pearl St Denver,true
store-0070,Bistro Denver 69,Cafe,4.0,182,$,4.15,19,39.7037,-104.9493,1816 Federal St Denver,true
store-0071,Cafe Denver 70,Vietnamese,4.4,142,$$,1.59,19,39.7181,-104.9982,772 Pearl St Denver,true
store-0072,Grill Denver 71,Latin,4.9,681,$$,1.63,18,39.7569,-105.0095,1888 Colfax St Denver,false
store-0073,Bistro Denver 72,Latin,4.8,376,$,1.67,30,39.7689,-105.0089,2016 Colfax St Denver,true
store-0074,Cafe Denver 73,Japanese,4.8,1393,$$,4.52,22,39.7398,-104.9855,1344 Broadway St Denver,false
store-0075,Kitchen Denver 74,American,4.2,1398,$$$,1.69,25,39.7090,-104.9530,293 Larimer St Denver,true
store-0076,Cocina Denver 75,Latin,4.5,2012,$,2.34,40,39.7321,-104.9332,2836 Pearl St Denver,true
store-0077,Grill Denver 76,Latin,4.6,1662,$$$,1.91,38,39.7756,-104.9505,1987 Broadway St Denver,true
store-0078,Bistro Denver 77,Cafe,4.2,1321,$,3.46,31,39.7461,-105.0101,2043 Larimer St Denver,false
store-0079,Bistro Denver 78,Latin,4.2,1841,$,2.57,19,39.7434,-105.0075,1162 Broadway St Denver,false
store-0080,Taqueria Denver 79,Italian,4.3,1453,$$,2.99,38,39.7066,-104.9665,1467 Pearl St Denver,true
store-0081,Cafe Denver 80,Latin,4.3,2080,$$,2.47,33,39.7699,-104.9871,1886 Broadway St Denver,false
store-0082,Taqueria Denver 81,American,4.6,1264,$,4.59,31,39.7759,-104.9508,622 Larimer St Denver,true
store-0083,Kitchen Denver 82,Japanese,4.5,731,$$,4.82,28,39.7111,-104.9582,2808 Federal St Denver,true
store-0084,Bistro Denver 83,Vietnamese,4.6,1253,$$,3.67,31,39.7286,-104.9635,604 Broadway St Denver,true
store-0085,Kitchen Denver 84,Vietnamese,4.2,1779,$$,1.94,28,39.7691,-104.9543,355 Larimer St Denver,true
store-0086,Grill Denver 85,Mexican,4.6,729,$$,2.50,34,39.7798,-105.0104,2549 Pearl St Denver,true
store-0087,Grill Denver 86,Latin,4.3,2031,$,1.74,26,39.7151,-105.0128,2744 Broadway St Denver,true
store-0088,Taqueria Denver 87,American,4.4,344,$$,1.18,36,39.7468,-104.9455,1873 Colfax St Denver,true
store-0089,Cafe Denver 88,Japanese,4.3,714,$$$,3.79,44,39.7413,-104.9857,1483 Broadway St Denver,true
store-0090,Taqueria Denver 89,Italian,4.4,2209,$$,1.35,19,39.7134,-104.9768,968 Larimer St Denver,true
store-0091,Cafe Denver 90,Latin,4.0,515,$$,2.91,23,39.7443,-104.9447,2533 Broadway St Denver,false
store-0092,Cafe Denver 91,Japanese,4.4,605,$$,2.93,23,39.7199,-105.0017,810 Colfax St Denver,true
store-0093,Taqueria Denver 92,Japanese,4.8,1719,$,3.70,35,39.7174,-105.0128,984 Larimer St Denver,true
store-0094,Kitchen Denver 93,American,4.7,1105,$,2.25,36,39.7160,-105.0157,994 Broadway St Denver,true
store-0095,Kitchen Denver 94,Latin,4.4,1645,$,3.00,36,39.7710,-104.9687,1117 Pearl St Denver,true
store-0096,Cocina Denver 95,Cafe,4.7,1536,$$,3.20,34,39.7362,-104.9313,689 Colfax St Denver,false
store-0097,Kitchen Denver 96,Japanese,4.6,643,$$,4.78,23,39.7761,-104.9589,2914 Federal St Denver,true
store-0098,Taqueria Denver 97,American,4.5,639,$,3.58,44,39.7765,-104.9932,2983 Colfax St Denver,true
store-0099,Kitchen Denver 98,American,4.5,1538,$,4.15,41,39.7026,-104.9465,2236 Federal St Denver,true
store-0100,Taqueria Denver 99,Italian,4.0,810,$$,2.65,42,39.7671,-104.9629,2852 Federal St Denver,false
store-0101,Taqueria Denver 100,Italian,4.3,1411,$$,1.18,23,39.7745,-104.9879,1274 Larimer St Denver,true
store-0102,Cafe Denver 101,American,4.9,2161,$$$,4.05,45,39.7683,-104.9722,2104 Pearl St Denver,true
store-0103,Grill Denver 102,Cafe,4.7,1675,$$$,2.88,28,39.7167,-104.9973,1383 Federal St Denver,true
store-0104,Cafe Denver 103,Cafe,4.2,203,$$,1.48,42,39.7391,-104.9885,1115 Colfax St Denver,false
store-0105,Cocina Denver 104,Vietnamese,4.3,1868,$,1.41,26,39.7643,-105.0152,618 Broadway St Denver,false
store-0106,Kitchen Denver 105,Cafe,4.3,1607,$,4.19,40,39.7468,-104.9778,2265 Federal St Denver,true
store-0107,Kitchen Denver 106,Vietnamese,4.8,862,$,4.32,31,39.7136,-104.9558,890 Larimer St Denver,true
store-0108,Cocina Denver 107,Vietnamese,4.1,1215,$$$,1.17,44,39.7454,-104.9342,2322 Broadway St Denver,true
store-0109,Bistro Denver 108,Vietnamese,4.8,1197,$$$,3.76,36,39.7531,-104.9998,2620 Colfax St Denver,true
store-0110,Taqueria Denver 109,Vietnamese,4.6,1526,$$$,4.36,35,39.7335,-104.9983,1690 Federal St Denver,false
store-0111,Cocina Denver 110,Latin,4.0,413,$$,2.20,35,39.7516,-104.9700,1285 Federal St Denver,true
store-0112,Kitchen Denver 111,Japanese,4.5,844,$$$,1.77,20,39.7285,-105.0106,379 Federal St Denver,true
store-0113,Bistro Denver 112,Japanese,4.7,1715,$$$,1.15,32,39.7729,-104.9958,2551 Broadway St Denver,false
store-0114,Cocina Denver 113,Mexican,4.8,2133,$$$,3.14,21,39.7506,-104.9764,2445 Broadway St Denver,true
store-0115,Cafe Denver 114,Japanese,4.2,2096,$$$,2.55,34,39.7613,-104.9507,526 Colfax St Denver,false
store-0116,Taqueria Denver 115,Cafe,4.5,1480,$,2.96,22,39.7006,-104.9997,945 Broadway St Denver,true
store-0117,Kitchen Denver 116,Vietnamese,4.8,649,$,4.76,35,39.7351,-105.0192,1416 Broadway St Denver,false
store-0118,Kitchen Denver 117,Italian,4.6,1868,$,1.09,25,39.7326,-105.0104,1213 Federal St Denver,false
store-0119,Cafe Denver 118,Mexican,4.4,1925,$$,4.86,23,39.7162,-104.9424,2506 Colfax St Denver,true
store-0120,Bistro Denver 119,Italian,4.7,1049,$$,3.12,25,39.7686,-104.9890,913 Broadway St Denver,false
store-0121,Taqueria Denver 120,Italian,4.0,636,$$$,4.83,32,39.7208,-104.9775,2410 Federal St Denver,true
store-0122,Cafe Denver 121,American,4.3,133,$$,4.68,19,39.7384,-104.9853,604 Federal St Denver,true
store-0123,Kitchen Denver 122,Cafe,4.1,907,$,4.44,39,39.7692,-104.9692,2352 Colfax St Denver,true
store-0124,Cocina Denver 123,Italian,4.4,1699,$,1.98,27,39.7635,-104.9457,474 Broadway St Denver,true
store-0125,Taqueria Denver 124,Mexican,4.3,1539,$,1.15,36,39.7536,-104.9444,897 Broadway St Denver,true
store-0126,Grill Denver 125,Mexican,4.2,1491,$,2.61,38,39.7567,-104.9625,2453 Pearl St Denver,true
store-0127,Cocina Denver 126,Latin,4.3,2037,$,4.03,25,39.7408,-105.0021,2199 Federal St Denver,true
store-0128,Cafe Denver 127,American,4.6,1437,$$,3.92,25,39.7472,-104.9450,216 Pearl St Denver,true
store-0129,Cocina Denver 128,Vietnamese,4.2,971,$$,1.67,25,39.7459,-104.9757,2610 Colfax St Denver,true
store-0130,Grill Denver 129,American,4.2,1401,$$,4.56,41,39.7478,-104.9516,2455 Broadway St Denver,true
store-0131,Grill Denver 130,Mexican,4.3,335,$$,3.45,37,39.7167,-104.9837,2677 Federal St Denver,false
store-0132,Taqueria Denver 131,American,4.6,465,$,4.52,23,39.7142,-104.9583,400 Larimer St Denver,true
store-0133,Bistro Denver 132,American,4.3,629,$$,4.62,41,39.7312,-104.9543,769 Broadway St Denver,true
store-0134,Bistro Denver 133,Vietnamese,4.6,2039,$$,3.98,32,39.7524,-104.9442,2593 Pearl St Denver,true
store-0135,Bistro Denver 134,Cafe,4.0,1858,$,1.62,33,39.7565,-104.9616,1043 Broadway St Denver,true
store-0136,Grill Denver 135,Vietnamese,4.0,1269,$,3.92,30,39.7110,-105.0105,1062 Pearl St Denver,true
store-0137,Cocina Denver 136,Italian,4.7,936,$$$,3.94,18,39.7168,-104.9470,1899 Federal St Denver,false
store-0138,Grill Denver 137,Cafe,4.8,1964,$$$,4.67,35,39.7204,-104.9993,1937 Larimer St Denver,true
store-0139,Cocina Denver 138,Latin,4.3,1124,$,4.08,30,39.7691,-105.0043,1261 Federal St Denver,false
store-0140,Bistro Denver 139,Latin,4.5,1884,$$,3.09,31,39.7369,-104.9385,1157 Federal St Denver,false
store-0141,Cafe Denver 140,Latin,4.1,227,$$,4.27,39,39.7354,-105.0154,1865 Pearl St Denver,true
store-0142,Bistro Denver 141,Japanese,4.6,1436,$$$,3.64,20,39.7463,-104.9848,1982 Broadway St Denver,true
store-0143,Taqueria Denver 142,American,4.3,2195,$$,1.05,41,39.7601,-104.9565,1407 Pearl St Denver,true
store-0144,Cafe Denver 143,American,4.4,420,$$,2.37,28,39.7669,-104.9740,1677 Broadway St Denver,true
store-0145,Cafe Denver 144,Mexican,4.2,909,$$$,1.48,34,39.7207,-104.9914,2527 Larimer St Denver,false
store-0146,Kitchen Denver 145,Vietnamese,4.3,1529,$,1.79,24,39.7780,-104.9738,2919 Federal St Denver,true
store-0147,Taqueria Denver 146,Latin,4.0,1552,$,4.95,22,39.7456,-105.0128,2797 Larimer St Denver,false
store-0148,Bistro Denver 147,American,4.4,932,$$$,1.21,39,39.7670,-105.0179,2532 Larimer St Denver,true
store-0149,Cafe Denver 148,Cafe,4.7,970,$$,1.21,30,39.7636,-105.0026,985 Federal St Denver,true
store-0150,Kitchen Denver 149,Italian,4.5,1804,$$$,3.43,28,39.7318,-104.9669,844 Pearl St Denver,false
store-0151,Bistro Denver 150,Mexican,4.3,674,$,3.87,43,39.7092,-104.9755,614 Colfax St Denver,false
store-0152,Cocina Denver 151,American,4.7,1151,$,1.58,25,39.7399,-104.9604,478 Federal St Denver,true
store-0153,Bistro Denver 152,Cafe,4.4,2062,$$,2.82,25,39.7023,-104.9540,2129 Broadway St Denver,true
store-0154,Cafe Denver 153,Vietnamese,4.0,1741,$$$,1.86,22,39.7510,-104.9859,1100 Broadway St Denver,false
store-0155,Grill Denver 154,Mexican,4.6,2309,$$$,4.55,19,39.7318,-104.9674,315 Larimer St Denver,false
store-0156,Cafe Denver 155,American,4.8,281,$,1.96,35,39.7327,-104.9734,1206 Colfax St Denver,true
store-0157,Cocina Denver 156,Latin,4.6,2098,$,1.79,20,39.7506,-104.9695,665 Larimer St Denver,false
store-0158,Bistro Denver 157,Italian,4.6,1350,$$,2.51,29,39.7082,-104.9611,1879 Federal St Denver,false
store-0159,Bistro Denver 158,Japanese,4.0,1343,$,2.57,41,39.7198,-104.9331,2314 Pearl St Denver,true
store-0160,Cocina Denver 159,Japanese,4.7,1742,$$,2.66,31,39.7717,-104.9439,1587 Pearl St Denver,true
store-0161,Taqueria Denver 160,American,4.3,1840,$,1.56,18,39.7321,-104.9933,863 Federal St Denver,false
store-0162,Cocina Denver 161,Latin,4.7,2301,$,3.28,42,39.7544,-105.0181,1283 Federal St Denver,false
store-0163,Cafe Denver 162,Japanese,4.5,1512,$,3.47,23,39.7685,-105.0011,1097 Broadway St Denver,false
store-0164,Kitchen Denver 163,Latin,4.5,2055,$$$,2.49,25,39.7518,-104.9688,417 Larimer St Denver,false
store-0165,Cocina Denver 164,Vietnamese,4.1,2015,$$$,3.78,19,39.7016,-104.9961,1265 Broadway St Denver,false
store-0166,Cafe Denver 165,Cafe,4.1,341,$,3.20,40,39.7451,-105.0119,2606 Colfax St Denver,true
store-0167,Grill Denver 166,Japanese,4.2,1044,$$$,3.69,39,39.7074,-104.9877,2782 Colfax St Denver,true
store-0168,Bistro Denver 167,Mexican,4.0,255,$$,4.89,41,39.7664,-104.9590,2952 Larimer St Denver,true
store-0169,Grill Denver 168,American,4.2,1033,$,2.18,33,39.7463,-105.0121,2281 Broadway St Denver,true
store-0170,Cafe Denver 169,Mexican,4.5,975,$$$,3.94,33,39.7114,-104.9710,1678 Federal St Denver,false
store-0171,Cocina Denver 170,Cafe,4.8,1046,$$,1.28,38,39.7649,-104.9921,1737 Federal St Denver,false
store-0172,Grill Denver 171,Italian,4.5,690,$$$,1.97,23,39.7797,-104.9641,594 Broadway St Denver,true
store-0173,Taqueria Denver 172,Vietnamese,4.8,1873,$,1.75,24,39.7311,-104.9732,2487 Larimer St Denver,true
store-0174,Kitchen Denver 173,Vietnamese,4.3,681,$$$,1.93,24,39.7177,-104.9410,1623 Colfax St Denver,true
store-0175,Taqueria Denver 174,Vietnamese,4.5,913,$$$,2.17,29,39.7313,-104.9366,522 Colfax St Denver,true
store-0176,Taqueria Denver 175,Mexican,4.0,1064,$$,2.37,35,39.7021,-104.9580,750 Broadway St Denver,true
store-0177,Taqueria Denver 176,Vietnamese,4.2,1259,$,4.65,40,39.7128,-104.9732,1652 Broadway St Denver,true
store-0178,Kitchen Denver 177,Latin,4.3,1233,$$,1.00,24,39.7012,-104.9694,937 Pearl St Denver,false
store-0179,Cafe Denver 178,Cafe,4.8,167,$,2.35,24,39.7524,-105.0017,1201 Federal St Denver,true
store-0180,Cafe Denver 179,Latin,4.9,1681,$$,4.87,35,39.7208,-104.9364,1643 Broadway St Denver,true
store-0181,Bistro Denver 180,American,4.7,547,$$$,1.33,33,39.7123,-104.9951,616 Federal St Denver,true
store-0182,Cafe Denver 181,Cafe,4.3,1942,$,2.73,36,39.7418,-104.9677,1141 Federal St Denver,true
store-0183,Cafe Denver 182,Italian,4.1,2383,$$,3.40,21,39.7186,-104.9659,1706 Federal St Denver,true
store-0184,Kitchen Denver 183,American,4.8,562,$$,2.86,37,39.7704,-104.9680,1375 Larimer St Denver,true
store-0185,Kitchen Denver 184,American,4.3,2137,$$$,4.12,38,39.7613,-104.9834,831 Pearl St Denver,true
store-0186,Cocina Denver 185,Cafe,4.4,343,$$,2.13,30,39.7032,-104.9546,447 Broadway St Denver,true
store-0187,Bistro Denver 186,Vietnamese,4.4,1290,$$$,2.72,38,39.7375,-104.9877,2434 Federal St Denver,true
store-0188,Cocina Denver 187,American,4.4,412,$$,4.32,24,39.7406,-104.9380,1023 Federal St Denver,false
store-0189,Taqueria Denver 188,American,4.4,2012,$$,2.14,45,39.7614,-105.0000,2685 Larimer St Denver,true
store-0190,Kitchen Denver 189,American,4.0,484,$$$,2.79,45,39.7386,-104.9750,1594 Federal St Denver,true
store-0191,Kitchen Denver 190,Italian,4.7,1784,$,3.94,39,39.7301,-104.9409,1636 Larimer St Denver,false
store-0192,Kitchen Denver 191,Vietnamese,4.4,766,$$,1.09,30,39.7447,-105.0178,2824 Colfax St Denver,true
store-0193,Kitchen Denver 192,Latin,4.1,748,$$,3.13,23,39.7547,-105.0034,2678 Larimer St Denver,true
store-0194,Taqueria Denver 193,Cafe,4.3,1789,$$$,1.37,18,39.7170,-104.9896,1085 Colfax St Denver,false
store-0195,Kitchen Denver 194,Latin,4.1,2019,$$$,2.85,25,39.7612,-104.9333,2133 Pearl St Denver,true
store-0196,Bistro Denver 195,American,4.9,736,$$,3.14,39,39.7417,-104.9651,1886 Federal St Denver,true
store-0197,Grill Denver 196,Vietnamese,4.2,1633,$,4.69,27,39.7337,-104.9806,962 Broadway St Denver,false
store-0198,Taqueria Denver 197,Mexican,4.1,229,$$$,4.42,33,39.7160,-104.9590,2458 Larimer St Denver,true
store-0199,Cocina Denver 198,Latin,4.3,1527,$$,1.02,20,39.7613,-104.9432,2463 Broadway St Denver,true
store-0200,Kitchen Denver 199,Vietnamese,4.3,1471,$,4.36,24,39.7076,-104.9979,1757 Pearl St Denver,true
store-0201,Kitchen Denver 200,Mexican,4.5,1567,$$$,3.25,19,39.7379,-104.9302,1090 Larimer St Denver,true
store-0202,Cocina Denver 201,American,4.6,2317,$,3.47,28,39.7218,-104.9627,1244 Broadway St Denver,true
store-0203,Cocina Denver 202,Italian,4.6,2128,$$$,4.62,40,39.7506,-104.9730,693 Pearl St Denver,true
store-0204,Taqueria Denver 203,Italian,4.1,1368,$$,2.05,38,39.7261,-104.9323,2705 Pearl St Denver,false
store-0205,Cocina Denver 204,Cafe,4.7,1960,$,1.60,18,39.7524,-104.9528,2046 Federal St Denver,true
store-0206,Taqueria Denver 205,Japanese,4.9,1401,$$,2.16,40,39.7431,-105.0020,554 Larimer St Denver,true
store-0207,Cafe Denver 206,Mexican,4.3,1019,$$$,3.26,43,39.7331,-105.0125,278 Larimer St Denver,true
store-0208,Kitchen Denver 207,Cafe,4.1,204,$$$,4.53,20,39.7223,-105.0023,2316 Pearl St Denver,false
store-0209,Cocina Denver 208,American,4.4,531,$$$,3.70,33,39.7291,-105.0136,2050 Pearl St Denver,true
store-0210,Cafe Denver 209,Vietnamese,4.5,944,$$$,2.19,28,39.7094,-104.9558,750 Federal St Denver,true
store-0211,Bistro Denver 210,Latin,4.9,1969,$,4.80,43,39.7161,-104.9970,509 Colfax St Denver,false
store-0212,Bistro Denver 211,Latin,4.8,995,$,1.87,30,39.7512,-104.9386,1857 Federal St Denver,true
store-0213,Taqueria Denver 212,Latin,4.1,423,$,1.07,22,39.7077,-104.9613,527 Broadway St Denver,true
store-0214,Bistro Denver 213,American,4.1,1765,$,2.10,32,39.7212,-104.9367,461 Pearl St Denver,true
store-0215,Taqueria Denver 214,Vietnamese,4.4,161,$,2.74,35,39.7675,-104.9460,2096 Colfax St Denver,true
store-0216,Kitchen Denver 215,Japanese,4.2,1361,$,4.47,27,39.7778,-104.9519,408 Pearl St Denver,true
store-0217,Kitchen Denver 216,Latin,4.5,1026,$$,2.10,20,39.7555,-104.9825,1162 Federal St Denver,false
store-0218,Taqueria Denver 217,Mexican,4.0,881,$$,1.36,21,39.7169,-104.9902,1324 Broadway St Denver,false
store-0219,Grill Denver 218,American,4.0,1746,$$$,4.99,23,39.7355,-104.9577,2655 Pearl St Denver,false
store-0220,Cafe Denver 178-x1,Latin,4.6,1662,$$$,1.91,38,39.7756,-104.9505,1987 Broadway St Denver,true
store-0221,Taqueria Denver 97-x2,Latin,4.0,1552,$,4.95,22,39.7456,-105.0128,2797 Larimer St Denver,false
store-0222,Cocina Denver 110-x3,Latin,4.0,1552,$,4.95,22,39.7456,-105.0128,2797 Larimer St Denver,false
store-0223,Bistro Denver 83-x4,Italian,4.0,636,$$$,4.83,32,39.7208,-104.9775,2410 Federal St Denver,true
store-0224,Taqueria Denver 28-x5,American,4.9,2161,$$$,4.05,45,39.7683,-104.9722,2104 Pearl St Denver,true
store-0225,Grill Denver 129-x6,Vietnamese,4.0,1741,$$$,1.86,22,39.7510,-104.9859,1100 Broadway St Denver,false
store-0226,Taqueria Denver 23-x7,Vietnamese,4.6,1139,$$,1.15,23,39.7412,-104.9519,793 Pearl St Denver,true
store-0227,Bistro Denver 210-x8,Vietnamese,4.6,1139,$$,1.15,23,39.7412,-104.9519,793 Pearl St Denver,true
store-0228,Cafe Denver 20-x9,Japanese,4.5,1512,$,3.47,23,39.7685,-105.0011,1097 Broadway St Denver,false
store-0229,Bistro Denver 157-x10,Vietnamese,4.8,244,$,4.58,43,39.7657,-104.9324,1625 Federal St Denver,true
store-0230,Bistro Denver 112-x11,American,4.3,2195,$$,1.05,41,39.7601,-104.9565,1407 Pearl St Denver,true
store-0231,Cocina Denver 107-x12,Japanese,4.8,1719,$,3.70,35,39.7174,-105.0128,984 Larimer St Denver,true
