id,product,unit_amount,currency,recurring_interval,active,nickname
price_0094,prod_0012,1478,usd,year,true,Price 94
price_0095,prod_0020,4535,usd,month,true,Price 95
price_0096,prod_0003,2612,usd,year,true,Price 96
price_0097,prod_0005,3224,usd,month,true,Price 97
price_0098,prod_0017,4366,usd,,true,Price 98
price_0099,prod_0010,1957,usd,month,true,Price 99
price_0100,prod_0002,3805,usd,month,true,Price 100
price_0101,prod_0015,2570,usd,,true,Price 101
price_0102,prod_0009,4148,usd,,true,Price 102
price_0103,prod_0003,2216,usd,year,true,Price 103
price_0104,prod_0006,3356,usd,,true,Price 104
price_0105,prod_0019,4933,usd,,true,Price 105
price_0106,prod_0002,3489,usd,,true,Price 106
price_0107,prod_0001,1650,usd,month,true,Price 107
price_0108,prod_0007,1695,usd,year,true,Price 108
price_0109,prod_0005,4072,usd,year,true,Price 109
price_0110,prod_0014,4428,usd,,true,Price 110
price_0111,prod_0016,3845,usd,year,true,Price 111
price_0112,prod_0009,1062,usd,year,true,Price 112
price_0113,prod_0008,712,usd,,true,Price 113
price_0114,prod_0016,1051,usd,year,true,Price 114
price_0115,prod_0010,4924,usd,month,true,Price 115
price_0116,prod_0005,1124,usd,,true,Price 116
price_0117,prod_0013,2251,usd,year,true,Price 117
price_0118,prod_0010,1386,usd,month,true,Price 118
price_0119,prod_0015,1987,usd,month,true,Price 119
