id,name,id_card,id_board,items
o4tl131cnswuqwqf9gy0lne0,Milestone tasks,rs26t3sxzep4uqbjhsksidmy,36fpiijtnojz330dwghj4goo,[ ] File in Notion|[ ] Cross-check with Trello|[ ] Tag in Airtable|[x] Add to weekly log
k3fturb38b3gux3827bv4zx9,Milestone tasks,tx2pd10i2f0ewax3z4qk9mv8,36fpiijtnojz330dwghj4goo,[ ] Tag in Airtable|[x] File in Notion|[ ] Add to weekly log
ajakr172vgj209ztpmk5mror,Milestone tasks,y2tehyz84kbn8vknei70856z,36fpiijtnojz330dwghj4goo,[ ] File in Notion|[x] Add to weekly log|[x] Tag in Airtable
qhei7flmcjh2xxsbyaidltxl,Milestone tasks,2thz5b6lgf3h9n315w2ayrkk,36fpiijtnojz330dwghj4goo,[ ] Add to weekly log|[x] Tag in Airtable
0j8kpfanpnlexy1h8z3qd8ly,Steps,51kbncgaarx9zhptlejx4bc4,8vv89nj1bfd3mz7cydbftzcx,[x] Take notes|[ ] Send thank-you note|[ ] File Sentry bugs
ybqu22kngwkz4gvqdv8ykn9g,Steps,nqxcfrmet6hp4c85zm069cuo,8vv89nj1bfd3mz7cydbftzcx,[x] Send calendar invite|[ ] File Sentry bugs|[ ] Send thank-you note|[ ] Set up build
f4zlchbqez9n3tz7nspm7vnw,Steps,82k975rrcgqx6jthwzkrc8g4,8vv89nj1bfd3mz7cydbftzcx,[ ] Set up build|[ ] Take notes|[ ] File Sentry bugs|[ ] Send thank-you note|[x] Send calendar invite
02n79x6r7835pyg1214go7rb,Steps,jn62ugfchni69l03g7rg03mn,8vv89nj1bfd3mz7cydbftzcx,[ ] Send calendar invite|[ ] Set up build
pefnsp9vu9fl8hcz71acdbxu,Milestone tasks,o3c5i0943tpbtgn8py3pfqes,8vv89nj1bfd3mz7cydbftzcx,[ ] Set up build|[ ] File Sentry bugs|[x] Send calendar invite
yhfi84oumut7gagecqomiu6q,Pre-flight,efjjxlhhsj3m54sk9x1k2fz2,8vv89nj1bfd3mz7cydbftzcx,[x] Set up build|[ ] Take notes|[ ] File Sentry bugs|[ ] Send thank-you note|[ ] Send calendar invite
76itso00s0fg2ex8xc80yiet,Delivery,m4gxsx2vy3fbi23m8inau11n,8vv89nj1bfd3mz7cydbftzcx,[ ] File Sentry bugs|[ ] Send calendar invite|[x] Send thank-you note|[x] Take notes
tfb2cjj9ptxm7xfxco6nnf6a,QA,xs6bshwbjlwbw1cbkcq70q9d,8vv89nj1bfd3mz7cydbftzcx,[x] Send thank-you note|[ ] Take notes|[ ] Send calendar invite
ilje22i46exrcc015wmmc3i4,Sign-off,lsbu3d3nnbld7wbt81rvfeez,8vv89nj1bfd3mz7cydbftzcx,[x] Set up build|[ ] Take notes|[ ] File Sentry bugs|[x] Send calendar invite
h7z1ai07j8lm5t9omxbktsmz,Milestone tasks,jgrj0kxctk2gujw3pb05pwzw,8vv89nj1bfd3mz7cydbftzcx,[x] Set up build|[ ] File Sentry bugs
6tro6gqj7dtsgdk0sj467o2p,Delivery,p02x05ls2swvn6gja0c5tyf7,8vv89nj1bfd3mz7cydbftzcx,[ ] Set up build|[x] Send thank-you note
17ieoqez85w0x0879jt8dtir,Milestone tasks,kvmx3tc046r0ck3xafu9gqz2,8vv89nj1bfd3mz7cydbftzcx,[ ] Take notes|[ ] Send calendar invite
0f2ul2tg7ciq2myb7zedv86n,QA,22dx6hbr3f00w2pj3087p5sf,8vv89nj1bfd3mz7cydbftzcx,[ ] Send calendar invite|[ ] Send thank-you note|[ ] Set up build|[x] Take notes|[ ] File Sentry bugs
gtgxhr71opwo3nl59bbnwtz4,Delivery,27dgpmf5t3a44pbe98txj72v,8vv89nj1bfd3mz7cydbftzcx,[x] Send thank-you note|[ ] Send calendar invite|[ ] Take notes
oz5a68tuzgbbpswp89k7vakb,Steps,5u3y7az9yjdeiy79ruyaeg97,8vv89nj1bfd3mz7cydbftzcx,[x] Set up build|[x] Take notes|[ ] File Sentry bugs|[x] Send thank-you note
ehjy6c397q0sn3m5ycv9xfhm,Sign-off,vltw9w005lw17ggj8l6196w6,8vv89nj1bfd3mz7cydbftzcx,[ ] Set up build|[ ] Take notes
67zwukyf8h4lr4l9xbbnba0i,Sign-off,dftn1igel69qhf7oepq1vopv,8vv89nj1bfd3mz7cydbftzcx,[ ] Take notes|[ ] Send calendar invite|[ ] Set up build|[x] Send thank-you note
hq4w642v6s13bub4t576863h,Sign-off,ltd8f8q21yf7mwp503kosjh5,8vv89nj1bfd3mz7cydbftzcx,[ ] Set up build|[ ] Take notes
yk1pgmaijut7crqe4bf6b8nm,Pre-flight,vbvt0v672yq0c4dqtbhq0oik,8vv89nj1bfd3mz7cydbftzcx,[ ] Send calendar invite|[x] File Sentry bugs|[ ] Send thank-you note|[ ] Set up build
ciym0m611g7gt6yz1d9zx0h4,QA,0yrk2szz3z03i4o4m8tmlmzk,8vv89nj1bfd3mz7cydbftzcx,[x] Send thank-you note|[ ] Send calendar invite
ll5ljvstxcq323574hgpynxy,QA,f3q86x3scnf8h3yw7dwwn9sc,8vv89nj1bfd3mz7cydbftzcx,[ ] Take notes|[ ] Send calendar invite|[ ] Send thank-you note|[ ] Set up build
c8fhrw4nngeomr9br8wxpp93,Milestone tasks,e9i4v75m1rsep5t0tniqnrsg,8vv89nj1bfd3mz7cydbftzcx,[ ] Send calendar invite|[ ] File Sentry bugs|[ ] Send thank-you note|[ ] Set up build
87y1k8w6j42woqmxhj2nzogs,QA,nvwx03kr4sh344i0cf30bjkh,8vv89nj1bfd3mz7cydbftzcx,[x] File Sentry bugs|[ ] Send calendar invite|[ ] Set up build|[x] Take notes
hkg3edxujbu9gtge43qcmhu0,Milestone tasks,bkdkf3kccclajve6nzaw0k8d,8vv89nj1bfd3mz7cydbftzcx,[ ] Send thank-you note|[x] File Sentry bugs|[x] Take notes|[ ] Set up build|[x] Send calendar invite
du6ezm297cztq46653tvhyb9,QA,9v21n5auex1nk8hs8veoh02f,8vv89nj1bfd3mz7cydbftzcx,[ ] Take notes|[ ] File Sentry bugs|[ ] Send thank-you note
y8vrfts8tqcjh8anj48ztbbx,Steps,9sf4ntwdxpuqxxpqc63f5ria,8vv89nj1bfd3mz7cydbftzcx,[ ] File Sentry bugs|[x] Take notes|[ ] Set up build
etvs8wnmvv2hrc6dp1ln0cu0,Sign-off,8gwptshe8fg32gkkvvuvhw0b,8vv89nj1bfd3mz7cydbftzcx,[ ] Send calendar invite|[ ] Take notes|[x] Send thank-you note|[ ] Set up build
iuemkas97gx594pa2ov2vdsk,QA,qrwtlcplfzl16hmek4ehnbek,8vv89nj1bfd3mz7cydbftzcx,[ ] Take notes|[ ] File Sentry bugs
4kwdb4gthfnbb47uzqorjrpy,Milestone tasks,ck5osws3cqr7kyhls67kws9p,3y0koxcwfjhmgqdvh1ly3tcj,[ ] Add to weekly log|[ ] File in Notion|[ ] Tag in Airtable|[ ] Cross-check with Trello
5kdyojfl0d6fs3q7t3hn5lie,Sign-off,xra4ydku9fmo1vu1995nj3ny,3y0koxcwfjhmgqdvh1ly3tcj,[ ] Devlog draft ready|[ ] Sentry LT-1247 verified|[ ] Press held for approval|[ ] Ch1-3 smoke tests|[ ] Booth 47 build sheet
tgw04lyycbtahnus9np499tw,Delivery,uo4xnxd5863ntqm2fhymtd9q,3y0koxcwfjhmgqdvh1ly3tcj,[x] Tag in Airtable|[x] File in Notion|[ ] Add to weekly log|[ ] Cross-check with Trello
ji3l5zz8hadj4376etdlpwrt,QA,df63ukiy9bcvn8u953axsq6n,3y0koxcwfjhmgqdvh1ly3tcj,[ ] Send thank-you note|[ ] Set up build
j0iv67r4a6ntlhvwaif4srr0,Steps,mhm8s31ril7peb7m3t8gjb98,3y0koxcwfjhmgqdvh1ly3tcj,[ ] Tag in Airtable|[x] Add to weekly log
vof020y28yh84b7lo7xgh93a,Sign-off,guxn1kxfhc8ewfhgxea4i8wh,fgegg8np5uu24oihx3h51sr4,[x] File in Notion|[x] Add to weekly log|[x] Cross-check with Trello
imxele6b97sh33khct0anqc0,Milestone tasks,ouw0ufizjt8xtl1dnzyukf8w,fgegg8np5uu24oihx3h51sr4,[ ] Cross-check with Trello|[x] Add to weekly log|[x] File in Notion|[x] Tag in Airtable
uhnj593l9nuaxvq4bbp5k8uh,Sign-off,wsan2web537ukd0j49tbcnsc,fgegg8np5uu24oihx3h51sr4,[ ] File in Notion|[ ] Tag in Airtable|[x] Add to weekly log|[ ] Cross-check with Trello
7qu2h7wkwqiid1g91yx74lvz,Milestone tasks,tolb038ntww91n10nna69ssp,fgegg8np5uu24oihx3h51sr4,[x] Sentry LT-1247 verified|[x] Ch1-3 smoke tests
tbxuxp5dhhbtwuft0kq7igxw,Pre-flight,fuhvci625m6huzpmng2f5ybp,fgegg8np5uu24oihx3h51sr4,[x] Tag in Airtable|[ ] Cross-check with Trello|[ ] Add to weekly log
7iidac3rishm9e6vsdw1u9tb,Milestone tasks,yv75ucbgioyc60izzispk8gl,fgegg8np5uu24oihx3h51sr4,[x] File in Notion|[ ] Cross-check with Trello|[ ] Tag in Airtable
dli7880xx1309t58o4qrjh6g,Steps,ubh1fpq6e9uzbtfk00ubzf4f,fgegg8np5uu24oihx3h51sr4,[ ] Add to weekly log|[ ] Cross-check with Trello|[x] Tag in Airtable
z8ag5drpki38f9ihuwux2fja,QA,vw2ks7thd0l3e3eax39ia589,firi1veiwp9vh1juvemulghy,[x] Held for approval|[ ] Send|[ ] Log in Airtable|[x] Draft pitch|[x] Log in ActiveCampaign
3rs6c8vrkzo2j4ux8fy3gma0,Pre-flight,0qcmpa78cwiqcgfklpvd6p0d,firi1veiwp9vh1juvemulghy,[x] Log in ActiveCampaign|[ ] Draft pitch|[ ] Send
lscab7dgokuc66hzqqhbm1ts,Delivery,wf6cgg6j4f5eb68vazyio1ng,firi1veiwp9vh1juvemulghy,[ ] Draft pitch|[ ] Log in ActiveCampaign|[ ] Log in Airtable
1rwyfxfotd7chx2q3g6ucuui,Pre-flight,0b26a7f3bmv0pn095qx6x45h,firi1veiwp9vh1juvemulghy,[x] Attach media kit|[ ] Held for approval|[ ] Log in ActiveCampaign|[ ] Draft pitch|[ ] Log in Airtable
0zmivmm6061z19zkd8j445os,Pre-flight,yqdv5r74h169kcppp6xocn5w,firi1veiwp9vh1juvemulghy,[ ] Log in ActiveCampaign|[ ] Held for approval|[x] Attach media kit|[ ] Send|[ ] Draft pitch
tr5keatnl0f6t0ouueapsrk9,Sign-off,3spjpbj77lxivdzctxzeqm3c,firi1veiwp9vh1juvemulghy,[ ] Log in ActiveCampaign|[ ] Log in Airtable
ctjxtxnc2qlj03mqj1fzrcxd,Sign-off,mgr1sizqqkqegyqlxfi16icx,firi1veiwp9vh1juvemulghy,[x] Send|[x] Attach media kit|[ ] Held for approval
qug0f3i2hdqjad7rtxo9wwfo,Milestone tasks,dv88a1kh2r7sx37bi3ixgohe,firi1veiwp9vh1juvemulghy,[ ] Log in ActiveCampaign|[ ] Draft pitch
qx8i7p2evd6cqstqdo4mgeoj,Sign-off,ix98nh0uqvy4hney4v1dan1c,firi1veiwp9vh1juvemulghy,[ ] Held for approval|[ ] Send
6gilxufy6xgqok806jaqgskr,Sign-off,2i66fze5ww4trxr9pjctgipl,firi1veiwp9vh1juvemulghy,[x] Draft pitch|[ ] Log in Airtable|[ ] Send|[x] Log in ActiveCampaign
hpworbn87db0548ghdpkflsf,Steps,iezk25spxd4cy7tq3ra7ssbd,firi1veiwp9vh1juvemulghy,[ ] Send|[x] Log in Airtable|[ ] Attach media kit
ytan9wwwgwb4xuxghn0txt0b,QA,s2mda9bt9i6v2cy2ybqw8kfp,firi1veiwp9vh1juvemulghy,[ ] Log in Airtable|[x] Held for approval|[x] Send|[x] Log in ActiveCampaign|[ ] Attach media kit
5n48o23nx2mucfl9k1cg4xqu,Steps,jkg4ogzz1gm6lapbp4p4zp8l,firi1veiwp9vh1juvemulghy,[ ] Send|[ ] Held for approval|[x] Log in ActiveCampaign|[x] Log in Airtable|[ ] Draft pitch
bgiwfcejcbaknz5bo8xcrozk,Sign-off,hnkz8zx2hjbwsizow39zupoz,firi1veiwp9vh1juvemulghy,[ ] Draft pitch|[ ] Attach media kit|[x] Log in ActiveCampaign|[ ] Log in Airtable
hkk6cvt0yl832ca4mntlpcw2,Pre-flight,hqtj13b4x1ncllpk8psasjq5,firi1veiwp9vh1juvemulghy,[ ] Held for approval|[x] Send
nezsx2g5v0oa2ehor0vysun0,Delivery,fn5co36yndqpe421c4pvsn09,firi1veiwp9vh1juvemulghy,[x] Log in Airtable|[ ] Log in ActiveCampaign|[x] Held for approval|[ ] Draft pitch|[x] Send
zcaojo6du303ofhgl9uoppow,Pre-flight,dujj6wnnt64ufmc3hpv1s688,firi1veiwp9vh1juvemulghy,[x] Send|[x] Log in ActiveCampaign
fm31kw2mcxxikmwy0aq438vu,Sign-off,jrxvn90594grm4bs54arhtf9,jefy50uzo1jnef3z04qxlias,[ ] Merge to main|[ ] PR opened
9rp5yska3nef2wr90pcp0nam,Delivery,u9ahh8lznbqr7diu78j228jo,jefy50uzo1jnef3z04qxlias,[x] Angela reviews|[x] PR opened|[ ] Merge to main|[x] Ravi drops draft|[ ] Bounce final wav
f92rwgwostsyv8yqsu97a0h9,Sign-off,8bvec71u252eydv4fmg78tlv,jefy50uzo1jnef3z04qxlias,[ ] PR opened|[x] Angela reviews
ko741cel2plni81elihaewim,Sign-off,v3hvjyk8wro7031pkv95a7k4,jefy50uzo1jnef3z04qxlias,[ ] Bounce final wav|[x] PR opened|[x] Merge to main|[x] Angela reviews|[x] Ravi drops draft
m727q4iugceawptuc1e053ug,QA,pk9d9uh3aqksqbfbn2cdsi78,jefy50uzo1jnef3z04qxlias,[ ] Angela reviews|[x] PR opened|[ ] Merge to main|[ ] Ravi drops draft|[ ] Bounce final wav
2qz5f9ng88o05sku2a7exr02,Delivery,irnzmrgalu7n17r2epdo9zvc,ocgt1dhcs0lthq34efze0oxn,[ ] Tag in Airtable|[ ] Add to weekly log|[ ] Cross-check with Trello|[ ] File in Notion
d0ab6txcfysfo2jvw0uukboj,Sign-off,szeafmugrbddyp4zx7m6knev,ocgt1dhcs0lthq34efze0oxn,[x] Cross-check with Trello|[x] File in Notion
zu2z72ze4gs4v40tv7dw3fv7,Sign-off,ian5k5595x482tr87s46uplj,ocgt1dhcs0lthq34efze0oxn,[x] Tag in Airtable|[ ] Cross-check with Trello
kn8mugg8x2eo3tmsvtcv4ytg,Sign-off,4npfa7pnco3mn7qqojsvu7in,ocgt1dhcs0lthq34efze0oxn,[ ] Cross-check with Trello|[x] File in Notion
js1wqpr0l1tmqx85vwqupvq0,Pre-flight,6eqsyca8p2ehpkb93o3rrzp3,ocgt1dhcs0lthq34efze0oxn,[ ] File in Notion|[x] Cross-check with Trello
xaz2lfejdyrc4yw8vmn69urq,Steps,2jyso1yt43orrhtsoafr2hag,ocgt1dhcs0lthq34efze0oxn,[ ] Add to weekly log|[ ] Tag in Airtable|[ ] Cross-check with Trello
h5vyhgbss4k0bydg3mub27hm,Pre-flight,269rwfeny1znja1x6u4n0h04,ocgt1dhcs0lthq34efze0oxn,[x] Tag in Airtable|[ ] File in Notion
fty0lpliwvk3el1sf6r8uwbu,Sign-off,x94mbooomwsvvhew80nybrwd,ocgt1dhcs0lthq34efze0oxn,[x] Tag in Airtable|[x] Cross-check with Trello|[ ] File in Notion
qw1zr5mfbn4wxg0w6tbow9df,Pre-flight,ajzwmuq2j6mz7vyg816c8owe,58yywnsu5wkii47asgukqgnw,[x] Client review|[ ] Accessibility pass|[ ] Sign-off|[ ] Draft copy|[x] Placement test flow
nz5s3d8qmacbo5izlg9kkq7l,Pre-flight,8pch4a3yyv2i1f33x1ojchjy,58yywnsu5wkii47asgukqgnw,[ ] Accessibility pass|[ ] Draft copy|[ ] Sign-off|[ ] Placement test flow
mahc5xmup2kj9ee7508ofygo,QA,3oz59e3w0h4fm289ilk1ds59,58yywnsu5wkii47asgukqgnw,[ ] Tag in Airtable|[x] Add to weekly log|[ ] File in Notion|[x] Cross-check with Trello
1wxkrbamuejujj9wi0t31qf1,Milestone tasks,3hnzc92z4ngeu700s8q6j1mi,58yywnsu5wkii47asgukqgnw,[ ] Tag in Airtable|[ ] Cross-check with Trello|[x] File in Notion|[x] Add to weekly log
edwdzijmk0uaepw733oqdbhb,Pre-flight,5k3ks30rpvm11qvvhfhf89i7,58yywnsu5wkii47asgukqgnw,[x] File in Notion|[ ] Tag in Airtable|[x] Add to weekly log
di6xuxdo3fshylty5k8z9wkp,Steps,4ysf0eevywvd66pouuywfjkd,58yywnsu5wkii47asgukqgnw,[ ] Bounce final wav|[ ] Merge to main|[x] Ravi drops draft|[x] PR opened
8o5no6gyvr725ies6gbjv16p,Milestone tasks,jm9q3p5u4uzm58vfvi99nlzm,58yywnsu5wkii47asgukqgnw,[x] File in Notion|[x] Cross-check with Trello|[x] Add to weekly log
yqtwtkp71fok5pfvmpy8t0op,Sign-off,n6aw2fnlydkgogcddawz0175,58yywnsu5wkii47asgukqgnw,[ ] Tag in Airtable|[ ] Cross-check with Trello|[x] File in Notion
rbtfxv68866a2hcx9imwlidy,Pre-flight,sdpysxnx77mb340nbgo0tala,58yywnsu5wkii47asgukqgnw,[ ] Add to weekly log|[x] Tag in Airtable
rvffq3l89q4dzk6g0pgwljsz,Pre-flight,ahdboinlx2wzgu7r6kugw9ag,58yywnsu5wkii47asgukqgnw,[ ] File in Notion|[ ] Cross-check with Trello|[x] Tag in Airtable|[x] Add to weekly log
zfpu6nniex0egz3wxyllf0q6,QA,ewzdnecaley6jplh0qsz5vh7,58yywnsu5wkii47asgukqgnw,[ ] Add to weekly log|[x] Tag in Airtable|[x] File in Notion|[x] Cross-check with Trello
inuni7kuq5jdqhd2sh7nsavs,QA,9lu8th1rkf35z5ll9s2m2ls0,58yywnsu5wkii47asgukqgnw,[ ] Tag in Airtable|[x] File in Notion|[x] Cross-check with Trello
cdnr3g8jd4x7444qpu869c3j,Milestone tasks,wpvr1xt1d4ft49s1yscy08ak,4w2uqna7xvi1isiqq961yaok,[ ] Add to weekly log|[x] Cross-check with Trello|[ ] Tag in Airtable|[x] File in Notion
lgabtq541pb6x8ujicdds0vy,Delivery,begszpg59g7mz1t75wbup33q,4w2uqna7xvi1isiqq961yaok,[ ] File in Notion|[x] Cross-check with Trello|[x] Tag in Airtable
wom35vp9zd1597hgdxngnpv9,Delivery,lpkf5aqv21rg3r0hbvpiv5cr,4w2uqna7xvi1isiqq961yaok,[ ] Angela reviews|[ ] PR opened|[x] Merge to main|[x] Bounce final wav
xs8vps25xoslvh4pvmymbk2l,Milestone tasks,525g48hos5x6ezwpxijqi243,4w2uqna7xvi1isiqq961yaok,[ ] Set up build|[x] Send thank-you note
44d531hihjp3muovzassg8s3,Pre-flight,gfm4y9dldpsneg5ju593ukgi,4w2uqna7xvi1isiqq961yaok,[ ] Cross-check with Trello|[ ] File in Notion|[ ] Tag in Airtable|[x] Add to weekly log
x31w7x5s5jqhxpjv4900ksbc,Pre-flight,m2b9460p7srkz2r7mo4kc91c,4w2uqna7xvi1isiqq961yaok,[ ] Sign-off|[ ] Client review
