id,name,slug,sku,type,status,price,regular_price,sale_price,on_sale,stock_quantity,stock_status,manage_stock,categories,description,date_created
166,Retired piece #66,retired-66,OMW-R-066,simple,private,587,753,,False,0,outofstock,True,retired,Sold retired piece,2024-05-13T09:00:00Z
167,Retired piece #67,retired-67,OMW-R-067,simple,private,500,635,,False,0,outofstock,True,retired,Sold retired piece,2026-04-14T09:00:00Z
168,Retired piece #68,retired-68,OMW-R-068,simple,private,439,722,,False,0,outofstock,True,retired,Sold retired piece,2025-05-19T09:00:00Z
169,Retired piece #69,retired-69,OMW-R-069,simple,private,745,430,,False,0,outofstock,True,retired,Sold retired piece,2024-08-07T09:00:00Z
170,Retired piece #70,retired-70,OMW-R-070,simple,private,368,698,,False,0,outofstock,True,retired,Sold retired piece,2025-03-17T09:00:00Z
171,Retired piece #71,retired-71,OMW-R-071,simple,private,737,444,,False,0,outofstock,True,retired,Sold retired piece,2024-07-14T09:00:00Z
172,Retired piece #72,retired-72,OMW-R-072,simple,private,458,532,,False,0,outofstock,True,retired,Sold retired piece,2024-02-19T09:00:00Z
173,Retired piece #73,retired-73,OMW-R-073,simple,private,422,475,,False,0,outofstock,True,retired,Sold retired piece,2024-05-07T09:00:00Z
174,Retired piece #74,retired-74,OMW-R-074,simple,private,619,325,,False,0,outofstock,True,retired,Sold retired piece,2025-12-24T09:00:00Z
175,Retired piece #75,retired-75,OMW-R-075,simple,private,589,374,,False,0,outofstock,True,retired,Sold retired piece,2025-05-02T09:00:00Z
176,Retired piece #76,retired-76,OMW-R-076,simple,private,720,565,,False,0,outofstock,True,retired,Sold retired piece,2024-08-18T09:00:00Z
177,Retired piece #77,retired-77,OMW-R-077,simple,private,645,724,,False,0,outofstock,True,retired,Sold retired piece,2025-12-13T09:00:00Z
178,Retired piece #78,retired-78,OMW-R-078,simple,private,602,608,,False,0,outofstock,True,retired,Sold retired piece,2025-10-08T09:00:00Z
179,Retired piece #79,retired-79,OMW-R-079,simple,private,413,444,,False,0,outofstock,True,retired,Sold retired piece,2025-05-17T09:00:00Z
180,Retired piece #80,retired-80,OMW-R-080,simple,private,337,569,,False,0,outofstock,True,retired,Sold retired piece,2026-04-26T09:00:00Z
181,Retired piece #81,retired-81,OMW-R-081,simple,private,294,461,,False,0,outofstock,True,retired,Sold retired piece,2025-10-03T09:00:00Z
182,Retired piece #82,retired-82,OMW-R-082,simple,private,684,545,,False,0,outofstock,True,retired,Sold retired piece,2025-12-15T09:00:00Z
183,Retired piece #83,retired-83,OMW-R-083,simple,private,433,461,,False,0,outofstock,True,retired,Sold retired piece,2026-01-07T09:00:00Z
184,Retired piece #84,retired-84,OMW-R-084,simple,private,606,480,,False,0,outofstock,True,retired,Sold retired piece,2026-06-28T09:00:00Z
185,Retired piece #85,retired-85,OMW-R-085,simple,private,353,524,,False,0,outofstock,True,retired,Sold retired piece,2024-06-26T09:00:00Z
186,Retired piece #86,retired-86,OMW-R-086,simple,private,719,557,,False,0,outofstock,True,retired,Sold retired piece,2026-04-22T09:00:00Z
187,Retired piece #87,retired-87,OMW-R-087,simple,private,486,532,,False,0,outofstock,True,retired,Sold retired piece,2026-05-02T09:00:00Z
188,Retired piece #88,retired-88,OMW-R-088,simple,private,669,522,,False,0,outofstock,True,retired,Sold retired piece,2026-02-15T09:00:00Z
189,Retired piece #89,retired-89,OMW-R-089,simple,private,671,767,,False,0,outofstock,True,retired,Sold retired piece,2024-07-04T09:00:00Z
