pin_id,date,impressions,saves,pin_clicks,outbound_clicks
pin_3001,2024-09-08,157,10,6,5
pin_3001,2026-09-05,162,13,11,5
pin_3001,2025-08-02,112,11,8,3
pin_3001,2025-11-09,138,15,6,7
pin_3003,2025-04-25,180,8,8,4
pin_3001,2025-06-07,119,16,5,5
pin_3001,2026-10-14,165,11,8,4
pin_3003,2024-09-13,175,12,6,5
pin_3003,2026-03-30,135,8,9,4
pin_3003,2025-12-16,169,7,4,2
pin_3001,2025-09-10,111,14,10,3
pin_3001,2026-08-23,141,14,5,3
pin_3001,2026-10-14,123,12,7,7
pin_3001,2026-05-29,123,10,5,3
pin_3003,2025-08-19,165,10,5,4
pin_3003,2025-03-27,171,14,8,5
pin_3003,2024-10-29,161,12,8,3
pin_3003,2024-12-04,99,7,5,4
pin_3003,2026-09-19,106,8,10,6
pin_3003,2026-03-01,159,9,7,2
pin_3001,2025-01-26,173,12,6,5
pin_3001,2026-08-23,125,10,10,6
pin_3001,2024-10-25,163,12,4,5
pin_3003,2026-09-11,135,12,5,6
pin_3001,2024-06-21,125,14,4,3
pin_3003,2024-08-23,140,10,6,4
pin_3003,2026-02-11,104,12,6,3
pin_3001,2025-05-23,95,14,11,6
pin_3001,2026-05-26,174,13,8,3
pin_3003,2025-09-13,142,10,7,2
pin_3001,2025-04-19,145,14,10,4
pin_3003,2025-11-15,162,10,9,6
pin_3001,2025-11-15,178,10,5,6
pin_3003,2025-02-28,166,12,10,7
pin_3001,2025-12-24,107,11,6,4
pin_3001,2026-06-24,133,14,5,7
pin_3001,2025-04-02,105,11,9,2
pin_3001,2025-02-26,104,12,8,4
pin_3001,2025-08-15,178,16,6,4
pin_3001,2026-03-30,116,12,7,3
pin_3001,2024-07-23,103,13,10,4
pin_3001,2025-10-17,181,9,11,3
pin_3003,2024-08-17,131,7,7,5
pin_3003,2025-01-13,140,15,4,3
pin_3001,2025-03-16,124,11,8,4
pin_3001,2025-04-11,173,9,5,5
pin_3003,2025-06-15,135,13,10,5
pin_3001,2025-02-05,154,10,10,6
pin_3003,2025-07-10,181,7,9,5
pin_3001,2025-12-10,141,9,8,4
pin_3001,2025-05-13,178,14,10,6
pin_3003,2026-08-15,121,14,10,6
pin_3001,2026-03-08,181,14,6,2
pin_3001,2024-07-28,154,9,7,3
pin_3001,2025-01-20,144,12,8,5
pin_3001,2025-01-27,126,15,6,7
pin_3001,2026-09-07,171,9,6,6
pin_3001,2026-03-15,98,16,7,5
pin_3001,2025-03-15,165,7,6,6
pin_3001,2024-07-04,175,16,7,5
pin_3001,2024-12-11,110,8,9,4
pin_3001,2026-09-14,152,9,5,4
pin_3003,2026-09-03,157,9,4,6
pin_3003,2025-11-30,177,13,7,3
pin_3001,2024-06-05,156,8,8,4
pin_3003,2025-12-23,172,12,4,2
pin_3001,2025-07-09,111,15,6,6
pin_3001,2025-02-01,128,7,6,3
pin_3001,2025-10-31,125,14,5,3
pin_3001,2025-12-17,148,7,7,3
pin_3003,2026-03-22,125,15,8,2
pin_3001,2025-11-20,147,14,11,3
pin_3001,2025-04-16,102,13,7,5
pin_3003,2024-10-17,133,9,10,6
pin_3003,2026-04-16,103,13,10,3
pin_3001,2026-08-18,152,14,5,3
pin_3003,2024-06-17,125,15,5,4
pin_3001,2026-02-25,161,13,8,3
pin_3003,2025-02-09,161,9,7,6
pin_3001,2024-07-16,143,14,5,3
pin_3003,2025-12-20,151,11,7,6
pin_3003,2026-09-25,144,9,6,2
pin_3001,2024-09-01,104,12,9,4
pin_3003,2026-08-06,159,12,5,2
pin_3003,2026-08-20,123,10,7,2
pin_3001,2024-10-11,108,9,10,4
pin_3001,2026-05-27,101,12,10,4
pin_3001,2026-02-23,139,14,4,4
pin_3003,2026-07-29,119,11,7,4
pin_3001,2024-11-03,149,12,9,5
pin_3001,2025-03-01,139,14,7,2
pin_3001,2025-06-18,166,10,6,4
pin_3003,2025-04-22,162,9,7,3
pin_3001,2025-01-23,178,16,8,5
pin_3001,2025-08-14,122,9,7,4
pin_3001,2025-07-02,140,10,10,5
pin_3003,2025-08-24,98,13,11,5
pin_3001,2026-09-16,114,9,9,5
pin_3001,2024-11-05,140,8,5,3
pin_3003,2025-11-27,142,9,11,5
pin_3001,2024-08-29,111,12,10,3
pin_3003,2025-04-03,178,11,6,6
pin_3001,2026-09-18,170,15,7,5
pin_3001,2026-07-25,134,13,11,6
pin_3003,2026-01-21,126,13,8,5
pin_3003,2024-11-07,181,7,6,4
pin_3003,2025-12-31,102,15,5,2
pin_3001,2024-12-16,165,9,6,4
pin_3001,2026-04-22,148,15,7,7
pin_3001,2026-07-14,163,14,9,6
pin_3001,2025-08-09,96,9,5,2
pin_3001,2024-09-25,122,10,7,7
pin_3001,2025-06-13,117,10,5,3
pin_3001,2026-07-15,161,14,9,3
pin_3001,2025-12-14,155,9,11,3
pin_3001,2024-06-28,173,15,8,2
pin_3001,2025-06-01,126,13,11,6
pin_3001,2025-04-30,178,14,9,3
pin_3003,2025-08-13,138,12,7,4
pin_3003,2026-01-29,137,10,8,3
pin_3003,2026-08-28,171,11,9,3
pin_3001,2026-06-11,171,10,9,7
pin_3003,2026-07-06,113,9,6,5
pin_3001,2024-09-14,177,11,5,3
pin_3001,2025-03-19,158,14,11,3
pin_3001,2025-02-09,179,13,8,3
pin_3003,2025-02-01,99,8,6,6
pin_3001,2025-03-13,158,12,9,5
pin_3001,2025-06-20,175,16,7,3
pin_3003,2024-11-21,99,15,8,6
pin_3001,2026-01-09,102,12,10,3
pin_3001,2026-03-17,109,9,5,3
pin_3001,2024-06-26,152,14,9,3
pin_3001,2026-03-06,175,7,10,4
pin_3001,2024-09-29,105,8,7,3
pin_3003,2024-08-18,119,8,11,4
pin_3003,2024-07-01,176,14,10,4
pin_3003,2025-04-15,115,15,8,2
pin_3003,2025-12-01,129,8,6,5
pin_3003,2026-05-26,160,13,5,6
pin_3003,2025-07-03,177,11,11,4
pin_3003,2025-05-07,101,10,6,7
pin_3003,2026-05-14,132,15,5,5
pin_3001,2026-04-10,139,11,7,6
pin_3003,2026-03-03,171,10,6,6
pin_3001,2025-06-21,171,8,5,3
pin_3003,2026-09-29,126,12,11,6
pin_3001,2025-04-08,103,8,6,2
pin_3001,2024-09-15,134,16,6,6
pin_3001,2025-09-09,100,7,11,4
pin_3003,2025-01-19,157,8,8,5
pin_3001,2026-09-08,170,8,6,5
pin_3003,2026-05-15,99,13,6,6
pin_3001,2025-09-11,149,11,10,4
pin_3003,2024-06-16,166,13,8,6
pin_3001,2025-08-16,133,9,6,6
pin_3003,2025-10-21,163,16,4,5
pin_3001,2026-02-07,100,10,10,4
pin_3001,2026-08-31,173,12,9,6
pin_3001,2025-08-01,167,14,9,6
pin_3001,2025-04-06,107,10,10,7
pin_3003,2024-10-03,149,7,9,4
pin_3001,2026-02-07,112,12,7,2
pin_3001,2026-08-27,143,16,7,6
pin_3003,2024-07-07,167,13,5,4
pin_3001,2026-05-30,159,13,7,6
pin_3001,2024-10-05,96,9,11,7
pin_3003,2024-06-04,108,9,6,2
pin_3001,2026-05-26,168,16,6,5
pin_3001,2024-10-22,139,10,9,5
pin_3001,2026-05-07,142,13,7,5
pin_3001,2026-10-23,165,12,4,3
pin_3001,2025-03-28,137,12,6,5
pin_3001,2026-05-17,180,13,6,7
