"id","broadcaster_id","broadcaster_name","creator_id","creator_name","game_id","title","view_count","duration","created_at","url"
"cl_0028","u_0120","Broadcaster 103","u_0148","Elizabeth Jones","g_0013","alpha delta market ocean","142288","50.9","2024-08-02T00:40:00Z","https://clips.twitch.tv/cl_0028"
"cl_0029","u_0024","Broadcaster 9","u_0020","David Jones","g_0013","india cloud foxtrot bravo","14676","22.1","2024-04-29T23:46:00Z","https://clips.twitch.tv/cl_0029"
"cl_0030","u_0141","Broadcaster 90","u_0092","Mary Miller","g_0010","ocean india cloud golf","41083","46.9","2024-08-25T13:01:00Z","https://clips.twitch.tv/cl_0030"
"cl_0031","u_0139","Broadcaster 124","u_0044","Robert Martinez","g_0007","bridge cloud tower market","419584","21.2","2024-10-21T23:29:00Z","https://clips.twitch.tv/cl_0031"
"cl_0032","u_0091","Broadcaster 15","u_0145","James Smith","g_0015","bravo stone bravo bravo","338982","43.4","2024-03-24T14:12:00Z","https://clips.twitch.tv/cl_0032"
"cl_0033","u_0099","Broadcaster 28","u_0029","Linda Williams","g_0012","alpha bridge mountain cloud","462355","15.6","2024-09-10T18:58:00Z","https://clips.twitch.tv/cl_0033"
"cl_0034","u_0017","Broadcaster 145","u_0003","Elizabeth Smith","g_0002","cloud stone river bridge","73419","38.9","2024-11-21T04:50:00Z","https://clips.twitch.tv/cl_0034"
"cl_0035","u_0118","Broadcaster 124","u_0014","Elizabeth Johnson","g_0013","echo charlie charlie market","410027","47.7","2024-10-22T21:36:00Z","https://clips.twitch.tv/cl_0035"
"cl_0036","u_0002","Broadcaster 112","u_0147","John Davis","g_0001","market cloud bridge forest","431872","25.8","2024-07-04T04:06:00Z","https://clips.twitch.tv/cl_0036"
"cl_0037","u_0038","Broadcaster 105","u_0045","David Jones","g_0009","stone valley golf foxtrot","200421","35.0","2024-02-05T22:15:00Z","https://clips.twitch.tv/cl_0037"
"cl_0038","u_0128","Broadcaster 1","u_0038","John Davis","g_0013","delta foxtrot juliet echo","359877","46.2","2024-12-23T23:20:00Z","https://clips.twitch.tv/cl_0038"
"cl_0039","u_0136","Broadcaster 132","u_0008","Linda Brown","g_0014","hotel delta valley hotel","327462","37.4","2024-09-29T20:03:00Z","https://clips.twitch.tv/cl_0039"
"cl_0040","u_0109","Broadcaster 19","u_0059","John Davis","g_0002","mountain bravo juliet stone","378002","55.6","2024-03-16T20:33:00Z","https://clips.twitch.tv/cl_0040"
"cl_0041","u_0123","Broadcaster 58","u_0026","Jennifer Smith","g_0006","river river mountain market","454495","10.3","2024-04-23T02:12:00Z","https://clips.twitch.tv/cl_0041"
"cl_0042","u_0091","Broadcaster 90","u_0018","Jennifer Rodriguez","g_0008","juliet juliet tower juliet","316889","39.0","2024-08-27T14:33:00Z","https://clips.twitch.tv/cl_0042"
"cl_0043","u_0061","Broadcaster 66","u_0125","Michael Johnson","g_0004","foxtrot mountain foxtrot bravo","432383","56.1","2024-01-05T20:48:00Z","https://clips.twitch.tv/cl_0043"
"cl_0044","u_0107","Broadcaster 83","u_0060","Mary Brown","g_0003","tower india foxtrot hotel","185916","32.2","2024-10-08T20:38:00Z","https://clips.twitch.tv/cl_0044"
"cl_0045","u_0019","Broadcaster 126","u_0002","Linda Brown","g_0004","bridge foxtrot mountain bravo","120343","54.4","2024-08-22T06:51:00Z","https://clips.twitch.tv/cl_0045"
"cl_0046","u_0008","Broadcaster 76","u_0115","Linda Miller","g_0003","delta ocean alpha valley","218610","20.2","2024-12-06T05:19:00Z","https://clips.twitch.tv/cl_0046"
"cl_0047","u_0001","Broadcaster 106","u_0036","Patricia Rodriguez","g_0001","stone stone charlie india","416419","21.9","2024-08-14T08:11:00Z","https://clips.twitch.tv/cl_0047"
"cl_0048","u_0060","Broadcaster 149","u_0044","Jennifer Williams","g_0012","bridge river cloud echo","222237","22.6","2024-04-12T09:42:00Z","https://clips.twitch.tv/cl_0048"
"cl_0049","u_0003","Broadcaster 90","u_0072","Robert Williams","g_0006","ocean mountain forest bridge","65901","41.8","2024-12-01T23:51:00Z","https://clips.twitch.tv/cl_0049"
"cl_0050","u_0081","Broadcaster 112","u_0089","John Brown","g_0014","valley bravo india charlie","36356","17.2","2024-12-20T17:27:00Z","https://clips.twitch.tv/cl_0050"
"cl_0051","u_0076","Broadcaster 41","u_0125","Patricia Brown","g_0001","bridge stone bridge bridge","430981","37.0","2024-05-21T12:40:00Z","https://clips.twitch.tv/cl_0051"
"cl_0052","u_0109","Broadcaster 101","u_0130","Jennifer Johnson","g_0001","echo bravo golf alpha","318097","36.4","2024-03-17T18:30:00Z","https://clips.twitch.tv/cl_0052"
"cl_0053","u_0050","Broadcaster 17","u_0056","Michael Garcia","g_0004","stone valley market bravo","365328","21.6","2024-10-27T15:48:00Z","https://clips.twitch.tv/cl_0053"
"cl_0054","u_0047","Broadcaster 44","u_0133","Elizabeth Brown","g_0010","stone foxtrot bravo india","342741","10.3","2024-07-12T08:42:00Z","https://clips.twitch.tv/cl_0054"
"cl_0055","u_0060","Broadcaster 80","u_0016","Elizabeth Williams","g_0004","ocean alpha river juliet","85801","14.6","2024-09-08T08:49:00Z","https://clips.twitch.tv/cl_0055"
"cl_0056","u_0054","Broadcaster 2","u_0009","Mary Williams","g_0004","foxtrot ocean forest bravo","135984","37.4","2024-03-04T19:55:00Z","https://clips.twitch.tv/cl_0056"
"cl_0057","u_0113","Broadcaster 120","u_0123","David Williams","g_0003","forest valley market bravo","86932","54.4","2024-10-06T11:19:00Z","https://clips.twitch.tv/cl_0057"
"cl_0058","u_0078","Broadcaster 27","u_0117","Linda Williams","g_0003","echo market alpha delta","401636","20.8","2024-05-21T06:32:00Z","https://clips.twitch.tv/cl_0058"
"cl_0059","u_0098","Broadcaster 147","u_0041","Patricia Davis","g_0007","market alpha charlie juliet","141051","24.8","2024-11-27T20:23:00Z","https://clips.twitch.tv/cl_0059"
"cl_0060","u_0120","Broadcaster 84","u_0114","Michael Martinez","g_0010","tower golf echo india","488307","21.7","2024-02-05T16:06:00Z","https://clips.twitch.tv/cl_0060"
"cl_0061","u_0002","Broadcaster 53","u_0025","Linda Garcia","g_0014","ocean stone alpha tower","171288","55.8","2024-01-08T02:59:00Z","https://clips.twitch.tv/cl_0061"
"cl_0062","u_0047","Broadcaster 145","u_0005","Robert Miller","g_0007","charlie market valley delta","45210","26.3","2024-10-17T10:27:00Z","https://clips.twitch.tv/cl_0062"
"cl_0063","u_0141","Broadcaster 67","u_0052","Michael Davis","g_0011","bravo bravo bridge bridge","356184","21.5","2024-02-04T15:52:00Z","https://clips.twitch.tv/cl_0063"
"cl_0064","u_0044","Broadcaster 10","u_0082","Jennifer Garcia","g_0003","golf bridge delta mountain","333683","20.9","2024-04-20T18:51:00Z","https://clips.twitch.tv/cl_0064"
"cl_0065","u_0137","Broadcaster 61","u_0104","Elizabeth Johnson","g_0001","forest bridge cloud market","112070","36.1","2024-08-14T13:59:00Z","https://clips.twitch.tv/cl_0065"
"cl_0066","u_0028","Broadcaster 18","u_0045","Robert Rodriguez","g_0011","market market stone tower","73017","48.9","2024-09-09T16:43:00Z","https://clips.twitch.tv/cl_0066"
"cl_0067","u_0140","Broadcaster 98","u_0011","Mary Garcia","g_0004","alpha cloud mountain tower","456791","20.7","2024-11-26T14:27:00Z","https://clips.twitch.tv/cl_0067"
"cl_0068","u_0087","Broadcaster 141","u_0028","John Davis","g_0002","forest juliet delta bravo","152305","50.5","2024-05-26T03:37:00Z","https://clips.twitch.tv/cl_0068"
"cl_0069","u_0072","Broadcaster 80","u_0048","Patricia Johnson","g_0002","market india river valley","420069","20.4","2024-10-23T13:47:00Z","https://clips.twitch.tv/cl_0069"
"cl_0070","u_0051","Broadcaster 46","u_0123","David Johnson","g_0008","valley valley stone juliet","132264","26.4","2024-07-11T03:13:00Z","https://clips.twitch.tv/cl_0070"
"cl_0071","u_0056","Broadcaster 78","u_0123","James Smith","g_0005","river golf tower foxtrot","195923","46.0","2024-10-16T21:14:00Z","https://clips.twitch.tv/cl_0071"
"cl_0072","u_0109","Broadcaster 2","u_0004","Michael Jones","g_0004","stone forest foxtrot cloud","6106","48.7","2024-03-23T06:00:00Z","https://clips.twitch.tv/cl_0072"
"cl_0073","u_0058","Broadcaster 65","u_0084","Jennifer Smith","g_0010","india market alpha mountain","494840","25.3","2024-01-02T01:52:00Z","https://clips.twitch.tv/cl_0073"
"cl_0074","u_0109","Broadcaster 112","u_0098","Jennifer Davis","g_0001","forest market mountain valley","95179","22.0","2024-10-26T22:34:00Z","https://clips.twitch.tv/cl_0074"
"cl_0075","u_0047","Broadcaster 105","u_0051","James Davis","g_0001","foxtrot juliet alpha ocean","150841","57.1","2024-03-26T06:18:00Z","https://clips.twitch.tv/cl_0075"
"cl_0076","u_0116","Broadcaster 92","u_0149","Linda Martinez","g_0012","foxtrot foxtrot valley tower","365133","29.0","2024-08-10T04:59:00Z","https://clips.twitch.tv/cl_0076"
"cl_0077","u_0107","Broadcaster 24","u_0022","Mary Smith","g_0013","alpha market golf river","325150","11.9","2024-07-17T10:31:00Z","https://clips.twitch.tv/cl_0077"
"cl_0078","u_0016","Broadcaster 143","u_0094","James Garcia","g_0008","bravo river cloud bravo","360921","25.8","2024-04-18T12:39:00Z","https://clips.twitch.tv/cl_0078"
"cl_0079","u_0034","Broadcaster 5","u_0111","Mary Williams","g_0010","stone forest mountain hotel","205091","41.7","2024-07-28T01:02:00Z","https://clips.twitch.tv/cl_0079"
"cl_0080","u_0081","Broadcaster 22","u_0022","Elizabeth Williams","g_0007","market juliet valley mountain","316020","51.4","2024-01-17T22:30:00Z","https://clips.twitch.tv/cl_0080"
"cl_0081","u_0023","Broadcaster 85","u_0134","Michael Rodriguez","g_0004","river india juliet echo","267621","25.0","2024-03-15T21:30:00Z","https://clips.twitch.tv/cl_0081"
"cl_0082","u_0016","Broadcaster 71","u_0131","John Johnson","g_0009","golf alpha bridge foxtrot","99336","47.9","2024-03-07T07:38:00Z","https://clips.twitch.tv/cl_0082"
"cl_0083","u_0033","Broadcaster 77","u_0031","Elizabeth Martinez","g_0002","alpha mountain alpha mountain","259815","43.4","2024-08-31T20:36:00Z","https://clips.twitch.tv/cl_0083"
"cl_0084","u_0123","Broadcaster 13","u_0082","Michael Rodriguez","g_0006","echo charlie forest river","468542","51.9","2024-03-26T00:32:00Z","https://clips.twitch.tv/cl_0084"
"cl_0085","u_0060","Broadcaster 23","u_0071","John Brown","g_0013","echo bridge india valley","272177","41.5","2024-05-27T07:45:00Z","https://clips.twitch.tv/cl_0085"
"cl_0086","u_0029","Broadcaster 73","u_0008","Robert Jones","g_0005","charlie bravo juliet stone","296847","41.0","2024-04-20T18:04:00Z","https://clips.twitch.tv/cl_0086"
"cl_0087","u_0121","Broadcaster 27","u_0071","John Rodriguez","g_0012","valley mountain mountain market","3658","53.7","2024-01-29T13:42:00Z","https://clips.twitch.tv/cl_0087"
"cl_0088","u_0115","Broadcaster 141","u_0025","John Brown","g_0014","bridge delta bravo cloud","270228","23.0","2024-09-20T06:41:00Z","https://clips.twitch.tv/cl_0088"
"cl_0089","u_0007","Broadcaster 14","u_0032","Jennifer Miller","g_0010","hotel alpha bridge golf","82311","22.3","2024-11-27T20:03:00Z","https://clips.twitch.tv/cl_0089"
"cl_0090","u_0042","Broadcaster 30","u_0047","Michael Smith","g_0013","hotel echo ocean golf","23615","59.0","2024-11-01T08:08:00Z","https://clips.twitch.tv/cl_0090"
"cl_0091","u_0063","Broadcaster 90","u_0076","Linda Martinez","g_0001","stone bravo forest ocean","468934","50.2","2024-08-05T13:15:00Z","https://clips.twitch.tv/cl_0091"
"cl_0092","u_0009","Broadcaster 145","u_0003","David Rodriguez","g_0012","bridge echo cloud market","106680","28.3","2024-09-18T22:28:00Z","https://clips.twitch.tv/cl_0092"
"cl_0093","u_0015","Broadcaster 35","u_0096","Michael Miller","g_0001","ocean alpha golf foxtrot","359823","33.6","2024-06-20T20:21:00Z","https://clips.twitch.tv/cl_0093"
"cl_0094","u_0027","Broadcaster 86","u_0100","John Davis","g_0013","juliet tower cloud bravo","68814","35.0","2024-07-06T00:32:00Z","https://clips.twitch.tv/cl_0094"
"cl_0095","u_0033","Broadcaster 11","u_0078","Mary Davis","g_0011","hotel foxtrot river cloud","114334","48.4","2024-01-02T10:06:00Z","https://clips.twitch.tv/cl_0095"
"cl_0096","u_0004","Broadcaster 62","u_0027","James Davis","g_0007","foxtrot forest foxtrot foxtrot","63354","12.6","2024-05-30T08:27:00Z","https://clips.twitch.tv/cl_0096"
"cl_0097","u_0041","Broadcaster 129","u_0032","John Johnson","g_0002","hotel foxtrot india golf","485853","31.7","2024-09-04T05:05:00Z","https://clips.twitch.tv/cl_0097"
"cl_0098","u_0021","Broadcaster 137","u_0145","Robert Davis","g_0002","market india cloud hotel","489499","17.2","2024-01-04T03:08:00Z","https://clips.twitch.tv/cl_0098"
"cl_0099","u_0112","Broadcaster 118","u_0014","Mary Jones","g_0013","juliet hotel bravo delta","377785","22.7","2024-07-10T02:59:00Z","https://clips.twitch.tv/cl_0099"
"cl_0100","u_0143","Broadcaster 3","u_0106","John Rodriguez","g_0010","mountain golf juliet delta","469707","27.5","2024-09-18T14:45:00Z","https://clips.twitch.tv/cl_0100"
"cl_0101","u_0120","Broadcaster 111","u_0084","Michael Jones","g_0002","forest echo stone ocean","28113","23.7","2024-07-19T04:37:00Z","https://clips.twitch.tv/cl_0101"
"cl_0102","u_0148","Broadcaster 49","u_0049","Robert Davis","g_0002","echo india golf bravo","424891","19.0","2024-01-12T19:27:00Z","https://clips.twitch.tv/cl_0102"
"cl_0103","u_0069","Broadcaster 106","u_0119","Linda Miller","g_0013","market bravo golf river","267671","29.1","2024-02-05T18:47:00Z","https://clips.twitch.tv/cl_0103"
"cl_0104","u_0022","Broadcaster 65","u_0035","David Martinez","g_0012","valley market market charlie","346029","10.5","2024-06-12T22:31:00Z","https://clips.twitch.tv/cl_0104"
"cl_0105","u_0076","Broadcaster 41","u_0036","Michael Jones","g_0009","river hotel valley valley","311886","27.6","2024-07-30T21:59:00Z","https://clips.twitch.tv/cl_0105"
"cl_0106","u_0039","Broadcaster 56","u_0112","James Garcia","g_0009","river mountain alpha mountain","271852","16.2","2024-07-15T02:34:00Z","https://clips.twitch.tv/cl_0106"
"cl_0107","u_0119","Broadcaster 51","u_0003","Elizabeth Davis","g_0012","alpha cloud delta stone","487953","37.2","2024-06-05T10:54:00Z","https://clips.twitch.tv/cl_0107"
"cl_0108","u_0049","Broadcaster 101","u_0092","Mary Brown","g_0014","alpha echo cloud bravo","204689","17.9","2024-01-12T09:34:00Z","https://clips.twitch.tv/cl_0108"
"cl_0109","u_0136","Broadcaster 79","u_0077","Elizabeth Martinez","g_0008","valley charlie valley cloud","116125","25.8","2024-03-12T03:47:00Z","https://clips.twitch.tv/cl_0109"
"cl_0110","u_0003","Broadcaster 123","u_0006","Michael Rodriguez","g_0005","ocean golf valley juliet","337894","11.5","2024-07-18T18:50:00Z","https://clips.twitch.tv/cl_0110"
"cl_0111","u_0010","Broadcaster 34","u_0114","Robert Brown","g_0003","mountain charlie river river","50726","17.2","2024-01-06T16:53:00Z","https://clips.twitch.tv/cl_0111"
"cl_0112","u_0061","Broadcaster 92","u_0055","James Smith","g_0015","charlie foxtrot river forest","435975","20.0","2024-07-28T11:20:00Z","https://clips.twitch.tv/cl_0112"
"cl_0113","u_0124","Broadcaster 113","u_0056","James Jones","g_0002","forest hotel bravo alpha","2076","59.3","2024-05-01T19:05:00Z","https://clips.twitch.tv/cl_0113"
"cl_0114","u_0093","Broadcaster 23","u_0049","Elizabeth Davis","g_0010","foxtrot charlie ocean valley","353199","38.7","2024-08-25T13:24:00Z","https://clips.twitch.tv/cl_0114"
"cl_0115","u_0018","Broadcaster 68","u_0134","Patricia Williams","g_0006","valley foxtrot valley forest","418007","13.8","2024-07-11T04:28:00Z","https://clips.twitch.tv/cl_0115"
"cl_0116","u_0047","Broadcaster 101","u_0121","Mary Rodriguez","g_0008","bridge valley river river","316839","25.5","2024-10-13T17:51:00Z","https://clips.twitch.tv/cl_0116"
"cl_0117","u_0008","Broadcaster 104","u_0007","Jennifer Rodriguez","g_0015","juliet golf river echo","273506","25.6","2024-11-15T22:04:00Z","https://clips.twitch.tv/cl_0117"
"cl_0118","u_0092","Broadcaster 127","u_0097","Linda Rodriguez","g_0005","echo stone golf ocean","26026","34.2","2024-11-10T01:08:00Z","https://clips.twitch.tv/cl_0118"
"cl_0119","u_0079","Broadcaster 72","u_0054","Michael Johnson","g_0005","forest cloud hotel valley","146763","57.7","2024-06-25T19:13:00Z","https://clips.twitch.tv/cl_0119"
"cl_0120","u_0061","Broadcaster 32","u_0070","David Smith","g_0015","juliet foxtrot bridge forest","384513","53.0","2024-04-23T20:50:00Z","https://clips.twitch.tv/cl_0120"
"cl_0121","u_0144","Broadcaster 89","u_0019","David Garcia","g_0001","foxtrot tower india hotel","62828","11.2","2024-04-02T22:32:00Z","https://clips.twitch.tv/cl_0121"
"cl_0122","u_0026","Broadcaster 40","u_0086","Michael Garcia","g_0010","india cloud foxtrot bridge","110306","59.7","2024-11-10T09:10:00Z","https://clips.twitch.tv/cl_0122"
"cl_0123","u_0034","Broadcaster 99","u_0025","David Garcia","g_0006","cloud alpha delta juliet","459501","48.0","2024-12-12T00:29:00Z","https://clips.twitch.tv/cl_0123"
"cl_0124","u_0065","Broadcaster 27","u_0138","Robert Johnson","g_0002","bridge ocean foxtrot ocean","38250","37.4","2024-02-01T03:56:00Z","https://clips.twitch.tv/cl_0124"
"cl_0125","u_0138","Broadcaster 125","u_0044","Michael Johnson","g_0010","echo tower echo valley","259591","20.9","2024-01-05T11:05:00Z","https://clips.twitch.tv/cl_0125"
"cl_0126","u_0075","Broadcaster 62","u_0130","James Garcia","g_0010","alpha india golf delta","143345","27.9","2024-03-16T21:48:00Z","https://clips.twitch.tv/cl_0126"
"cl_0127","u_0050","Broadcaster 134","u_0078","Elizabeth Brown","g_0009","tower tower forest charlie","307461","41.7","2024-04-26T07:55:00Z","https://clips.twitch.tv/cl_0127"
"cl_0128","u_0055","Broadcaster 83","u_0007","Patricia Jones","g_0006","golf hotel market market","484337","17.6","2024-03-04T22:55:00Z","https://clips.twitch.tv/cl_0128"
"cl_0129","u_0094","Broadcaster 55","u_0079","Patricia Johnson","g_0003","cloud valley delta foxtrot","174269","16.8","2024-03-29T09:28:00Z","https://clips.twitch.tv/cl_0129"
"cl_0130","u_0148","Broadcaster 129","u_0148","David Martinez","g_0012","delta ocean alpha ocean","427064","16.8","2024-10-28T06:48:00Z","https://clips.twitch.tv/cl_0130"
"cl_0131","u_0049","Broadcaster 147","u_0048","Elizabeth Martinez","g_0001","alpha alpha juliet river","393737","44.7","2024-12-11T14:06:00Z","https://clips.twitch.tv/cl_0131"
"cl_0132","u_0131","Broadcaster 84","u_0101","Robert Smith","g_0007","forest bridge india valley","244821","30.8","2024-01-10T08:56:00Z","https://clips.twitch.tv/cl_0132"
"cl_0133","u_0116","Broadcaster 3","u_0062","David Brown","g_0014","tower stone delta golf","431499","39.7","2024-08-16T20:12:00Z","https://clips.twitch.tv/cl_0133"
"cl_0134","u_0043","Broadcaster 149","u_0031","John Smith","g_0013","delta juliet bravo juliet","306762","36.0","2024-05-03T10:19:00Z","https://clips.twitch.tv/cl_0134"
"cl_0135","u_0093","Broadcaster 13","u_0069","Mary Smith","g_0010","charlie ocean golf juliet","417270","10.7","2024-01-21T14:59:00Z","https://clips.twitch.tv/cl_0135"
"cl_0136","u_0031","Broadcaster 50","u_0128","Jennifer Jones","g_0013","charlie hotel stone tower","156095","57.2","2024-06-08T22:35:00Z","https://clips.twitch.tv/cl_0136"
"cl_0137","u_0040","Broadcaster 36","u_0033","Linda Jones","g_0003","charlie bridge market alpha","108990","26.9","2024-11-29T20:56:00Z","https://clips.twitch.tv/cl_0137"
"cl_0138","u_0001","Broadcaster 147","u_0022","Linda Williams","g_0009","mountain hotel cloud bridge","310874","58.6","2024-12-24T14:11:00Z","https://clips.twitch.tv/cl_0138"
"cl_0139","u_0104","Broadcaster 37","u_0051","David Rodriguez","g_0004","india ocean river echo","137054","43.0","2024-11-24T10:03:00Z","https://clips.twitch.tv/cl_0139"
"cl_0140","u_0028","Broadcaster 92","u_0103","Michael Martinez","g_0012","mountain forest bravo tower","427550","46.7","2024-08-06T13:04:00Z","https://clips.twitch.tv/cl_0140"
"cl_0141","u_0067","Broadcaster 38","u_0016","Linda Davis","g_0007","alpha juliet tower ocean","238144","44.7","2024-10-18T03:51:00Z","https://clips.twitch.tv/cl_0141"
"cl_0142","u_0144","Broadcaster 95","u_0061","David Miller","g_0007","stone valley bridge charlie","243284","28.4","2024-03-07T10:59:00Z","https://clips.twitch.tv/cl_0142"
"cl_0143","u_0113","Broadcaster 66","u_0133","Mary Rodriguez","g_0004","echo india alpha juliet","212308","24.9","2024-07-20T23:01:00Z","https://clips.twitch.tv/cl_0143"
"cl_0144","u_0115","Broadcaster 58","u_0021","Patricia Rodriguez","g_0008","foxtrot mountain delta valley","321367","30.7","2024-04-16T15:34:00Z","https://clips.twitch.tv/cl_0144"
"cl_0145","u_0035","Broadcaster 22","u_0050","Robert Davis","g_0013","golf cloud forest bridge","415577","45.4","2024-04-23T21:48:00Z","https://clips.twitch.tv/cl_0145"
"cl_0146","u_0080","Broadcaster 68","u_0123","Patricia Davis","g_0001","valley delta charlie golf","321700","26.6","2024-10-02T22:33:00Z","https://clips.twitch.tv/cl_0146"
"cl_0147","u_0084","Broadcaster 26","u_0017","David Davis","g_0015","foxtrot bravo foxtrot market","446793","56.9","2024-07-05T03:15:00Z","https://clips.twitch.tv/cl_0147"
"cl_0148","u_0013","Broadcaster 16","u_0017","James Williams","g_0012","mountain alpha juliet foxtrot","396565","32.5","2024-12-11T01:31:00Z","https://clips.twitch.tv/cl_0148"
"cl_0149","u_0057","Broadcaster 20","u_0038","Jennifer Williams","g_0014","tower delta mountain india","451869","33.9","2024-07-29T20:45:00Z","https://clips.twitch.tv/cl_0149"
"cl_0150","u_0068","Broadcaster 30","u_0109","Robert Garcia","g_0009","charlie forest bridge river","54496","28.1","2024-12-08T08:10:00Z","https://clips.twitch.tv/cl_0150"
