artist_id,name,genres,followers,popularity
3zhkwql6,3zhkwql6,3zhkwql6,3zhkwql6,3zhkwql6
n0f4enow,n0f4enow,n0f4enow,n0f4enow,n0f4enow
itxkspmo,itxkspmo,itxkspmo,itxkspmo,itxkspmo
nqtxhf3s,nqtxhf3s,nqtxhf3s,nqtxhf3s,nqtxhf3s
tiqcsrif,tiqcsrif,tiqcsrif,tiqcsrif,tiqcsrif
pm7k5xzb,pm7k5xzb,pm7k5xzb,pm7k5xzb,pm7k5xzb
xdmc2b0m,xdmc2b0m,xdmc2b0m,xdmc2b0m,xdmc2b0m
hskdvxl5,hskdvxl5,hskdvxl5,hskdvxl5,hskdvxl5
490owz28,490owz28,490owz28,490owz28,490owz28
zptl9akt,zptl9akt,zptl9akt,zptl9akt,zptl9akt
t20gxn6c,t20gxn6c,t20gxn6c,t20gxn6c,t20gxn6c
a5bb3id2,a5bb3id2,a5bb3id2,a5bb3id2,a5bb3id2
w622tdaw,w622tdaw,w622tdaw,w622tdaw,w622tdaw
yfuxkb6x,yfuxkb6x,yfuxkb6x,yfuxkb6x,yfuxkb6x
8wn35x5n,8wn35x5n,8wn35x5n,8wn35x5n,8wn35x5n
j5shjdxa,j5shjdxa,j5shjdxa,j5shjdxa,j5shjdxa
ovi1voib,ovi1voib,ovi1voib,ovi1voib,ovi1voib
5de3yq76,5de3yq76,5de3yq76,5de3yq76,5de3yq76
evzi25h1,evzi25h1,evzi25h1,evzi25h1,evzi25h1
8rx5dmdi,8rx5dmdi,8rx5dmdi,8rx5dmdi,8rx5dmdi
8y5ya7vh,8y5ya7vh,8y5ya7vh,8y5ya7vh,8y5ya7vh
2f7lul9r,2f7lul9r,2f7lul9r,2f7lul9r,2f7lul9r
n9hhwig9,n9hhwig9,n9hhwig9,n9hhwig9,n9hhwig9
ii4cbmav,ii4cbmav,ii4cbmav,ii4cbmav,ii4cbmav
t98ycdnp,t98ycdnp,t98ycdnp,t98ycdnp,t98ycdnp
rsv7ryod,rsv7ryod,rsv7ryod,rsv7ryod,rsv7ryod
w3elztnq,w3elztnq,w3elztnq,w3elztnq,w3elztnq
nouekufm,nouekufm,nouekufm,nouekufm,nouekufm
g5puvy8u,g5puvy8u,g5puvy8u,g5puvy8u,g5puvy8u
a6fwmiml,a6fwmiml,a6fwmiml,a6fwmiml,a6fwmiml
ngosnier,ngosnier,ngosnier,ngosnier,ngosnier
mv3ncj8v,mv3ncj8v,mv3ncj8v,mv3ncj8v,mv3ncj8v
erx4s2sl,erx4s2sl,erx4s2sl,erx4s2sl,erx4s2sl
k5aoth8v,k5aoth8v,k5aoth8v,k5aoth8v,k5aoth8v
wnjdzudj,wnjdzudj,wnjdzudj,wnjdzudj,wnjdzudj
8gfa8zig,8gfa8zig,8gfa8zig,8gfa8zig,8gfa8zig
084mxgej,084mxgej,084mxgej,084mxgej,084mxgej
aronby4f,aronby4f,aronby4f,aronby4f,aronby4f
709envwa,709envwa,709envwa,709envwa,709envwa
38iog56r,38iog56r,38iog56r,38iog56r,38iog56r
pgna93qf,pgna93qf,pgna93qf,pgna93qf,pgna93qf
m3nnau65,m3nnau65,m3nnau65,m3nnau65,m3nnau65
m9ifdfn3,m9ifdfn3,m9ifdfn3,m9ifdfn3,m9ifdfn3
3joumslt,3joumslt,3joumslt,3joumslt,3joumslt
qbx2s4r0,qbx2s4r0,qbx2s4r0,qbx2s4r0,qbx2s4r0
xwu2jzq9,xwu2jzq9,xwu2jzq9,xwu2jzq9,xwu2jzq9
pjzj8o5i,pjzj8o5i,pjzj8o5i,pjzj8o5i,pjzj8o5i
flh73eew,flh73eew,flh73eew,flh73eew,flh73eew
9kv6z0lc,9kv6z0lc,9kv6z0lc,9kv6z0lc,9kv6z0lc
2i5r5wj7,2i5r5wj7,2i5r5wj7,2i5r5wj7,2i5r5wj7
qeee6upq,qeee6upq,qeee6upq,qeee6upq,qeee6upq
i3f9il0t,i3f9il0t,i3f9il0t,i3f9il0t,i3f9il0t
4kwb92ce,4kwb92ce,4kwb92ce,4kwb92ce,4kwb92ce
bvu2ltz9,bvu2ltz9,bvu2ltz9,bvu2ltz9,bvu2ltz9
jqwgaj43,jqwgaj43,jqwgaj43,jqwgaj43,jqwgaj43
ty9e426t,ty9e426t,ty9e426t,ty9e426t,ty9e426t
ql64c8nm,ql64c8nm,ql64c8nm,ql64c8nm,ql64c8nm
spixxhx4,spixxhx4,spixxhx4,spixxhx4,spixxhx4
6tei9uli,6tei9uli,6tei9uli,6tei9uli,6tei9uli
v8s1fji8,v8s1fji8,v8s1fji8,v8s1fji8,v8s1fji8
q513igdo,q513igdo,q513igdo,q513igdo,q513igdo
3m6xrygw,3m6xrygw,3m6xrygw,3m6xrygw,3m6xrygw
mbl3l4bm,mbl3l4bm,mbl3l4bm,mbl3l4bm,mbl3l4bm
xyzgpzp7,xyzgpzp7,xyzgpzp7,xyzgpzp7,xyzgpzp7
4rfqgesc,4rfqgesc,4rfqgesc,4rfqgesc,4rfqgesc
4p9f6vyn,4p9f6vyn,4p9f6vyn,4p9f6vyn,4p9f6vyn
68peawnq,68peawnq,68peawnq,68peawnq,68peawnq
xuouavqz,xuouavqz,xuouavqz,xuouavqz,xuouavqz
irytn9l8,irytn9l8,irytn9l8,irytn9l8,irytn9l8
kbhsr2j3,kbhsr2j3,kbhsr2j3,kbhsr2j3,kbhsr2j3
33wdsu85,33wdsu85,33wdsu85,33wdsu85,33wdsu85
cckg6lwr,cckg6lwr,cckg6lwr,cckg6lwr,cckg6lwr
bm33ewek,bm33ewek,bm33ewek,bm33ewek,bm33ewek
7zhgzxqv,7zhgzxqv,7zhgzxqv,7zhgzxqv,7zhgzxqv
bk5h4wh3,bk5h4wh3,bk5h4wh3,bk5h4wh3,bk5h4wh3
dmnawuku,dmnawuku,dmnawuku,dmnawuku,dmnawuku
amwp7g68,amwp7g68,amwp7g68,amwp7g68,amwp7g68
0wuyitrc,0wuyitrc,0wuyitrc,0wuyitrc,0wuyitrc
g6mf5iui,g6mf5iui,g6mf5iui,g6mf5iui,g6mf5iui
pjjmvavu,pjjmvavu,pjjmvavu,pjjmvavu,pjjmvavu
fcjn9lfr,fcjn9lfr,fcjn9lfr,fcjn9lfr,fcjn9lfr
0xy5zjeq,0xy5zjeq,0xy5zjeq,0xy5zjeq,0xy5zjeq
vmdwns36,vmdwns36,vmdwns36,vmdwns36,vmdwns36
uxr71z9q,uxr71z9q,uxr71z9q,uxr71z9q,uxr71z9q
5xwhrab0,5xwhrab0,5xwhrab0,5xwhrab0,5xwhrab0
l3qv4r78,l3qv4r78,l3qv4r78,l3qv4r78,l3qv4r78
lkyciz8o,lkyciz8o,lkyciz8o,lkyciz8o,lkyciz8o
fe1eco96,fe1eco96,fe1eco96,fe1eco96,fe1eco96
5d7ynbkz,5d7ynbkz,5d7ynbkz,5d7ynbkz,5d7ynbkz
ejjeny2x,ejjeny2x,ejjeny2x,ejjeny2x,ejjeny2x
6m26z4mf,6m26z4mf,6m26z4mf,6m26z4mf,6m26z4mf
sqmna27z,sqmna27z,sqmna27z,sqmna27z,sqmna27z
8jfvpa7z,8jfvpa7z,8jfvpa7z,8jfvpa7z,8jfvpa7z
p7c8za4l,p7c8za4l,p7c8za4l,p7c8za4l,p7c8za4l
q273kjdq,q273kjdq,q273kjdq,q273kjdq,q273kjdq
xtqvq8ap,xtqvq8ap,xtqvq8ap,xtqvq8ap,xtqvq8ap
esx0mwtn,esx0mwtn,esx0mwtn,esx0mwtn,esx0mwtn
u7wolkbt,u7wolkbt,u7wolkbt,u7wolkbt,u7wolkbt
cre4zym0,cre4zym0,cre4zym0,cre4zym0,cre4zym0
2tnn7g1p,2tnn7g1p,2tnn7g1p,2tnn7g1p,2tnn7g1p
3o306obo,3o306obo,3o306obo,3o306obo,3o306obo
odmmhi28,odmmhi28,odmmhi28,odmmhi28,odmmhi28
p58rpq6x,p58rpq6x,p58rpq6x,p58rpq6x,p58rpq6x
3k9rvb29,3k9rvb29,3k9rvb29,3k9rvb29,3k9rvb29
e0vzma0t,e0vzma0t,e0vzma0t,e0vzma0t,e0vzma0t
imtop5z8,imtop5z8,imtop5z8,imtop5z8,imtop5z8
0eqdjqk8,0eqdjqk8,0eqdjqk8,0eqdjqk8,0eqdjqk8
eadkk85p,eadkk85p,eadkk85p,eadkk85p,eadkk85p
gj11j8ay,gj11j8ay,gj11j8ay,gj11j8ay,gj11j8ay
yewb8xxp,yewb8xxp,yewb8xxp,yewb8xxp,yewb8xxp
rgdir8y9,rgdir8y9,rgdir8y9,rgdir8y9,rgdir8y9
7mbwymhg,7mbwymhg,7mbwymhg,7mbwymhg,7mbwymhg
