"id","name","close_approach_date","absolute_magnitude_h","est_diameter_min_km","est_diameter_max_km","is_potentially_hazardous","miss_distance_km","relative_velocity_kph","orbiting_body"
"neo_0020","(75421) Valley","2028-12-06","17.3","1.1629","1.5956","false","4452203.0","39400.21","Earth"
"neo_0021","(46835) Market","2029-12-26","25.62","1.1679","1.1174","false","20391430.0","49303.28","Earth"
"neo_0022","(13696) Forest","2030-01-21","22.6","0.5285","0.7129","false","73712030.0","114514.7","Earth"
"neo_0023","(99830) Bridge","2027-03-25","29.04","1.27","2.4342","false","40535323.0","40648.44","Earth"
"neo_0024","(7171) Juliet","2030-12-18","24.39","0.29","2.8204","true","75115402.0","27604.91","Earth"
"neo_0025","(87789) Juliet","2027-08-20","24.98","0.1876","0.6932","true","14043200.0","122141.04","Earth"
"neo_0026","(65413) Valley","2027-02-03","22.47","0.4858","2.2754","false","8528213.0","85675.91","Earth"
"neo_0027","(9696) Market","2029-09-28","15.09","1.1907","0.1042","true","70130397.0","27744.49","Earth"
"neo_0028","(32299) Bravo","2030-12-18","24.57","1.0849","0.8433","true","20495717.0","18866.92","Earth"
"neo_0029","(13275) Forest","2025-11-25","23.56","0.1723","1.9883","true","46459758.0","68335.66","Earth"
"neo_0030","(65490) Bridge","2026-05-28","18.75","0.678","1.2731","false","25852053.0","26154.0","Earth"
"neo_0031","(96870) Bridge","2026-08-07","23.41","1.3353","1.1324","false","16588060.0","60894.69","Earth"
"neo_0032","(44030) Stone","2027-06-08","22.31","0.0763","2.9933","true","23390939.0","67829.68","Earth"
"neo_0033","(91128) Charlie","2025-12-24","25.1","1.1333","2.5998","false","17900151.0","74394.53","Earth"
"neo_0034","(18210) Mountain","2027-06-27","21.33","0.8542","1.6134","false","43521816.0","25611.98","Earth"
"neo_0035","(50413) India","2029-11-12","23.7","0.5837","2.5405","false","58323665.0","123633.15","Earth"
"neo_0036","(60377) Cloud","2029-09-15","27.18","0.6422","2.3585","false","36530499.0","115752.85","Earth"
"neo_0037","(39855) Bridge","2029-08-06","20.57","0.8997","1.3381","false","48077008.0","116241.86","Earth"
"neo_0038","(65283) India","2025-12-21","24.98","1.2105","1.5307","true","72205724.0","52355.14","Earth"
"neo_0039","(96992) Mountain","2028-03-09","17.88","1.0992","2.3454","false","67045218.0","42189.5","Earth"
"neo_0040","(32300) Foxtrot","2030-05-25","25.37","1.3906","2.1623","false","39950763.0","72011.81","Earth"
"neo_0041","(45280) India","2027-05-06","24.67","0.8215","2.8196","false","67225205.0","18326.23","Earth"
"neo_0042","(98442) Ocean","2025-02-11","29.6","1.4925","2.8178","false","5430106.0","41528.31","Earth"
"neo_0043","(84648) Golf","2030-08-13","25.21","0.8798","2.4008","true","78652595.0","124183.82","Earth"
"neo_0044","(89629) Bridge","2028-12-02","27.25","0.5072","2.2605","false","31928237.0","99712.64","Earth"
"neo_0045","(8229) Market","2028-04-20","22.47","1.0287","1.3271","true","66619565.0","90609.19","Earth"
"neo_0046","(96200) Alpha","2025-04-07","25.27","0.9774","1.0505","false","18065362.0","51108.71","Earth"
"neo_0047","(82874) Bravo","2030-09-09","19.65","1.2766","0.0291","false","43344587.0","60876.03","Earth"
"neo_0048","(17258) Charlie","2027-03-23","19.4","0.7974","0.9623","false","19244696.0","39820.29","Earth"
"neo_0049","(49976) Mountain","2029-01-25","29.55","0.3834","1.2643","false","50528107.0","102170.03","Earth"
"neo_0050","(52353) Tower","2025-05-17","15.16","0.9142","0.5086","false","4638834.0","114164.06","Earth"
"neo_0051","(33321) Charlie","2024-07-09","28.12","0.6032","1.3575","true","54185666.0","84927.24","Earth"
"neo_0052","(67953) Juliet","2027-02-26","15.11","1.1812","2.1531","false","57342232.0","22867.77","Earth"
"neo_0053","(11290) Bridge","2030-11-08","23.25","1.0058","0.0866","false","6393710.0","29300.55","Earth"
"neo_0054","(73778) River","2027-01-17","19.7","0.2943","0.9511","true","69456716.0","86471.1","Earth"
"neo_0055","(63086) Echo","2024-09-04","28.49","0.3926","0.2822","false","66849702.0","55308.68","Earth"
"neo_0056","(40325) Golf","2030-04-04","29.38","1.2905","2.8021","false","29197751.0","26099.38","Earth"
"neo_0057","(99965) Golf","2028-02-14","20.23","0.6219","0.5963","false","30609559.0","43131.05","Earth"
"neo_0058","(55010) Forest","2028-07-23","19.99","0.0912","2.813","false","16782509.0","37370.76","Earth"
"neo_0059","(42559) Mountain","2024-02-02","29.74","0.1406","1.1104","false","20845940.0","20125.47","Earth"
"neo_0060","(52489) Cloud","2028-08-06","27.66","0.9417","2.0424","false","40631241.0","28701.12","Earth"
"neo_0061","(28258) Foxtrot","2026-06-25","17.25","1.4229","0.8409","false","22049014.0","81069.81","Earth"
"neo_0062","(90794) Mountain","2025-06-27","28.76","0.8604","2.0126","false","77080473.0","97366.13","Earth"
"neo_0063","(10947) Mountain","2026-01-21","29.21","0.5741","0.6418","false","48123894.0","45809.58","Earth"
"neo_0064","(96919) India","2024-04-14","17.17","0.6891","0.1665","false","49496758.0","80947.65","Earth"
"neo_0065","(23671) India","2030-05-24","29.69","0.3609","1.559","false","56934911.0","97151.52","Earth"
"neo_0066","(74520) Bravo","2030-03-23","24.71","0.5499","2.7909","true","79506214.0","110752.98","Earth"
"neo_0067","(32343) River","2029-03-19","24.88","1.2292","2.4061","false","25494696.0","125648.18","Earth"
"neo_0068","(18576) Valley","2027-07-04","22.34","1.1802","0.3511","false","56691986.0","123689.58","Earth"
"neo_0069","(98420) Charlie","2028-04-18","15.04","0.0496","0.5361","false","60676436.0","30168.87","Earth"
"neo_0070","(28767) Bridge","2029-11-15","17.55","0.5524","1.255","true","39535352.0","61197.95","Earth"
"neo_0071","(90389) Forest","2027-01-05","22.37","1.2165","0.3028","false","49073862.0","116888.79","Earth"
"neo_0072","(20573) Echo","2029-06-17","23.48","0.3809","0.6445","false","6677220.0","58320.86","Earth"
"neo_0073","(47166) India","2029-10-06","27.87","1.0821","2.1607","false","55874702.0","86437.47","Earth"
"neo_0074","(36738) Forest","2029-01-15","23.62","0.1643","2.3843","false","7295598.0","107922.45","Earth"
"neo_0075","(73169) Delta","2029-11-09","23.07","0.1255","1.9586","false","22906158.0","77119.21","Earth"
"neo_0076","(13682) India","2027-03-08","23.97","0.0158","1.5791","false","51544189.0","93213.26","Earth"
"neo_0077","(87473) Stone","2027-04-29","17.12","1.0778","0.6688","false","76644371.0","45237.67","Earth"
"neo_0078","(57727) Delta","2030-10-12","25.88","0.5952","2.2434","false","27298404.0","29235.0","Earth"
"neo_0079","(45873) Tower","2028-09-05","29.12","0.8168","1.4409","true","22274292.0","68284.43","Earth"
"neo_0080","(92304) Bravo","2027-06-09","18.22","0.4106","0.0304","false","46939032.0","90114.69","Earth"
"neo_0081","(5407) Hotel","2026-04-04","26.33","0.3332","1.7455","false","21519991.0","108269.53","Earth"
"neo_0082","(87868) Market","2025-05-23","25.9","0.1869","2.8526","false","25608436.0","18557.32","Earth"
"neo_0083","(73106) Cloud","2028-08-18","22.24","1.3839","0.8062","false","57388204.0","102691.77","Earth"
"neo_0084","(98503) Golf","2027-01-15","28.67","0.641","1.0519","true","8372154.0","64310.42","Earth"
"neo_0085","(23713) Delta","2026-04-10","24.89","0.6784","2.9669","false","49049238.0","48807.93","Earth"
"neo_0086","(63380) Delta","2028-05-08","23.77","0.2027","0.3691","false","74059323.0","112122.05","Earth"
"neo_0087","(90764) Tower","2025-01-03","19.84","0.6432","0.4179","true","68818874.0","78444.8","Earth"
"neo_0088","(7169) Market","2024-08-30","24.62","1.282","1.79","false","13766647.0","21888.77","Earth"
"neo_0089","(17957) Hotel","2029-02-28","15.06","1.0581","1.7883","false","15722857.0","55314.44","Earth"
"neo_0090","(34977) Juliet","2024-04-18","15.74","0.2437","2.5987","false","47039644.0","121606.69","Earth"
"neo_0091","(2472) Delta","2024-01-12","15.23","1.0121","0.5201","false","47855031.0","117845.16","Earth"
"neo_0092","(18850) Mountain","2030-08-26","23.58","1.1866","2.4882","false","26703363.0","84134.66","Earth"
"neo_0093","(97887) Cloud","2025-03-28","21.47","0.0606","0.5511","false","24041974.0","77502.58","Earth"
"neo_0094","(86039) Juliet","2029-01-17","15.19","0.7269","1.6118","false","8553512.0","55493.19","Earth"
"neo_0095","(50779) Market","2025-05-31","20.72","0.7643","2.6746","false","65764946.0","35458.29","Earth"
"neo_0096","(89428) Alpha","2026-03-01","29.19","0.1356","0.5766","false","73319175.0","121933.7","Earth"
"neo_0097","(3822) Tower","2028-11-15","25.78","1.4504","0.8835","false","73474316.0","29102.46","Earth"
"neo_0098","(58938) Charlie","2028-02-01","18.52","0.4506","2.7648","false","19923521.0","31589.85","Earth"
"neo_0099","(46077) Stone","2030-12-06","26.66","1.1347","0.4551","false","40540568.0","74282.93","Earth"
"neo_0100","(27707) Foxtrot","2025-12-24","17.03","0.8509","2.0616","false","43324197.0","89319.3","Earth"
"neo_0101","(83406) Juliet","2026-06-09","29.67","1.4922","2.584","false","53885402.0","117697.2","Earth"
"neo_0102","(78977) Ocean","2026-09-06","16.23","0.8765","1.3292","false","4223887.0","68514.84","Earth"
"neo_0103","(12573) Stone","2024-11-25","25.57","1.3824","0.7119","false","17593828.0","105994.88","Earth"
"neo_0104","(46787) Stone","2024-11-16","29.0","0.2775","0.8118","false","60288557.0","27358.95","Earth"
"neo_0105","(43013) Market","2029-10-06","24.69","0.6565","0.7579","true","78675714.0","88098.6","Earth"
"neo_0106","(88386) Echo","2027-01-29","20.63","0.1058","0.9256","true","9082862.0","115193.16","Earth"
"neo_0107","(69410) Ocean","2028-06-22","24.18","0.9001","2.6855","false","58044110.0","59732.29","Earth"
"neo_0108","(89003) River","2024-08-31","18.08","0.5969","1.1822","false","43942486.0","48088.48","Earth"
"neo_0109","(12559) Echo","2027-05-16","15.35","1.1491","0.0218","true","45389054.0","24274.06","Earth"
"neo_0110","(16345) Mountain","2024-07-28","18.72","0.2553","0.8356","false","18892701.0","59519.37","Earth"
"neo_0111","(35800) Tower","2028-06-09","16.2","0.7756","1.8836","true","51374468.0","70608.81","Earth"
"neo_0112","(86711) Cloud","2030-06-16","15.98","0.6807","0.3561","false","69813880.0","61276.23","Earth"
"neo_0113","(74144) Bridge","2024-11-24","28.47","0.4119","1.8153","false","42753683.0","82203.83","Earth"
"neo_0114","(4751) Tower","2026-11-12","19.09","0.7915","1.8327","true","2773396.0","18620.0","Earth"
"neo_0115","(77881) Golf","2028-10-03","16.4","0.8083","0.6635","false","6952199.0","68828.93","Earth"
"neo_0116","(23078) Hotel","2027-05-28","15.26","1.3741","2.1059","true","35811738.0","18314.73","Earth"
"neo_0117","(74914) Mountain","2028-01-14","24.83","0.6516","0.0813","true","4908645.0","66320.93","Earth"
"neo_0118","(8521) River","2027-11-16","20.64","0.1559","2.4174","false","48464201.0","107602.54","Earth"
"neo_0119","(4339) Market","2026-04-21","25.86","0.4411","0.8292","false","57052434.0","39135.54","Earth"
"neo_0120","(25669) Bravo","2026-08-11","20.78","1.0781","0.7831","false","20535450.0","67920.07","Earth"
"neo_0121","(67852) Charlie","2025-07-30","22.76","0.7758","0.3901","false","50255296.0","104111.82","Earth"
"neo_0122","(98186) River","2027-12-27","24.41","0.3651","0.1956","false","3281346.0","106070.67","Earth"
"neo_0123","(3998) Juliet","2030-09-26","16.81","1.1105","0.4032","false","26232157.0","117116.78","Earth"
"neo_0124","(72338) Charlie","2029-11-15","24.75","0.2565","1.3308","false","7970218.0","57161.14","Earth"
"neo_0125","(13500) Market","2027-09-15","27.89","0.4735","0.8045","false","34835398.0","93589.46","Earth"
"neo_0126","(3547) Bravo","2030-12-04","29.14","1.2087","1.0487","false","70547547.0","52081.21","Earth"
"neo_0127","(13119) Delta","2026-06-02","28.12","0.8221","2.3963","false","45497415.0","123647.79","Earth"
"neo_0128","(47249) Bravo","2027-02-02","18.81","1.2821","1.8535","true","78910191.0","89199.46","Earth"
"neo_0129","(35686) Alpha","2028-01-11","20.02","1.397","0.9161","false","13679985.0","98302.29","Earth"
"neo_0130","(50039) Charlie","2024-08-03","20.24","0.832","2.4787","false","65353462.0","120694.51","Earth"
"neo_0131","(98043) Echo","2028-12-10","15.72","1.352","1.1833","false","38936706.0","93769.55","Earth"
"neo_0132","(34654) Stone","2025-01-08","29.51","0.3685","2.5165","false","38517233.0","82122.46","Earth"
"neo_0133","(2186) India","2026-10-13","15.99","1.497","0.8468","true","63676667.0","65267.52","Earth"
"neo_0134","(31642) India","2026-01-22","25.13","0.9397","2.2101","true","69964259.0","79432.57","Earth"
"neo_0135","(20171) Juliet","2030-08-03","21.23","0.3174","2.7252","false","28714194.0","115595.45","Earth"
"neo_0136","(1160) Bravo","2029-08-18","17.6","0.6308","1.0206","true","67045809.0","40033.65","Earth"
"neo_0137","(57964) Bravo","2026-12-02","26.91","1.4073","2.4787","true","6670392.0","124627.6","Earth"
"neo_0138","(73199) Charlie","2025-11-27","26.62","0.2076","1.8907","true","4217400.0","53023.91","Earth"
"neo_0139","(90661) Echo","2026-07-24","22.07","0.4702","2.3469","true","43608978.0","101271.04","Earth"
"neo_0140","(95164) Ocean","2025-04-30","16.7","0.1255","1.2228","false","25967325.0","62789.6","Earth"
"neo_0141","(97783) River","2027-06-23","17.9","0.1687","1.537","false","19096431.0","49070.41","Earth"
"neo_0142","(20748) Charlie","2025-12-27","28.06","0.8845","0.7752","false","60158665.0","58846.33","Earth"
"neo_0143","(26441) Stone","2025-01-25","18.11","0.2075","0.3063","true","37361481.0","28330.45","Earth"
"neo_0144","(21439) Valley","2024-12-24","27.35","1.3194","1.0165","false","21102308.0","105746.58","Earth"
"neo_0145","(89236) Bravo","2025-07-08","16.51","0.1647","1.6475","false","23300252.0","110326.92","Earth"
"neo_0146","(11217) Juliet","2029-02-07","23.89","0.4631","2.9815","false","50397017.0","113340.03","Earth"
"neo_0147","(58275) Forest","2028-12-30","20.65","0.5223","1.2447","true","8283200.0","31266.83","Earth"
"neo_0148","(18869) Alpha","2026-07-07","25.35","0.7245","0.8198","false","27328744.0","55207.04","Earth"
"neo_0149","(82090) Forest","2025-04-17","29.92","0.0805","0.4088","false","78244747.0","31939.01","Earth"
"neo_0150","(59995) Bravo","2027-06-09","18.42","0.3336","2.196","false","73297333.0","105597.89","Earth"
