"id","rover","sol","camera","camera_full_name","img_src","earth_date"
"66","Opportunity","411","NAVCAM","Navigation Camera","https://mars.nasa.gov/msl-raw/000066.JPG","2018-02-10"
"67","Perseverance","1466","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000067.JPG","2024-05-05"
"68","Curiosity","2351","NAVCAM","Navigation Camera","https://mars.nasa.gov/msl-raw/000068.JPG","2023-11-13"
"69","Perseverance","2318","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000069.JPG","2026-03-19"
"70","Perseverance","2918","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000070.JPG","2015-03-26"
"71","Opportunity","2048","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000071.JPG","2021-07-28"
"72","Spirit","2785","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000072.JPG","2021-09-29"
"73","Perseverance","2243","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000073.JPG","2017-10-10"
"74","Perseverance","2898","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000074.JPG","2021-08-18"
"75","Opportunity","2801","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000075.JPG","2015-12-08"
"76","Curiosity","2717","NAVCAM","Navigation Camera","https://mars.nasa.gov/msl-raw/000076.JPG","2022-09-07"
"77","Perseverance","2830","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000077.JPG","2019-10-25"
"78","Spirit","1497","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000078.JPG","2025-11-03"
"79","Opportunity","75","NAVCAM","Navigation Camera","https://mars.nasa.gov/msl-raw/000079.JPG","2026-03-01"
"80","Perseverance","891","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000080.JPG","2020-06-19"
"81","Perseverance","485","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000081.JPG","2017-06-23"
"82","Perseverance","2805","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000082.JPG","2018-08-10"
"83","Opportunity","1760","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000083.JPG","2024-04-23"
"84","Spirit","1746","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000084.JPG","2022-11-21"
"85","Opportunity","1223","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000085.JPG","2019-01-12"
"86","Perseverance","354","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000086.JPG","2019-09-21"
"87","Perseverance","490","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000087.JPG","2016-11-13"
"88","Opportunity","1354","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000088.JPG","2026-09-10"
"89","Perseverance","1422","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000089.JPG","2020-06-12"
"90","Perseverance","413","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000090.JPG","2021-11-29"
"91","Opportunity","1441","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000091.JPG","2020-01-01"
"92","Perseverance","2441","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000092.JPG","2019-07-08"
"93","Curiosity","2142","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000093.JPG","2018-07-20"
"94","Curiosity","652","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000094.JPG","2017-10-14"
"95","Opportunity","2369","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000095.JPG","2024-04-12"
"96","Perseverance","2986","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000096.JPG","2023-11-21"
"97","Spirit","2071","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000097.JPG","2024-09-27"
"98","Curiosity","128","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000098.JPG","2021-11-20"
"99","Opportunity","2965","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000099.JPG","2017-09-29"
"100","Opportunity","1277","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000100.JPG","2026-04-11"
"101","Curiosity","716","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000101.JPG","2025-04-19"
"102","Spirit","1043","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000102.JPG","2016-08-09"
"103","Perseverance","1824","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000103.JPG","2015-08-24"
"104","Perseverance","1068","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000104.JPG","2026-03-13"
"105","Curiosity","2699","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000105.JPG","2025-06-28"
"106","Curiosity","2662","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000106.JPG","2024-05-30"
"107","Curiosity","2336","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000107.JPG","2024-04-26"
"108","Spirit","2298","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000108.JPG","2023-02-12"
"109","Curiosity","2081","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000109.JPG","2020-10-26"
"110","Curiosity","2448","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000110.JPG","2015-07-03"
"111","Opportunity","1213","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000111.JPG","2023-08-17"
"112","Opportunity","181","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000112.JPG","2019-02-23"
"113","Opportunity","428","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000113.JPG","2019-01-04"
"114","Spirit","2361","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000114.JPG","2020-02-09"
"115","Opportunity","1641","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000115.JPG","2024-10-28"
"116","Perseverance","2423","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000116.JPG","2016-11-26"
"117","Perseverance","2589","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000117.JPG","2024-01-18"
"118","Curiosity","2272","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000118.JPG","2023-05-25"
"119","Curiosity","2863","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000119.JPG","2022-07-26"
"120","Perseverance","47","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000120.JPG","2024-12-20"
"121","Opportunity","2627","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000121.JPG","2024-02-21"
"122","Opportunity","1288","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000122.JPG","2025-10-23"
"123","Perseverance","2054","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000123.JPG","2019-03-12"
"124","Spirit","2009","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000124.JPG","2022-05-23"
"125","Curiosity","1377","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000125.JPG","2018-08-16"
"126","Opportunity","1537","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000126.JPG","2022-10-12"
"127","Opportunity","1717","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000127.JPG","2018-12-17"
"128","Spirit","1548","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000128.JPG","2019-05-02"
"129","Spirit","2675","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000129.JPG","2026-02-28"
"130","Curiosity","2122","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000130.JPG","2020-10-27"
"131","Opportunity","1273","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000131.JPG","2016-09-10"
"132","Curiosity","2139","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000132.JPG","2022-06-04"
"133","Spirit","672","NAVCAM","Navigation Camera","https://mars.nasa.gov/msl-raw/000133.JPG","2020-07-27"
"134","Perseverance","2999","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000134.JPG","2026-04-15"
"135","Perseverance","360","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000135.JPG","2015-03-04"
"136","Curiosity","679","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000136.JPG","2025-10-13"
"137","Perseverance","481","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000137.JPG","2019-10-20"
"138","Curiosity","314","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000138.JPG","2015-02-13"
"139","Curiosity","530","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000139.JPG","2015-02-11"
"140","Spirit","1252","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000140.JPG","2022-05-13"
"141","Curiosity","2813","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000141.JPG","2022-10-19"
"142","Spirit","2409","FHAZ","Front Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000142.JPG","2019-03-08"
"143","Perseverance","2051","MAHLI","Mars Hand Lens Imager","https://mars.nasa.gov/msl-raw/000143.JPG","2015-04-06"
"144","Curiosity","1055","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000144.JPG","2020-12-21"
"145","Perseverance","1958","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000145.JPG","2026-01-05"
"146","Curiosity","2041","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000146.JPG","2015-10-27"
"147","Perseverance","2120","CHEMCAM","Chemistry and Camera Complex","https://mars.nasa.gov/msl-raw/000147.JPG","2025-07-05"
"148","Spirit","3000","MAST","Mast Camera","https://mars.nasa.gov/msl-raw/000148.JPG","2018-07-29"
"149","Opportunity","1352","RHAZ","Rear Hazard Avoidance Camera","https://mars.nasa.gov/msl-raw/000149.JPG","2019-04-02"
"150","Opportunity","1892","PANCAM","Panoramic Camera","https://mars.nasa.gov/msl-raw/000150.JPG","2015-03-30"
