tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
778104094062,DL,Delivered,FDXG,FedEx Express Saver,2024-12-26,2024-12-28,Delivered,Panhandle Vet Supply / Fuel filter cross ($331.88),2024-12-28T00:00:00Z
774578309137,DL,Delivered,FDXG,FedEx Home Delivery,2025-04-09,2025-04-13,Delivered,Amarillo Hydraulic and Diesel / Fuel filter cross ($470.17),2025-04-13T00:00:00Z
776013937192,DL,Delivered,FDXG,FedEx Express Saver,2025-11-24,2025-11-30,Delivered,RockAuto / PTO shield replacement ($704.21),2025-11-30T00:00:00Z
774797998726,DL,Delivered,FDXG,FedEx Express Saver,2025-06-20,2025-06-25,Delivered,Prince Manufacturing / Fuel filter cross ($96.31),2025-06-25T00:00:00Z
772413265379,DL,Delivered,FDXG,FedEx Ground,2025-07-31,2025-08-06,Delivered,Amarillo Hydraulic and Diesel / PTO shield replacement ($384.09),2025-08-06T00:00:00Z
779153201153,DL,Delivered,FDXG,FedEx Express Saver,2024-10-20,2024-10-26,Delivered,TSC.com / Baler pickup tine (2) ($575.73),2024-10-26T00:00:00Z
775866270229,DL,Delivered,FDXG,FedEx Express Saver,2025-02-08,2025-02-12,Delivered,TSC.com / Bearing race kit ($97.48),2025-02-12T00:00:00Z
771722983889,DL,Delivered,FDXG,FedEx Express Saver,2024-07-17,2024-07-19,Delivered,Pampa Battery Warehouse / Alternator regulator ($47.66),2024-07-19T00:00:00Z
775653942918,DL,Delivered,FDXG,FedEx Express Saver,2024-04-06,2024-04-10,Delivered,RockAuto / Fuel filter cross ($87.71),2024-04-10T00:00:00Z
775677907847,DL,Delivered,FDXG,FedEx Home Delivery,2024-11-10,2024-11-15,Delivered,Prince Manufacturing / PTO shield replacement ($680.91),2024-11-15T00:00:00Z
779939340095,DL,Delivered,FDXG,FedEx Home Delivery,2025-01-08,2025-01-13,Delivered,Pampa Battery Warehouse / Baler pickup tine (2) ($103.9),2025-01-13T00:00:00Z
771584637487,DL,Delivered,FDXG,FedEx Home Delivery,2025-09-14,2025-09-17,Delivered,Prince Manufacturing / Hydraulic hose fittings ($209.54),2025-09-17T00:00:00Z
779434241424,DL,Delivered,FDXG,FedEx Express Saver,2025-03-31,2025-04-04,Delivered,RockAuto / Wiring harness plug ($602.66),2025-04-04T00:00:00Z
775126066807,DL,Delivered,FDXG,FedEx Home Delivery,2024-07-27,2024-07-30,Delivered,Panhandle Vet Supply / Alternator regulator ($224.82),2024-07-30T00:00:00Z
773235246740,DL,Delivered,FDXG,FedEx Home Delivery,2025-02-24,2025-02-28,Delivered,RockAuto / Wiring harness plug ($112.63),2025-02-28T00:00:00Z
776357544913,DL,Delivered,FDXG,FedEx Home Delivery,2025-12-22,2025-12-24,Delivered,Amarillo Hydraulic and Diesel / PTO shield replacement ($44.8),2025-12-24T00:00:00Z
779870517084,DL,Delivered,FDXG,FedEx Home Delivery,2025-04-20,2025-04-26,Delivered,Panhandle Vet Supply / Alternator regulator ($293.88),2025-04-26T00:00:00Z
777165689068,DL,Delivered,FDXG,FedEx Ground,2024-03-26,2024-03-28,Delivered,Amarillo Hydraulic and Diesel / Baler pickup tine (2) ($416.42),2024-03-28T00:00:00Z
773875994659,DL,Delivered,FDXG,FedEx Express Saver,2024-11-15,2024-11-21,Delivered,Panhandle Vet Supply / PTO shield replacement ($554.59),2024-11-21T00:00:00Z
774829468013,DL,Delivered,FDXG,FedEx Express Saver,2025-06-04,2025-06-08,Delivered,Amarillo Hydraulic and Diesel / Wiring harness plug ($762.2),2025-06-08T00:00:00Z
773303628705,DL,Delivered,FDXG,FedEx Ground,2024-11-24,2024-11-26,Delivered,Amarillo Hydraulic and Diesel / Wiring harness plug ($748.18),2024-11-26T00:00:00Z
772436352069,DL,Delivered,FDXG,FedEx Ground,2026-01-10,2026-01-13,Delivered,RockAuto / Bearing race kit ($388.43),2026-01-13T00:00:00Z
776545387190,DL,Delivered,FDXG,FedEx Express Saver,2024-09-26,2024-09-28,Delivered,RockAuto / Fuel filter cross ($649.64),2024-09-28T00:00:00Z
773023322821,DL,Delivered,FDXG,FedEx Home Delivery,2026-02-12,2026-02-15,Delivered,RockAuto / Fuel filter cross ($271.91),2026-02-15T00:00:00Z
777592054020,DL,Delivered,FDXG,FedEx Ground,2024-05-25,2024-05-29,Delivered,RockAuto / PTO shield replacement ($501.21),2024-05-29T00:00:00Z
776445017076,DL,Delivered,FDXG,FedEx Home Delivery,2026-04-05,2026-04-11,Delivered,RockAuto / Baler pickup tine (2) ($348.18),2026-04-11T00:00:00Z
772631539659,DL,Delivered,FDXG,FedEx Express Saver,2024-07-03,2024-07-08,Delivered,Pampa Battery Warehouse / Bearing race kit ($474.85),2024-07-08T00:00:00Z
779942254090,DL,Delivered,FDXG,FedEx Home Delivery,2026-02-19,2026-02-21,Delivered,RockAuto / Baler pickup tine (2) ($572.56),2026-02-21T00:00:00Z
772339504113,DL,Delivered,FDXG,FedEx Express Saver,2026-02-09,2026-02-13,Delivered,Prince Manufacturing / PTO shield replacement ($249.98),2026-02-13T00:00:00Z
776847242909,DL,Delivered,FDXG,FedEx Ground,2025-11-20,2025-11-25,Delivered,Pampa Battery Warehouse / Alternator regulator ($481.75),2025-11-25T00:00:00Z
776213229378,DL,Delivered,FDXG,FedEx Home Delivery,2025-12-07,2025-12-13,Delivered,Panhandle Vet Supply / PTO shield replacement ($569.73),2025-12-13T00:00:00Z
779127979312,DL,Delivered,FDXG,FedEx Home Delivery,2024-09-26,2024-09-28,Delivered,TSC.com / Bearing race kit ($702.26),2024-09-28T00:00:00Z
775327266373,DL,Delivered,FDXG,FedEx Ground,2024-03-29,2024-04-04,Delivered,Panhandle Vet Supply / Baler pickup tine (2) ($566.75),2024-04-04T00:00:00Z
776140283740,DL,Delivered,FDXG,FedEx Express Saver,2024-07-30,2024-08-05,Delivered,TSC.com / PTO shield replacement ($181.48),2024-08-05T00:00:00Z
777372734537,DL,Delivered,FDXG,FedEx Home Delivery,2024-07-12,2024-07-16,Delivered,TSC.com / PTO shield replacement ($181.0),2024-07-16T00:00:00Z
772448216380,DL,Delivered,FDXG,FedEx Ground,2025-08-26,2025-08-28,Delivered,Amarillo Hydraulic and Diesel / Bearing race kit ($504.29),2025-08-28T00:00:00Z
771700742748,DL,Delivered,FDXG,FedEx Express Saver,2026-01-12,2026-01-17,Delivered,Prince Manufacturing / Hydraulic hose fittings ($56.15),2026-01-17T00:00:00Z
778256083051,DL,Delivered,FDXG,FedEx Home Delivery,2025-02-09,2025-02-12,Delivered,TSC.com / Hydraulic hose fittings ($140.31),2025-02-12T00:00:00Z
777393454600,DL,Delivered,FDXG,FedEx Express Saver,2025-12-10,2025-12-16,Delivered,Amarillo Hydraulic and Diesel / PTO shield replacement ($709.96),2025-12-16T00:00:00Z
771052691739,DL,Delivered,FDXG,FedEx Express Saver,2024-10-16,2024-10-20,Delivered,RockAuto / Fuel filter cross ($755.62),2024-10-20T00:00:00Z
