id,type,name,description,category,variation_id,variation_name,price_amount,currency
ITEM0040,ITEM,Menu Item 40,Item 40,Drinks,VAR0040,Regular,250,CAD
ITEM0041,ITEM,Menu Item 41,Item 41,Drinks,VAR0041,Regular,1200,CAD
ITEM0042,ITEM,Menu Item 42,Item 42,Drinks,VAR0042,Regular,1200,CAD
ITEM0043,ITEM,Menu Item 43,Item 43,Meals,VAR0043,Regular,1200,CAD
ITEM0044,ITEM,Menu Item 44,Item 44,Snacks,VAR0044,Regular,750,CAD
ITEM0045,ITEM,Menu Item 45,Item 45,Meals,VAR0045,Regular,500,CAD
ITEM0046,ITEM,Menu Item 46,Item 46,Drinks,VAR0046,Regular,750,CAD
ITEM0047,ITEM,Menu Item 47,Item 47,Snacks,VAR0047,Regular,250,CAD
ITEM0048,ITEM,Menu Item 48,Item 48,Snacks,VAR0048,Regular,500,CAD
ITEM0049,ITEM,Menu Item 49,Item 49,Drinks,VAR0049,Regular,1200,CAD
ITEM0050,ITEM,Menu Item 50,Item 50,Snacks,VAR0050,Regular,500,CAD
ITEM0051,ITEM,Menu Item 51,Item 51,Meals,VAR0051,Regular,750,CAD
ITEM0052,ITEM,Menu Item 52,Item 52,Meals,VAR0052,Regular,500,CAD
ITEM0053,ITEM,Menu Item 53,Item 53,Meals,VAR0053,Regular,500,CAD
ITEM0054,ITEM,Menu Item 54,Item 54,Drinks,VAR0054,Regular,500,CAD
ITEM0055,ITEM,Menu Item 55,Item 55,Drinks,VAR0055,Regular,750,CAD
ITEM0056,ITEM,Menu Item 56,Item 56,Meals,VAR0056,Regular,250,CAD
ITEM0057,ITEM,Menu Item 57,Item 57,Drinks,VAR0057,Regular,750,CAD
ITEM0058,ITEM,Menu Item 58,Item 58,Drinks,VAR0058,Regular,750,CAD
ITEM0059,ITEM,Menu Item 59,Item 59,Drinks,VAR0059,Regular,750,CAD
ITEM0060,ITEM,Menu Item 60,Item 60,Snacks,VAR0060,Regular,250,CAD
ITEM0061,ITEM,Menu Item 61,Item 61,Meals,VAR0061,Regular,500,CAD
ITEM0062,ITEM,Menu Item 62,Item 62,Meals,VAR0062,Regular,250,CAD
ITEM0063,ITEM,Menu Item 63,Item 63,Meals,VAR0063,Regular,1200,CAD
ITEM0064,ITEM,Menu Item 64,Item 64,Drinks,VAR0064,Regular,1200,CAD
ITEM0065,ITEM,Menu Item 65,Item 65,Drinks,VAR0065,Regular,250,CAD
ITEM0066,ITEM,Menu Item 66,Item 66,Snacks,VAR0066,Regular,250,CAD
ITEM0067,ITEM,Menu Item 67,Item 67,Snacks,VAR0067,Regular,750,CAD
ITEM0068,ITEM,Menu Item 68,Item 68,Drinks,VAR0068,Regular,750,CAD
ITEM0069,ITEM,Menu Item 69,Item 69,Snacks,VAR0069,Regular,250,CAD
ITEM0070,ITEM,Menu Item 70,Item 70,Snacks,VAR0070,Regular,250,CAD
ITEM0071,ITEM,Menu Item 71,Item 71,Drinks,VAR0071,Regular,1200,CAD
ITEM0072,ITEM,Menu Item 72,Item 72,Meals,VAR0072,Regular,250,CAD
ITEM0073,ITEM,Menu Item 73,Item 73,Meals,VAR0073,Regular,750,CAD
ITEM0074,ITEM,Menu Item 74,Item 74,Drinks,VAR0074,Regular,750,CAD
ITEM0075,ITEM,Menu Item 75,Item 75,Drinks,VAR0075,Regular,1200,CAD
ITEM0076,ITEM,Menu Item 76,Item 76,Drinks,VAR0076,Regular,250,CAD
ITEM0077,ITEM,Menu Item 77,Item 77,Drinks,VAR0077,Regular,1200,CAD
ITEM0078,ITEM,Menu Item 78,Item 78,Meals,VAR0078,Regular,250,CAD
ITEM0079,ITEM,Menu Item 79,Item 79,Snacks,VAR0079,Regular,1200,CAD
ITEM0080,ITEM,Menu Item 80,Item 80,Meals,VAR0080,Regular,500,CAD
ITEM0081,ITEM,Menu Item 81,Item 81,Meals,VAR0081,Regular,250,CAD
ITEM0082,ITEM,Menu Item 82,Item 82,Meals,VAR0082,Regular,500,CAD
ITEM0083,ITEM,Menu Item 83,Item 83,Snacks,VAR0083,Regular,1200,CAD
ITEM0084,ITEM,Menu Item 84,Item 84,Drinks,VAR0084,Regular,1200,CAD
ITEM0085,ITEM,Menu Item 85,Item 85,Meals,VAR0085,Regular,500,CAD
ITEM0086,ITEM,Menu Item 86,Item 86,Drinks,VAR0086,Regular,500,CAD
ITEM0087,ITEM,Menu Item 87,Item 87,Meals,VAR0087,Regular,250,CAD
ITEM0088,ITEM,Menu Item 88,Item 88,Meals,VAR0088,Regular,1200,CAD
ITEM0089,ITEM,Menu Item 89,Item 89,Snacks,VAR0089,Regular,500,CAD
ITEM0090,ITEM,Menu Item 90,Item 90,Drinks,VAR0090,Regular,500,CAD
ITEM0091,ITEM,Menu Item 91,Item 91,Snacks,VAR0091,Regular,500,CAD
ITEM0092,ITEM,Menu Item 92,Item 92,Drinks,VAR0092,Regular,500,CAD
ITEM0093,ITEM,Menu Item 93,Item 93,Snacks,VAR0093,Regular,1200,CAD
ITEM0094,ITEM,Menu Item 94,Item 94,Meals,VAR0094,Regular,750,CAD
ITEM0095,ITEM,Menu Item 95,Item 95,Snacks,VAR0095,Regular,250,CAD
ITEM0096,ITEM,Menu Item 96,Item 96,Snacks,VAR0096,Regular,250,CAD
ITEM0097,ITEM,Menu Item 97,Item 97,Meals,VAR0097,Regular,750,CAD
ITEM0098,ITEM,Menu Item 98,Item 98,Meals,VAR0098,Regular,250,CAD
ITEM0099,ITEM,Menu Item 99,Item 99,Snacks,VAR0099,Regular,750,CAD
ITEM0100,ITEM,Menu Item 100,Item 100,Snacks,VAR0100,Regular,750,CAD
ITEM0101,ITEM,Menu Item 101,Item 101,Snacks,VAR0101,Regular,250,CAD
ITEM0102,ITEM,Menu Item 102,Item 102,Drinks,VAR0102,Regular,750,CAD
ITEM0103,ITEM,Menu Item 103,Item 103,Meals,VAR0103,Regular,500,CAD
ITEM0104,ITEM,Menu Item 104,Item 104,Snacks,VAR0104,Regular,250,CAD
ITEM0105,ITEM,Menu Item 105,Item 105,Drinks,VAR0105,Regular,250,CAD
ITEM0106,ITEM,Menu Item 106,Item 106,Meals,VAR0106,Regular,1200,CAD
ITEM0107,ITEM,Menu Item 107,Item 107,Meals,VAR0107,Regular,500,CAD
ITEM0108,ITEM,Menu Item 108,Item 108,Meals,VAR0108,Regular,500,CAD
ITEM0109,ITEM,Menu Item 109,Item 109,Drinks,VAR0109,Regular,750,CAD
ITEM0110,ITEM,Menu Item 110,Item 110,Meals,VAR0110,Regular,750,CAD
ITEM0111,ITEM,Menu Item 111,Item 111,Meals,VAR0111,Regular,250,CAD
ITEM0112,ITEM,Menu Item 112,Item 112,Meals,VAR0112,Regular,1200,CAD
ITEM0113,ITEM,Menu Item 113,Item 113,Snacks,VAR0113,Regular,750,CAD
ITEM0114,ITEM,Menu Item 114,Item 114,Snacks,VAR0114,Regular,1200,CAD
ITEM0115,ITEM,Menu Item 115,Item 115,Meals,VAR0115,Regular,1200,CAD
ITEM0116,ITEM,Menu Item 116,Item 116,Meals,VAR0116,Regular,250,CAD
ITEM0117,ITEM,Menu Item 117,Item 117,Meals,VAR0117,Regular,1200,CAD
ITEM0118,ITEM,Menu Item 118,Item 118,Meals,VAR0118,Regular,750,CAD
ITEM0119,ITEM,Menu Item 119,Item 119,Snacks,VAR0119,Regular,750,CAD
