tracking_number,status_type,status_code,status_description,service_name,ship_date,scheduled_delivery,latest_activity,latest_activity_location,latest_activity_time
1Z77895164,D,011,Delivered,UPS Ground,2026-05-20,2026-05-25,Delivered,"Los Angeles, CA, US",2026-05-25T14:07:00Z
1Z85845240,D,011,Delivered,UPS Ground,2026-05-20,2026-05-25,Delivered,"Los Angeles, CA, US",2026-05-25T14:07:00Z
1Z43794601,D,011,Delivered,UPS Ground,2026-05-20,2026-05-25,Delivered,"Los Angeles, CA, US",2026-05-25T14:07:00Z
1Z99980000020,D,DELIVERED,Delivered,UPS Ground,2026-02-03,2026-09-14,Delivered,"Tulsa, OK",2026-02-22T22:20:00Z
1Z99980000021,D,DELIVERED,Delivered,UPS Ground,2026-02-15,2026-04-02,Delivered,"Bixby, OK",2026-07-24T15:16:00Z
1Z99980000022,D,DELIVERED,Delivered,UPS Ground,2026-06-11,2026-03-27,Delivered,"Broken Arrow, OK",2026-01-12T12:34:00Z
1Z99980000023,D,DELIVERED,Delivered,UPS Ground,2026-04-17,2026-05-09,Delivered,"Owasso, OK",2026-02-15T02:58:00Z
1Z99980000024,D,DELIVERED,Delivered,UPS Ground,2026-08-16,2026-09-10,Delivered,"Norman, OK",2026-07-28T21:59:00Z
1Z99980000025,D,DELIVERED,Delivered,UPS Ground,2026-06-20,2026-07-14,Delivered,"Owasso, OK",2026-07-01T18:47:00Z
1Z99980000026,D,DELIVERED,Delivered,UPS Ground,2026-04-28,2026-03-26,Delivered,"Edmond, OK",2026-03-19T12:14:00Z
1Z99980000027,D,DELIVERED,Delivered,UPS Ground,2026-03-09,2026-08-22,Delivered,"Broken Arrow, OK",2026-06-04T05:39:00Z
1Z99980000028,D,DELIVERED,Delivered,UPS Ground,2026-03-16,2026-03-15,Delivered,"Owasso, OK",2026-05-28T14:02:00Z
1Z99980000029,D,DELIVERED,Delivered,UPS Ground,2026-01-22,2026-07-23,Delivered,"Sand Springs, OK",2026-04-02T00:24:00Z
1Z99980000030,D,DELIVERED,Delivered,UPS Ground,2026-09-15,2026-04-06,Delivered,"Owasso, OK",2026-02-26T20:19:00Z
1Z99980000031,D,DELIVERED,Delivered,UPS Ground,2026-07-07,2026-09-24,Delivered,"Owasso, OK",2026-09-13T01:08:00Z
1Z99980000032,D,DELIVERED,Delivered,UPS Ground,2026-08-15,2026-09-13,Delivered,"Bixby, OK",2026-08-19T04:38:00Z
1Z99980000033,D,DELIVERED,Delivered,UPS Ground,2026-05-10,2026-08-09,Delivered,"Broken Arrow, OK",2026-02-05T21:34:00Z
1Z99980000034,D,DELIVERED,Delivered,UPS Ground,2026-03-16,2026-05-15,Delivered,"Broken Arrow, OK",2026-05-14T03:49:00Z
1Z99980000035,D,DELIVERED,Delivered,UPS Ground,2026-04-17,2026-03-26,Delivered,"Stillwater, OK",2026-01-09T01:03:00Z
1Z99980000036,D,DELIVERED,Delivered,UPS Ground,2026-05-03,2026-03-26,Delivered,"Bixby, OK",2026-04-01T23:18:00Z
1Z99980000037,D,DELIVERED,Delivered,UPS Ground,2026-04-14,2026-07-02,Delivered,"Owasso, OK",2026-08-04T06:03:00Z
1Z99980000038,D,DELIVERED,Delivered,UPS Ground,2026-09-18,2026-06-27,Delivered,"Jenks, OK",2026-08-23T18:32:00Z
1Z99980000039,D,DELIVERED,Delivered,UPS Ground,2026-08-03,2026-04-22,Delivered,"Owasso, OK",2026-06-06T05:48:00Z
1Z99980000040,D,DELIVERED,Delivered,UPS Ground,2026-02-21,2026-02-15,Delivered,"Broken Arrow, OK",2026-06-18T20:12:00Z
1Z99980000041,D,DELIVERED,Delivered,UPS Ground,2026-09-16,2026-01-19,Delivered,"Owasso, OK",2026-03-05T13:33:00Z
1Z99980000042,D,DELIVERED,Delivered,UPS Ground,2026-06-22,2026-08-27,Delivered,"Jenks, OK",2026-01-10T14:32:00Z
1Z99980000043,D,DELIVERED,Delivered,UPS Ground,2026-02-01,2026-03-06,Delivered,"Norman, OK",2026-06-07T15:35:00Z
1Z99980000044,D,DELIVERED,Delivered,UPS Ground,2026-08-19,2026-08-02,Delivered,"Stillwater, OK",2026-07-22T00:57:00Z
1Z99980000045,D,DELIVERED,Delivered,UPS Ground,2026-03-25,2026-05-03,Delivered,"Muskogee, OK",2026-02-24T08:44:00Z
1Z99980000046,D,DELIVERED,Delivered,UPS Ground,2026-07-28,2026-08-08,Delivered,"Muskogee, OK",2026-08-22T11:24:00Z
1Z99980000047,D,DELIVERED,Delivered,UPS Ground,2026-06-20,2026-01-12,Delivered,"Tulsa, OK",2026-03-23T05:37:00Z
1Z99980000048,D,DELIVERED,Delivered,UPS Ground,2026-05-26,2026-08-09,Delivered,"Tulsa, OK",2026-01-02T05:11:00Z
1Z99980000049,D,DELIVERED,Delivered,UPS Ground,2026-04-11,2026-03-20,Delivered,"Bixby, OK",2026-04-14T11:09:00Z
1Z99980000050,D,DELIVERED,Delivered,UPS Ground,2026-08-13,2026-05-19,Delivered,"Tulsa, OK",2026-05-14T19:44:00Z
1Z99980000051,D,DELIVERED,Delivered,UPS Ground,2026-01-10,2026-03-23,Delivered,"Stillwater, OK",2026-06-28T14:16:00Z
1Z99980000052,D,DELIVERED,Delivered,UPS Ground,2026-01-17,2026-07-17,Delivered,"Tulsa, OK",2026-02-13T15:01:00Z
1Z99980000053,D,DELIVERED,Delivered,UPS Ground,2026-03-21,2026-02-06,Delivered,"Sand Springs, OK",2026-05-27T04:38:00Z
1Z99980000054,D,DELIVERED,Delivered,UPS Ground,2026-02-28,2026-07-10,Delivered,"Norman, OK",2026-09-04T07:34:00Z
1Z99980000055,D,DELIVERED,Delivered,UPS Ground,2026-04-17,2026-08-15,Delivered,"Sand Springs, OK",2026-03-21T00:23:00Z
1Z99980000056,D,DELIVERED,Delivered,UPS Ground,2026-02-28,2026-03-05,Delivered,"Bixby, OK",2026-07-18T14:11:00Z
1Z99980000057,D,DELIVERED,Delivered,UPS Ground,2026-01-03,2026-08-09,Delivered,"Sand Springs, OK",2026-08-23T19:24:00Z
1Z99980000058,D,DELIVERED,Delivered,UPS Ground,2026-04-16,2026-07-14,Delivered,"Stillwater, OK",2026-09-13T09:52:00Z
1Z99980000059,D,DELIVERED,Delivered,UPS Ground,2026-02-22,2026-07-15,Delivered,"Tulsa, OK",2026-01-23T20:37:00Z
1Z99980000060,D,DELIVERED,Delivered,UPS Ground,2026-07-11,2026-02-05,Delivered,"Bixby, OK",2026-02-01T07:06:00Z
1Z99980000061,D,DELIVERED,Delivered,UPS Ground,2026-05-07,2026-04-23,Delivered,"Stillwater, OK",2026-06-25T09:27:00Z
1Z99980000062,D,DELIVERED,Delivered,UPS Ground,2026-03-23,2026-08-16,Delivered,"Muskogee, OK",2026-09-23T12:07:00Z
1Z99980000063,D,DELIVERED,Delivered,UPS Ground,2026-01-28,2026-08-01,Delivered,"Tulsa, OK",2026-04-19T12:39:00Z
1Z99980000064,D,DELIVERED,Delivered,UPS Ground,2026-06-08,2026-01-08,Delivered,"Edmond, OK",2026-06-13T21:26:00Z
1Z99980000065,D,DELIVERED,Delivered,UPS Ground,2026-04-09,2026-09-21,Delivered,"Jenks, OK",2026-09-23T23:42:00Z
1Z99980000066,D,DELIVERED,Delivered,UPS Ground,2026-08-07,2026-06-21,Delivered,"Muskogee, OK",2026-05-18T18:37:00Z
1Z99980000067,D,DELIVERED,Delivered,UPS Ground,2026-06-01,2026-07-14,Delivered,"Broken Arrow, OK",2026-06-16T01:12:00Z
1Z99980000068,D,DELIVERED,Delivered,UPS Ground,2026-06-24,2026-06-16,Delivered,"Jenks, OK",2026-09-22T18:18:00Z
1Z99980000069,D,DELIVERED,Delivered,UPS Ground,2026-04-05,2026-06-20,Delivered,"Stillwater, OK",2026-08-03T15:31:00Z
1Z99980000070,D,DELIVERED,Delivered,UPS Ground,2026-07-16,2026-06-04,Delivered,"Muskogee, OK",2026-02-20T13:19:00Z
1Z99980000071,D,DELIVERED,Delivered,UPS Ground,2026-06-10,2026-09-08,Delivered,"Jenks, OK",2026-08-03T08:51:00Z
1Z99980000072,D,DELIVERED,Delivered,UPS Ground,2026-07-20,2026-09-17,Delivered,"Edmond, OK",2026-09-25T09:25:00Z
1Z99980000073,D,DELIVERED,Delivered,UPS Ground,2026-01-14,2026-03-24,Delivered,"Jenks, OK",2026-06-14T00:14:00Z
1Z99980000074,D,DELIVERED,Delivered,UPS Ground,2026-07-08,2026-01-14,Delivered,"Jenks, OK",2026-09-27T10:35:00Z
1Z99980000075,D,DELIVERED,Delivered,UPS Ground,2026-02-10,2026-06-17,Delivered,"Broken Arrow, OK",2026-08-14T17:56:00Z
1Z99980000076,D,DELIVERED,Delivered,UPS Ground,2026-03-16,2026-02-14,Delivered,"Jenks, OK",2026-09-03T19:57:00Z
1Z99980000077,D,DELIVERED,Delivered,UPS Ground,2026-05-25,2026-03-08,Delivered,"Sand Springs, OK",2026-02-15T23:20:00Z
1Z99980000078,D,DELIVERED,Delivered,UPS Ground,2026-06-24,2026-03-11,Delivered,"Tulsa, OK",2026-09-01T14:49:00Z
1Z99980000079,D,DELIVERED,Delivered,UPS Ground,2026-05-10,2026-04-22,Delivered,"Bixby, OK",2026-03-01T10:54:00Z
1Z99980000080,D,DELIVERED,Delivered,UPS Ground,2026-01-24,2026-01-23,Delivered,"Broken Arrow, OK",2026-05-08T06:07:00Z
1Z99980000081,D,DELIVERED,Delivered,UPS Ground,2026-07-22,2026-09-25,Delivered,"Tulsa, OK",2026-03-10T11:07:00Z
1Z99980000082,D,DELIVERED,Delivered,UPS Ground,2026-05-08,2026-05-02,Delivered,"Edmond, OK",2026-08-21T22:17:00Z
1Z99980000083,D,DELIVERED,Delivered,UPS Ground,2026-06-14,2026-04-24,Delivered,"Norman, OK",2026-02-28T23:29:00Z
1Z99980000084,D,DELIVERED,Delivered,UPS Ground,2026-05-13,2026-02-18,Delivered,"Owasso, OK",2026-07-22T01:48:00Z
1Z99980000085,D,DELIVERED,Delivered,UPS Ground,2026-08-15,2026-09-01,Delivered,"Jenks, OK",2026-09-10T23:36:00Z
1Z99980000086,D,DELIVERED,Delivered,UPS Ground,2026-07-21,2026-01-17,Delivered,"Muskogee, OK",2026-01-23T19:10:00Z
1Z99980000087,D,DELIVERED,Delivered,UPS Ground,2026-06-26,2026-07-15,Delivered,"Muskogee, OK",2026-08-15T18:30:00Z
1Z99980000088,D,DELIVERED,Delivered,UPS Ground,2026-06-13,2026-01-09,Delivered,"Tulsa, OK",2026-04-05T11:32:00Z
1Z99980000089,D,DELIVERED,Delivered,UPS Ground,2026-02-02,2026-08-09,Delivered,"Jenks, OK",2026-06-10T03:22:00Z
1Z99980000090,D,DELIVERED,Delivered,UPS Ground,2026-05-11,2026-06-12,Delivered,"Jenks, OK",2026-03-14T03:51:00Z
1Z99980000091,D,DELIVERED,Delivered,UPS Ground,2026-03-24,2026-07-17,Delivered,"Muskogee, OK",2026-09-20T12:21:00Z
1Z99980000092,D,DELIVERED,Delivered,UPS Ground,2026-08-21,2026-05-19,Delivered,"Jenks, OK",2026-09-24T17:12:00Z
1Z99980000093,D,DELIVERED,Delivered,UPS Ground,2026-01-10,2026-03-04,Delivered,"Sand Springs, OK",2026-04-24T13:46:00Z
1Z99980000094,D,DELIVERED,Delivered,UPS Ground,2026-02-16,2026-04-01,Delivered,"Sand Springs, OK",2026-08-26T03:52:00Z
1Z99980000095,D,DELIVERED,Delivered,UPS Ground,2026-06-27,2026-08-17,Delivered,"Norman, OK",2026-08-09T18:24:00Z
1Z99980000096,D,DELIVERED,Delivered,UPS Ground,2026-07-07,2026-09-14,Delivered,"Stillwater, OK",2026-09-14T05:35:00Z
1Z99980000097,D,DELIVERED,Delivered,UPS Ground,2026-09-24,2026-05-07,Delivered,"Bixby, OK",2026-08-14T06:42:00Z
1Z99980000098,D,DELIVERED,Delivered,UPS Ground,2026-09-10,2026-04-18,Delivered,"Tulsa, OK",2026-07-26T10:19:00Z
1Z99980000099,D,DELIVERED,Delivered,UPS Ground,2026-07-08,2026-08-10,Delivered,"Stillwater, OK",2026-03-06T20:24:00Z
1Z99980000100,D,DELIVERED,Delivered,UPS Ground,2026-03-05,2026-01-01,Delivered,"Sand Springs, OK",2026-05-23T06:07:00Z
1Z99980000101,D,DELIVERED,Delivered,UPS Ground,2026-08-20,2026-02-06,Delivered,"Broken Arrow, OK",2026-09-15T04:22:00Z
1Z99980000102,D,DELIVERED,Delivered,UPS Ground,2026-04-10,2026-02-27,Delivered,"Edmond, OK",2026-01-18T06:25:00Z
1Z99980000103,D,DELIVERED,Delivered,UPS Ground,2026-02-25,2026-02-10,Delivered,"Owasso, OK",2026-04-25T05:37:00Z
1Z99980000104,D,DELIVERED,Delivered,UPS Ground,2026-09-18,2026-03-24,Delivered,"Owasso, OK",2026-07-16T23:03:00Z
1Z99980000105,D,DELIVERED,Delivered,UPS Ground,2026-06-01,2026-01-28,Delivered,"Norman, OK",2026-03-12T11:41:00Z
1Z99980000106,D,DELIVERED,Delivered,UPS Ground,2026-03-15,2026-09-01,Delivered,"Bixby, OK",2026-07-06T13:42:00Z
1Z99980000107,D,DELIVERED,Delivered,UPS Ground,2026-09-24,2026-07-25,Delivered,"Tulsa, OK",2026-01-21T23:26:00Z
