tracking_number,service_code,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,total_charge,label_url
1Z99970000038,03,UPS Ground,2026-08-07,74104,74074,5.7,USD,8.45,https://ups.example/labels/70000038.pdf
1Z99970000039,03,UPS Ground,2026-01-01,74104,73003,5.6,USD,8.62,https://ups.example/labels/70000039.pdf
1Z99970000040,03,UPS Ground,2026-04-03,74104,73069,2.1,USD,13.22,https://ups.example/labels/70000040.pdf
1Z99970000041,03,UPS Ground,2026-05-23,74104,74055,4.4,USD,8.47,https://ups.example/labels/70000041.pdf
1Z99970000042,03,UPS Ground,2026-02-24,74104,74055,1.9,USD,9.61,https://ups.example/labels/70000042.pdf
1Z99970000043,03,UPS Ground,2026-07-14,74104,73003,3.9,USD,11.46,https://ups.example/labels/70000043.pdf
1Z99970000044,03,UPS Ground,2026-04-05,74104,74008,3.6,USD,12.84,https://ups.example/labels/70000044.pdf
1Z99970000045,03,UPS Ground,2026-06-06,74104,74401,1.9,USD,13.95,https://ups.example/labels/70000045.pdf
1Z99970000046,03,UPS Ground,2026-04-02,74104,74063,2.3,USD,15.98,https://ups.example/labels/70000046.pdf
1Z99970000047,03,UPS Ground,2026-09-09,74104,74074,5.7,USD,18.46,https://ups.example/labels/70000047.pdf
1Z99970000048,03,UPS Ground,2026-04-04,74104,74055,4.4,USD,17.37,https://ups.example/labels/70000048.pdf
1Z99970000049,03,UPS Ground,2026-09-16,74104,74104,2.3,USD,11.09,https://ups.example/labels/70000049.pdf
1Z99970000050,03,UPS Ground,2026-08-26,74104,73069,2.0,USD,18.88,https://ups.example/labels/70000050.pdf
1Z99970000051,03,UPS Ground,2026-02-08,74104,74008,5.2,USD,9.55,https://ups.example/labels/70000051.pdf
1Z99970000052,03,UPS Ground,2026-04-13,74104,74008,3.0,USD,12.32,https://ups.example/labels/70000052.pdf
1Z99970000053,03,UPS Ground,2026-09-02,74104,74401,3.5,USD,16.72,https://ups.example/labels/70000053.pdf
1Z99970000054,03,UPS Ground,2026-04-21,74104,73003,2.7,USD,17.45,https://ups.example/labels/70000054.pdf
1Z99970000055,03,UPS Ground,2026-07-06,74104,74104,4.2,USD,12.05,https://ups.example/labels/70000055.pdf
1Z99970000056,03,UPS Ground,2026-06-03,74104,74074,3.0,USD,18.19,https://ups.example/labels/70000056.pdf
1Z99970000057,03,UPS Ground,2026-06-14,74104,74074,1.7,USD,13.85,https://ups.example/labels/70000057.pdf
1Z99970000058,03,UPS Ground,2026-09-27,74104,73003,5.5,USD,12.57,https://ups.example/labels/70000058.pdf
1Z99970000059,03,UPS Ground,2026-03-12,74104,74063,2.0,USD,8.14,https://ups.example/labels/70000059.pdf
1Z99970000060,03,UPS Ground,2026-04-04,74104,74074,3.4,USD,17.37,https://ups.example/labels/70000060.pdf
1Z99970000061,03,UPS Ground,2026-08-07,74104,74104,2.5,USD,17.77,https://ups.example/labels/70000061.pdf
1Z99970000062,03,UPS Ground,2026-04-05,74104,74401,1.1,USD,18.40,https://ups.example/labels/70000062.pdf
1Z99970000063,03,UPS Ground,2026-02-02,74104,74008,1.2,USD,9.75,https://ups.example/labels/70000063.pdf
1Z99970000064,03,UPS Ground,2026-05-03,74104,74008,5.8,USD,12.35,https://ups.example/labels/70000064.pdf
1Z99970000065,03,UPS Ground,2026-02-25,74104,74012,1.2,USD,12.39,https://ups.example/labels/70000065.pdf
1Z99970000066,03,UPS Ground,2026-05-01,74104,74037,4.3,USD,12.96,https://ups.example/labels/70000066.pdf
1Z99970000067,03,UPS Ground,2026-04-28,74104,74012,4.0,USD,15.81,https://ups.example/labels/70000067.pdf
1Z99970000068,03,UPS Ground,2026-01-05,74104,73003,4.3,USD,12.91,https://ups.example/labels/70000068.pdf
1Z99970000069,03,UPS Ground,2026-02-18,74104,73069,5.7,USD,13.89,https://ups.example/labels/70000069.pdf
1Z99970000070,03,UPS Ground,2026-07-05,74104,74008,4.0,USD,10.90,https://ups.example/labels/70000070.pdf
1Z99970000071,03,UPS Ground,2026-09-15,74104,73003,4.3,USD,12.52,https://ups.example/labels/70000071.pdf
1Z99970000072,03,UPS Ground,2026-02-04,74104,74063,4.7,USD,13.46,https://ups.example/labels/70000072.pdf
1Z99970000073,03,UPS Ground,2026-02-08,74104,73069,3.8,USD,12.25,https://ups.example/labels/70000073.pdf
1Z99970000074,03,UPS Ground,2026-08-21,74104,74074,3.0,USD,10.50,https://ups.example/labels/70000074.pdf
1Z99970000075,03,UPS Ground,2026-02-03,74104,74104,2.0,USD,18.46,https://ups.example/labels/70000075.pdf
1Z99970000076,03,UPS Ground,2026-01-14,74104,74055,3.4,USD,12.75,https://ups.example/labels/70000076.pdf
1Z99970000077,03,UPS Ground,2026-04-16,74104,74012,5.4,USD,9.81,https://ups.example/labels/70000077.pdf
1Z99970000078,03,UPS Ground,2026-02-10,74104,74008,3.0,USD,14.81,https://ups.example/labels/70000078.pdf
1Z99970000079,03,UPS Ground,2026-04-01,74104,73003,2.3,USD,11.27,https://ups.example/labels/70000079.pdf
1Z99970000080,03,UPS Ground,2026-01-06,74104,74401,3.1,USD,12.76,https://ups.example/labels/70000080.pdf
1Z99970000081,03,UPS Ground,2026-08-23,74104,74074,1.2,USD,13.90,https://ups.example/labels/70000081.pdf
1Z99970000082,03,UPS Ground,2026-08-24,74104,74008,4.3,USD,15.08,https://ups.example/labels/70000082.pdf
1Z99970000083,03,UPS Ground,2026-01-03,74104,74104,4.0,USD,17.92,https://ups.example/labels/70000083.pdf
1Z99970000084,03,UPS Ground,2026-04-09,74104,73069,5.8,USD,11.59,https://ups.example/labels/70000084.pdf
1Z99970000085,03,UPS Ground,2026-07-19,74104,73003,2.6,USD,11.83,https://ups.example/labels/70000085.pdf
1Z99970000086,03,UPS Ground,2026-06-19,74104,74055,3.9,USD,8.34,https://ups.example/labels/70000086.pdf
1Z99970000087,03,UPS Ground,2026-06-03,74104,74008,4.0,USD,12.49,https://ups.example/labels/70000087.pdf
1Z99970000088,03,UPS Ground,2026-04-22,74104,74037,2.8,USD,15.74,https://ups.example/labels/70000088.pdf
1Z99970000089,03,UPS Ground,2026-07-22,74104,74063,3.0,USD,16.51,https://ups.example/labels/70000089.pdf
1Z99970000090,03,UPS Ground,2026-04-25,74104,74104,4.8,USD,10.42,https://ups.example/labels/70000090.pdf
1Z99970000091,03,UPS Ground,2026-07-16,74104,74055,4.3,USD,18.07,https://ups.example/labels/70000091.pdf
1Z99970000092,03,UPS Ground,2026-04-21,74104,74012,4.3,USD,14.34,https://ups.example/labels/70000092.pdf
1Z99970000093,03,UPS Ground,2026-06-25,74104,73069,3.2,USD,15.03,https://ups.example/labels/70000093.pdf
1Z99970000094,03,UPS Ground,2026-09-18,74104,74104,3.4,USD,17.52,https://ups.example/labels/70000094.pdf
1Z99970000095,03,UPS Ground,2026-02-14,74104,74104,3.1,USD,16.23,https://ups.example/labels/70000095.pdf
1Z99970000096,03,UPS Ground,2026-05-06,74104,73069,1.6,USD,11.14,https://ups.example/labels/70000096.pdf
1Z99970000097,03,UPS Ground,2026-05-02,74104,74008,4.4,USD,9.73,https://ups.example/labels/70000097.pdf
1Z99970000098,03,UPS Ground,2026-03-19,74104,74008,4.9,USD,15.83,https://ups.example/labels/70000098.pdf
1Z99970000099,03,UPS Ground,2026-03-19,74104,74074,3.4,USD,15.11,https://ups.example/labels/70000099.pdf
1Z99970000100,03,UPS Ground,2026-06-14,74104,74037,3.7,USD,8.27,https://ups.example/labels/70000100.pdf
1Z99970000101,03,UPS Ground,2026-02-12,74104,74104,1.8,USD,18.31,https://ups.example/labels/70000101.pdf
1Z99970000102,03,UPS Ground,2026-02-21,74104,74012,3.0,USD,15.72,https://ups.example/labels/70000102.pdf
1Z99970000103,03,UPS Ground,2026-09-25,74104,73069,4.2,USD,10.35,https://ups.example/labels/70000103.pdf
1Z99970000104,03,UPS Ground,2026-01-27,74104,74074,2.2,USD,16.01,https://ups.example/labels/70000104.pdf
1Z99970000105,03,UPS Ground,2026-01-26,74104,74037,3.3,USD,9.04,https://ups.example/labels/70000105.pdf
1Z99970000106,03,UPS Ground,2026-05-04,74104,74012,3.1,USD,18.32,https://ups.example/labels/70000106.pdf
1Z99970000107,03,UPS Ground,2026-01-23,74104,74074,1.9,USD,16.65,https://ups.example/labels/70000107.pdf
