food_id,food_name,brand,serving_size,serving_unit,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g,potassium_mg,is_verified
29,Beef and beans v2,generic,1 plate,plate,577,17,0,216,82,41,9,14,30,583,False
30,Pinto beans and rice v2,generic,1 plate,plate,400,5,8,205,137,20,10,6,41,287,True
31,Black coffee v3,generic,1 cup,cup,2,6,1,110,82,30,4,22,15,240,True
32,Two eggs v3,generic,2 eggs,each,188,25,7,15,111,37,5,22,37,146,False
33,Oatmeal with berries v3,generic,1 bowl,bowl,344,3,3,41,301,46,2,8,26,442,True
34,Chicken burrito v3,El Sombrero Gallup,1 burrito,each,655,21,1,139,24,28,6,17,8,271,False
35,Southwest salad v3,generic,1 bowl,bowl,372,3,0,62,941,31,7,22,12,328,True
36,Grilled trout v3,generic,6 oz,oz,304,22,6,51,684,41,6,20,20,275,False
37,Green chile stew v3,El Sombrero Gallup,1 bowl,bowl,511,24,1,32,405,53,6,18,35,479,True
38,Blue corn tortillas v3,generic,3 tortillas,each,258,12,3,194,470,28,0,10,38,464,True
39,Beef and beans v3,generic,1 plate,plate,560,3,0,39,537,27,12,19,18,365,True
40,Pinto beans and rice v3,generic,1 plate,plate,409,25,1,191,444,37,8,20,38,82,False
41,Black coffee v4,generic,1 cup,cup,13,4,0,78,662,50,4,7,31,506,True
42,Two eggs v4,generic,2 eggs,each,140,3,6,16,270,19,7,9,23,248,False
43,Oatmeal with berries v4,generic,1 bowl,bowl,327,6,3,140,89,22,11,13,35,361,True
44,Chicken burrito v4,El Sombrero Gallup,1 burrito,each,632,13,8,135,252,4,11,19,20,400,False
45,Southwest salad v4,generic,1 bowl,bowl,374,15,0,44,754,47,5,19,15,201,False
46,Grilled trout v4,generic,6 oz,oz,329,15,8,60,182,42,5,21,34,559,True
47,Green chile stew v4,El Sombrero Gallup,1 bowl,bowl,499,23,6,172,116,44,12,21,21,487,True
48,Blue corn tortillas v4,generic,3 tortillas,each,250,23,6,48,493,55,10,15,41,323,False
49,Beef and beans v4,generic,1 plate,plate,543,22,5,166,622,13,3,13,39,451,True
50,Pinto beans and rice v4,generic,1 plate,plate,421,25,4,60,246,59,3,7,37,326,False
51,Black coffee v5,generic,1 cup,cup,5,3,7,117,892,21,1,2,10,219,False
52,Two eggs v5,generic,2 eggs,each,175,2,1,165,123,10,6,24,26,453,False
53,Oatmeal with berries v5,generic,1 bowl,bowl,341,16,1,203,320,30,7,14,39,362,False
54,Chicken burrito v5,El Sombrero Gallup,1 burrito,each,619,4,4,91,248,32,8,22,41,593,True
55,Southwest salad v5,generic,1 bowl,bowl,376,4,0,214,316,29,4,14,18,364,True
56,Grilled trout v5,generic,6 oz,oz,303,23,1,128,710,8,4,17,8,371,False
57,Green chile stew v5,El Sombrero Gallup,1 bowl,bowl,504,16,2,118,548,41,6,23,16,546,True
58,Blue corn tortillas v5,generic,3 tortillas,each,231,11,5,100,708,6,8,14,18,396,True
59,Beef and beans v5,generic,1 plate,plate,544,9,0,202,560,47,7,12,8,513,True
60,Pinto beans and rice v5,generic,1 plate,plate,405,8,5,206,931,30,7,4,12,294,True
61,Black coffee v6,generic,1 cup,cup,-12,6,5,37,126,42,4,1,32,136,True
62,Two eggs v6,generic,2 eggs,each,176,10,7,24,324,48,4,12,28,422,False
63,Oatmeal with berries v6,generic,1 bowl,bowl,360,20,0,219,106,8,6,16,39,70,False
64,Chicken burrito v6,El Sombrero Gallup,1 burrito,each,643,21,2,5,532,29,2,3,21,173,False
65,Southwest salad v6,generic,1 bowl,bowl,374,13,5,180,626,49,0,22,34,556,False
66,Grilled trout v6,generic,6 oz,oz,341,10,4,3,537,59,2,12,38,495,False
67,Green chile stew v6,El Sombrero Gallup,1 bowl,bowl,517,15,5,198,267,8,10,8,24,480,True
68,Blue corn tortillas v6,generic,3 tortillas,each,241,25,8,36,369,28,0,18,6,449,False
69,Beef and beans v6,generic,1 plate,plate,548,6,2,80,76,45,2,13,15,442,False
70,Pinto beans and rice v6,generic,1 plate,plate,424,4,4,20,753,49,0,20,32,378,True
71,Black coffee v7,generic,1 cup,cup,-13,25,0,106,131,39,8,7,32,228,False
72,Two eggs v7,generic,2 eggs,each,142,16,4,135,407,52,0,6,6,230,False
73,Oatmeal with berries v7,generic,1 bowl,bowl,334,20,3,101,584,49,7,16,13,536,False
74,Chicken burrito v7,El Sombrero Gallup,1 burrito,each,608,2,3,104,533,43,8,20,13,289,False
75,Southwest salad v7,generic,1 bowl,bowl,402,14,4,128,843,54,5,18,22,60,False
76,Grilled trout v7,generic,6 oz,oz,347,7,2,31,739,56,12,16,38,272,True
77,Green chile stew v7,El Sombrero Gallup,1 bowl,bowl,460,19,3,47,207,35,4,23,19,389,False
78,Blue corn tortillas v7,generic,3 tortillas,each,267,13,3,0,109,19,12,10,28,226,True
79,Beef and beans v7,generic,1 plate,plate,570,6,5,127,659,38,8,1,12,336,False
80,Pinto beans and rice v7,generic,1 plate,plate,418,22,6,146,561,13,11,23,32,342,False
81,Black coffee v8,generic,1 cup,cup,25,24,7,2,541,20,4,16,32,303,False
82,Two eggs v8,generic,2 eggs,each,186,9,4,151,873,20,6,3,10,165,True
83,Oatmeal with berries v8,generic,1 bowl,bowl,304,23,8,212,164,12,11,1,40,346,True
84,Chicken burrito v8,El Sombrero Gallup,1 burrito,each,652,11,8,55,196,62,6,23,9,159,False
85,Southwest salad v8,generic,1 bowl,bowl,392,14,5,26,34,39,6,4,37,102,False
86,Grilled trout v8,generic,6 oz,oz,355,6,8,75,62,19,12,1,29,598,True
87,Green chile stew v8,El Sombrero Gallup,1 bowl,bowl,497,9,8,46,730,5,9,7,11,371,False
88,Blue corn tortillas v8,generic,3 tortillas,each,254,19,2,145,901,38,3,19,13,560,True
89,Beef and beans v8,generic,1 plate,plate,550,7,1,66,687,54,3,16,7,211,True
90,Pinto beans and rice v8,generic,1 plate,plate,416,10,6,25,289,31,2,6,35,79,False
