id,name,domain,industry,city,state,numberofemployees,annualrevenue,createdate
hc-00090,Company 90,company90.example.com,Education,Toronto,ON,64,808687,2025-04-01
hc-00091,Company 91,company91.example.com,Education,Toronto,ON,8,6014721,2025-04-02
hc-00092,Company 92,company92.example.com,Services,Toronto,ON,415,7737595,2025-04-03
hc-00093,Company 93,company93.example.com,Retail,Toronto,ON,238,8978713,2025-04-04
hc-00094,Company 94,company94.example.com,Retail,Toronto,ON,124,8111052,2025-04-05
hc-00095,Company 95,company95.example.com,Nonprofit,Toronto,ON,310,2717346,2025-04-06
hc-00096,Company 96,company96.example.com,Services,Toronto,ON,425,5237951,2025-04-07
hc-00097,Company 97,company97.example.com,Education,Toronto,ON,347,7111724,2025-04-08
hc-00098,Company 98,company98.example.com,Education,Toronto,ON,277,2077264,2025-04-09
hc-00099,Company 99,company99.example.com,Nonprofit,Toronto,ON,490,563846,2025-04-10
hc-00100,Company 100,company100.example.com,Retail,Toronto,ON,415,642659,2025-04-11
hc-00101,Company 101,company101.example.com,Retail,Toronto,ON,467,1106382,2025-04-12
hc-00102,Company 102,company102.example.com,Education,Toronto,ON,355,6058840,2025-04-13
hc-00103,Company 103,company103.example.com,Nonprofit,Toronto,ON,282,7546180,2025-04-14
hc-00104,Company 104,company104.example.com,Nonprofit,Toronto,ON,240,1038146,2025-04-15
hc-00105,Company 105,company105.example.com,Retail,Toronto,ON,169,5144756,2025-04-16
hc-00106,Company 106,company106.example.com,Services,Toronto,ON,420,4938211,2025-04-17
hc-00107,Company 107,company107.example.com,Nonprofit,Toronto,ON,52,5719821,2025-04-18
hc-00108,Company 108,company108.example.com,Retail,Toronto,ON,183,4950503,2025-04-19
hc-00109,Company 109,company109.example.com,Nonprofit,Toronto,ON,110,1449900,2025-04-20
