city_id,dt,dt_txt,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,clouds,pop
1063,1063,delta-64,1063.0,1063.0,380,689,1063,1063,1063,violet-64,meadow umber harbor note 64,umber-64,753,1063,1063,1063.0
1064,1064,frost-65,1064.0,1064.0,500,142,1064,1064,1064,jade-65,ember grove orbit note 65,bravo-65,149,1064,1064,1064.0
1065,1065,orbit-66,1065.0,1065.0,136,642,1065,1065,1065,quartz-66,orbit grove cedar note 66,kelp-66,461,1065,1065,1065.0
1066,1066,meadow-67,1066.0,1066.0,390,864,1066,1066,1066,river-67,violet orbit quartz note 67,umber-67,83,1066,1066,1066.0
1067,1067,violet-68,1067.0,1067.0,246,444,1067,1067,1067,jade-68,coral willow coral note 68,ember-68,14,1067,1067,1067.0
1068,1068,summit-69,1068.0,1068.0,444,887,1068,1068,1068,umber-69,cedar zephyr harbor note 69,iris-69,537,1068,1068,1068.0
1069,1069,tidal-70,1069.0,1069.0,176,463,1069,1069,1069,tidal-70,pine cedar tidal note 70,meadow-70,343,1069,1069,1069.0
1070,1070,coral-71,1070.0,1070.0,855,329,1070,1070,1070,cedar-71,violet zephyr willow note 71,frost-71,732,1070,1070,1070.0
1071,1071,summit-72,1071.0,1071.0,171,881,1071,1071,1071,quartz-72,tidal kelp umber note 72,jade-72,329,1071,1071,1071.0
1072,1072,meadow-73,1072.0,1072.0,168,16,1072,1072,1072,meadow-73,zephyr river river note 73,violet-73,881,1072,1072,1072.0
1073,1073,quartz-74,1073.0,1073.0,479,805,1073,1073,1073,umber-74,frost summit iris note 74,alpha-74,858,1073,1073,1073.0
1074,1074,frost-75,1074.0,1074.0,434,318,1074,1074,1074,kelp-75,river pine coral note 75,frost-75,468,1074,1074,1074.0
1075,1075,river-76,1075.0,1075.0,302,531,1075,1075,1075,jade-76,river orbit iris note 76,haze-76,4,1075,1075,1075.0
1076,1076,harbor-77,1076.0,1076.0,830,687,1076,1076,1076,bravo-77,pine meadow zephyr note 77,orbit-77,392,1076,1076,1076.0
1077,1077,willow-78,1077.0,1077.0,900,390,1077,1077,1077,cedar-78,summit ember willow note 78,zephyr-78,326,1077,1077,1077.0
1078,1078,ember-79,1078.0,1078.0,566,392,1078,1078,1078,ember-79,orbit violet violet note 79,harbor-79,542,1078,1078,1078.0
1079,1079,willow-80,1079.0,1079.0,384,709,1079,1079,1079,willow-80,umber coral willow note 80,frost-80,616,1079,1079,1079.0
1080,1080,violet-81,1080.0,1080.0,175,755,1080,1080,1080,orbit-81,cedar iris cedar note 81,harbor-81,516,1080,1080,1080.0
1081,1081,pine-82,1081.0,1081.0,335,546,1081,1081,1081,zephyr-82,haze coral bravo note 82,bravo-82,606,1081,1081,1081.0
1082,1082,zephyr-83,1082.0,1082.0,390,238,1082,1082,1082,jade-83,summit jade umber note 83,tidal-83,612,1082,1082,1082.0
1083,1083,summit-84,1083.0,1083.0,217,729,1083,1083,1083,orbit-84,coral cedar grove note 84,coral-84,728,1083,1083,1083.0
1084,1084,zephyr-85,1084.0,1084.0,782,618,1084,1084,1084,coral-85,umber ember summit note 85,pine-85,711,1084,1084,1084.0
1085,1085,cedar-86,1085.0,1085.0,187,366,1085,1085,1085,meadow-86,willow grove summit note 86,delta-86,737,1085,1085,1085.0
1086,1086,umber-87,1086.0,1086.0,23,420,1086,1086,1086,grove-87,kelp cedar iris note 87,iris-87,181,1086,1086,1086.0
1087,1087,bravo-88,1087.0,1087.0,318,102,1087,1087,1087,haze-88,haze kelp summit note 88,zephyr-88,728,1087,1087,1087.0
1088,1088,ember-89,1088.0,1088.0,648,357,1088,1088,1088,orbit-89,grove cedar jade note 89,iris-89,565,1088,1088,1088.0
1089,1089,harbor-90,1089.0,1089.0,802,310,1089,1089,1089,alpha-90,zephyr harbor harbor note 90,meadow-90,815,1089,1089,1089.0
1090,1090,quartz-91,1090.0,1090.0,212,877,1090,1090,1090,alpha-91,meadow pine cedar note 91,coral-91,485,1090,1090,1090.0
1091,1091,violet-92,1091.0,1091.0,524,816,1091,1091,1091,tidal-92,haze kelp river note 92,umber-92,247,1091,1091,1091.0
1092,1092,violet-93,1092.0,1092.0,247,14,1092,1092,1092,coral-93,quartz grove meadow note 93,grove-93,115,1092,1092,1092.0
1093,1093,harbor-94,1093.0,1093.0,241,176,1093,1093,1093,bravo-94,ember kelp orbit note 94,tidal-94,821,1093,1093,1093.0
1094,1094,river-95,1094.0,1094.0,236,416,1094,1094,1094,frost-95,ember quartz harbor note 95,frost-95,66,1094,1094,1094.0
1095,1095,delta-96,1095.0,1095.0,316,804,1095,1095,1095,umber-96,orbit orbit tidal note 96,cedar-96,546,1095,1095,1095.0
1096,1096,bravo-97,1096.0,1096.0,188,728,1096,1096,1096,coral-97,jade harbor violet note 97,orbit-97,816,1096,1096,1096.0
1097,1097,quartz-98,1097.0,1097.0,109,740,1097,1097,1097,bravo-98,grove willow violet note 98,kelp-98,229,1097,1097,1097.0
1098,1098,harbor-99,1098.0,1098.0,167,216,1098,1098,1098,kelp-99,summit coral pine note 99,umber-99,398,1098,1098,1098.0
1099,1099,frost-100,1099.0,1099.0,101,392,1099,1099,1099,summit-100,summit violet tidal note 100,jade-100,171,1099,1099,1099.0
