city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
1022,1022,zephyr-23,alpha iris cedar note 23,violet-23,1022.0,1022.0,123,856,1022,1022,16,1022,1022,1022,1022
1023,1023,willow-24,alpha jade quartz note 24,river-24,1023.0,1023.0,498,680,1023,1023,479,1023,1023,1023,1023
1024,1024,kelp-25,willow iris willow note 25,iris-25,1024.0,1024.0,583,824,1024,1024,723,1024,1024,1024,1024
1025,1025,bravo-26,tidal delta river note 26,bravo-26,1025.0,1025.0,166,146,1025,1025,722,1025,1025,1025,1025
1026,1026,harbor-27,meadow grove quartz note 27,willow-27,1026.0,1026.0,521,99,1026,1026,213,1026,1026,1026,1026
1027,1027,willow-28,willow zephyr umber note 28,delta-28,1027.0,1027.0,196,768,1027,1027,330,1027,1027,1027,1027
1028,1028,umber-29,river pine pine note 29,frost-29,1028.0,1028.0,696,420,1028,1028,308,1028,1028,1028,1028
1029,1029,violet-30,alpha cedar river note 30,haze-30,1029.0,1029.0,614,894,1029,1029,709,1029,1029,1029,1029
1030,1030,coral-31,coral meadow tidal note 31,river-31,1030.0,1030.0,873,625,1030,1030,745,1030,1030,1030,1030
1031,1031,pine-32,river pine orbit note 32,jade-32,1031.0,1031.0,554,461,1031,1031,368,1031,1031,1031,1031
1032,1032,jade-33,willow iris violet note 33,cedar-33,1032.0,1032.0,879,552,1032,1032,308,1032,1032,1032,1032
1033,1033,jade-34,iris delta violet note 34,tidal-34,1033.0,1033.0,47,652,1033,1033,863,1033,1033,1033,1033
1034,1034,jade-35,delta meadow umber note 35,pine-35,1034.0,1034.0,870,730,1034,1034,699,1034,1034,1034,1034
1035,1035,iris-36,alpha umber orbit note 36,willow-36,1035.0,1035.0,388,818,1035,1035,222,1035,1035,1035,1035
1036,1036,jade-37,willow orbit iris note 37,summit-37,1036.0,1036.0,716,443,1036,1036,43,1036,1036,1036,1036
1037,1037,jade-38,haze river haze note 38,quartz-38,1037.0,1037.0,300,6,1037,1037,723,1037,1037,1037,1037
1038,1038,haze-39,iris bravo grove note 39,cedar-39,1038.0,1038.0,789,479,1038,1038,818,1038,1038,1038,1038
1039,1039,orbit-40,harbor river quartz note 40,summit-40,1039.0,1039.0,216,630,1039,1039,117,1039,1039,1039,1039
1040,1040,frost-41,grove delta tidal note 41,river-41,1040.0,1040.0,161,537,1040,1040,379,1040,1040,1040,1040
1041,1041,iris-42,river frost orbit note 42,haze-42,1041.0,1041.0,573,9,1041,1041,696,1041,1041,1041,1041
1042,1042,delta-43,frost pine iris note 43,tidal-43,1042.0,1042.0,118,21,1042,1042,744,1042,1042,1042,1042
1043,1043,umber-44,river ember alpha note 44,willow-44,1043.0,1043.0,343,69,1043,1043,231,1043,1043,1043,1043
1044,1044,meadow-45,jade umber cedar note 45,coral-45,1044.0,1044.0,53,801,1044,1044,187,1044,1044,1044,1044
1045,1045,zephyr-46,bravo violet haze note 46,coral-46,1045.0,1045.0,367,51,1045,1045,310,1045,1045,1045,1045
1046,1046,meadow-47,tidal violet kelp note 47,zephyr-47,1046.0,1046.0,428,895,1046,1046,502,1046,1046,1046,1046
1047,1047,bravo-48,river coral umber note 48,grove-48,1047.0,1047.0,110,151,1047,1047,607,1047,1047,1047,1047
1048,1048,umber-49,violet jade river note 49,river-49,1048.0,1048.0,749,779,1048,1048,432,1048,1048,1048,1048
1049,1049,tidal-50,kelp jade coral note 50,alpha-50,1049.0,1049.0,307,237,1049,1049,259,1049,1049,1049,1049
1050,1050,summit-51,grove willow bravo note 51,willow-51,1050.0,1050.0,500,714,1050,1050,7,1050,1050,1050,1050
1051,1051,willow-52,orbit coral frost note 52,willow-52,1051.0,1051.0,839,105,1051,1051,55,1051,1051,1051,1051
1052,1052,tidal-53,frost coral coral note 53,frost-53,1052.0,1052.0,452,246,1052,1052,485,1052,1052,1052,1052
1053,1053,harbor-54,pine umber umber note 54,tidal-54,1053.0,1053.0,749,879,1053,1053,457,1053,1053,1053,1053
1054,1054,pine-55,pine ember frost note 55,ember-55,1054.0,1054.0,156,260,1054,1054,404,1054,1054,1054,1054
1055,1055,frost-56,haze violet haze note 56,delta-56,1055.0,1055.0,772,685,1055,1055,427,1055,1055,1055,1055
1056,1056,coral-57,quartz quartz orbit note 57,cedar-57,1056.0,1056.0,810,648,1056,1056,705,1056,1056,1056,1056
1057,1057,frost-58,river alpha cedar note 58,jade-58,1057.0,1057.0,487,535,1057,1057,618,1057,1057,1057,1057
1058,1058,willow-59,grove alpha delta note 59,delta-59,1058.0,1058.0,669,329,1058,1058,341,1058,1058,1058,1058
1059,1059,delta-60,pine tidal coral note 60,summit-60,1059.0,1059.0,887,697,1059,1059,229,1059,1059,1059,1059
1060,1060,zephyr-61,violet river grove note 61,zephyr-61,1060.0,1060.0,395,281,1060,1060,43,1060,1060,1060,1060
1061,1061,jade-62,quartz orbit tidal note 62,violet-62,1061.0,1061.0,20,411,1061,1061,62,1061,1061,1061,1061
1062,1062,tidal-63,frost grove meadow note 63,umber-63,1062.0,1062.0,61,456,1062,1062,7,1062,1062,1062,1062
1063,1063,orbit-64,willow kelp delta note 64,quartz-64,1063.0,1063.0,379,231,1063,1063,295,1063,1063,1063,1063
1064,1064,bravo-65,meadow bravo cedar note 65,tidal-65,1064.0,1064.0,445,688,1064,1064,218,1064,1064,1064,1064
1065,1065,pine-66,bravo orbit jade note 66,bravo-66,1065.0,1065.0,77,834,1065,1065,23,1065,1065,1065,1065
1066,1066,grove-67,summit zephyr alpha note 67,haze-67,1066.0,1066.0,452,222,1066,1066,299,1066,1066,1066,1066
1067,1067,violet-68,zephyr coral violet note 68,violet-68,1067.0,1067.0,788,273,1067,1067,203,1067,1067,1067,1067
1068,1068,willow-69,umber zephyr delta note 69,ember-69,1068.0,1068.0,669,208,1068,1068,713,1068,1068,1068,1068
1069,1069,delta-70,umber jade iris note 70,tidal-70,1069.0,1069.0,237,765,1069,1069,229,1069,1069,1069,1069
1070,1070,tidal-71,quartz willow ember note 71,kelp-71,1070.0,1070.0,428,805,1070,1070,284,1070,1070,1070,1070
1071,1071,umber-72,haze orbit umber note 72,river-72,1071.0,1071.0,149,745,1071,1071,599,1071,1071,1071,1071
1072,1072,kelp-73,coral orbit harbor note 73,grove-73,1072.0,1072.0,755,184,1072,1072,647,1072,1072,1072,1072
1073,1073,orbit-74,pine orbit ember note 74,umber-74,1073.0,1073.0,155,768,1073,1073,642,1073,1073,1073,1073
1074,1074,jade-75,harbor umber grove note 75,ember-75,1074.0,1074.0,558,609,1074,1074,360,1074,1074,1074,1074
1075,1075,tidal-76,tidal pine haze note 76,frost-76,1075.0,1075.0,342,442,1075,1075,300,1075,1075,1075,1075
1076,1076,bravo-77,tidal delta meadow note 77,jade-77,1076.0,1076.0,74,595,1076,1076,483,1076,1076,1076,1076
1077,1077,kelp-78,orbit quartz river note 78,kelp-78,1077.0,1077.0,549,237,1077,1077,700,1077,1077,1077,1077
1078,1078,bravo-79,harbor harbor violet note 79,iris-79,1078.0,1078.0,208,771,1078,1078,745,1078,1078,1078,1078
1079,1079,violet-80,river ember orbit note 80,summit-80,1079.0,1079.0,856,463,1079,1079,350,1079,1079,1079,1079
1080,1080,frost-81,ember grove summit note 81,haze-81,1080.0,1080.0,20,888,1080,1080,485,1080,1080,1080,1080
1081,1081,summit-82,coral haze coral note 82,alpha-82,1081.0,1081.0,403,449,1081,1081,68,1081,1081,1081,1081
1082,1082,frost-83,cedar kelp ember note 83,frost-83,1082.0,1082.0,771,234,1082,1082,848,1082,1082,1082,1082
1083,1083,violet-84,alpha kelp summit note 84,bravo-84,1083.0,1083.0,580,605,1083,1083,268,1083,1083,1083,1083
1084,1084,iris-85,bravo jade jade note 85,alpha-85,1084.0,1084.0,35,636,1084,1084,346,1084,1084,1084,1084
1085,1085,tidal-86,ember willow coral note 86,harbor-86,1085.0,1085.0,189,316,1085,1085,753,1085,1085,1085,1085
1086,1086,kelp-87,delta umber bravo note 87,jade-87,1086.0,1086.0,65,190,1086,1086,245,1086,1086,1086,1086
1087,1087,alpha-88,delta summit alpha note 88,ember-88,1087.0,1087.0,832,393,1087,1087,876,1087,1087,1087,1087
1088,1088,summit-89,willow summit pine note 89,iris-89,1088.0,1088.0,388,630,1088,1088,367,1088,1088,1088,1088
1089,1089,tidal-90,iris iris kelp note 90,tidal-90,1089.0,1089.0,436,876,1089,1089,423,1089,1089,1089,1089
1090,1090,coral-91,haze haze violet note 91,haze-91,1090.0,1090.0,184,793,1090,1090,133,1090,1090,1090,1090
1091,1091,cedar-92,river tidal delta note 92,iris-92,1091.0,1091.0,30,473,1091,1091,145,1091,1091,1091,1091
1092,1092,alpha-93,tidal grove haze note 93,meadow-93,1092.0,1092.0,616,348,1092,1092,502,1092,1092,1092,1092
1093,1093,frost-94,grove willow harbor note 94,river-94,1093.0,1093.0,498,899,1093,1093,18,1093,1093,1093,1093
1094,1094,ember-95,pine bravo alpha note 95,coral-95,1094.0,1094.0,730,80,1094,1094,154,1094,1094,1094,1094
1095,1095,willow-96,tidal meadow frost note 96,quartz-96,1095.0,1095.0,10,782,1095,1095,447,1095,1095,1095,1095
1096,1096,meadow-97,summit bravo river note 97,river-97,1096.0,1096.0,561,80,1096,1096,777,1096,1096,1096,1096
1097,1097,quartz-98,summit delta bravo note 98,frost-98,1097.0,1097.0,71,101,1097,1097,7,1097,1097,1097,1097
1098,1098,delta-99,alpha meadow grove note 99,kelp-99,1098.0,1098.0,95,580,1098,1098,46,1098,1098,1098,1098
1099,1099,ember-100,willow frost grove note 100,kelp-100,1099.0,1099.0,657,123,1099,1099,75,1099,1099,1099,1099
