id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP_04065969510CF6A1,ORDER-44879902175106064,COMPLETED,266.77,USD,true,2026-06-07T00:00:00Z
CAP_FA9AB23DAF2957E2,ORDER-72363775769418000,COMPLETED,219.89,USD,true,2026-03-09T00:00:00Z
CAP_D24D34BE68457723,ORDER-96396406924536640,COMPLETED,327.54,USD,true,2026-05-16T00:00:00Z
CAP_63F41B775F8F1C00,ORDER-64920204908084224,COMPLETED,92.50,USD,true,2026-08-13T00:00:00Z
CAP_ACD6B2E5B9BBECBE,ORDER-99253749660800096,COMPLETED,155.17,USD,true,2026-07-21T00:00:00Z
CAP_CC01EBEBE57A7B04,ORDER-35456635167569216,COMPLETED,402.08,USD,true,2026-05-21T00:00:00Z
CAP_5DDAF77EB39EDA9F,ORDER-81842361568399872,COMPLETED,331.98,USD,true,2026-07-10T00:00:00Z
CAP_66C6EC3ACDADF3B2,ORDER-66311775365058224,COMPLETED,57.87,USD,true,2026-03-07T00:00:00Z
CAP_96B201B3A84BCDD6,ORDER-69189575579571336,COMPLETED,240.77,USD,true,2026-05-15T00:00:00Z
CAP_7FA0089A9CC804BF,ORDER-72569840016108864,COMPLETED,462.91,USD,true,2026-04-17T00:00:00Z
CAP_1EAE04D2DBFC0016,ORDER-21775507052324484,COMPLETED,213.67,USD,true,2026-05-18T00:00:00Z
CAP_527B3079179A9653,ORDER-37434277002436240,COMPLETED,455.50,USD,true,2026-03-25T00:00:00Z
CAP_3DAC700B62F4B899,ORDER-24862346064700908,COMPLETED,359.51,USD,true,2026-08-23T00:00:00Z
CAP_1C38929B2A05D68C,ORDER-27069207107214820,COMPLETED,262.17,USD,true,2026-03-14T00:00:00Z
CAP_B1D6AC83DEDD6112,ORDER-24563600041234680,COMPLETED,72.31,USD,true,2026-07-07T00:00:00Z
CAP_7E95BF98F47782F2,ORDER-05357596140987052,COMPLETED,399.47,USD,true,2026-07-11T00:00:00Z
