tableId,id,name,type
tblAttendees,tblAttendees_fld_06,Special Needs,multilineText
tblClients,tblClients_fld_01,Client Name,singleLineText
tblClients,tblClients_fld_02,Phone,phoneNumber
tblClients,tblClients_fld_03,First Visit,date
tblClients,tblClients_fld_04,Concerns,multilineText
tblClients,tblClients_fld_05,Prep Log,multilineText
tblClients,tblClients_fld_06,Active,checkbox
tblConsultations,tblConsultations_fld_01,Date,date
tblConsultations,tblConsultations_fld_02,Client,multipleRecordLinks
tblConsultations,tblConsultations_fld_03,Concerns,multilineText
tblConsultations,tblConsultations_fld_04,Prep Given,multilineText
tblConsultations,tblConsultations_fld_05,Follow-up,date
tblConsultations,tblConsultations_fld_06,Payment,currency
tblHerbalPrep,tblHerbalPrep_fld_01,Prep Name,singleLineText
tblHerbalPrep,tblHerbalPrep_fld_02,Type,singleSelect
tblHerbalPrep,tblHerbalPrep_fld_03,Ingredients,multilineText
tblHerbalPrep,tblHerbalPrep_fld_04,Batch Size,number
tblHerbalPrep,tblHerbalPrep_fld_05,Date Made,date
tblHerbalPrep,tblHerbalPrep_fld_06,Storage,singleLineText
tblHerbalPrep,tblHerbalPrep_fld_07,Notes,multilineText
tblIngredients,tblIngredients_fld_01,Ingredient,singleLineText
tblIngredients,tblIngredients_fld_02,Type,singleSelect
tblIngredients,tblIngredients_fld_03,Source,singleSelect
tblIngredients,tblIngredients_fld_04,Quantity,number
tblIngredients,tblIngredients_fld_05,Unit,singleSelect
tblIngredients,tblIngredients_fld_06,Last Restock,date
tblSuppliers,tblSuppliers_fld_01,Supplier Name,singleLineText
tblSuppliers,tblSuppliers_fld_02,Location,singleLineText
tblSuppliers,tblSuppliers_fld_03,Website,url
tblSuppliers,tblSuppliers_fld_04,Notes,multilineText
tblSuppliers,tblSuppliers_fld_05,Last Order,date
tblSessions,tblSessions_fld_01,Date,date
tblSessions,tblSessions_fld_02,Session Type,singleSelect
tblSessions,tblSessions_fld_03,Patients Seen,number
tblSessions,tblSessions_fld_04,Materials Used,multilineText
tblSessions,tblSessions_fld_05,Referrals,number
tblSessions,tblSessions_fld_06,Notes,multilineText
tblPatients,tblPatients_fld_01,Patient Name,singleLineText
tblPatients,tblPatients_fld_02,First Visit,date
tblPatients,tblPatients_fld_03,Condition,multipleSelects
tblPatients,tblPatients_fld_04,Last Visit,date
tblPatients,tblPatients_fld_05,Follow-up,date
tblPatients,tblPatients_fld_06,Notes,multilineText
tblScreenings,tblScreenings_fld_01,Date,date
tblScreenings,tblScreenings_fld_02,Patient,multipleRecordLinks
tblScreenings,tblScreenings_fld_03,BP,singleLineText
tblScreenings,tblScreenings_fld_04,A1C,number
tblScreenings,tblScreenings_fld_05,Weight,number
tblScreenings,tblScreenings_fld_06,Notes,multilineText
tblReferrals,tblReferrals_fld_01,Date,date
tblReferrals,tblReferrals_fld_02,Patient,multipleRecordLinks
tblReferrals,tblReferrals_fld_03,Referred To,singleLineText
tblReferrals,tblReferrals_fld_04,Reason,multilineText
tblReferrals,tblReferrals_fld_05,Status,singleSelect
tblFamilyMembers,tblFamilyMembers_fld_01,Name,singleLineText
tblFamilyMembers,tblFamilyMembers_fld_02,Relationship,singleSelect
tblFamilyMembers,tblFamilyMembers_fld_03,Phone,phoneNumber
tblFamilyMembers,tblFamilyMembers_fld_04,Email,email
tblFamilyMembers,tblFamilyMembers_fld_05,Location,singleLineText
tblFamilyMembers,tblFamilyMembers_fld_06,Birthday,date
tblFamilyMembers,tblFamilyMembers_fld_07,Notes,multilineText
tblCadence,tblCadence_fld_01,Cadence Name,singleLineText
tblCadence,tblCadence_fld_02,Type,singleSelect
tblCadence,tblCadence_fld_03,Family Member,multipleRecordLinks
tblCadence,tblCadence_fld_04,Time,singleLineText
tblCadence,tblCadence_fld_05,Frequency,singleSelect
tblCadence,tblCadence_fld_06,Active,checkbox
tblEvents,tblEvents_fld_01,Event Name,singleLineText
tblEvents,tblEvents_fld_02,Date,date
tblEvents,tblEvents_fld_03,Family Member,multipleRecordLinks
tblEvents,tblEvents_fld_04,Notes,multilineText
tblCemeteryVisits,tblCemeteryVisits_fld_01,Date,date
tblCemeteryVisits,tblCemeteryVisits_fld_02,Location,singleLineText
tblCemeteryVisits,tblCemeteryVisits_fld_03,Flowers,singleLineText
tblCemeteryVisits,tblCemeteryVisits_fld_04,Notes,multilineText
tblCemeteryVisits,tblCemeteryVisits_fld_05,Photos,number
tblDirectory,tblDirectory_fld_01,Name,singleLineText
tblDirectory,tblDirectory_fld_02,Email,email
tblDirectory,tblDirectory_fld_03,Phone,phoneNumber
tblDirectory,tblDirectory_fld_04,Address,multilineText
tblDirectory,tblDirectory_fld_05,Ministry,multipleSelects
tblDirectory,tblDirectory_fld_06,Member Since,date
tblMinistries,tblMinistries_fld_01,Name,singleLineText
tblMinistries,tblMinistries_fld_02,Leader,singleLineText
tblMinistries,tblMinistries_fld_03,Meeting Time,singleLineText
tblMinistries,tblMinistries_fld_04,Location,singleLineText
tblMinistries,tblMinistries_fld_05,Members,number
tblSermons,tblSermons_fld_01,Title,singleLineText
tblSermons,tblSermons_fld_02,Date,date
tblSermons,tblSermons_fld_03,Preacher,singleLineText
tblSermons,tblSermons_fld_04,Scripture,singleLineText
tblSermons,tblSermons_fld_05,Theme,multipleSelects
tblSermons,tblSermons_fld_06,Notes,multilineText
tblPrayerRequests,tblPrayerRequests_fld_01,Requester,singleLineText
tblPrayerRequests,tblPrayerRequests_fld_02,Date,date
tblPrayerRequests,tblPrayerRequests_fld_03,Request,multilineText
tblPrayerRequests,tblPrayerRequests_fld_04,Status,singleSelect
tblPrayerRequests,tblPrayerRequests_fld_05,Prayer Chain,checkbox
tblCouncilMeetings,tblCouncilMeetings_fld_01,Date,date
tblCouncilMeetings,tblCouncilMeetings_fld_02,Attendees,multilineText
tblCouncilMeetings,tblCouncilMeetings_fld_03,Agenda,multilineText
tblCouncilMeetings,tblCouncilMeetings_fld_04,Minutes,multilineText
tblCouncilMeetings,tblCouncilMeetings_fld_05,Action Items,multilineText
tblBudget,tblBudget_fld_01,Line Item,singleLineText
tblBudget,tblBudget_fld_02,Category,singleSelect
tblBudget,tblBudget_fld_03,Budgeted,currency
tblBudget,tblBudget_fld_04,Actual,currency
tblBudget,tblBudget_fld_05,Notes,multilineText
tblPlants,tblPlants_fld_01,Plant,singleLineText
tblPlants,tblPlants_fld_02,Variety,singleLineText
tblPlants,tblPlants_fld_03,Location,singleSelect
tblPlants,tblPlants_fld_04,Planted,date
tblPlants,tblPlants_fld_05,Notes,multilineText
tblHarvests,tblHarvests_fld_01,Date,date
tblHarvests,tblHarvests_fld_02,Plant,multipleRecordLinks
tblHarvests,tblHarvests_fld_03,Amount,singleLineText
tblHarvests,tblHarvests_fld_04,Use,singleSelect
tblHarvests,tblHarvests_fld_05,Notes,multilineText
tblGardenTasks,tblGardenTasks_fld_01,Task,singleLineText
tblGardenTasks,tblGardenTasks_fld_02,Status,singleSelect
tblGardenTasks,tblGardenTasks_fld_03,Due Date,date
tblGardenTasks,tblGardenTasks_fld_04,Notes,multilineText
tblSeasons,tblSeasons_fld_01,Season,singleLineText
tblSeasons,tblSeasons_fld_02,Year,number
tblSeasons,tblSeasons_fld_03,Weather Notes,multilineText
tblSeasons,tblSeasons_fld_04,Yield Notes,multilineText
