id,name,status,channel,subject,from_email,from_label,list_id,send_time,created,updated
kv_camp_0043,New listing - Kingman ridgeline (batch 43),scheduled,email,New listing - Kingman ridgeline (batch 43),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2026-01-10T16:17:29Z,2026-03-06T04:52:01Z,2025-04-23T17:33:32Z
kv_camp_0044,Winter buckle series (batch 44),sent,email,Winter buckle series (batch 44),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2026-02-25T14:09:04Z,2025-08-09T00:30:02Z,2025-05-12T07:21:22Z
kv_camp_0045,Sleeping Beauty petite cuff (batch 45),sent,email,Sleeping Beauty petite cuff (batch 45),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-07-12T09:48:23Z,2025-11-03T16:12:21Z,2025-06-09T09:00:49Z
kv_camp_0046,Red Earth Sedona spring (batch 46),sent,email,Red Earth Sedona spring (batch 46),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2025-12-27T02:59:25Z,2025-08-04T00:37:21Z,2025-03-23T16:50:09Z
kv_camp_0047,Red Earth Sedona spring (batch 47),scheduled,email,Red Earth Sedona spring (batch 47),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-09-29T12:10:58Z,2024-07-21T20:47:02Z,2025-09-16T06:56:27Z
kv_camp_0048,Turquoise Trail winter window (batch 48),scheduled,email,Turquoise Trail winter window (batch 48),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2024-12-27T22:29:05Z,2024-08-20T21:33:52Z,2024-07-24T22:19:21Z
kv_camp_0049,New listing - Zuni Sunset cuff (batch 49),sent,email,New listing - Zuni Sunset cuff (batch 49),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-04-22T04:25:54Z,2026-02-08T22:18:02Z,2025-06-29T03:52:38Z
kv_camp_0050,New listing - Zuni Sunset cuff (batch 50),sent,email,New listing - Zuni Sunset cuff (batch 50),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2024-08-12T20:57:54Z,2026-02-15T20:36:57Z,2024-07-21T12:01:45Z
kv_camp_0051,Ranger star buckle drop (batch 51),draft,email,Ranger star buckle drop (batch 51),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-03-22T08:45:02Z,2025-02-26T10:21:02Z,2026-05-31T04:57:00Z
kv_camp_0052,Sleeping Beauty petite cuff (batch 52),sent,email,Sleeping Beauty petite cuff (batch 52),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2026-03-22T14:23:30Z,2025-07-10T05:51:33Z,2026-02-07T23:30:14Z
kv_camp_0053,Bolo tie collection (batch 53),sent,email,Bolo tie collection (batch 53),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2024-10-21T05:19:08Z,2025-08-06T13:09:32Z,2025-12-15T17:48:49Z
kv_camp_0054,Ranger star buckle drop (batch 54),scheduled,email,Ranger star buckle drop (batch 54),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2026-06-03T02:08:46Z,2026-06-03T09:34:53Z,2025-01-08T21:29:34Z
kv_camp_0055,Winter buckle series (batch 55),draft,email,Winter buckle series (batch 55),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2025-07-15T09:47:59Z,2025-10-03T17:31:47Z,2025-02-02T20:54:02Z
kv_camp_0056,Turquoise Trail winter window (batch 56),draft,email,Turquoise Trail winter window (batch 56),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2024-12-23T17:38:49Z,2025-01-15T01:41:57Z,2026-01-20T09:37:21Z
kv_camp_0057,Cerrillos storm cuff (batch 57),sent,email,Cerrillos storm cuff (batch 57),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-01-14T17:41:55Z,2024-10-05T23:32:01Z,2025-10-05T07:09:14Z
kv_camp_0058,Winter buckle series (batch 58),draft,email,Winter buckle series (batch 58),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2025-07-19T15:29:04Z,2025-11-20T13:48:52Z,2025-05-20T17:03:39Z
kv_camp_0059,Red Earth Sedona spring (batch 59),sent,email,Red Earth Sedona spring (batch 59),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2024-09-07T05:29:02Z,2025-01-02T13:50:46Z,2026-04-21T17:19:33Z
kv_camp_0060,New listing - Zuni Sunset cuff (batch 60),scheduled,email,New listing - Zuni Sunset cuff (batch 60),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-01-31T20:59:52Z,2024-11-25T20:49:56Z,2025-08-14T14:49:24Z
kv_camp_0061,Sleeping Beauty petite cuff (batch 61),scheduled,email,Sleeping Beauty petite cuff (batch 61),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2025-08-21T13:33:14Z,2025-09-18T06:49:28Z,2025-09-02T10:45:34Z
kv_camp_0062,Bolo tie collection (batch 62),scheduled,email,Bolo tie collection (batch 62),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2024-09-20T01:20:02Z,2024-12-30T15:57:36Z,2024-10-03T21:02:46Z
kv_camp_0063,Sleeping Beauty petite cuff (batch 63),scheduled,email,Sleeping Beauty petite cuff (batch 63),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2025-08-23T20:03:38Z,2025-07-05T20:05:39Z,2024-09-18T22:52:31Z
kv_camp_0064,Red Earth Sedona spring (batch 64),sent,email,Red Earth Sedona spring (batch 64),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-12-21T04:22:21Z,2024-07-05T17:05:52Z,2025-02-20T06:06:40Z
kv_camp_0065,Bolo tie collection (batch 65),sent,email,Bolo tie collection (batch 65),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2026-03-22T17:26:31Z,2025-03-02T09:36:04Z,2025-02-02T20:34:35Z
kv_camp_0066,Sleeping Beauty petite cuff (batch 66),draft,email,Sleeping Beauty petite cuff (batch 66),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-04-27T17:37:07Z,2024-11-05T20:54:44Z,2025-10-11T07:39:01Z
kv_camp_0067,New listing - Kingman ridgeline (batch 67),scheduled,email,New listing - Kingman ridgeline (batch 67),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-01-30T19:50:27Z,2025-11-28T08:15:04Z,2024-11-20T01:13:08Z
kv_camp_0068,Red Earth Sedona spring (batch 68),scheduled,email,Red Earth Sedona spring (batch 68),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-07-01T15:20:15Z,2026-03-16T15:55:21Z,2025-06-23T13:05:48Z
kv_camp_0069,Red Earth Sedona spring (batch 69),sent,email,Red Earth Sedona spring (batch 69),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2025-09-26T15:58:41Z,2025-05-21T12:54:28Z,2025-09-01T22:27:01Z
kv_camp_0070,New listing - Kingman ridgeline (batch 70),draft,email,New listing - Kingman ridgeline (batch 70),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2026-04-03T16:58:15Z,2026-04-08T07:06:14Z,2025-04-29T09:35:05Z
kv_camp_0071,Winter buckle series (batch 71),scheduled,email,Winter buckle series (batch 71),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2025-03-09T21:10:31Z,2025-10-16T16:49:20Z,2025-04-07T04:30:55Z
kv_camp_0072,Sleeping Beauty petite cuff (batch 72),sent,email,Sleeping Beauty petite cuff (batch 72),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2025-03-12T12:47:03Z,2026-06-01T14:50:59Z,2025-08-16T10:31:29Z
kv_camp_0073,Bolo tie collection (batch 73),draft,email,Bolo tie collection (batch 73),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-12-15T01:31:33Z,2025-10-02T02:03:17Z,2024-10-10T21:21:43Z
kv_camp_0074,New listing - Kingman ridgeline (batch 74),sent,email,New listing - Kingman ridgeline (batch 74),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-11-23T06:13:13Z,2024-07-22T14:49:56Z,2025-11-28T12:40:58Z
kv_camp_0075,Ranger star buckle drop (batch 75),draft,email,Ranger star buckle drop (batch 75),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2024-07-18T01:39:26Z,2025-03-14T17:50:20Z,2024-08-03T17:56:42Z
kv_camp_0076,Turquoise Trail winter window (batch 76),draft,email,Turquoise Trail winter window (batch 76),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2024-12-11T01:52:23Z,2024-08-23T16:25:13Z,2025-10-08T11:17:12Z
kv_camp_0077,Winter buckle series (batch 77),scheduled,email,Winter buckle series (batch 77),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2024-09-07T00:10:36Z,2025-04-16T03:27:57Z,2025-08-09T19:22:35Z
kv_camp_0078,New listing - Zuni Sunset cuff (batch 78),scheduled,email,New listing - Zuni Sunset cuff (batch 78),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2024-09-30T21:48:20Z,2024-11-20T09:25:22Z,2025-05-21T21:47:13Z
kv_camp_0079,Holiday drop - fall 2025 (batch 79),sent,email,Holiday drop - fall 2025 (batch 79),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-07-30T16:36:11Z,2025-12-23T19:12:20Z,2025-03-06T14:03:20Z
kv_camp_0080,New listing - Zuni Sunset cuff (batch 80),sent,email,New listing - Zuni Sunset cuff (batch 80),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-12-28T09:56:42Z,2024-08-18T14:58:16Z,2026-04-07T13:28:54Z
kv_camp_0081,Ranger star buckle drop (batch 81),sent,email,Ranger star buckle drop (batch 81),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2025-04-10T18:24:17Z,2025-11-11T00:19:23Z,2026-05-27T02:12:37Z
kv_camp_0082,Ranger star buckle drop (batch 82),draft,email,Ranger star buckle drop (batch 82),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_engaged_only,2025-07-23T10:25:21Z,2024-10-10T23:28:12Z,2025-11-14T11:39:07Z
kv_camp_0083,Turquoise Trail winter window (batch 83),sent,email,Turquoise Trail winter window (batch 83),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_direct_ig_etsy,2026-04-30T19:01:38Z,2025-02-07T15:43:37Z,2026-02-13T22:47:50Z
kv_camp_0084,Winter buckle series (batch 84),sent,email,Winter buckle series (batch 84),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2026-06-04T15:12:39Z,2026-02-22T12:06:42Z,2026-06-16T23:18:13Z
kv_camp_0085,Cerrillos storm cuff (batch 85),scheduled,email,Cerrillos storm cuff (batch 85),sam.osborne@Finthesiss.ai,Sam Osborne,kv_list_gallery_consigned,2026-05-25T05:16:22Z,2025-02-06T21:21:25Z,2025-02-16T21:35:05Z
