id,name,id_card,id_board,items
chk-505-a-e007,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e007,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e008,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e008,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e008,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e008,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e009,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e009,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e009,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e009,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e010,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e010,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e010,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e010,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e011,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e011,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e011,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e011,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e012,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e012,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e012,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e012,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e013,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e013,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e013,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e013,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e014,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e014,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e014,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e014,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e015,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e015,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e015,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e015,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e016,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e016,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e016,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e016,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e017,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e017,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e017,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e017,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e018,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e018,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e018,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e018,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e019,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e019,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e019,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e019,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
