id,name,country,state,lat,lon,timezone
4513736,City 152,US,OH,39.6921,-84.1300,America/New_York
4513737,City 153,US,OH,39.6278,-84.1063,America/New_York
4513738,City 154,US,OH,39.6665,-84.1467,America/New_York
4513739,City 155,US,OH,39.6444,-84.2462,America/New_York
4513740,City 156,US,OH,39.6118,-84.2128,America/New_York
4513741,City 157,US,OH,39.6969,-84.2478,America/New_York
4513742,City 158,US,OH,39.6118,-84.1404,America/New_York
4513743,City 159,US,OH,39.6434,-84.1142,America/New_York
4513744,City 160,US,OH,39.6596,-84.2490,America/New_York
4513745,City 161,US,OH,39.6204,-84.2092,America/New_York
4513746,City 162,US,OH,39.6070,-84.1943,America/New_York
4513747,City 163,US,OH,39.6254,-84.1734,America/New_York
4513748,City 164,US,OH,39.6984,-84.1502,America/New_York
4513749,City 165,US,OH,39.6013,-84.1188,America/New_York
4513750,City 166,US,OH,39.6730,-84.2431,America/New_York
4513751,City 167,US,OH,39.6962,-84.1265,America/New_York
4513752,City 168,US,OH,39.6367,-84.2242,America/New_York
4513753,City 169,US,OH,39.6865,-84.1868,America/New_York
4513754,City 170,US,OH,39.6827,-84.2082,America/New_York
4513755,City 171,US,OH,39.6167,-84.2290,America/New_York
4513756,City 172,US,OH,39.6055,-84.1023,America/New_York
4513757,City 173,US,OH,39.6665,-84.2040,America/New_York
4513758,City 174,US,OH,39.6070,-84.2403,America/New_York
4513759,City 175,US,OH,39.6161,-84.1667,America/New_York
4513760,City 176,US,OH,39.6617,-84.2045,America/New_York
4513761,City 177,US,OH,39.6488,-84.1677,America/New_York
4513762,City 178,US,OH,39.6063,-84.2841,America/New_York
4513763,City 179,US,OH,39.6503,-84.2228,America/New_York
4513764,City 180,US,OH,39.6930,-84.2407,America/New_York
4513765,City 181,US,OH,39.6901,-84.1712,America/New_York
4513766,City 182,US,OH,39.6430,-84.1585,America/New_York
4513767,City 183,US,OH,39.6380,-84.1316,America/New_York
4513768,City 184,US,OH,39.6892,-84.2136,America/New_York
4513769,City 185,US,OH,39.6898,-84.1379,America/New_York
4513770,City 186,US,OH,39.6826,-84.1208,America/New_York
4513771,City 187,US,OH,39.6001,-84.2848,America/New_York
4513772,City 188,US,OH,39.6204,-84.1502,America/New_York
4513773,City 189,US,OH,39.6968,-84.1416,America/New_York
4513774,City 190,US,OH,39.6761,-84.2255,America/New_York
4513775,City 191,US,OH,39.6555,-84.1687,America/New_York
4513776,City 192,US,OH,39.6700,-84.1337,America/New_York
4513777,City 193,US,OH,39.6084,-84.1033,America/New_York
4513778,City 194,US,OH,39.6397,-84.2245,America/New_York
4513779,City 195,US,OH,39.6188,-84.2222,America/New_York
4513780,City 196,US,OH,39.6938,-84.2738,America/New_York
4513781,City 197,US,OH,39.6597,-84.2165,America/New_York
4513782,City 198,US,OH,39.6967,-84.1936,America/New_York
4513783,City 199,US,OH,39.6178,-84.2621,America/New_York
4513784,City 200,US,OH,39.6400,-84.2744,America/New_York
4513785,City 201,US,OH,39.6237,-84.1132,America/New_York
4513786,City 202,US,OH,39.6337,-84.1642,America/New_York
4513787,City 203,US,OH,39.6928,-84.2512,America/New_York
4513788,City 204,US,OH,39.6123,-84.2896,America/New_York
4513789,City 205,US,OH,39.6978,-84.1256,America/New_York
4513790,City 206,US,OH,39.6151,-84.2218,America/New_York
4513791,City 207,US,OH,39.6923,-84.2258,America/New_York
4513792,City 208,US,OH,39.6628,-84.2665,America/New_York
4513793,City 209,US,OH,39.6084,-84.2380,America/New_York
4513794,City 210,US,OH,39.6082,-84.1770,America/New_York
4513795,City 211,US,OH,39.6722,-84.2757,America/New_York
4513796,City 212,US,OH,39.6430,-84.2620,America/New_York
4513797,City 213,US,OH,39.6253,-84.1752,America/New_York
4513798,City 214,US,OH,39.6185,-84.1444,America/New_York
4513799,City 215,US,OH,39.6436,-84.2142,America/New_York
4513800,City 216,US,OH,39.6501,-84.2939,America/New_York
4513801,City 217,US,OH,39.6465,-84.2791,America/New_York
4513802,City 218,US,OH,39.6944,-84.2910,America/New_York
4513803,City 219,US,OH,39.6055,-84.2305,America/New_York
4513804,City 220,US,OH,39.6673,-84.2599,America/New_York
4513805,City 221,US,OH,39.6303,-84.1680,America/New_York
4513806,City 222,US,OH,39.6599,-84.2719,America/New_York
4513807,City 223,US,OH,39.6957,-84.1157,America/New_York
4513808,City 224,US,OH,39.6013,-84.2943,America/New_York
4513809,City 225,US,OH,39.6766,-84.2590,America/New_York
4513810,City 226,US,OH,39.6856,-84.2700,America/New_York
4513811,City 227,US,OH,39.6609,-84.1294,America/New_York
4513812,City 228,US,OH,39.6097,-84.2297,America/New_York
4513813,City 229,US,OH,39.6515,-84.1972,America/New_York
4513814,City 230,US,OH,39.6001,-84.2408,America/New_York
4513815,City 231,US,OH,39.6759,-84.2030,America/New_York
4513816,City 232,US,OH,39.6686,-84.1371,America/New_York
4513817,City 233,US,OH,39.6023,-84.1520,America/New_York
4513818,City 234,US,OH,39.6536,-84.1271,America/New_York
4513819,City 235,US,OH,39.6895,-84.2052,America/New_York
4513820,City 236,US,OH,39.6739,-84.2336,America/New_York
4513821,City 237,US,OH,39.6992,-84.2665,America/New_York
4513822,City 238,US,OH,39.6845,-84.2173,America/New_York
4513823,City 239,US,OH,39.6028,-84.1575,America/New_York
4513824,City 240,US,OH,39.6455,-84.1509,America/New_York
4513825,City 241,US,OH,39.6707,-84.2933,America/New_York
4513826,City 242,US,OH,39.6032,-84.2801,America/New_York
4513827,City 243,US,OH,39.6472,-84.2452,America/New_York
4513828,City 244,US,OH,39.6784,-84.1840,America/New_York
4513829,City 245,US,OH,39.6125,-84.1987,America/New_York
4513830,City 246,US,OH,39.6249,-84.2646,America/New_York
4513831,City 247,US,OH,39.6106,-84.2715,America/New_York
4513832,City 248,US,OH,39.6339,-84.1911,America/New_York
4513833,City 249,US,OH,39.6717,-84.1167,America/New_York
4513834,City 250,US,OH,39.6469,-84.1087,America/New_York
4513835,City 251,US,OH,39.6280,-84.2125,America/New_York
4513836,City 252,US,OH,39.6422,-84.1576,America/New_York
4513837,City 253,US,OH,39.6721,-84.2272,America/New_York
4513838,City 254,US,OH,39.6744,-84.2603,America/New_York
4513839,City 255,US,OH,39.6947,-84.1744,America/New_York
4513840,City 256,US,OH,39.6487,-84.1816,America/New_York
4513841,City 257,US,OH,39.6382,-84.2939,America/New_York
4513842,City 258,US,OH,39.6859,-84.1358,America/New_York
4513843,City 259,US,OH,39.6232,-84.2469,America/New_York
4513844,City 260,US,OH,39.6414,-84.2253,America/New_York
4513845,City 261,US,OH,39.6852,-84.1046,America/New_York
4513846,City 262,US,OH,39.6959,-84.1143,America/New_York
4513847,City 263,US,OH,39.6722,-84.1629,America/New_York
4513848,City 264,US,OH,39.6882,-84.1262,America/New_York
4513849,City 265,US,OH,39.6141,-84.1579,America/New_York
4513850,City 266,US,OH,39.6872,-84.1658,America/New_York
4513851,City 267,US,OH,39.6540,-84.2486,America/New_York
4513852,City 268,US,OH,39.6492,-84.1199,America/New_York
4513853,City 269,US,OH,39.6564,-84.1985,America/New_York
4513854,City 270,US,OH,39.6213,-84.1079,America/New_York
4513855,City 271,US,OH,39.6823,-84.1418,America/New_York
4513856,City 272,US,OH,39.6499,-84.2668,America/New_York
4513857,City 273,US,OH,39.6289,-84.1521,America/New_York
4513858,City 274,US,OH,39.6151,-84.2835,America/New_York
4513859,City 275,US,OH,39.6819,-84.2427,America/New_York
4513860,City 276,US,OH,39.6608,-84.2126,America/New_York
4513861,City 277,US,OH,39.6841,-84.2043,America/New_York
4513862,City 278,US,OH,39.6902,-84.2356,America/New_York
4513863,City 279,US,OH,39.6537,-84.2840,America/New_York
4513864,City 280,US,OH,39.6126,-84.1451,America/New_York
4513865,City 281,US,OH,39.6981,-84.2769,America/New_York
4513866,City 282,US,OH,39.6996,-84.2533,America/New_York
4513867,City 283,US,OH,39.6598,-84.2056,America/New_York
4513868,City 284,US,OH,39.6041,-84.1681,America/New_York
4513869,City 285,US,OH,39.6293,-84.1333,America/New_York
4513870,City 286,US,OH,39.6276,-84.1260,America/New_York
4513871,City 287,US,OH,39.6908,-84.1503,America/New_York
4513872,City 288,US,OH,39.6318,-84.1153,America/New_York
4513873,City 289,US,OH,39.6700,-84.1027,America/New_York
4513874,City 290,US,OH,39.6620,-84.2873,America/New_York
4513875,City 291,US,OH,39.6612,-84.1861,America/New_York
4513876,City 292,US,OH,39.6932,-84.1881,America/New_York
4513877,City 293,US,OH,39.6093,-84.2981,America/New_York
4513878,City 294,US,OH,39.6296,-84.2092,America/New_York
4513879,City 295,US,OH,39.6627,-84.2328,America/New_York
4513880,City 296,US,OH,39.6305,-84.1579,America/New_York
4513881,City 297,US,OH,39.6339,-84.1066,America/New_York
4513882,City 298,US,OH,39.6559,-84.1644,America/New_York
4513883,City 299,US,OH,39.6285,-84.2952,America/New_York
4513884,City 300,US,OH,39.6416,-84.1316,America/New_York
4513885,City 301,US,OH,39.6802,-84.2968,America/New_York
4513886,City 302,US,OH,39.6433,-84.1599,America/New_York
4513887,City 303,US,OH,39.6562,-84.2842,America/New_York
4513888,City 304,US,OH,39.6855,-84.2307,America/New_York
4513889,City 305,US,OH,39.6157,-84.2984,America/New_York
4513890,City 306,US,OH,39.6797,-84.2388,America/New_York
4513891,City 307,US,OH,39.6707,-84.2426,America/New_York
4513892,City 308,US,OH,39.6432,-84.1836,America/New_York
4513893,City 309,US,OH,39.6160,-84.1480,America/New_York
4513894,City 310,US,OH,39.6039,-84.1824,America/New_York
4513895,City 311,US,OH,39.6974,-84.1296,America/New_York
4513896,City 312,US,OH,39.6847,-84.1273,America/New_York
4513897,City 313,US,OH,39.6997,-84.2828,America/New_York
4513898,City 314,US,OH,39.6354,-84.1783,America/New_York
4513899,City 315,US,OH,39.6789,-84.1039,America/New_York
4513900,City 316,US,OH,39.6222,-84.1332,America/New_York
4513901,City 317,US,OH,39.6854,-84.2669,America/New_York
4513902,City 318,US,OH,39.6076,-84.1787,America/New_York
4513903,City 319,US,OH,39.6161,-84.1999,America/New_York
4513904,City 320,US,OH,39.6009,-84.2389,America/New_York
4513905,City 321,US,OH,39.6545,-84.2895,America/New_York
4513906,City 322,US,OH,39.6276,-84.1398,America/New_York
4513907,City 323,US,OH,39.6895,-84.1949,America/New_York
4513908,City 324,US,OH,39.6661,-84.2498,America/New_York
4513909,City 325,US,OH,39.6378,-84.1640,America/New_York
4513910,City 326,US,OH,39.6295,-84.1256,America/New_York
4513911,City 327,US,OH,39.6809,-84.2398,America/New_York
4513912,City 328,US,OH,39.6523,-84.1719,America/New_York
4513913,City 329,US,OH,39.6963,-84.2143,America/New_York
4513914,City 330,US,OH,39.6229,-84.2246,America/New_York
4513915,City 331,US,OH,39.6882,-84.2513,America/New_York
4513916,City 332,US,OH,39.6474,-84.1900,America/New_York
4513917,City 333,US,OH,39.6969,-84.2141,America/New_York
4513918,City 334,US,OH,39.6639,-84.2389,America/New_York
4513919,City 335,US,OH,39.6042,-84.1618,America/New_York
4513920,City 336,US,OH,39.6496,-84.2997,America/New_York
4513921,City 337,US,OH,39.6859,-84.1134,America/New_York
4513922,City 338,US,OH,39.6843,-84.2081,America/New_York
4513923,City 339,US,OH,39.6898,-84.1291,America/New_York
4513924,City 340,US,OH,39.6540,-84.1227,America/New_York
4513925,City 341,US,OH,39.6447,-84.2893,America/New_York
4513926,City 342,US,OH,39.6200,-84.2880,America/New_York
4513927,City 343,US,OH,39.6365,-84.2965,America/New_York
4513928,City 344,US,OH,39.6918,-84.2549,America/New_York
4513929,City 345,US,OH,39.6289,-84.1526,America/New_York
4513930,City 346,US,OH,39.6285,-84.1244,America/New_York
4513931,City 347,US,OH,39.6208,-84.2766,America/New_York
4513932,City 348,US,OH,39.6898,-84.1800,America/New_York
4513933,City 349,US,OH,39.6252,-84.1942,America/New_York
4513934,City 350,US,OH,39.6410,-84.2412,America/New_York
4513935,City 351,US,OH,39.6339,-84.2624,America/New_York
4513936,City 352,US,OH,39.6248,-84.2870,America/New_York
4513937,City 353,US,OH,39.6163,-84.1807,America/New_York
4513938,City 354,US,OH,39.6763,-84.2188,America/New_York
4513939,City 355,US,OH,39.6612,-84.1156,America/New_York
4513940,City 356,US,OH,39.6150,-84.1812,America/New_York
4513941,City 357,US,OH,39.6516,-84.2829,America/New_York
4513942,City 358,US,OH,39.6731,-84.2713,America/New_York
4513943,City 359,US,OH,39.6755,-84.2375,America/New_York
4513944,City 360,US,OH,39.6278,-84.2472,America/New_York
4513945,City 361,US,OH,39.6740,-84.2299,America/New_York
4513946,City 362,US,OH,39.6812,-84.1923,America/New_York
4513947,City 363,US,OH,39.6140,-84.1629,America/New_York
4513948,City 364,US,OH,39.6567,-84.2634,America/New_York
4513949,City 365,US,OH,39.6908,-84.1770,America/New_York
4513950,City 366,US,OH,39.6921,-84.1229,America/New_York
4513951,City 367,US,OH,39.6451,-84.2317,America/New_York
4513952,City 368,US,OH,39.6120,-84.1021,America/New_York
4513953,City 369,US,OH,39.6488,-84.2505,America/New_York
4513954,City 370,US,OH,39.6892,-84.1676,America/New_York
4513955,City 371,US,OH,39.6387,-84.2799,America/New_York
4513956,City 372,US,OH,39.6165,-84.1756,America/New_York
4513957,City 373,US,OH,39.6074,-84.1391,America/New_York
4513958,City 374,US,OH,39.6759,-84.1563,America/New_York
4513959,City 375,US,OH,39.6254,-84.1435,America/New_York
4513960,City 376,US,OH,39.6995,-84.1647,America/New_York
4513961,City 377,US,OH,39.6489,-84.2570,America/New_York
4513962,City 378,US,OH,39.6546,-84.1447,America/New_York
4513963,City 379,US,OH,39.6726,-84.2442,America/New_York
4513964,City 380,US,OH,39.6596,-84.1517,America/New_York
4513965,City 381,US,OH,39.6592,-84.1528,America/New_York
4513966,City 382,US,OH,39.6428,-84.1711,America/New_York
4513967,City 383,US,OH,39.6162,-84.2424,America/New_York
4513968,City 384,US,OH,39.6298,-84.2270,America/New_York
4513969,City 385,US,OH,39.6210,-84.2182,America/New_York
4513970,City 386,US,OH,39.6005,-84.1060,America/New_York
4513971,City 387,US,OH,39.6646,-84.1837,America/New_York
4513972,City 388,US,OH,39.6835,-84.1260,America/New_York
4513973,City 389,US,OH,39.6638,-84.2741,America/New_York
4513974,City 390,US,OH,39.6815,-84.1273,America/New_York
4513975,City 391,US,OH,39.6332,-84.1266,America/New_York
4513976,City 392,US,OH,39.6632,-84.2756,America/New_York
4513977,City 393,US,OH,39.6959,-84.2252,America/New_York
4513978,City 394,US,OH,39.6169,-84.1692,America/New_York
4513979,City 395,US,OH,39.6830,-84.2329,America/New_York
4513980,City 396,US,OH,39.6192,-84.2950,America/New_York
4513981,City 397,US,OH,39.6856,-84.2398,America/New_York
4513982,City 398,US,OH,39.6397,-84.2070,America/New_York
4513983,City 399,US,OH,39.6214,-84.1151,America/New_York
4513984,City 400,US,OH,39.6651,-84.1763,America/New_York
4513985,City 401,US,OH,39.6671,-84.2882,America/New_York
4513986,City 402,US,OH,39.6507,-84.1047,America/New_York
4513987,City 403,US,OH,39.6149,-84.1931,America/New_York
4513988,City 404,US,OH,39.6706,-84.1383,America/New_York
4513989,City 405,US,OH,39.6066,-84.2116,America/New_York
4513990,City 406,US,OH,39.6702,-84.2415,America/New_York
4513991,City 407,US,OH,39.6769,-84.1445,America/New_York
4513992,City 408,US,OH,39.6877,-84.1064,America/New_York
4513993,City 409,US,OH,39.6699,-84.1082,America/New_York
4513994,City 410,US,OH,39.6941,-84.1382,America/New_York
4513995,City 411,US,OH,39.6385,-84.1597,America/New_York
4513996,City 412,US,OH,39.6511,-84.2910,America/New_York
4513997,City 413,US,OH,39.6286,-84.2743,America/New_York
4513998,City 414,US,OH,39.6794,-84.1772,America/New_York
4513999,City 415,US,OH,39.6749,-84.2380,America/New_York
4514000,City 416,US,OH,39.6539,-84.1087,America/New_York
4514001,City 417,US,OH,39.6300,-84.1029,America/New_York
4514002,City 418,US,OH,39.6843,-84.2438,America/New_York
4514003,City 419,US,OH,39.6858,-84.1527,America/New_York
4514004,City 420,US,OH,39.6518,-84.2675,America/New_York
4514005,City 421,US,OH,39.6792,-84.2287,America/New_York
4514006,City 422,US,OH,39.6919,-84.1984,America/New_York
4514007,City 423,US,OH,39.6593,-84.2738,America/New_York
4514008,City 424,US,OH,39.6609,-84.2524,America/New_York
4514009,City 425,US,OH,39.6654,-84.1333,America/New_York
4514010,City 426,US,OH,39.6108,-84.2987,America/New_York
4514011,City 427,US,OH,39.6276,-84.1478,America/New_York
4514012,City 428,US,OH,39.6304,-84.1901,America/New_York
4514013,City 429,US,OH,39.6670,-84.2769,America/New_York
4514014,City 430,US,OH,39.6439,-84.2045,America/New_York
4514015,City 431,US,OH,39.6269,-84.1090,America/New_York
4514016,City 432,US,OH,39.6196,-84.1580,America/New_York
4514017,City 433,US,OH,39.6956,-84.2840,America/New_York
4514018,City 434,US,OH,39.6715,-84.1775,America/New_York
4514019,City 435,US,OH,39.6923,-84.2950,America/New_York
4514020,City 436,US,OH,39.6405,-84.1580,America/New_York
4514021,City 437,US,OH,39.6957,-84.1773,America/New_York
4514022,City 438,US,OH,39.6509,-84.1952,America/New_York
4514023,City 439,US,OH,39.6992,-84.1190,America/New_York
4514024,City 440,US,OH,39.6399,-84.2888,America/New_York
4514025,City 441,US,OH,39.6186,-84.1948,America/New_York
4514026,City 442,US,OH,39.6980,-84.1285,America/New_York
4514027,City 443,US,OH,39.6507,-84.1900,America/New_York
4514028,City 444,US,OH,39.6991,-84.1935,America/New_York
4514029,City 445,US,OH,39.6209,-84.1849,America/New_York
4514030,City 446,US,OH,39.6390,-84.1948,America/New_York
4514031,City 447,US,OH,39.6343,-84.1363,America/New_York
4514032,City 448,US,OH,39.6003,-84.1469,America/New_York
4514033,City 449,US,OH,39.6530,-84.2612,America/New_York
4514034,City 450,US,OH,39.6099,-84.2857,America/New_York
4514035,City 451,US,OH,39.6375,-84.1967,America/New_York
4514036,City 452,US,OH,39.6901,-84.1709,America/New_York
4514037,City 453,US,OH,39.6959,-84.1333,America/New_York
4514038,City 454,US,OH,39.6104,-84.1810,America/New_York
4514039,City 455,US,OH,39.6434,-84.1969,America/New_York
4514040,City 456,US,OH,39.6505,-84.2182,America/New_York
4514041,City 457,US,OH,39.6234,-84.1426,America/New_York
4514042,City 458,US,OH,39.6419,-84.1446,America/New_York
4514043,City 459,US,OH,39.6014,-84.2691,America/New_York
4514044,City 460,US,OH,39.6698,-84.2018,America/New_York
4514045,City 461,US,OH,39.6675,-84.2627,America/New_York
4514046,City 462,US,OH,39.6322,-84.2834,America/New_York
4514047,City 463,US,OH,39.6623,-84.1778,America/New_York
